Value,AFRICA_2024_DynamicWorld_2024_37NGE_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NGE_M_R,AFRICA_2024_GLC_FCS30D_2022_37NGE_M_R,AFRICA_2024_GSW_Yearly_2021_37NGE_M_R,AFRICA_2024_GWL_FCS30D_2022_37NGE_M_R,AFRICA_2024_WorldCover_2021_37NGE_M_R
121,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
122,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
123,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Forest
124,NULL,Cropland,Grassland,Water,Non_Wetland,NULL
125,NULL,Cropland,Grassland,Water,Non_Wetland,Grassland
126,NULL,Cropland,Grassland,Water,Non_Wetland,Cropland
127,NULL,Cropland,Grassland,Water,Non_Wetland,Bareland
128,NULL,Cropland,Grassland,Water,Non_Wetland,Forest
129,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL
130,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland
131,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland
132,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland
133,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest
134,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL
135,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
136,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
137,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
138,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Forest
139,NULL,Cropland,Cropland,Water,Non_Wetland,NULL
140,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland
141,NULL,Cropland,Cropland,Water,Non_Wetland,Cropland
142,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland
143,NULL,Cropland,Wetland,NULL,Wetland,NULL
144,NULL,Cropland,Wetland,NULL,Wetland,Forest
145,NULL,Cropland,Wetland,Water,Wetland,Cropland
146,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL
147,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland
148,NULL,Cropland,Bareland,NULL,Non_Wetland,Cropland
149,NULL,Cropland,Bareland,NULL,Non_Wetland,Forest
150,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL
151,NULL,Cropland,Bareland,Water,Non_Wetland,Grassland
152,NULL,Cropland,Bareland,Water,Non_Wetland,Cropland
153,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland
154,NULL,Cropland,Built-up,Water,Non_Wetland,Grassland
155,NULL,Cropland,Water,Non_Water,Water,NULL
156,NULL,Cropland,Forest,NULL,Non_Wetland,NULL
157,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland
158,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland
159,NULL,Cropland,Forest,NULL,Non_Wetland,Forest
160,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL
161,NULL,Wetland,NULL,NULL,Non_Wetland,Forest
162,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland
163,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland
164,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland
165,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland
166,NULL,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
167,NULL,Bareland,Grassland,Water,Non_Wetland,Grassland
168,NULL,Bareland,Grassland,Water,Non_Wetland,Bareland
169,NULL,Bareland,Water,NULL,Water,Bareland
170,NULL,Built-up,NULL,NULL,Non_Wetland,NULL
171,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland
172,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up
173,NULL,Built-up,NULL,NULL,Non_Wetland,Forest
174,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL
175,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
176,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland
177,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
178,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
179,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
180,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL
181,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
182,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Cropland
183,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL
184,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
185,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland
186,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
187,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
188,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
189,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
190,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Cropland
191,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL
192,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
193,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland
194,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland
195,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up
196,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
197,NULL,Built-up,Wetland,NULL,Wetland,Forest
198,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
199,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL
200,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
201,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
202,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
203,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL
204,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
205,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
206,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
207,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
208,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
209,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
210,NULL,Water,NULL,NULL,Non_Wetland,NULL
211,NULL,Water,NULL,NULL,Non_Wetland,Bareland
212,NULL,Water,NULL,NULL,Non_Wetland,Forest
213,NULL,Water,Shrubland,NULL,Non_Wetland,NULL
214,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
215,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland
216,NULL,Water,Shrubland,NULL,Non_Wetland,Forest
217,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland
218,NULL,Water,Shrubland,Non_Water,Non_Wetland,Forest
219,NULL,Water,Shrubland,Water,Non_Wetland,NULL
220,NULL,Water,Shrubland,Water,Non_Wetland,Grassland
221,NULL,Water,Grassland,NULL,Non_Wetland,NULL
222,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
223,NULL,Water,Grassland,NULL,Non_Wetland,Forest
224,NULL,Water,Grassland,Non_Water,Non_Wetland,Bareland
225,NULL,Water,Grassland,Non_Water,Non_Wetland,Forest
226,NULL,Water,Grassland,Water,Non_Wetland,Grassland
227,NULL,Water,Grassland,Water,Non_Wetland,Bareland
228,NULL,Water,Cropland,NULL,Non_Wetland,NULL
229,NULL,Water,Cropland,NULL,Non_Wetland,Grassland
230,NULL,Water,Cropland,NULL,Non_Wetland,Forest
231,NULL,Water,Cropland,Non_Water,Non_Wetland,Forest
232,NULL,Water,Cropland,Water,Non_Wetland,Grassland
233,NULL,Water,Cropland,Water,Non_Wetland,Bareland
234,NULL,Water,Cropland,Water,Non_Wetland,Forest
235,NULL,Water,Bareland,NULL,Non_Wetland,NULL
236,NULL,Water,Bareland,NULL,Non_Wetland,Forest
237,NULL,Water,Water,NULL,Water,Bareland
238,NULL,Water,Water,NULL,Water,Forest
239,NULL,Water,Water,Water,Water,Bareland
240,NULL,Water,Forest,NULL,Non_Wetland,NULL
241,NULL,Water,Forest,NULL,Non_Wetland,Forest
242,NULL,Forest,NULL,NULL,Non_Wetland,NULL
243,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
244,NULL,Forest,NULL,NULL,Non_Wetland,Forest
245,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
246,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
247,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
248,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
249,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
250,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL
251,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
252,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
253,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
254,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland
255,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
256,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
257,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL
258,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
259,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
260,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
261,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
262,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL
263,NULL,Forest,Cropland,Non_Water,Non_Wetland,Forest
264,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
265,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
266,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland
267,NULL,Forest,Built-up,NULL,Non_Wetland,NULL
268,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
269,NULL,Forest,Water,NULL,Water,Grassland
270,NULL,Forest,Water,NULL,Water,Forest
271,NULL,Forest,Forest,NULL,Non_Wetland,NULL
272,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
273,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
274,NULL,Forest,Forest,NULL,Non_Wetland,Forest
275,Grassland,NULL,NULL,NULL,Non_Wetland,NULL
276,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland
277,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
278,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
279,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
280,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
281,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
282,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
283,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
284,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland
285,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
286,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
287,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
288,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland
289,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
290,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
291,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
292,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
293,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
294,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
295,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
296,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland
297,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
298,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
299,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
300,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
301,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
302,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
303,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
304,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
305,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
306,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
307,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
308,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL
309,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
310,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
311,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest
312,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
313,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland
314,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
315,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL
316,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland
317,Grassland,Wetland,Cropland,NULL,Non_Wetland,Cropland
318,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
319,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
320,Grassland,Water,NULL,NULL,Non_Wetland,Forest
321,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
322,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
323,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
324,Grassland,Water,Shrubland,Water,Non_Wetland,NULL
325,Grassland,Water,Grassland,NULL,Non_Wetland,NULL
326,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland
327,Grassland,Water,Cropland,NULL,Non_Wetland,Cropland
328,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland
329,Grassland,Water,Cropland,Non_Water,Non_Wetland,Forest
330,Grassland,Water,Cropland,Water,Non_Wetland,Grassland
331,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
332,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
333,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
334,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
335,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
336,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
337,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL
338,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
339,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland
340,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
341,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
342,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
343,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
344,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
345,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
346,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
347,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
348,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
349,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
350,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
351,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
352,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL
353,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland
354,Cropland,NULL,NULL,Non_Water,Non_Wetland,Cropland
355,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest
356,Cropland,NULL,NULL,Water,Non_Wetland,Grassland
357,Cropland,NULL,NULL,Water,Non_Wetland,Cropland
358,Cropland,NULL,NULL,Water,Non_Wetland,Forest
359,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
360,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
361,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
362,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
363,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
364,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
365,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
366,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
367,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
368,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
369,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL
370,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
371,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
372,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland
373,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest
374,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
375,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
376,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
377,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
378,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
379,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
380,Cropland,NULL,Grassland,NULL,Non_Wetland,Water
381,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
382,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL
383,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
384,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
385,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
386,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Forest
387,Cropland,NULL,Grassland,Water,Non_Wetland,NULL
388,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
389,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
390,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland
391,Cropland,NULL,Grassland,Water,Non_Wetland,Water
392,Cropland,NULL,Grassland,Water,Non_Wetland,Forest
393,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
394,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
395,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
396,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
397,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
398,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
399,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL
400,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
401,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
402,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
403,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
404,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
405,Cropland,NULL,Cropland,Water,Non_Wetland,NULL
406,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
407,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
408,Cropland,NULL,Cropland,Water,Non_Wetland,Wetland
409,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
410,Cropland,NULL,Cropland,Water,Non_Wetland,Water
411,Cropland,NULL,Cropland,Water,Non_Wetland,Forest
412,Cropland,NULL,Wetland,NULL,Wetland,NULL
413,Cropland,NULL,Wetland,NULL,Wetland,Grassland
414,Cropland,NULL,Wetland,NULL,Wetland,Cropland
415,Cropland,NULL,Wetland,NULL,Wetland,Bareland
416,Cropland,NULL,Wetland,NULL,Wetland,Forest
417,Cropland,NULL,Wetland,Non_Water,Wetland,NULL
418,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland
419,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland
420,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
421,Cropland,NULL,Wetland,Water,Wetland,Grassland
422,Cropland,NULL,Wetland,Water,Wetland,Cropland
423,Cropland,NULL,Wetland,Water,Wetland,Wetland
