Value,AFRICA_2024_DynamicWorld_2024_35NRG_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35NRG_M_R,AFRICA_2024_GLC_FCS30D_2022_35NRG_M_R,AFRICA_2024_GSW_Yearly_2021_35NRG_M_R,AFRICA_2024_GWL_FCS30D_2022_35NRG_M_R,AFRICA_2024_WorldCover_2021_35NRG_M_R
433,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
434,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
435,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
436,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
437,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland
438,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
439,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
440,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
441,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
442,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
443,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
444,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
445,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
446,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
447,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
448,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland
449,Wetland,NULL,NULL,Water,Non_Wetland,Wetland
450,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
451,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
452,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
453,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
454,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
455,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
456,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
457,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
458,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
459,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
460,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
461,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
462,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
463,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
464,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
465,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
466,Wetland,NULL,Wetland,NULL,Wetland,NULL
467,Wetland,NULL,Wetland,NULL,Wetland,Grassland
468,Wetland,NULL,Wetland,NULL,Wetland,Wetland
469,Wetland,NULL,Wetland,NULL,Wetland,Forest
470,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
471,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
472,Wetland,NULL,Wetland,Water,Wetland,Grassland
473,Wetland,NULL,Wetland,Water,Wetland,Wetland
474,Wetland,NULL,Wetland,Water,Wetland,Forest
475,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
476,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
477,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
478,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Forest
479,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
480,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
481,Wetland,NULL,Built-up,NULL,Non_Wetland,Forest
482,Wetland,NULL,Water,NULL,Water,NULL
483,Wetland,NULL,Water,NULL,Water,Grassland
484,Wetland,NULL,Water,NULL,Water,Wetland
485,Wetland,NULL,Water,NULL,Water,Forest
486,Wetland,NULL,Water,Non_Water,Water,Grassland
487,Wetland,NULL,Water,Water,Water,Grassland
488,Wetland,NULL,Water,Water,Water,Wetland
489,Wetland,NULL,Water,Water,Water,Forest
490,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
491,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
492,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
493,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
494,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL
495,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
496,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
497,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
498,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
499,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
500,Wetland,NULL,Forest,Water,Non_Wetland,Forest
501,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland
502,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
503,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
504,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
505,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
506,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
507,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
508,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL
509,Wetland,Cropland,Bareland,NULL,Non_Wetland,Wetland
510,Wetland,Cropland,Bareland,NULL,Non_Wetland,Forest
511,Wetland,Cropland,Water,Non_Water,Water,Forest
512,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
513,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
514,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
515,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
516,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL
517,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
518,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
519,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Forest
520,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL
521,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
522,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
523,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
524,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest
525,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
526,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
527,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
528,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
529,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
530,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
531,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
532,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
533,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
534,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
535,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
536,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
537,Wetland,Wetland,Wetland,NULL,Wetland,NULL
538,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
539,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
540,Wetland,Wetland,Wetland,NULL,Wetland,Forest
541,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL
542,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
543,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
544,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
545,Wetland,Wetland,Wetland,Water,Wetland,Wetland
546,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
547,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest
548,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
549,Wetland,Wetland,Water,NULL,Water,Wetland
550,Wetland,Wetland,Water,Non_Water,Water,Wetland
551,Wetland,Wetland,Water,Water,Water,Grassland
552,Wetland,Wetland,Water,Water,Water,Wetland
553,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
554,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
555,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
556,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
557,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
558,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
559,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
560,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
561,Wetland,Wetland,Forest,Water,Non_Wetland,Forest
562,Wetland,Water,NULL,NULL,Non_Wetland,Grassland
563,Wetland,Water,NULL,NULL,Non_Wetland,Wetland
564,Wetland,Water,NULL,NULL,Non_Wetland,Forest
565,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL
566,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
567,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
568,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
569,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
570,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
571,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
572,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
573,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
574,Wetland,Water,Shrubland,Water,Non_Wetland,Bareland
575,Wetland,Water,Shrubland,Water,Non_Wetland,Forest
576,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
577,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland
578,Wetland,Water,Wetland,NULL,Wetland,NULL
579,Wetland,Water,Wetland,NULL,Wetland,Grassland
580,Wetland,Water,Wetland,NULL,Wetland,Wetland
581,Wetland,Water,Wetland,NULL,Wetland,Forest
582,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
583,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
584,Wetland,Water,Wetland,Non_Water,Wetland,Forest
585,Wetland,Water,Wetland,Water,Wetland,Grassland
586,Wetland,Water,Wetland,Water,Wetland,Forest
587,Wetland,Water,Bareland,NULL,Non_Wetland,NULL
588,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
589,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
590,Wetland,Water,Bareland,Non_Water,Non_Wetland,Grassland
591,Wetland,Water,Bareland,Non_Water,Non_Wetland,Forest
592,Wetland,Water,Bareland,Water,Non_Wetland,Grassland
593,Wetland,Water,Bareland,Water,Non_Wetland,Forest
594,Wetland,Water,Water,NULL,Water,Grassland
595,Wetland,Water,Water,NULL,Water,Wetland
596,Wetland,Water,Water,NULL,Water,Forest
597,Wetland,Water,Water,Non_Water,Water,Grassland
598,Wetland,Water,Water,Non_Water,Water,Forest
599,Wetland,Water,Water,Water,Water,Grassland
600,Wetland,Water,Water,Water,Water,Wetland
601,Wetland,Water,Forest,NULL,Non_Wetland,NULL
602,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
603,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
604,Wetland,Water,Forest,NULL,Non_Wetland,Forest
605,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland
606,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
607,Wetland,Water,Forest,Water,Non_Wetland,Grassland
608,Wetland,Water,Forest,Water,Non_Wetland,Wetland
609,Wetland,Water,Forest,Water,Non_Wetland,Forest
610,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
611,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland
612,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
613,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
614,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
615,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
616,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
617,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
618,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
619,Wetland,Forest,Shrubland,Water,Non_Wetland,Grassland
620,Wetland,Forest,Shrubland,Water,Non_Wetland,Forest
621,Wetland,Forest,Wetland,NULL,Wetland,NULL
622,Wetland,Forest,Wetland,NULL,Wetland,Grassland
623,Wetland,Forest,Wetland,NULL,Wetland,Wetland
624,Wetland,Forest,Wetland,NULL,Wetland,Forest
625,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
626,Wetland,Forest,Wetland,Water,Wetland,Forest
627,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL
628,Wetland,Forest,Bareland,NULL,Non_Wetland,Grassland
629,Wetland,Forest,Bareland,NULL,Non_Wetland,Forest
630,Wetland,Forest,Bareland,Water,Non_Wetland,Forest
631,Wetland,Forest,Built-up,NULL,Non_Wetland,Forest
632,Wetland,Forest,Water,NULL,Water,Forest
633,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
634,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
635,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
636,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
637,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland
638,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
639,Wetland,Forest,Forest,Water,Non_Wetland,Forest
640,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
641,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
642,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
643,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
644,Bareland,NULL,Water,Water,Water,Grassland
645,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
646,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
647,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
648,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
649,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland
650,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
651,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
652,Bareland,Water,Bareland,Water,Non_Wetland,Wetland
653,Bareland,Water,Water,Water,Water,Grassland
654,Bareland,Water,Water,Water,Water,Bareland
655,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
656,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
657,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
658,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
659,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
660,Water,NULL,NULL,NULL,Non_Wetland,Grassland
661,Water,NULL,NULL,NULL,Non_Wetland,Wetland
662,Water,NULL,NULL,NULL,Non_Wetland,Forest
663,Water,NULL,NULL,Water,Non_Wetland,Grassland
664,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
665,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
666,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
667,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
668,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
669,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
670,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
671,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
672,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
673,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
674,Water,NULL,Shrubland,Water,Non_Wetland,Water
675,Water,NULL,Shrubland,Water,Non_Wetland,Forest
676,Water,NULL,Grassland,NULL,Non_Wetland,NULL
677,Water,NULL,Grassland,NULL,Non_Wetland,Forest
678,Water,NULL,Grassland,Water,Non_Wetland,Grassland
679,Water,NULL,Cropland,Water,Non_Wetland,Grassland
680,Water,NULL,Wetland,NULL,Wetland,NULL
681,Water,NULL,Wetland,NULL,Wetland,Grassland
682,Water,NULL,Wetland,NULL,Wetland,Wetland
683,Water,NULL,Wetland,NULL,Wetland,Forest
684,Water,NULL,Wetland,Non_Water,Wetland,Forest
685,Water,NULL,Wetland,Water,Wetland,Forest
686,Water,NULL,Bareland,NULL,Non_Wetland,NULL
687,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
688,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
689,Water,NULL,Bareland,NULL,Non_Wetland,Forest
690,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
691,Water,NULL,Bareland,Water,Non_Wetland,Grassland
692,Water,NULL,Bareland,Water,Non_Wetland,Forest
693,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
694,Water,NULL,Built-up,Water,Non_Wetland,Forest
695,Water,NULL,Water,NULL,Water,Grassland
696,Water,NULL,Water,NULL,Water,Wetland
697,Water,NULL,Water,NULL,Water,Forest
698,Water,NULL,Water,Non_Water,Water,Grassland
699,Water,NULL,Water,Water,Water,Grassland
700,Water,NULL,Water,Water,Water,Wetland
701,Water,NULL,Water,Water,Water,Forest
702,Water,NULL,Forest,NULL,Non_Wetland,NULL
703,Water,NULL,Forest,NULL,Non_Wetland,Grassland
704,Water,NULL,Forest,NULL,Non_Wetland,Wetland
