Value,AFRICA_2024_DynamicWorld_2024_36PVA_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PVA_M_R,AFRICA_2024_GLC_FCS30D_2022_36PVA_M_R,AFRICA_2024_GSW_Yearly_2021_36PVA_M_R,AFRICA_2024_GWL_FCS30D_2022_36PVA_M_R,AFRICA_2024_WorldCover_2021_36PVA_M_R
119,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
120,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
121,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
122,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland
123,NULL,Cropland,Shrubland,Water,Non_Wetland,Cropland
124,NULL,Cropland,Shrubland,Water,Non_Wetland,Wetland
125,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL
126,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland
127,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland
128,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland
129,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland
130,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up
131,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest
132,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL
133,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
134,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
135,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
136,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Forest
137,NULL,Cropland,Grassland,Water,Non_Wetland,Grassland
138,NULL,Cropland,Grassland,Water,Non_Wetland,Cropland
139,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL
140,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland
141,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland
142,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland
143,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland
144,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up
145,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest
146,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL
147,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
148,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
149,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
150,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
151,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Forest
152,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland
153,NULL,Cropland,Cropland,Water,Non_Wetland,Cropland
154,NULL,Cropland,Cropland,Water,Non_Wetland,Wetland
155,NULL,Cropland,Cropland,Water,Non_Wetland,Built-up
156,NULL,Cropland,Cropland,Water,Non_Wetland,Water
157,NULL,Cropland,Wetland,NULL,Wetland,NULL
158,NULL,Cropland,Wetland,NULL,Wetland,Grassland
159,NULL,Cropland,Wetland,NULL,Wetland,Cropland
160,NULL,Cropland,Wetland,NULL,Wetland,Wetland
161,NULL,Cropland,Wetland,NULL,Wetland,Forest
162,NULL,Cropland,Wetland,Non_Water,Wetland,NULL
163,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland
164,NULL,Cropland,Wetland,Non_Water,Wetland,Cropland
165,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland
166,NULL,Cropland,Wetland,Non_Water,Wetland,Forest
167,NULL,Cropland,Wetland,Water,Wetland,Grassland
168,NULL,Cropland,Wetland,Water,Wetland,Cropland
169,NULL,Cropland,Wetland,Water,Wetland,Wetland
170,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL
171,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland
172,NULL,Cropland,Bareland,NULL,Non_Wetland,Cropland
173,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland
174,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
175,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL
176,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland
177,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland
178,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland
179,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up
180,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest
181,NULL,Cropland,Forest,NULL,Non_Wetland,NULL
182,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland
183,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland
184,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland
185,NULL,Cropland,Forest,NULL,Non_Wetland,Forest
186,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL
187,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland
188,NULL,Cropland,Forest,Non_Water,Non_Wetland,Cropland
189,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland
190,NULL,Cropland,Forest,Non_Water,Non_Wetland,Forest
191,NULL,Cropland,Forest,Water,Non_Wetland,Cropland
192,NULL,Wetland,NULL,Non_Water,Non_Wetland,Cropland
193,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland
194,NULL,Wetland,Shrubland,NULL,Non_Wetland,Cropland
195,NULL,Wetland,Shrubland,NULL,Non_Wetland,Forest
196,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
197,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
198,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
199,NULL,Wetland,Shrubland,Water,Non_Wetland,Cropland
200,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL
201,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland
202,NULL,Wetland,Grassland,NULL,Non_Wetland,Cropland
203,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland
204,NULL,Wetland,Grassland,NULL,Non_Wetland,Forest
205,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
206,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
207,NULL,Wetland,Grassland,Water,Non_Wetland,Cropland
208,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL
209,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland
210,NULL,Wetland,Cropland,NULL,Non_Wetland,Cropland
211,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland
212,NULL,Wetland,Cropland,NULL,Non_Wetland,Forest
213,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL
214,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
215,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
216,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Forest
217,NULL,Wetland,Cropland,Water,Non_Wetland,Cropland
218,NULL,Wetland,Wetland,NULL,Wetland,NULL
219,NULL,Wetland,Wetland,NULL,Wetland,Grassland
220,NULL,Wetland,Wetland,NULL,Wetland,Cropland
221,NULL,Wetland,Wetland,NULL,Wetland,Wetland
222,NULL,Wetland,Wetland,NULL,Wetland,Forest
223,NULL,Wetland,Wetland,Non_Water,Wetland,NULL
224,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland
225,NULL,Wetland,Wetland,Non_Water,Wetland,Cropland
226,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland
227,NULL,Wetland,Wetland,Non_Water,Wetland,Forest
228,NULL,Wetland,Wetland,Water,Wetland,Wetland
229,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland
230,NULL,Wetland,Built-up,NULL,Non_Wetland,Cropland
231,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland
232,NULL,Wetland,Forest,Non_Water,Non_Wetland,Cropland
233,NULL,Wetland,Forest,Non_Water,Non_Wetland,Forest
234,NULL,Bareland,NULL,NULL,Non_Wetland,Grassland
235,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland
236,NULL,Bareland,Grassland,NULL,Non_Wetland,Cropland
237,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland
238,NULL,Bareland,Grassland,NULL,Non_Wetland,Built-up
239,NULL,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
240,NULL,Bareland,Grassland,Non_Water,Non_Wetland,Forest
241,NULL,Bareland,Wetland,Water,Wetland,Bareland
242,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland
243,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland
244,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up
245,NULL,Built-up,NULL,NULL,Non_Wetland,NULL
246,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland
247,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland
248,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland
249,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up
250,NULL,Built-up,NULL,NULL,Non_Wetland,Forest
251,NULL,Built-up,NULL,Non_Water,Non_Wetland,Cropland
252,NULL,Built-up,NULL,Water,Non_Wetland,Cropland
253,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL
254,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
255,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland
256,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
257,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
258,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
259,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
260,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Cropland
261,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
262,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL
263,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
264,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland
265,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
266,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
267,NULL,Built-up,Grassland,NULL,Non_Wetland,Water
268,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
269,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL
270,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
271,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Cropland
272,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
273,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up
274,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Forest
275,NULL,Built-up,Grassland,Water,Non_Wetland,Grassland
276,NULL,Built-up,Grassland,Water,Non_Wetland,Cropland
277,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland
278,NULL,Built-up,Grassland,Water,Non_Wetland,Built-up
279,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL
280,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
281,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland
282,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland
283,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland
284,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up
285,NULL,Built-up,Cropland,NULL,Non_Wetland,Water
286,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
287,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
288,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
289,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up
290,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Forest
291,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland
292,NULL,Built-up,Cropland,Water,Non_Wetland,Cropland
293,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland
294,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up
295,NULL,Built-up,Cropland,Water,Non_Wetland,Water
296,NULL,Built-up,Cropland,Water,Non_Wetland,Forest
297,NULL,Built-up,Wetland,NULL,Wetland,Forest
298,NULL,Built-up,Wetland,Water,Wetland,Cropland
299,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
300,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
301,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
302,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
303,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland
304,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
305,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
306,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest
307,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland
308,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up
309,NULL,Built-up,Bareland,Water,Non_Wetland,Water
310,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL
311,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
312,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland
313,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
314,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
315,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
316,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
317,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Cropland
318,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
319,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
320,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Forest
321,NULL,Built-up,Built-up,Water,Non_Wetland,Cropland
322,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland
323,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up
324,NULL,Built-up,Water,NULL,Water,Forest
325,NULL,Built-up,Water,Water,Water,Water
326,NULL,Built-up,Water,Water,Water,Forest
327,NULL,Built-up,Forest,NULL,Non_Wetland,NULL
328,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
329,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland
330,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up
331,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
332,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
333,NULL,Water,Grassland,Non_Water,Non_Wetland,Bareland
334,NULL,Water,Grassland,Water,Non_Wetland,Bareland
335,NULL,Water,Grassland,Water,Non_Wetland,Forest
336,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
337,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
338,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
339,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
340,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
341,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
342,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
343,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland
344,NULL,Forest,Shrubland,Water,Non_Wetland,Cropland
345,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland
346,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
347,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
348,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL
349,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland
350,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
351,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
352,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
353,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
354,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland
355,NULL,Forest,Cropland,Non_Water,Non_Wetland,Cropland
356,NULL,Forest,Cropland,Non_Water,Non_Wetland,Forest
357,NULL,Forest,Cropland,Water,Non_Wetland,Cropland
358,NULL,Forest,Cropland,Water,Non_Wetland,Wetland
359,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
360,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland
361,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland
362,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland
363,Grassland,NULL,NULL,Non_Water,Non_Wetland,Cropland
364,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland
365,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
366,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
367,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
368,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland
369,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
370,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
371,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
372,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
373,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
374,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland
375,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland
376,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland
377,Grassland,NULL,Shrubland,Water,Non_Wetland,Forest
378,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
379,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
380,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland
381,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
382,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
383,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
384,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland
385,Grassland,NULL,Grassland,Water,Non_Wetland,Cropland
386,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland
387,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
388,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
389,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
390,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland
391,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
392,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL
393,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
394,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
395,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
396,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest
397,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland
398,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland
399,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland
400,Grassland,NULL,Wetland,NULL,Wetland,NULL
401,Grassland,NULL,Wetland,NULL,Wetland,Grassland
402,Grassland,NULL,Wetland,NULL,Wetland,Cropland
403,Grassland,NULL,Wetland,NULL,Wetland,Wetland
404,Grassland,NULL,Wetland,NULL,Wetland,Forest
405,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland
406,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland
407,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland
408,Grassland,NULL,Wetland,Non_Water,Wetland,Forest
409,Grassland,NULL,Wetland,Water,Wetland,Grassland
410,Grassland,NULL,Wetland,Water,Wetland,Cropland
411,Grassland,NULL,Wetland,Water,Wetland,Wetland
412,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland
413,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland
414,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
415,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
416,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
417,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
418,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
