Value,AFRICA_2024_DynamicWorld_2024_37PFM_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PFM_M_R,AFRICA_2024_GLC_FCS30D_2022_37PFM_M_R,AFRICA_2024_GSW_Yearly_2021_37PFM_M_R,AFRICA_2024_GWL_FCS30D_2022_37PFM_M_R,AFRICA_2024_WorldCover_2021_37PFM_M_R
120,NULL,NULL,Forest,NULL,Non_Wetland,Forest
121,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL
122,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland
123,NULL,NULL,Forest,Water,Non_Wetland,Wetland
124,NULL,Cropland,NULL,NULL,Non_Wetland,NULL
125,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland
126,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland
127,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland
128,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland
129,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up
130,NULL,Cropland,NULL,NULL,Non_Wetland,Forest
131,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland
132,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL
133,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland
134,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland
135,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland
136,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland
137,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up
138,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest
139,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
140,NULL,Cropland,Shrubland,Water,Non_Wetland,Cropland
141,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL
142,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland
143,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland
144,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland
145,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland
146,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up
147,NULL,Cropland,Grassland,NULL,Non_Wetland,Water
148,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest
149,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL
150,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
151,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
152,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
153,NULL,Cropland,Grassland,Water,Non_Wetland,Grassland
154,NULL,Cropland,Grassland,Water,Non_Wetland,Cropland
155,NULL,Cropland,Grassland,Water,Non_Wetland,Wetland
156,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL
157,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland
158,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland
159,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland
160,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland
161,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up
162,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest
163,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL
164,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
165,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
166,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland
167,NULL,Cropland,Cropland,Water,Non_Wetland,Cropland
168,NULL,Cropland,Cropland,Water,Non_Wetland,Wetland
169,NULL,Cropland,Wetland,NULL,Wetland,NULL
170,NULL,Cropland,Wetland,NULL,Wetland,Grassland
171,NULL,Cropland,Wetland,NULL,Wetland,Cropland
172,NULL,Cropland,Wetland,NULL,Wetland,Wetland
173,NULL,Cropland,Wetland,NULL,Wetland,Forest
174,NULL,Cropland,Wetland,Non_Water,Wetland,NULL
175,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland
176,NULL,Cropland,Wetland,Non_Water,Wetland,Cropland
177,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland
178,NULL,Cropland,Wetland,Water,Wetland,Cropland
179,NULL,Cropland,Wetland,Water,Wetland,Wetland
180,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
181,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
182,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
183,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
184,NULL,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
185,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL
186,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland
187,NULL,Cropland,Bareland,NULL,Non_Wetland,Cropland
188,NULL,Cropland,Bareland,NULL,Non_Wetland,Wetland
189,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland
190,NULL,Cropland,Bareland,NULL,Non_Wetland,Built-up
191,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
192,NULL,Cropland,Bareland,Water,Non_Wetland,Bareland
193,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL
194,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland
195,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland
196,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland
197,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up
198,NULL,Cropland,Water,NULL,Water,Wetland
199,NULL,Cropland,Water,Non_Water,Water,Wetland
200,NULL,Cropland,Forest,NULL,Non_Wetland,NULL
201,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland
202,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland
203,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland
204,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland
205,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up
206,NULL,Cropland,Forest,NULL,Non_Wetland,Forest
207,NULL,Cropland,Forest,Non_Water,Non_Wetland,Cropland
208,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland
209,NULL,Wetland,NULL,NULL,Non_Wetland,NULL
210,NULL,Wetland,NULL,NULL,Non_Wetland,Cropland
211,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland
212,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL
213,NULL,Wetland,Shrubland,NULL,Non_Wetland,Cropland
214,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland
215,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
216,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL
217,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland
218,NULL,Wetland,Grassland,NULL,Non_Wetland,Cropland
219,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland
220,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland
221,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL
222,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
223,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
224,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Bareland
225,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL
226,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland
227,NULL,Wetland,Cropland,NULL,Non_Wetland,Cropland
228,NULL,Wetland,Cropland,NULL,Non_Wetland,Wetland
229,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland
230,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL
231,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
232,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
233,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
234,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Bareland
235,NULL,Wetland,Cropland,Water,Non_Wetland,Wetland
236,NULL,Wetland,Wetland,NULL,Wetland,NULL
237,NULL,Wetland,Wetland,NULL,Wetland,Cropland
238,NULL,Wetland,Wetland,NULL,Wetland,Wetland
239,NULL,Wetland,Wetland,Non_Water,Wetland,NULL
240,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland
241,NULL,Wetland,Wetland,Water,Wetland,Wetland
242,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
243,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
244,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
245,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL
246,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland
247,NULL,Wetland,Bareland,NULL,Non_Wetland,Cropland
248,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland
249,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
250,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
251,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
252,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL
253,NULL,Wetland,Water,Water,Water,Wetland
254,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland
255,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland
256,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland
257,NULL,Bareland,NULL,NULL,Non_Wetland,NULL
258,NULL,Bareland,NULL,NULL,Non_Wetland,Grassland
259,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL
260,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland
261,NULL,Bareland,Shrubland,NULL,Non_Wetland,Cropland
262,NULL,Bareland,Shrubland,NULL,Non_Wetland,Wetland
263,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland
264,NULL,Bareland,Shrubland,NULL,Non_Wetland,Built-up
265,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL
266,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland
267,NULL,Bareland,Grassland,NULL,Non_Wetland,Cropland
268,NULL,Bareland,Grassland,NULL,Non_Wetland,Wetland
269,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland
270,NULL,Bareland,Grassland,NULL,Non_Wetland,Built-up
271,NULL,Bareland,Grassland,NULL,Non_Wetland,Water
272,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL
273,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland
274,NULL,Bareland,Cropland,NULL,Non_Wetland,Cropland
275,NULL,Bareland,Cropland,NULL,Non_Wetland,Wetland
276,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland
277,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up
278,NULL,Bareland,Wetland,NULL,Wetland,Wetland
279,NULL,Bareland,Wetland,Non_Water,Wetland,Wetland
280,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL
281,NULL,Bareland,Bareland,NULL,Non_Wetland,Grassland
282,NULL,Bareland,Bareland,NULL,Non_Wetland,Cropland
283,NULL,Bareland,Bareland,NULL,Non_Wetland,Wetland
284,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland
285,NULL,Bareland,Bareland,NULL,Non_Wetland,Built-up
286,NULL,Bareland,Bareland,Water,Non_Wetland,Wetland
287,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL
288,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland
289,NULL,Bareland,Built-up,NULL,Non_Wetland,Cropland
290,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland
291,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up
292,NULL,Bareland,Water,NULL,Water,Wetland
293,NULL,Bareland,Water,Water,Water,Wetland
294,NULL,Bareland,Forest,NULL,Non_Wetland,NULL
295,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland
296,NULL,Bareland,Forest,NULL,Non_Wetland,Wetland
297,NULL,Built-up,NULL,NULL,Non_Wetland,NULL
298,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland
299,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland
300,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland
301,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland
302,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up
303,NULL,Built-up,NULL,NULL,Non_Wetland,Forest
304,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL
305,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
306,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland
307,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland
308,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
309,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
310,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
311,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
312,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL
313,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
314,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland
315,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland
316,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
317,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
318,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
319,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Cropland
320,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL
321,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
322,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland
323,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland
324,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland
325,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up
326,NULL,Built-up,Cropland,NULL,Non_Wetland,Water
327,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
328,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
329,NULL,Built-up,Wetland,NULL,Wetland,NULL
330,NULL,Built-up,Wetland,NULL,Wetland,Wetland
331,NULL,Built-up,Wetland,NULL,Wetland,Bareland
332,NULL,Built-up,Wetland,NULL,Wetland,Forest
333,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
334,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
335,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
336,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
337,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
338,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL
339,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
340,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland
341,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland
342,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
343,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
344,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest
345,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL
346,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
347,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland
348,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland
349,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
350,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
351,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
352,NULL,Built-up,Water,NULL,Water,Cropland
353,NULL,Built-up,Forest,NULL,Non_Wetland,NULL
354,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
355,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland
356,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland
357,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland
358,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up
359,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
360,NULL,Water,NULL,NULL,Non_Wetland,NULL
361,NULL,Water,Shrubland,NULL,Non_Wetland,NULL
362,NULL,Water,Shrubland,NULL,Non_Wetland,Cropland
363,NULL,Water,Grassland,NULL,Non_Wetland,NULL
364,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
365,NULL,Water,Grassland,NULL,Non_Wetland,Bareland
366,NULL,Water,Cropland,NULL,Non_Wetland,NULL
367,NULL,Water,Cropland,NULL,Non_Wetland,Grassland
368,NULL,Water,Cropland,NULL,Non_Wetland,Bareland
369,NULL,Water,Wetland,NULL,Wetland,NULL
370,NULL,Water,Wetland,NULL,Wetland,Wetland
371,NULL,Water,Bareland,NULL,Non_Wetland,NULL
372,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
373,NULL,Water,Bareland,NULL,Non_Wetland,Cropland
374,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
375,NULL,Water,Built-up,NULL,Non_Wetland,NULL
376,NULL,Water,Built-up,NULL,Non_Wetland,Grassland
377,NULL,Water,Built-up,NULL,Non_Wetland,Bareland
378,NULL,Water,Water,NULL,Water,Wetland
379,NULL,Water,Forest,NULL,Non_Wetland,NULL
380,NULL,Water,Forest,NULL,Non_Wetland,Bareland
381,NULL,Forest,NULL,NULL,Non_Wetland,NULL
382,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
383,NULL,Forest,NULL,NULL,Non_Wetland,Cropland
384,NULL,Forest,NULL,NULL,Non_Wetland,Wetland
385,NULL,Forest,NULL,NULL,Non_Wetland,Forest
386,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland
387,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
388,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
389,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
390,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
391,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
392,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
393,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
394,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland
395,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland
396,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
397,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up
398,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
399,NULL,Forest,Grassland,Non_Water,Non_Wetland,Wetland
400,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
401,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
402,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
403,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland
404,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland
405,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
406,NULL,Forest,Cropland,Non_Water,Non_Wetland,Wetland
407,NULL,Forest,Wetland,NULL,Wetland,NULL
408,NULL,Forest,Wetland,NULL,Wetland,Grassland
409,NULL,Forest,Wetland,NULL,Wetland,Cropland
410,NULL,Forest,Wetland,NULL,Wetland,Wetland
411,NULL,Forest,Wetland,NULL,Wetland,Forest
412,NULL,Forest,Wetland,Non_Water,Wetland,NULL
413,NULL,Forest,Wetland,Non_Water,Wetland,Wetland
414,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
415,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
416,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
417,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
418,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland
419,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland
420,NULL,Forest,Built-up,NULL,Non_Wetland,NULL
421,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
