Value,AFRICA_2024_DynamicWorld_2024_37PGN_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PGN_M_R,AFRICA_2024_GLC_FCS30D_2022_37PGN_M_R,AFRICA_2024_GSW_Yearly_2021_37PGN_M_R,AFRICA_2024_GWL_FCS30D_2022_37PGN_M_R,AFRICA_2024_WorldCover_2021_37PGN_M_R
118,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland
119,NULL,NULL,Built-up,Water,Non_Wetland,NULL
120,NULL,NULL,Built-up,Water,Non_Wetland,Cropland
121,NULL,NULL,Built-up,Water,Non_Wetland,Wetland
122,NULL,NULL,Built-up,Water,Non_Wetland,Water
123,NULL,NULL,Water,NULL,Water,Grassland
124,NULL,NULL,Water,NULL,Water,Wetland
125,NULL,NULL,Water,Non_Water,Water,NULL
126,NULL,NULL,Water,Non_Water,Water,Wetland
127,NULL,NULL,Water,Water,Water,Wetland
128,NULL,NULL,Water,Water,Water,Water
129,NULL,NULL,Forest,NULL,Non_Wetland,NULL
130,NULL,NULL,Forest,NULL,Non_Wetland,Grassland
131,NULL,NULL,Forest,NULL,Non_Wetland,Cropland
132,NULL,NULL,Forest,NULL,Non_Wetland,Wetland
133,NULL,NULL,Forest,NULL,Non_Wetland,Forest
134,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland
135,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland
136,NULL,NULL,Forest,Water,Non_Wetland,Wetland
137,NULL,Cropland,NULL,NULL,Non_Wetland,NULL
138,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland
139,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland
140,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland
141,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland
142,NULL,Cropland,NULL,NULL,Non_Wetland,Forest
143,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL
144,NULL,Cropland,NULL,Non_Water,Non_Wetland,Cropland
145,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland
146,NULL,Cropland,NULL,Water,Non_Wetland,Wetland
147,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL
148,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland
149,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland
150,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland
151,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland
152,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up
153,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest
154,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
155,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
156,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
157,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
158,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland
159,NULL,Cropland,Shrubland,Water,Non_Wetland,Cropland
160,NULL,Cropland,Shrubland,Water,Non_Wetland,Wetland
161,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL
162,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland
163,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland
164,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland
165,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland
166,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up
167,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest
168,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL
169,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
170,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
171,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
172,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
173,NULL,Cropland,Grassland,Water,Non_Wetland,NULL
174,NULL,Cropland,Grassland,Water,Non_Wetland,Cropland
175,NULL,Cropland,Grassland,Water,Non_Wetland,Wetland
176,NULL,Cropland,Grassland,Water,Non_Wetland,Bareland
177,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL
178,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland
179,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland
180,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland
181,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland
182,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up
183,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest
184,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL
185,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
186,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
187,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
188,NULL,Cropland,Cropland,Water,Non_Wetland,NULL
189,NULL,Cropland,Cropland,Water,Non_Wetland,Cropland
190,NULL,Cropland,Cropland,Water,Non_Wetland,Wetland
191,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland
192,NULL,Cropland,Wetland,NULL,Wetland,NULL
193,NULL,Cropland,Wetland,NULL,Wetland,Grassland
194,NULL,Cropland,Wetland,NULL,Wetland,Cropland
195,NULL,Cropland,Wetland,NULL,Wetland,Wetland
196,NULL,Cropland,Wetland,NULL,Wetland,Forest
197,NULL,Cropland,Wetland,Non_Water,Wetland,NULL
198,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland
199,NULL,Cropland,Wetland,Water,Wetland,Wetland
200,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
201,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
202,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
203,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
204,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
205,NULL,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland
206,NULL,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
207,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL
208,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland
209,NULL,Cropland,Bareland,NULL,Non_Wetland,Cropland
210,NULL,Cropland,Bareland,NULL,Non_Wetland,Wetland
211,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland
212,NULL,Cropland,Bareland,NULL,Non_Wetland,Forest
213,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL
214,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
215,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
216,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
217,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
218,NULL,Cropland,Bareland,Water,Non_Wetland,Grassland
219,NULL,Cropland,Bareland,Water,Non_Wetland,Cropland
220,NULL,Cropland,Bareland,Water,Non_Wetland,Wetland
221,NULL,Cropland,Bareland,Water,Non_Wetland,Bareland
222,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL
223,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland
224,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland
225,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland
226,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland
227,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL
228,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
229,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
230,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Wetland
231,NULL,Cropland,Built-up,Water,Non_Wetland,Cropland
232,NULL,Cropland,Built-up,Water,Non_Wetland,Wetland
233,NULL,Cropland,Water,Water,Water,Wetland
234,NULL,Cropland,Forest,NULL,Non_Wetland,NULL
235,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland
236,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland
237,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland
238,NULL,Cropland,Forest,NULL,Non_Wetland,Forest
239,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL
240,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland
241,NULL,Wetland,NULL,NULL,Non_Wetland,NULL
242,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland
243,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland
244,NULL,Wetland,NULL,Water,Non_Wetland,Wetland
245,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL
246,NULL,Wetland,Shrubland,NULL,Non_Wetland,Cropland
247,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland
248,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland
249,NULL,Wetland,Shrubland,NULL,Non_Wetland,Forest
250,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
251,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
252,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
253,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
254,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL
255,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland
256,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL
257,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland
258,NULL,Wetland,Grassland,NULL,Non_Wetland,Cropland
259,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland
260,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland
261,NULL,Wetland,Grassland,NULL,Non_Wetland,Forest
262,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL
263,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
264,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
265,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Bareland
266,NULL,Wetland,Grassland,Water,Non_Wetland,NULL
267,NULL,Wetland,Grassland,Water,Non_Wetland,Cropland
268,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland
269,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL
270,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland
271,NULL,Wetland,Cropland,NULL,Non_Wetland,Cropland
272,NULL,Wetland,Cropland,NULL,Non_Wetland,Wetland
273,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland
274,NULL,Wetland,Cropland,NULL,Non_Wetland,Forest
275,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL
276,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
277,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
278,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Forest
279,NULL,Wetland,Cropland,Water,Non_Wetland,NULL
280,NULL,Wetland,Cropland,Water,Non_Wetland,Cropland
281,NULL,Wetland,Cropland,Water,Non_Wetland,Wetland
282,NULL,Wetland,Wetland,NULL,Wetland,NULL
283,NULL,Wetland,Wetland,NULL,Wetland,Wetland
284,NULL,Wetland,Wetland,NULL,Wetland,Bareland
285,NULL,Wetland,Wetland,Non_Water,Wetland,NULL
286,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland
287,NULL,Wetland,Wetland,Water,Wetland,Wetland
288,NULL,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
289,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL
290,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland
291,NULL,Wetland,Bareland,NULL,Non_Wetland,Cropland
292,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland
293,NULL,Wetland,Bareland,NULL,Non_Wetland,Bareland
294,NULL,Wetland,Bareland,NULL,Non_Wetland,Built-up
295,NULL,Wetland,Bareland,Non_Water,Non_Wetland,NULL
296,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
297,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Cropland
298,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
299,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
300,NULL,Wetland,Bareland,Water,Non_Wetland,NULL
301,NULL,Wetland,Bareland,Water,Non_Wetland,Grassland
302,NULL,Wetland,Bareland,Water,Non_Wetland,Cropland
303,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland
304,NULL,Wetland,Bareland,Water,Non_Wetland,Bareland
305,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL
306,NULL,Wetland,Built-up,NULL,Non_Wetland,Cropland
307,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland
308,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Cropland
309,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
310,NULL,Wetland,Built-up,Water,Non_Wetland,NULL
311,NULL,Wetland,Built-up,Water,Non_Wetland,Wetland
312,NULL,Wetland,Water,NULL,Water,Wetland
313,NULL,Wetland,Water,Non_Water,Water,Wetland
314,NULL,Wetland,Water,Water,Water,Wetland
315,NULL,Wetland,Forest,NULL,Non_Wetland,NULL
316,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland
317,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL
318,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland
319,NULL,Bareland,NULL,NULL,Non_Wetland,NULL
320,NULL,Bareland,NULL,NULL,Non_Wetland,Cropland
321,NULL,Bareland,NULL,NULL,Non_Wetland,Wetland
322,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland
323,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL
324,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland
325,NULL,Bareland,Shrubland,NULL,Non_Wetland,Cropland
326,NULL,Bareland,Shrubland,NULL,Non_Wetland,Wetland
327,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland
328,NULL,Bareland,Shrubland,NULL,Non_Wetland,Built-up
329,NULL,Bareland,Shrubland,NULL,Non_Wetland,Forest
330,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL
331,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL
332,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland
333,NULL,Bareland,Grassland,NULL,Non_Wetland,Cropland
334,NULL,Bareland,Grassland,NULL,Non_Wetland,Wetland
335,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland
336,NULL,Bareland,Grassland,NULL,Non_Wetland,Built-up
337,NULL,Bareland,Grassland,NULL,Non_Wetland,Forest
338,NULL,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
339,NULL,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
340,NULL,Bareland,Grassland,Water,Non_Wetland,NULL
341,NULL,Bareland,Grassland,Water,Non_Wetland,Wetland
342,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL
343,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland
344,NULL,Bareland,Cropland,NULL,Non_Wetland,Cropland
345,NULL,Bareland,Cropland,NULL,Non_Wetland,Wetland
346,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland
347,NULL,Bareland,Cropland,NULL,Non_Wetland,Forest
348,NULL,Bareland,Wetland,NULL,Wetland,NULL
349,NULL,Bareland,Wetland,NULL,Wetland,Wetland
350,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
351,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
352,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
353,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
354,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL
355,NULL,Bareland,Bareland,NULL,Non_Wetland,Grassland
356,NULL,Bareland,Bareland,NULL,Non_Wetland,Cropland
357,NULL,Bareland,Bareland,NULL,Non_Wetland,Wetland
358,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland
359,NULL,Bareland,Bareland,NULL,Non_Wetland,Built-up
360,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
361,NULL,Bareland,Bareland,Water,Non_Wetland,NULL
362,NULL,Bareland,Bareland,Water,Non_Wetland,Grassland
363,NULL,Bareland,Bareland,Water,Non_Wetland,Wetland
364,NULL,Bareland,Bareland,Water,Non_Wetland,Bareland
365,NULL,Bareland,Bareland,Water,Non_Wetland,Built-up
366,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL
367,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland
368,NULL,Bareland,Built-up,NULL,Non_Wetland,Cropland
369,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland
370,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up
371,NULL,Bareland,Built-up,Water,Non_Wetland,Wetland
372,NULL,Built-up,NULL,NULL,Non_Wetland,NULL
373,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland
374,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland
375,NULL,Built-up,NULL,NULL,Non_Wetland,Forest
376,NULL,Built-up,NULL,Non_Water,Non_Wetland,Wetland
377,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL
378,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
379,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland
380,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland
381,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
382,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
383,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
384,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL
385,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
386,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up
387,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL
388,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
389,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland
390,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland
391,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
392,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
393,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
394,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL
395,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
396,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Cropland
397,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Wetland
398,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
399,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up
400,NULL,Built-up,Grassland,Water,Non_Wetland,Wetland
401,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland
402,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL
403,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
404,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland
405,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland
406,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland
407,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up
408,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
409,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL
410,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
411,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Wetland
412,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
413,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up
414,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Forest
415,NULL,Built-up,Cropland,Water,Non_Wetland,NULL
