Value,AFRICA_2024_DynamicWorld_2024_38NKK_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_38NKK_M_R,AFRICA_2024_GLC_FCS30D_2022_38NKK_M_R,AFRICA_2024_GSW_Yearly_2021_38NKK_M_R,AFRICA_2024_GWL_FCS30D_2022_38NKK_M_R,AFRICA_2024_WorldCover_2021_38NKK_M_R
119,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland
120,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland
121,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up
122,NULL,Bareland,Built-up,Water,Non_Wetland,Grassland
123,NULL,Bareland,Water,NULL,Water,Bareland
124,NULL,Bareland,Water,Water,Water,Bareland
125,NULL,Built-up,NULL,NULL,Non_Wetland,NULL
126,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland
127,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland
128,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up
129,NULL,Built-up,NULL,NULL,Non_Wetland,Forest
130,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL
131,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
132,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland
133,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
134,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
135,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
136,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL
137,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
138,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland
139,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
140,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
141,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
142,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
143,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL
144,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
145,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland
146,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up
147,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
148,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Forest
149,NULL,Built-up,Wetland,Water,Wetland,Forest
150,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL
151,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
152,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland
153,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
154,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
155,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest
156,NULL,Built-up,Bareland,Water,Non_Wetland,Forest
157,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL
158,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
159,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland
160,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
161,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
162,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
163,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Forest
164,NULL,Built-up,Water,NULL,Water,Forest
165,NULL,Built-up,Water,Water,Water,Forest
166,NULL,Built-up,Forest,NULL,Non_Wetland,NULL
167,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
168,NULL,Water,NULL,NULL,Non_Wetland,Grassland
169,NULL,Water,NULL,NULL,Non_Wetland,Forest
170,NULL,Water,Shrubland,NULL,Non_Wetland,NULL
171,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
172,NULL,Water,Shrubland,NULL,Non_Wetland,Forest
173,NULL,Water,Grassland,NULL,Non_Wetland,NULL
174,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
175,NULL,Water,Grassland,NULL,Non_Wetland,Cropland
176,NULL,Water,Grassland,NULL,Non_Wetland,Forest
177,NULL,Water,Cropland,NULL,Non_Wetland,NULL
178,NULL,Water,Cropland,NULL,Non_Wetland,Grassland
179,NULL,Water,Cropland,NULL,Non_Wetland,Cropland
180,NULL,Water,Cropland,NULL,Non_Wetland,Forest
181,NULL,Water,Bareland,NULL,Non_Wetland,NULL
182,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
183,NULL,Water,Bareland,NULL,Non_Wetland,Forest
184,NULL,Water,Built-up,NULL,Non_Wetland,Bareland
185,NULL,Water,Built-up,NULL,Non_Wetland,Forest
186,NULL,Water,Forest,NULL,Non_Wetland,NULL
187,NULL,Forest,NULL,NULL,Non_Wetland,NULL
188,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
189,NULL,Forest,NULL,NULL,Non_Wetland,Cropland
190,NULL,Forest,NULL,NULL,Non_Wetland,Forest
191,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
192,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
193,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
194,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
195,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
196,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland
197,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
198,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
199,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
200,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
201,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
202,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
203,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland
204,NULL,Forest,Built-up,NULL,Non_Wetland,NULL
205,NULL,Forest,Forest,NULL,Non_Wetland,NULL
206,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
207,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
208,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
209,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
210,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
211,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
212,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
213,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
214,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
215,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland
216,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest
217,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
218,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
219,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
220,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
221,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland
222,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest
223,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
224,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
225,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
226,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
227,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
228,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
229,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
230,Grassland,Cropland,Built-up,NULL,Non_Wetland,Forest
231,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
232,Grassland,Bareland,Grassland,NULL,Non_Wetland,Grassland
233,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland
234,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
235,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
236,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
237,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
238,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
239,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
240,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL
241,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
242,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
243,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
244,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
245,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
246,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
247,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland
248,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest
249,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
250,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
251,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
252,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
253,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
254,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
255,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
256,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
257,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
258,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
259,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
260,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
261,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
262,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
263,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL
264,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
265,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
266,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
267,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Forest
268,Cropland,NULL,Grassland,Water,Non_Wetland,NULL
269,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
270,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
271,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland
272,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
273,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
274,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
275,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
276,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
277,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL
278,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
279,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
280,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
281,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
282,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
283,Cropland,NULL,Cropland,Water,Non_Wetland,Forest
284,Cropland,NULL,Wetland,NULL,Wetland,Forest
285,Cropland,NULL,Wetland,Water,Wetland,Grassland
286,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
287,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
288,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
289,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
290,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
291,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
292,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
293,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
294,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
295,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
296,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
297,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
298,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
299,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
300,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
301,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
302,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
303,Cropland,NULL,Water,NULL,Water,Grassland
304,Cropland,NULL,Water,NULL,Water,Cropland
305,Cropland,NULL,Water,NULL,Water,Forest
306,Cropland,NULL,Water,Non_Water,Water,Cropland
307,Cropland,NULL,Water,Water,Water,Bareland
308,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
309,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
310,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
311,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
312,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
313,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
314,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
315,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
316,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
317,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
318,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
319,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Forest
320,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
321,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
322,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
323,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
324,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
325,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
326,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
327,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
328,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
329,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
330,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
331,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
332,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
333,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
334,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
335,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL
336,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
337,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
338,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
339,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
340,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
341,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
342,Cropland,Cropland,Grassland,Water,Non_Wetland,Bareland
343,Cropland,Cropland,Grassland,Water,Non_Wetland,Forest
344,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
345,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
346,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
347,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
348,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
349,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
350,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
351,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
352,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
353,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
354,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
355,Cropland,Cropland,Cropland,Water,Non_Wetland,Forest
356,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
357,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
358,Cropland,Cropland,Wetland,NULL,Wetland,Forest
359,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
360,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
361,Cropland,Cropland,Wetland,Water,Wetland,Bareland
362,Cropland,Cropland,Wetland,Water,Wetland,Forest
363,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
364,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
365,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
366,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
367,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
368,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
369,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
370,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
371,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
372,Cropland,Cropland,Bareland,Water,Non_Wetland,Forest
373,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
374,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
375,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
376,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
377,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
378,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Forest
379,Cropland,Cropland,Water,NULL,Water,Grassland
380,Cropland,Cropland,Water,NULL,Water,Cropland
381,Cropland,Cropland,Water,NULL,Water,Forest
382,Cropland,Cropland,Water,Non_Water,Water,Forest
383,Cropland,Cropland,Water,Water,Water,Forest
384,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
385,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
386,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
387,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
388,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
389,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
390,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
391,Cropland,Wetland,Grassland,NULL,Non_Wetland,Bareland
392,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
393,Cropland,Wetland,Cropland,NULL,Non_Wetland,Forest
394,Cropland,Wetland,Bareland,NULL,Non_Wetland,Grassland
395,Cropland,Wetland,Bareland,NULL,Non_Wetland,Bareland
396,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL
397,Cropland,Bareland,NULL,NULL,Non_Wetland,Grassland
398,Cropland,Bareland,NULL,NULL,Non_Wetland,Cropland
399,Cropland,Bareland,NULL,NULL,Non_Wetland,Bareland
400,Cropland,Bareland,NULL,Non_Water,Non_Wetland,Grassland
401,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL
402,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
403,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
404,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
405,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL
406,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
407,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
408,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
409,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
410,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
411,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
412,Cropland,Bareland,Grassland,Water,Non_Wetland,Grassland
413,Cropland,Bareland,Grassland,Water,Non_Wetland,Cropland
414,Cropland,Bareland,Grassland,Water,Non_Wetland,Bareland
415,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL
416,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
417,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
418,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
