Value,AFRICA_2024_DynamicWorld_2024_36NZP_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NZP_M_R,AFRICA_2024_GLC_FCS30D_2022_36NZP_M_R,AFRICA_2024_GSW_Yearly_2021_36NZP_M_R,AFRICA_2024_GWL_FCS30D_2022_36NZP_M_R,AFRICA_2024_WorldCover_2021_36NZP_M_R
118,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
119,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
120,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
121,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland
122,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
123,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
124,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest
125,NULL,Built-up,Bareland,Water,Non_Wetland,Forest
126,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL
127,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
128,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland
129,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
130,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
131,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
132,NULL,Built-up,Forest,NULL,Non_Wetland,NULL
133,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
134,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland
135,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland
136,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland
137,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up
138,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
139,NULL,Built-up,Forest,Non_Water,Non_Wetland,Forest
140,NULL,Water,Forest,NULL,Non_Wetland,Grassland
141,NULL,Water,Forest,NULL,Non_Wetland,Cropland
142,NULL,Water,Forest,NULL,Non_Wetland,Forest
143,NULL,Forest,NULL,NULL,Non_Wetland,NULL
144,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
145,NULL,Forest,NULL,NULL,Non_Wetland,Cropland
146,NULL,Forest,NULL,NULL,Non_Wetland,Wetland
147,NULL,Forest,NULL,NULL,Non_Wetland,Built-up
148,NULL,Forest,NULL,NULL,Non_Wetland,Forest
149,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
150,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
151,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
152,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
153,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up
154,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
155,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
156,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
157,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
158,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
159,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
160,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland
161,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up
162,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
163,NULL,Forest,Built-up,NULL,Non_Wetland,NULL
164,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
165,NULL,Forest,Built-up,NULL,Non_Wetland,Cropland
166,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland
167,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up
168,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
169,NULL,Forest,Forest,NULL,Non_Wetland,NULL
170,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
171,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
172,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
173,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
174,NULL,Forest,Forest,NULL,Non_Wetland,Built-up
175,NULL,Forest,Forest,NULL,Non_Wetland,Forest
176,Grassland,NULL,NULL,NULL,Non_Wetland,NULL
177,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
178,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland
179,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland
180,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland
181,Grassland,NULL,NULL,NULL,Non_Wetland,Water
182,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
183,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland
184,Grassland,NULL,NULL,Non_Water,Non_Wetland,Cropland
185,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland
186,Grassland,NULL,NULL,Water,Non_Wetland,Grassland
187,Grassland,NULL,NULL,Water,Non_Wetland,Cropland
188,Grassland,NULL,NULL,Water,Non_Wetland,Wetland
189,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
190,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
191,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
192,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland
193,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water
194,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
195,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
196,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
197,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
198,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
199,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland
200,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland
201,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland
202,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
203,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
204,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
205,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland
206,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
207,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
208,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
209,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland
210,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up
211,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
212,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
213,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
214,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland
215,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland
216,Grassland,NULL,Wetland,NULL,Wetland,NULL
217,Grassland,NULL,Wetland,NULL,Wetland,Grassland
218,Grassland,NULL,Wetland,NULL,Wetland,Cropland
219,Grassland,NULL,Wetland,NULL,Wetland,Wetland
220,Grassland,NULL,Wetland,NULL,Wetland,Water
221,Grassland,NULL,Wetland,NULL,Wetland,Forest
222,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland
223,Grassland,NULL,Wetland,Water,Wetland,Wetland
224,Grassland,NULL,Wetland,Water,Wetland,Water
225,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
226,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL
227,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
228,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland
229,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland
230,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest
231,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL
232,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
233,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland
234,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland
235,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up
236,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest
237,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
238,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
239,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
240,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
241,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland
242,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up
243,Grassland,NULL,Forest,NULL,Non_Wetland,Water
244,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
245,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
246,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland
247,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland
248,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water
249,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
250,Grassland,NULL,Forest,Water,Non_Wetland,Grassland
251,Grassland,NULL,Forest,Water,Non_Wetland,Cropland
252,Grassland,NULL,Forest,Water,Non_Wetland,Wetland
253,Grassland,NULL,Forest,Water,Non_Wetland,Water
254,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL
255,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
256,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland
257,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland
258,Grassland,Cropland,NULL,NULL,Non_Wetland,Built-up
259,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest
260,Grassland,Cropland,NULL,Water,Non_Wetland,Wetland
261,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
262,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
263,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
264,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
265,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
266,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
267,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
268,Grassland,Cropland,Shrubland,Water,Non_Wetland,Cropland
269,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland
270,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
271,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
272,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up
273,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
274,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
275,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
276,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
277,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland
278,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up
279,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
280,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
281,Grassland,Cropland,Wetland,NULL,Wetland,Wetland
282,Grassland,Cropland,Wetland,NULL,Wetland,Forest
283,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
284,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL
285,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
286,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland
287,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland
288,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest
289,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL
290,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
291,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland
292,Grassland,Cropland,Built-up,NULL,Non_Wetland,Forest
293,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
294,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
295,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
296,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
297,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland
298,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up
299,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
300,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
301,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
302,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
303,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland
304,Grassland,Cropland,Forest,Water,Non_Wetland,Cropland
305,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland
306,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland
307,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
308,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
309,Grassland,Wetland,Wetland,NULL,Wetland,Wetland
310,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL
311,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
312,Grassland,Wetland,Forest,NULL,Non_Wetland,Cropland
313,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland
314,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
315,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
316,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
317,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland
318,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland
319,Grassland,Bareland,Forest,NULL,Non_Wetland,Forest
320,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL
321,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland
322,Grassland,Built-up,NULL,NULL,Non_Wetland,Cropland
323,Grassland,Built-up,NULL,NULL,Non_Wetland,Built-up
324,Grassland,Built-up,NULL,NULL,Non_Wetland,Forest
325,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL
326,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
327,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
328,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
329,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest
330,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL
331,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
332,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland
333,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up
334,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
335,Grassland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
336,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland
337,Grassland,Built-up,Built-up,NULL,Non_Wetland,Cropland
338,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL
339,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
340,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
341,Grassland,Built-up,Forest,NULL,Non_Wetland,Wetland
342,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up
343,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
344,Grassland,Water,NULL,NULL,Non_Wetland,Grassland
345,Grassland,Water,NULL,NULL,Non_Wetland,Cropland
346,Grassland,Water,NULL,NULL,Non_Wetland,Wetland
347,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL
348,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
349,Grassland,Water,Shrubland,NULL,Non_Wetland,Cropland
350,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland
351,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland
352,Grassland,Water,Shrubland,Water,Non_Wetland,Wetland
353,Grassland,Water,Cropland,NULL,Non_Wetland,Cropland
354,Grassland,Water,Wetland,NULL,Wetland,Cropland
355,Grassland,Water,Wetland,NULL,Wetland,Wetland
356,Grassland,Water,Bareland,NULL,Non_Wetland,NULL
357,Grassland,Water,Bareland,NULL,Non_Wetland,Cropland
358,Grassland,Water,Bareland,NULL,Non_Wetland,Wetland
359,Grassland,Water,Forest,NULL,Non_Wetland,NULL
360,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
361,Grassland,Water,Forest,NULL,Non_Wetland,Cropland
362,Grassland,Water,Forest,NULL,Non_Wetland,Wetland
363,Grassland,Water,Forest,NULL,Non_Wetland,Water
364,Grassland,Water,Forest,NULL,Non_Wetland,Forest
365,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland
366,Grassland,Water,Forest,Non_Water,Non_Wetland,Cropland
367,Grassland,Water,Forest,Non_Water,Non_Wetland,Wetland
368,Grassland,Water,Forest,Non_Water,Non_Wetland,Water
369,Grassland,Water,Forest,Water,Non_Wetland,Grassland
370,Grassland,Water,Forest,Water,Non_Wetland,Wetland
371,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
372,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
373,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland
374,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland
375,Grassland,Forest,NULL,NULL,Non_Wetland,Built-up
376,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
377,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
378,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
379,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
380,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
381,Grassland,Forest,Shrubland,NULL,Non_Wetland,Built-up
382,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
383,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
384,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland
385,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
386,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
387,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
388,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland
389,Grassland,Forest,Cropland,NULL,Non_Wetland,Built-up
390,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
391,Grassland,Forest,Wetland,NULL,Wetland,Cropland
392,Grassland,Forest,Wetland,NULL,Wetland,Wetland
393,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL
394,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
395,Grassland,Forest,Bareland,NULL,Non_Wetland,Cropland
396,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland
397,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
398,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland
399,Grassland,Forest,Built-up,NULL,Non_Wetland,Cropland
400,Grassland,Forest,Built-up,NULL,Non_Wetland,Built-up
401,Grassland,Forest,Built-up,NULL,Non_Wetland,Forest
402,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
403,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
404,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
405,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
406,Grassland,Forest,Forest,NULL,Non_Wetland,Built-up
407,Grassland,Forest,Forest,NULL,Non_Wetland,Water
408,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
409,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
410,Grassland,Forest,Forest,Water,Non_Wetland,Grassland
411,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
412,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
413,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
414,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
415,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
416,Cropland,NULL,NULL,Water,Non_Wetland,Grassland
417,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
418,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
