Value,AFRICA_2024_DynamicWorld_2024_35NPH_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35NPH_M_R,AFRICA_2024_GLC_FCS30D_2022_35NPH_M_R,AFRICA_2024_GSW_Yearly_2021_35NPH_M_R,AFRICA_2024_GWL_FCS30D_2022_35NPH_M_R,AFRICA_2024_WorldCover_2021_35NPH_M_R
121,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
122,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up
123,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
124,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
125,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland
126,NULL,Water,Shrubland,Water,Non_Wetland,Grassland
127,NULL,Water,Shrubland,Water,Non_Wetland,Forest
128,NULL,Water,Wetland,NULL,Wetland,Grassland
129,NULL,Water,Wetland,NULL,Wetland,Forest
130,NULL,Water,Wetland,Non_Water,Wetland,Grassland
131,NULL,Water,Forest,NULL,Non_Wetland,NULL
132,NULL,Water,Forest,NULL,Non_Wetland,Grassland
133,NULL,Water,Forest,NULL,Non_Wetland,Forest
134,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland
135,NULL,Water,Forest,Water,Non_Wetland,NULL
136,NULL,Water,Forest,Water,Non_Wetland,Grassland
137,NULL,Forest,NULL,NULL,Non_Wetland,NULL
138,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
139,NULL,Forest,NULL,NULL,Non_Wetland,Cropland
140,NULL,Forest,NULL,NULL,Non_Wetland,Bareland
141,NULL,Forest,NULL,NULL,Non_Wetland,Forest
142,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
143,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
144,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
145,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
146,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up
147,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
148,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL
149,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
150,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland
151,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland
152,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
153,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
154,NULL,Forest,Wetland,NULL,Wetland,NULL
155,NULL,Forest,Wetland,NULL,Wetland,Grassland
156,NULL,Forest,Wetland,NULL,Wetland,Wetland
157,NULL,Forest,Wetland,NULL,Wetland,Forest
158,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
159,NULL,Forest,Built-up,NULL,Non_Wetland,NULL
160,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
161,NULL,Forest,Forest,NULL,Non_Wetland,NULL
162,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
163,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
164,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
165,NULL,Forest,Forest,NULL,Non_Wetland,Built-up
166,NULL,Forest,Forest,NULL,Non_Wetland,Forest
167,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL
168,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
169,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
170,NULL,Forest,Forest,Water,Non_Wetland,Grassland
171,Grassland,NULL,NULL,NULL,Non_Wetland,NULL
172,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
173,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland
174,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland
175,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
176,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL
177,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland
178,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland
179,Grassland,NULL,NULL,Water,Non_Wetland,Wetland
180,Grassland,NULL,NULL,Water,Non_Wetland,Water
181,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
182,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
183,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
184,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland
185,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
186,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
187,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
188,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
189,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
190,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL
191,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland
192,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland
193,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland
194,Grassland,NULL,Shrubland,Water,Non_Wetland,Water
195,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
196,Grassland,NULL,Wetland,NULL,Wetland,NULL
197,Grassland,NULL,Wetland,NULL,Wetland,Grassland
198,Grassland,NULL,Wetland,NULL,Wetland,Wetland
199,Grassland,NULL,Wetland,NULL,Wetland,Forest
200,Grassland,NULL,Wetland,Non_Water,Wetland,NULL
201,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland
202,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland
203,Grassland,NULL,Wetland,Water,Wetland,Wetland
204,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland
205,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
206,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland
207,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland
208,Grassland,NULL,Bareland,Water,Non_Wetland,Water
209,Grassland,NULL,Water,NULL,Water,Grassland
210,Grassland,NULL,Water,NULL,Water,Wetland
211,Grassland,NULL,Water,NULL,Water,Forest
212,Grassland,NULL,Water,Non_Water,Water,Wetland
213,Grassland,NULL,Water,Water,Water,Wetland
214,Grassland,NULL,Water,Water,Water,Bareland
215,Grassland,NULL,Water,Water,Water,Water
216,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
217,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
218,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
219,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
220,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
221,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL
222,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
223,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland
224,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
225,Grassland,NULL,Forest,Water,Non_Wetland,NULL
226,Grassland,NULL,Forest,Water,Non_Wetland,Grassland
227,Grassland,NULL,Forest,Water,Non_Wetland,Wetland
228,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
229,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
230,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
231,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
232,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
233,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
234,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
235,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland
236,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland
237,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL
238,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
239,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
240,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
241,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
242,Grassland,Wetland,Wetland,NULL,Wetland,Grassland
243,Grassland,Wetland,Wetland,NULL,Wetland,Wetland
244,Grassland,Wetland,Wetland,NULL,Wetland,Forest
245,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland
246,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland
247,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland
248,Grassland,Wetland,Water,NULL,Water,Wetland
249,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL
250,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
251,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland
252,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
253,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
254,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Forest
255,Grassland,Water,Wetland,Water,Wetland,Grassland
256,Grassland,Water,Forest,Non_Water,Non_Wetland,Forest
257,Grassland,Water,Forest,Water,Non_Wetland,Forest
258,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL
259,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
260,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
261,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
262,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
263,Grassland,Forest,Wetland,NULL,Wetland,Wetland
264,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
265,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
266,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
267,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
268,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
269,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
270,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
271,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
272,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland
273,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
274,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
275,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
276,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
277,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
278,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
279,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
280,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
281,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
282,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
283,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland
284,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland
285,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
286,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
287,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
288,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland
289,Cropland,NULL,Wetland,NULL,Wetland,NULL
290,Cropland,NULL,Wetland,NULL,Wetland,Grassland
291,Cropland,NULL,Wetland,NULL,Wetland,Wetland
292,Cropland,NULL,Wetland,NULL,Wetland,Forest
293,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland
294,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
295,Cropland,NULL,Water,NULL,Water,Wetland
296,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
297,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
298,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
299,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
300,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
301,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
302,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
303,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
304,Cropland,Wetland,NULL,NULL,Non_Wetland,Grassland
305,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
306,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
307,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
308,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
309,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
310,Cropland,Wetland,Wetland,NULL,Wetland,NULL
311,Cropland,Wetland,Wetland,NULL,Wetland,Grassland
312,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
313,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland
314,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
315,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
316,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
317,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
318,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
319,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
320,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
321,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
322,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
323,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
324,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland
325,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
326,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL
327,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland
328,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland
329,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest
330,Wetland,NULL,NULL,Water,Non_Wetland,Grassland
331,Wetland,NULL,NULL,Water,Non_Wetland,Forest
332,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
333,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
334,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
335,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
336,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
337,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
338,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
339,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
340,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
341,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
342,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
343,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL
344,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
345,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
346,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
347,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
348,Wetland,NULL,Wetland,NULL,Wetland,NULL
349,Wetland,NULL,Wetland,NULL,Wetland,Grassland
350,Wetland,NULL,Wetland,NULL,Wetland,Cropland
351,Wetland,NULL,Wetland,NULL,Wetland,Wetland
352,Wetland,NULL,Wetland,NULL,Wetland,Forest
353,Wetland,NULL,Wetland,Non_Water,Wetland,NULL
354,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
355,Wetland,NULL,Wetland,Non_Water,Wetland,Cropland
356,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
357,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
358,Wetland,NULL,Wetland,Water,Wetland,NULL
359,Wetland,NULL,Wetland,Water,Wetland,Grassland
360,Wetland,NULL,Wetland,Water,Wetland,Wetland
361,Wetland,NULL,Wetland,Water,Wetland,Forest
362,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
363,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
364,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
365,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
366,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
367,Wetland,NULL,Water,NULL,Water,Grassland
368,Wetland,NULL,Water,Non_Water,Water,Grassland
369,Wetland,NULL,Water,Non_Water,Water,Wetland
370,Wetland,NULL,Water,Water,Water,Grassland
371,Wetland,NULL,Water,Water,Water,Wetland
372,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
373,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
374,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
375,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
376,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
377,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL
378,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
379,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
380,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
381,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
382,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
383,Wetland,NULL,Forest,Water,Non_Wetland,Forest
384,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL
385,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
386,Wetland,Wetland,NULL,NULL,Non_Wetland,Cropland
387,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
388,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
389,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL
390,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
391,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
392,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest
393,Wetland,Wetland,NULL,Water,Non_Wetland,Forest
394,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
395,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
396,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
397,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
398,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
399,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
400,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
401,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
402,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
403,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
404,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
405,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
406,Wetland,Wetland,Shrubland,Water,Non_Wetland,Cropland
407,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
408,Wetland,Wetland,Shrubland,Water,Non_Wetland,Bareland
409,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
410,Wetland,Wetland,Wetland,NULL,Wetland,NULL
411,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
412,Wetland,Wetland,Wetland,NULL,Wetland,Cropland
413,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
414,Wetland,Wetland,Wetland,NULL,Wetland,Forest
415,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
416,Wetland,Wetland,Wetland,Non_Water,Wetland,Cropland
417,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
418,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
419,Wetland,Wetland,Wetland,Water,Wetland,Grassland
420,Wetland,Wetland,Wetland,Water,Wetland,Wetland
421,Wetland,Wetland,Wetland,Water,Wetland,Forest
422,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL
423,Wetland,Wetland,Water,NULL,Water,Grassland
424,Wetland,Wetland,Water,NULL,Water,Wetland
425,Wetland,Wetland,Water,Non_Water,Water,Grassland
426,Wetland,Wetland,Water,Water,Water,Grassland
