Value,AFRICA_2024_DynamicWorld_2024_36NZM_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NZM_M_R,AFRICA_2024_GLC_FCS30D_2022_36NZM_M_R,AFRICA_2024_GSW_Yearly_2021_36NZM_M_R,AFRICA_2024_GWL_FCS30D_2022_36NZM_M_R,AFRICA_2024_WorldCover_2021_36NZM_M_R
119,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up
120,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest
121,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland
122,NULL,Cropland,Wetland,NULL,Wetland,Grassland
123,NULL,Cropland,Wetland,NULL,Wetland,Forest
124,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
125,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
126,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
127,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL
128,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland
129,NULL,Cropland,Bareland,NULL,Non_Wetland,Cropland
130,NULL,Cropland,Bareland,NULL,Non_Wetland,Wetland
131,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland
132,NULL,Cropland,Bareland,NULL,Non_Wetland,Forest
133,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL
134,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland
135,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland
136,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland
137,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up
138,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest
139,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
140,NULL,Cropland,Forest,NULL,Non_Wetland,NULL
141,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland
142,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland
143,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland
144,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland
145,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up
146,NULL,Cropland,Forest,NULL,Non_Wetland,Forest
147,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland
148,NULL,Cropland,Forest,Water,Non_Wetland,Forest
149,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL
150,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland
151,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
152,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
153,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL
154,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland
155,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL
156,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland
157,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland
158,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL
159,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Built-up
160,NULL,Wetland,Cropland,Water,Non_Wetland,Bareland
161,NULL,Wetland,Cropland,Water,Non_Wetland,Built-up
162,NULL,Wetland,Wetland,Water,Wetland,Cropland
163,NULL,Wetland,Wetland,Water,Wetland,Forest
164,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL
165,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland
166,NULL,Wetland,Bareland,NULL,Non_Wetland,Bareland
167,NULL,Wetland,Bareland,Non_Water,Non_Wetland,NULL
168,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Built-up
169,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland
170,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Built-up
171,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Forest
172,NULL,Wetland,Built-up,Water,Non_Wetland,Bareland
173,NULL,Wetland,Forest,NULL,Non_Wetland,NULL
174,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland
175,NULL,Wetland,Forest,NULL,Non_Wetland,Forest
176,NULL,Wetland,Forest,Non_Water,Non_Wetland,Forest
177,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland
178,NULL,Built-up,NULL,NULL,Non_Wetland,NULL
179,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland
180,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland
181,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland
182,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up
183,NULL,Built-up,NULL,NULL,Non_Wetland,Forest
184,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL
185,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
186,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland
187,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
188,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
189,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water
190,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
191,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL
192,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
193,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland
194,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
195,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
196,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
197,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL
198,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
199,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland
200,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland
201,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up
202,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
203,NULL,Built-up,Wetland,NULL,Wetland,NULL
204,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
205,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
206,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL
207,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
208,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland
209,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
210,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
211,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest
212,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL
213,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
214,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland
215,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
216,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
217,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
218,NULL,Built-up,Water,NULL,Water,Bareland
219,NULL,Built-up,Forest,NULL,Non_Wetland,NULL
220,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
221,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland
222,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland
223,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up
224,NULL,Built-up,Forest,NULL,Non_Wetland,Water
225,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
226,NULL,Water,NULL,NULL,Non_Wetland,Bareland
227,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
228,NULL,Water,Shrubland,NULL,Non_Wetland,Cropland
229,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland
230,NULL,Water,Shrubland,NULL,Non_Wetland,Forest
231,NULL,Water,Shrubland,Non_Water,Non_Wetland,Forest
232,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
233,NULL,Water,Grassland,NULL,Non_Wetland,Bareland
234,NULL,Water,Grassland,Water,Non_Wetland,Grassland
235,NULL,Water,Cropland,NULL,Non_Wetland,Grassland
236,NULL,Water,Cropland,NULL,Non_Wetland,Bareland
237,NULL,Water,Cropland,NULL,Non_Wetland,Forest
238,NULL,Water,Cropland,Water,Non_Wetland,Grassland
239,NULL,Water,Cropland,Water,Non_Wetland,Bareland
240,NULL,Water,Wetland,NULL,Wetland,Forest
241,NULL,Water,Bareland,NULL,Non_Wetland,NULL
242,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
243,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
244,NULL,Water,Bareland,NULL,Non_Wetland,Forest
245,NULL,Water,Forest,NULL,Non_Wetland,NULL
246,NULL,Water,Forest,NULL,Non_Wetland,Grassland
247,NULL,Water,Forest,NULL,Non_Wetland,Forest
248,NULL,Forest,NULL,NULL,Non_Wetland,NULL
249,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
250,NULL,Forest,NULL,NULL,Non_Wetland,Cropland
251,NULL,Forest,NULL,NULL,Non_Wetland,Bareland
252,NULL,Forest,NULL,NULL,Non_Wetland,Forest
253,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland
254,NULL,Forest,NULL,Non_Water,Non_Wetland,Forest
255,NULL,Forest,NULL,Water,Non_Wetland,Grassland
256,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
257,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
258,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
259,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
260,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
261,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up
262,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
263,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL
264,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
265,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest
266,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland
267,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
268,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
269,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland
270,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
271,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland
272,NULL,Forest,Grassland,Water,Non_Wetland,Grassland
273,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
274,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
275,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
276,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland
277,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland
278,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up
279,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
280,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL
281,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland
282,NULL,Forest,Cropland,Water,Non_Wetland,Grassland
283,NULL,Forest,Wetland,NULL,Wetland,NULL
284,NULL,Forest,Wetland,NULL,Wetland,Forest
285,NULL,Forest,Wetland,Non_Water,Wetland,Forest
286,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
287,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
288,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
289,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
290,NULL,Forest,Bareland,NULL,Non_Wetland,Cropland
291,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
292,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland
293,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
294,NULL,Forest,Bareland,Non_Water,Non_Wetland,Grassland
295,NULL,Forest,Built-up,NULL,Non_Wetland,NULL
296,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
297,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up
298,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
299,NULL,Forest,Water,Non_Water,Water,Forest
300,NULL,Forest,Forest,NULL,Non_Wetland,NULL
301,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
302,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
303,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
304,NULL,Forest,Forest,NULL,Non_Wetland,Built-up
305,NULL,Forest,Forest,NULL,Non_Wetland,Water
306,NULL,Forest,Forest,NULL,Non_Wetland,Forest
307,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL
308,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
309,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
310,Grassland,NULL,NULL,NULL,Non_Wetland,NULL
311,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
312,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland
313,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland
314,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
315,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL
316,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland
317,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland
318,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest
319,Grassland,NULL,NULL,Water,Non_Wetland,Grassland
320,Grassland,NULL,NULL,Water,Non_Wetland,Wetland
321,Grassland,NULL,NULL,Water,Non_Wetland,Water
322,Grassland,NULL,NULL,Water,Non_Wetland,Forest
323,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
324,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
325,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
326,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland
327,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland
328,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up
329,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water
330,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
331,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
332,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
333,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
334,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
335,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland
336,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland
337,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland
338,Grassland,NULL,Shrubland,Water,Non_Wetland,Water
339,Grassland,NULL,Shrubland,Water,Non_Wetland,Forest
340,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
341,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
342,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
343,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland
344,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland
345,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up
346,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest
347,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
348,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland
349,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
350,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
351,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
352,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland
353,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland
354,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up
355,Grassland,NULL,Cropland,NULL,Non_Wetland,Water
356,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
357,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL
358,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
359,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
360,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest
361,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland
362,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland
363,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland
364,Grassland,NULL,Cropland,Water,Non_Wetland,Water
365,Grassland,NULL,Cropland,Water,Non_Wetland,Forest
366,Grassland,NULL,Wetland,NULL,Wetland,NULL
367,Grassland,NULL,Wetland,NULL,Wetland,Grassland
368,Grassland,NULL,Wetland,NULL,Wetland,Wetland
369,Grassland,NULL,Wetland,NULL,Wetland,Forest
370,Grassland,NULL,Wetland,Non_Water,Wetland,NULL
371,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland
372,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland
373,Grassland,NULL,Wetland,Non_Water,Wetland,Forest
374,Grassland,NULL,Wetland,Water,Wetland,Grassland
375,Grassland,NULL,Wetland,Water,Wetland,Wetland
376,Grassland,NULL,Wetland,Water,Wetland,Bareland
377,Grassland,NULL,Wetland,Water,Wetland,Water
378,Grassland,NULL,Wetland,Water,Wetland,Forest
379,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
380,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
381,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
382,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL
383,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
384,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland
385,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland
386,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland
387,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest
388,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL
389,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
390,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
391,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland
392,Grassland,NULL,Bareland,Water,Non_Wetland,Cropland
393,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland
394,Grassland,NULL,Bareland,Water,Non_Wetland,Forest
395,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL
396,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
397,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland
398,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland
399,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up
400,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest
401,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL
402,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
403,Grassland,NULL,Water,NULL,Water,Grassland
404,Grassland,NULL,Water,NULL,Water,Cropland
405,Grassland,NULL,Water,Non_Water,Water,Grassland
406,Grassland,NULL,Water,Water,Water,Grassland
407,Grassland,NULL,Water,Water,Water,Cropland
408,Grassland,NULL,Water,Water,Water,Wetland
409,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
410,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
411,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
412,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
413,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland
414,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up
415,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
416,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL
417,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
418,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland
419,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland
420,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
421,Grassland,NULL,Forest,Water,Non_Wetland,NULL
422,Grassland,NULL,Forest,Water,Non_Wetland,Grassland
