Value,AFRICA_2024_DynamicWorld_2024_38PKA_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_38PKA_M_R,AFRICA_2024_GLC_FCS30D_2022_38PKA_M_R,AFRICA_2024_GSW_Yearly_2021_38PKA_M_R,AFRICA_2024_GWL_FCS30D_2022_38PKA_M_R,AFRICA_2024_WorldCover_2021_38PKA_M_R
61,NULL,Cropland,NULL,NULL,Non_Wetland,NULL
62,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland
63,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland
64,NULL,Cropland,NULL,NULL,Non_Wetland,Forest
65,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL
66,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland
67,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland
68,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland
69,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up
70,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest
71,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL
72,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland
73,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland
74,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland
75,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland
76,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up
77,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest
78,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL
79,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland
80,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland
81,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland
82,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up
83,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest
84,NULL,Cropland,Wetland,NULL,Wetland,NULL
85,NULL,Cropland,Wetland,NULL,Wetland,Forest
86,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
87,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
88,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
89,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
90,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
91,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL
92,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland
93,NULL,Cropland,Bareland,NULL,Non_Wetland,Cropland
94,NULL,Cropland,Bareland,NULL,Non_Wetland,Wetland
95,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland
96,NULL,Cropland,Bareland,NULL,Non_Wetland,Built-up
97,NULL,Cropland,Bareland,NULL,Non_Wetland,Forest
98,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL
99,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland
100,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland
101,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland
102,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up
103,NULL,Cropland,Built-up,NULL,Non_Wetland,Water
104,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest
105,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL
106,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland
107,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL
108,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland
109,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland
110,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL
111,NULL,Bareland,Cropland,NULL,Non_Wetland,Cropland
112,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland
113,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
114,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL
115,NULL,Bareland,Bareland,NULL,Non_Wetland,Grassland
116,NULL,Bareland,Bareland,NULL,Non_Wetland,Cropland
117,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland
118,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
119,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
120,NULL,Bareland,Bareland,Water,Non_Wetland,Bareland
121,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland
122,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland
123,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up
124,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
125,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland
126,NULL,Built-up,NULL,NULL,Non_Wetland,NULL
127,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland
128,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL
129,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
130,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland
131,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
132,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
133,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL
134,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
135,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland
136,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
137,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
138,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
139,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL
140,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL
141,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland
142,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland
143,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up
144,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
145,NULL,Built-up,Wetland,NULL,Wetland,Water
146,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
147,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
148,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
149,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Water
150,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL
151,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
152,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland
153,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
154,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
155,NULL,Built-up,Bareland,NULL,Non_Wetland,Water
156,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
157,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland
158,NULL,Built-up,Bareland,Water,Non_Wetland,Water
159,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL
160,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
161,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland
162,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
163,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
164,NULL,Built-up,Water,NULL,Water,NULL
165,NULL,Built-up,Water,Water,Water,Bareland
166,NULL,Built-up,Water,Water,Water,Water
167,NULL,Water,Grassland,Non_Water,Non_Wetland,Cropland
168,NULL,Water,Cropland,Water,Non_Wetland,Bareland
169,NULL,Water,Wetland,NULL,Wetland,Water
170,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
171,NULL,Water,Bareland,Water,Non_Wetland,Bareland
172,NULL,Water,Bareland,Water,Non_Wetland,Water
173,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
174,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
175,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
176,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
177,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
178,NULL,Forest,Grassland,Non_Water,Non_Wetland,Bareland
179,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
180,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland
181,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL
182,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
183,Grassland,Water,Wetland,NULL,Wetland,NULL
184,Grassland,Water,Wetland,NULL,Wetland,Bareland
185,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
186,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
187,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
188,Cropland,NULL,NULL,Non_Water,Non_Wetland,Cropland
189,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
190,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
191,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
192,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
193,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
194,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
195,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
196,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
197,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
198,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
199,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
200,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
201,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
202,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
203,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
204,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
205,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
206,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
207,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland
208,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
209,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
210,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
211,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
212,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
213,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
214,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
215,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
216,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
217,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
218,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
219,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
220,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
221,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
222,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
223,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
224,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
225,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
226,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
227,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
228,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
229,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
230,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
231,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
232,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
233,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
234,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
235,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
236,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
237,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
238,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
239,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
240,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
241,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
242,Cropland,Cropland,Wetland,NULL,Wetland,NULL
243,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
244,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
245,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
246,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
247,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
248,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
249,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
250,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
251,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
252,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
253,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
254,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
255,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
256,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
257,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
258,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
259,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
260,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
261,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
262,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL
263,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
264,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
265,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL
266,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
267,Cropland,Bareland,Bareland,NULL,Non_Wetland,Cropland
268,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
269,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
270,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
271,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
272,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
273,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
274,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
275,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
276,Cropland,Water,Grassland,Non_Water,Non_Wetland,Wetland
277,Cropland,Water,Cropland,NULL,Non_Wetland,Water
278,Cropland,Water,Bareland,NULL,Non_Wetland,Wetland
279,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
280,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
281,Wetland,NULL,Wetland,NULL,Wetland,Wetland
282,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
283,Wetland,NULL,Wetland,Water,Wetland,Wetland
284,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
285,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
286,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
287,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL
288,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
289,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland
290,Wetland,Bareland,Bareland,NULL,Non_Wetland,Bareland
291,Wetland,Bareland,Bareland,Water,Non_Wetland,Bareland
292,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland
293,Wetland,Water,Grassland,Non_Water,Non_Wetland,Wetland
294,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland
295,Wetland,Water,Cropland,Non_Water,Non_Wetland,Wetland
296,Wetland,Water,Wetland,NULL,NULL,Wetland
297,Wetland,Water,Wetland,NULL,Wetland,Wetland
298,Wetland,Water,Wetland,NULL,Wetland,Bareland
299,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
300,Wetland,Water,Wetland,Non_Water,Wetland,Bareland
301,Wetland,Water,Wetland,Non_Water,Wetland,Water
302,Wetland,Water,Wetland,Water,NULL,Wetland
303,Wetland,Water,Wetland,Water,Wetland,Wetland
304,Wetland,Water,Wetland,Water,Wetland,Water
305,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland
306,Wetland,Water,Bareland,Water,Non_Wetland,Forest
307,Wetland,Water,Water,Non_Water,Water,Wetland
308,Wetland,Water,Water,Water,Water,Wetland
309,Wetland,Forest,Wetland,NULL,Wetland,Wetland
310,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
311,Wetland,Forest,Wetland,Water,Wetland,Wetland
312,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
313,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
314,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
315,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
316,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
317,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
318,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
319,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
320,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
321,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
322,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
323,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
324,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Built-up
325,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
326,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
327,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
328,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
329,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
330,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
331,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
332,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
333,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
334,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
335,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
336,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL
337,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
338,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
339,Bareland,NULL,Grassland,Water,Non_Wetland,NULL
340,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
341,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
342,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
343,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
344,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
345,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
346,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
347,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
348,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
349,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL
350,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
351,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
352,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
353,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
354,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
355,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
356,Bareland,NULL,Wetland,NULL,NULL,Wetland
357,Bareland,NULL,Wetland,NULL,Wetland,NULL
358,Bareland,NULL,Wetland,NULL,Wetland,Cropland
359,Bareland,NULL,Wetland,NULL,Wetland,Wetland
360,Bareland,NULL,Wetland,NULL,Wetland,Bareland
361,Bareland,NULL,Wetland,NULL,Wetland,Water
362,Bareland,NULL,Wetland,Water,NULL,Bareland
363,Bareland,NULL,Wetland,Water,Wetland,Bareland
364,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
365,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
366,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
367,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
368,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland
369,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
370,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
371,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
372,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
373,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
374,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
375,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
376,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
377,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
378,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL
379,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
380,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
381,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
382,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Built-up
383,Bareland,NULL,Bareland,Water,Non_Wetland,NULL
384,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
385,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
386,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
387,Bareland,NULL,Bareland,Water,Non_Wetland,Built-up
388,Bareland,NULL,Bareland,Water,Non_Wetland,Water
389,Bareland,NULL,Bareland,Water,Non_Wetland,Forest
390,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
391,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
392,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
393,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
394,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
395,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL
396,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
397,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
398,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
399,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Water
400,Bareland,NULL,Built-up,Water,Non_Wetland,NULL
401,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
402,Bareland,NULL,Water,NULL,Water,Bareland
403,Bareland,NULL,Water,Non_Water,Water,Bareland
404,Bareland,NULL,Water,Water,NULL,Bareland
405,Bareland,NULL,Water,Water,Water,NULL
406,Bareland,NULL,Water,Water,Water,Bareland
407,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
408,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
409,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
410,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
411,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
412,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
413,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
