Value,AFRICA_2024_DynamicWorld_2024_37PBM_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PBM_M_R,AFRICA_2024_GLC_FCS30D_2022_37PBM_M_R,AFRICA_2024_GSW_Yearly_2021_37PBM_M_R,AFRICA_2024_GWL_FCS30D_2022_37PBM_M_R,AFRICA_2024_WorldCover_2021_37PBM_M_R
120,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland
121,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland
122,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland
123,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up
124,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest
125,NULL,Cropland,Wetland,NULL,Wetland,Wetland
126,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
127,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL
128,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland
129,NULL,Cropland,Bareland,NULL,Non_Wetland,Cropland
130,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland
131,NULL,Cropland,Bareland,NULL,Non_Wetland,Built-up
132,NULL,Cropland,Bareland,NULL,Non_Wetland,Forest
133,NULL,Cropland,Bareland,Water,Non_Wetland,Cropland
134,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL
135,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland
136,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland
137,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland
138,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up
139,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest
140,NULL,Cropland,Forest,NULL,Non_Wetland,NULL
141,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland
142,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland
143,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland
144,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland
145,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up
146,NULL,Cropland,Forest,NULL,Non_Wetland,Forest
147,NULL,Cropland,Forest,Non_Water,Non_Wetland,Cropland
148,NULL,Cropland,Forest,Water,Non_Wetland,Cropland
149,NULL,Bareland,NULL,NULL,Non_Wetland,Cropland
150,NULL,Bareland,Grassland,NULL,Non_Wetland,Cropland
151,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland
152,NULL,Bareland,Cropland,NULL,Non_Wetland,Cropland
153,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland
154,NULL,Bareland,Bareland,NULL,Non_Wetland,Grassland
155,NULL,Bareland,Bareland,NULL,Non_Wetland,Cropland
156,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland
157,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland
158,NULL,Built-up,NULL,NULL,Non_Wetland,NULL
159,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland
160,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland
161,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland
162,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland
163,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up
164,NULL,Built-up,NULL,NULL,Non_Wetland,Forest
165,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL
166,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
167,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland
168,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland
169,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
170,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
171,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
172,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL
173,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
174,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland
175,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland
176,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
177,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
178,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
179,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL
180,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
181,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland
182,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland
183,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland
184,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up
185,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
186,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
187,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
188,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
189,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
190,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
191,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland
192,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
193,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
194,NULL,Built-up,Bareland,NULL,Non_Wetland,Water
195,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest
196,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL
197,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
198,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland
199,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
200,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
201,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
202,NULL,Built-up,Forest,NULL,Non_Wetland,NULL
203,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
204,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland
205,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland
206,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland
207,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up
208,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
209,NULL,Water,NULL,NULL,Non_Wetland,Grassland
210,NULL,Water,NULL,NULL,Non_Wetland,Cropland
211,NULL,Water,NULL,NULL,Non_Wetland,Bareland
212,NULL,Water,NULL,NULL,Non_Wetland,Forest
213,NULL,Water,NULL,Water,Non_Wetland,Forest
214,NULL,Water,Shrubland,NULL,Non_Wetland,NULL
215,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
216,NULL,Water,Shrubland,NULL,Non_Wetland,Cropland
217,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland
218,NULL,Water,Shrubland,NULL,Non_Wetland,Water
219,NULL,Water,Shrubland,NULL,Non_Wetland,Forest
220,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland
221,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland
222,NULL,Water,Shrubland,Water,Non_Wetland,Cropland
223,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
224,NULL,Water,Grassland,NULL,Non_Wetland,Cropland
225,NULL,Water,Grassland,NULL,Non_Wetland,Bareland
226,NULL,Water,Grassland,NULL,Non_Wetland,Water
227,NULL,Water,Grassland,Water,Non_Wetland,Cropland
228,NULL,Water,Cropland,NULL,Non_Wetland,NULL
229,NULL,Water,Cropland,NULL,Non_Wetland,Grassland
230,NULL,Water,Cropland,NULL,Non_Wetland,Cropland
231,NULL,Water,Cropland,NULL,Non_Wetland,Bareland
232,NULL,Water,Cropland,NULL,Non_Wetland,Water
233,NULL,Water,Cropland,NULL,Non_Wetland,Forest
234,NULL,Water,Cropland,Non_Water,Non_Wetland,Cropland
235,NULL,Water,Cropland,Water,Non_Wetland,Cropland
236,NULL,Water,Wetland,NULL,Wetland,Forest
237,NULL,Water,Wetland,Non_Water,Wetland,Forest
238,NULL,Water,Wetland,Water,Wetland,Grassland
239,NULL,Water,Wetland,Water,Wetland,Cropland
240,NULL,Water,Wetland,Water,Wetland,Water
241,NULL,Water,Wetland,Water,Wetland,Forest
242,NULL,Water,Bareland,NULL,Non_Wetland,NULL
243,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
244,NULL,Water,Bareland,NULL,Non_Wetland,Cropland
245,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
246,NULL,Water,Bareland,NULL,Non_Wetland,Water
247,NULL,Water,Bareland,NULL,Non_Wetland,Forest
248,NULL,Water,Bareland,Non_Water,Non_Wetland,Cropland
249,NULL,Water,Bareland,Water,Non_Wetland,Grassland
250,NULL,Water,Bareland,Water,Non_Wetland,Cropland
251,NULL,Water,Bareland,Water,Non_Wetland,Bareland
252,NULL,Water,Bareland,Water,Non_Wetland,Forest
253,NULL,Water,Built-up,NULL,Non_Wetland,Cropland
254,NULL,Water,Built-up,NULL,Non_Wetland,Bareland
255,NULL,Water,Built-up,Water,Non_Wetland,Cropland
256,NULL,Water,Water,NULL,Water,Forest
257,NULL,Water,Forest,NULL,Non_Wetland,NULL
258,NULL,Water,Forest,NULL,Non_Wetland,Grassland
259,NULL,Water,Forest,NULL,Non_Wetland,Cropland
260,NULL,Water,Forest,NULL,Non_Wetland,Bareland
261,NULL,Water,Forest,NULL,Non_Wetland,Water
262,NULL,Water,Forest,NULL,Non_Wetland,Forest
263,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland
264,NULL,Water,Forest,Water,Non_Wetland,Cropland
265,NULL,Water,Forest,Water,Non_Wetland,Forest
266,NULL,Forest,NULL,NULL,Non_Wetland,NULL
267,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
268,NULL,Forest,NULL,NULL,Non_Wetland,Cropland
269,NULL,Forest,NULL,NULL,Non_Wetland,Wetland
270,NULL,Forest,NULL,NULL,Non_Wetland,Forest
271,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
272,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
273,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
274,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up
275,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
276,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL
277,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest
278,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
279,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
280,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland
281,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
282,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up
283,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
284,NULL,Forest,Grassland,Water,Non_Wetland,Forest
285,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
286,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
287,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
288,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up
289,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
290,NULL,Forest,Cropland,Non_Water,Non_Wetland,Cropland
291,NULL,Forest,Cropland,Non_Water,Non_Wetland,Forest
292,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
293,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
294,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
295,NULL,Forest,Bareland,Non_Water,Non_Wetland,Forest
296,NULL,Forest,Bareland,Water,Non_Wetland,Forest
297,NULL,Forest,Built-up,NULL,Non_Wetland,Cropland
298,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
299,NULL,Forest,Forest,NULL,Non_Wetland,NULL
300,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
301,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
302,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
303,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
304,NULL,Forest,Forest,NULL,Non_Wetland,Built-up
305,NULL,Forest,Forest,NULL,Non_Wetland,Forest
306,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL
307,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
308,NULL,Forest,Forest,Water,Non_Wetland,Forest
309,Grassland,NULL,NULL,NULL,Non_Wetland,NULL
310,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
311,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland
312,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland
313,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up
314,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
315,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
316,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
317,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
318,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland
319,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland
320,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up
321,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
322,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
323,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
324,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
325,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland
326,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
327,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
328,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
329,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland
330,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest
331,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
332,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
333,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
334,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland
335,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
336,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
337,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
338,Grassland,NULL,Wetland,NULL,Wetland,NULL
339,Grassland,NULL,Wetland,NULL,Wetland,Grassland
340,Grassland,NULL,Wetland,NULL,Wetland,Wetland
341,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland
342,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
343,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland
344,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland
345,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest
346,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
347,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland
348,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
349,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
350,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
351,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
352,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland
353,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up
354,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
355,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL
356,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
357,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland
358,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland
359,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
360,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL
361,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
362,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland
363,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland
364,Grassland,Cropland,NULL,NULL,Non_Wetland,Built-up
365,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest
366,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL
367,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
368,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
369,Grassland,Cropland,NULL,Water,Non_Wetland,Wetland
370,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
371,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
372,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
373,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
374,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
375,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
376,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
377,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
378,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
379,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
380,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland
381,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL
382,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
383,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
384,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland
385,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up
386,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
387,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
388,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
389,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
390,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland
391,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland
392,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up
393,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
394,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
395,Grassland,Cropland,Cropland,Water,Non_Wetland,Cropland
396,Grassland,Cropland,Cropland,Water,Non_Wetland,Wetland
397,Grassland,Cropland,Wetland,NULL,Wetland,Cropland
398,Grassland,Cropland,Wetland,NULL,Wetland,Wetland
399,Grassland,Cropland,Wetland,NULL,Wetland,Forest
400,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland
401,Grassland,Cropland,Wetland,Water,Wetland,Cropland
402,Grassland,Cropland,Wetland,Water,Wetland,Wetland
403,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
404,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
405,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland
406,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland
407,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland
408,Grassland,Cropland,Bareland,NULL,Non_Wetland,Built-up
409,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,NULL
410,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
411,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland
412,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up
413,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
414,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
415,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
416,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
417,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland
418,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up
419,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
420,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL
421,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
422,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
