Value,AFRICA_2024_DynamicWorld_2024_37PGL_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PGL_M_R,AFRICA_2024_GLC_FCS30D_2022_37PGL_M_R,AFRICA_2024_GSW_Yearly_2021_37PGL_M_R,AFRICA_2024_GWL_FCS30D_2022_37PGL_M_R,AFRICA_2024_WorldCover_2021_37PGL_M_R
117,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland
118,NULL,Wetland,Bareland,NULL,Non_Wetland,Bareland
119,NULL,Wetland,Forest,NULL,Non_Wetland,NULL
120,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland
121,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland
122,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland
123,NULL,Bareland,NULL,NULL,Non_Wetland,NULL
124,NULL,Bareland,NULL,NULL,Non_Wetland,Cropland
125,NULL,Bareland,NULL,NULL,Non_Wetland,Built-up
126,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL
127,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland
128,NULL,Bareland,Shrubland,NULL,Non_Wetland,Cropland
129,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland
130,NULL,Bareland,Shrubland,NULL,Non_Wetland,Built-up
131,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL
132,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland
133,NULL,Bareland,Grassland,NULL,Non_Wetland,Cropland
134,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland
135,NULL,Bareland,Grassland,NULL,Non_Wetland,Built-up
136,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL
137,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland
138,NULL,Bareland,Cropland,NULL,Non_Wetland,Cropland
139,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland
140,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up
141,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
142,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL
143,NULL,Bareland,Bareland,NULL,Non_Wetland,Grassland
144,NULL,Bareland,Bareland,NULL,Non_Wetland,Built-up
145,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL
146,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland
147,NULL,Bareland,Built-up,NULL,Non_Wetland,Cropland
148,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland
149,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up
150,NULL,Bareland,Forest,NULL,Non_Wetland,NULL
151,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland
152,NULL,Bareland,Forest,NULL,Non_Wetland,Cropland
153,NULL,Bareland,Forest,NULL,Non_Wetland,Built-up
154,NULL,Built-up,NULL,NULL,Non_Wetland,NULL
155,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland
156,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland
157,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland
158,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland
159,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up
160,NULL,Built-up,NULL,NULL,Non_Wetland,Forest
161,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL
162,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
163,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland
164,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
165,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
166,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
167,NULL,Built-up,Shrubland,Water,Non_Wetland,Cropland
168,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL
169,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
170,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland
171,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
172,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
173,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
174,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL
175,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
176,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland
177,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland
178,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland
179,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up
180,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
181,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
182,NULL,Built-up,Cropland,Water,Non_Wetland,Cropland
183,NULL,Built-up,Wetland,Water,Wetland,Cropland
184,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
185,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
186,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
187,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
188,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
189,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
190,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL
191,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
192,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland
193,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
194,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
195,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest
196,NULL,Built-up,Bareland,Water,Non_Wetland,Cropland
197,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL
198,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
199,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland
200,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
201,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
202,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
203,NULL,Built-up,Built-up,Water,Non_Wetland,Cropland
204,NULL,Built-up,Water,Water,Water,Cropland
205,NULL,Built-up,Forest,NULL,Non_Wetland,NULL
206,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
207,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland
208,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland
209,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland
210,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up
211,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
212,NULL,Built-up,Forest,Non_Water,Non_Wetland,Cropland
213,NULL,Built-up,Forest,Water,Non_Wetland,Cropland
214,NULL,Built-up,Forest,Water,Non_Wetland,Forest
215,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
216,NULL,Water,Cropland,NULL,Non_Wetland,NULL
217,NULL,Water,Cropland,NULL,Non_Wetland,Grassland
218,NULL,Water,Cropland,NULL,Non_Wetland,Cropland
219,NULL,Water,Cropland,NULL,Non_Wetland,Bareland
220,NULL,Water,Cropland,Water,Non_Wetland,Wetland
221,NULL,Water,Forest,Water,Non_Wetland,Cropland
222,NULL,Forest,NULL,NULL,Non_Wetland,NULL
223,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
224,NULL,Forest,NULL,NULL,Non_Wetland,Cropland
225,NULL,Forest,NULL,NULL,Non_Wetland,Wetland
226,NULL,Forest,NULL,NULL,Non_Wetland,Bareland
227,NULL,Forest,NULL,NULL,Non_Wetland,Built-up
228,NULL,Forest,NULL,NULL,Non_Wetland,Forest
229,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
230,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
231,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
232,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
233,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
234,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
235,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
236,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
237,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland
238,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland
239,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
240,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
241,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
242,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
243,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
244,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland
245,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland
246,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up
247,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
248,NULL,Forest,Cropland,Non_Water,Non_Wetland,Wetland
249,NULL,Forest,Wetland,NULL,Wetland,NULL
250,NULL,Forest,Wetland,NULL,Wetland,Wetland
251,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
252,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
253,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
254,NULL,Forest,Bareland,NULL,Non_Wetland,Cropland
255,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
256,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland
257,NULL,Forest,Bareland,NULL,Non_Wetland,Built-up
258,NULL,Forest,Built-up,NULL,Non_Wetland,NULL
259,NULL,Forest,Built-up,NULL,Non_Wetland,Cropland
260,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland
261,NULL,Forest,Forest,NULL,Non_Wetland,NULL
262,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
263,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
264,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
265,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
266,NULL,Forest,Forest,NULL,Non_Wetland,Built-up
267,NULL,Forest,Forest,NULL,Non_Wetland,Forest
268,Grassland,NULL,NULL,NULL,Non_Wetland,NULL
269,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
270,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland
271,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland
272,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
273,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
274,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
275,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
276,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland
277,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
278,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
279,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
280,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland
281,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
282,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
283,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
284,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland
285,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
286,Grassland,NULL,Wetland,NULL,Wetland,Wetland
287,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
288,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
289,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL
290,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
291,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland
292,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL
293,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
294,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
295,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
296,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
297,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
298,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland
299,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
300,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL
301,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
302,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland
303,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland
304,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest
305,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
306,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
307,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
308,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL
309,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
310,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
311,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
312,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
313,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
314,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland
315,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up
316,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
317,Grassland,Cropland,Wetland,Water,Wetland,Wetland
318,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
319,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL
320,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland
321,Grassland,Cropland,Bareland,Water,Non_Wetland,Wetland
322,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland
323,Grassland,Cropland,Water,Water,Water,Wetland
324,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
325,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
326,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
327,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
328,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland
329,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
330,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland
331,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL
332,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland
333,Grassland,Built-up,NULL,NULL,Non_Wetland,Cropland
334,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL
335,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
336,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL
337,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
338,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland
339,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL
340,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
341,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
342,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
343,Grassland,Water,Cropland,Water,Non_Wetland,Wetland
344,Grassland,Water,Bareland,NULL,Non_Wetland,Wetland
345,Grassland,Water,Water,NULL,Water,Wetland
346,Grassland,Water,Water,Water,Water,Wetland
347,Grassland,Water,Forest,NULL,Non_Wetland,Cropland
348,Grassland,Water,Forest,NULL,Non_Wetland,Wetland
349,Grassland,Water,Forest,Water,Non_Wetland,Wetland
350,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
351,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
352,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland
353,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
354,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
355,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
356,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
357,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
358,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
359,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland
360,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland
361,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
362,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
363,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
364,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
365,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland
366,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
367,Grassland,Forest,Bareland,NULL,Non_Wetland,Cropland
368,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL
369,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
370,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
371,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
372,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
373,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
374,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
375,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
376,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
377,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
378,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
379,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
380,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
381,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
382,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
383,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
384,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
385,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
386,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
387,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
388,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
389,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
390,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
391,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
392,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
393,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
394,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
395,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
396,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
397,Cropland,NULL,Grassland,NULL,Non_Wetland,Water
398,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
399,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL
400,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
401,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
402,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
403,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
404,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
405,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
406,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
407,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
408,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
409,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
410,Cropland,NULL,Wetland,NULL,Wetland,NULL
411,Cropland,NULL,Wetland,NULL,Wetland,Grassland
412,Cropland,NULL,Wetland,NULL,Wetland,Cropland
413,Cropland,NULL,Wetland,NULL,Wetland,Wetland
414,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
415,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
416,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
