Value,AFRICA_2024_DynamicWorld_2024_36PVS_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PVS_M_R,AFRICA_2024_GLC_FCS30D_2022_36PVS_M_R,AFRICA_2024_GSW_Yearly_2021_36PVS_M_R,AFRICA_2024_GWL_FCS30D_2022_36PVS_M_R,AFRICA_2024_WorldCover_2021_36PVS_M_R
124,NULL,NULL,Water,Non_Water,Water,Wetland
125,NULL,NULL,Water,Non_Water,Water,Water
126,NULL,NULL,Water,Non_Water,Water,Forest
127,NULL,NULL,Water,Water,Water,NULL
128,NULL,NULL,Water,Water,Water,Grassland
129,NULL,NULL,Water,Water,Water,Cropland
130,NULL,NULL,Water,Water,Water,Wetland
131,NULL,NULL,Water,Water,Water,Bareland
132,NULL,NULL,Water,Water,Water,Water
133,NULL,NULL,Water,Water,Water,Forest
134,NULL,NULL,Forest,NULL,Non_Wetland,NULL
135,NULL,NULL,Forest,NULL,Non_Wetland,Grassland
136,NULL,NULL,Forest,NULL,Non_Wetland,Cropland
137,NULL,NULL,Forest,NULL,Non_Wetland,Wetland
138,NULL,NULL,Forest,NULL,Non_Wetland,Bareland
139,NULL,NULL,Forest,NULL,Non_Wetland,Built-up
140,NULL,NULL,Forest,NULL,Non_Wetland,Water
141,NULL,NULL,Forest,NULL,Non_Wetland,Forest
142,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL
143,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland
144,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland
145,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland
146,NULL,NULL,Forest,Non_Water,Non_Wetland,Water
147,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest
148,NULL,NULL,Forest,Water,Non_Wetland,NULL
149,NULL,NULL,Forest,Water,Non_Wetland,Grassland
150,NULL,NULL,Forest,Water,Non_Wetland,Cropland
151,NULL,NULL,Forest,Water,Non_Wetland,Wetland
152,NULL,NULL,Forest,Water,Non_Wetland,Bareland
153,NULL,NULL,Forest,Water,Non_Wetland,Water
154,NULL,NULL,Forest,Water,Non_Wetland,Forest
155,NULL,Cropland,NULL,NULL,Non_Wetland,NULL
156,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland
157,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland
158,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland
159,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland
160,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up
161,NULL,Cropland,NULL,NULL,Non_Wetland,Water
162,NULL,Cropland,NULL,NULL,Non_Wetland,Forest
163,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL
164,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland
165,NULL,Cropland,NULL,Water,Non_Wetland,NULL
166,NULL,Cropland,NULL,Water,Non_Wetland,Cropland
167,NULL,Cropland,NULL,Water,Non_Wetland,Water
168,NULL,Cropland,NULL,Water,Non_Wetland,Forest
169,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL
170,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland
171,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland
172,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland
173,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland
174,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up
175,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water
176,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest
177,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
178,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
179,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
180,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
181,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
182,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL
183,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland
184,NULL,Cropland,Shrubland,Water,Non_Wetland,Cropland
185,NULL,Cropland,Shrubland,Water,Non_Wetland,Wetland
186,NULL,Cropland,Shrubland,Water,Non_Wetland,Bareland
187,NULL,Cropland,Shrubland,Water,Non_Wetland,Water
188,NULL,Cropland,Shrubland,Water,Non_Wetland,Forest
189,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland
190,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland
191,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland
192,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up
193,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest
194,NULL,Cropland,Grassland,Water,Non_Wetland,Grassland
195,NULL,Cropland,Grassland,Water,Non_Wetland,Cropland
196,NULL,Cropland,Grassland,Water,Non_Wetland,Bareland
197,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL
198,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland
199,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland
200,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland
201,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland
202,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up
203,NULL,Cropland,Cropland,NULL,Non_Wetland,Water
204,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest
205,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL
206,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
207,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
208,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland
209,NULL,Cropland,Cropland,Water,Non_Wetland,Cropland
210,NULL,Cropland,Cropland,Water,Non_Wetland,Wetland
211,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland
212,NULL,Cropland,Cropland,Water,Non_Wetland,Water
213,NULL,Cropland,Wetland,NULL,Wetland,Forest
214,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland
215,NULL,Cropland,Bareland,Water,Non_Wetland,Grassland
216,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL
217,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland
218,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland
219,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland
220,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland
221,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up
222,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest
223,NULL,Cropland,Built-up,Water,Non_Wetland,Grassland
224,NULL,Cropland,Built-up,Water,Non_Wetland,Cropland
225,NULL,Cropland,Built-up,Water,Non_Wetland,Bareland
226,NULL,Cropland,Water,NULL,Water,NULL
227,NULL,Cropland,Water,NULL,Water,Grassland
228,NULL,Cropland,Water,NULL,Water,Cropland
229,NULL,Cropland,Water,NULL,Water,Wetland
230,NULL,Cropland,Water,NULL,Water,Bareland
231,NULL,Cropland,Water,NULL,Water,Water
232,NULL,Cropland,Water,NULL,Water,Forest
233,NULL,Cropland,Water,Non_Water,Water,Grassland
234,NULL,Cropland,Water,Non_Water,Water,Wetland
235,NULL,Cropland,Water,Non_Water,Water,Forest
236,NULL,Cropland,Water,Water,Water,NULL
237,NULL,Cropland,Water,Water,Water,Grassland
238,NULL,Cropland,Water,Water,Water,Cropland
239,NULL,Cropland,Water,Water,Water,Wetland
240,NULL,Cropland,Water,Water,Water,Bareland
241,NULL,Cropland,Water,Water,Water,Water
242,NULL,Cropland,Water,Water,Water,Forest
243,NULL,Cropland,Forest,NULL,Non_Wetland,NULL
244,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland
245,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland
246,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland
247,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland
248,NULL,Cropland,Forest,NULL,Non_Wetland,Water
249,NULL,Cropland,Forest,NULL,Non_Wetland,Forest
250,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL
251,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland
252,NULL,Cropland,Forest,Water,Non_Wetland,Grassland
253,NULL,Cropland,Forest,Water,Non_Wetland,Cropland
254,NULL,Cropland,Forest,Water,Non_Wetland,Wetland
255,NULL,Cropland,Forest,Water,Non_Wetland,Bareland
256,NULL,Cropland,Forest,Water,Non_Wetland,Forest
257,NULL,Wetland,NULL,NULL,Non_Wetland,NULL
258,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland
259,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland
260,NULL,Wetland,NULL,NULL,Non_Wetland,Forest
261,NULL,Wetland,NULL,Non_Water,Non_Wetland,Grassland
262,NULL,Wetland,NULL,Water,Non_Wetland,Grassland
263,NULL,Wetland,NULL,Water,Non_Wetland,Wetland
264,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL
265,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland
266,NULL,Wetland,Shrubland,NULL,Non_Wetland,Cropland
267,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland
268,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland
269,NULL,Wetland,Shrubland,NULL,Non_Wetland,Built-up
270,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water
271,NULL,Wetland,Shrubland,NULL,Non_Wetland,Forest
272,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
273,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
274,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
275,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL
276,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland
277,NULL,Wetland,Shrubland,Water,Non_Wetland,Cropland
278,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland
279,NULL,Wetland,Shrubland,Water,Non_Wetland,Water
280,NULL,Wetland,Shrubland,Water,Non_Wetland,Forest
281,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland
282,NULL,Wetland,Grassland,NULL,Non_Wetland,Forest
283,NULL,Wetland,Grassland,Water,Non_Wetland,Grassland
284,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL
285,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland
286,NULL,Wetland,Cropland,NULL,Non_Wetland,Cropland
287,NULL,Wetland,Cropland,NULL,Non_Wetland,Wetland
288,NULL,Wetland,Cropland,NULL,Non_Wetland,Built-up
289,NULL,Wetland,Cropland,NULL,Non_Wetland,Forest
290,NULL,Wetland,Cropland,Water,Non_Wetland,Grassland
291,NULL,Wetland,Cropland,Water,Non_Wetland,Cropland
292,NULL,Wetland,Cropland,Water,Non_Wetland,Wetland
293,NULL,Wetland,Wetland,NULL,Wetland,NULL
294,NULL,Wetland,Wetland,NULL,Wetland,Grassland
295,NULL,Wetland,Wetland,NULL,Wetland,Wetland
296,NULL,Wetland,Wetland,NULL,Wetland,Built-up
297,NULL,Wetland,Wetland,NULL,Wetland,Forest
298,NULL,Wetland,Wetland,Non_Water,Wetland,Forest
299,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland
300,NULL,Wetland,Water,NULL,Water,NULL
301,NULL,Wetland,Water,NULL,Water,Grassland
302,NULL,Wetland,Water,NULL,Water,Cropland
303,NULL,Wetland,Water,NULL,Water,Wetland
304,NULL,Wetland,Water,NULL,Water,Water
305,NULL,Wetland,Water,NULL,Water,Forest
306,NULL,Wetland,Water,Non_Water,Water,Wetland
307,NULL,Wetland,Water,Water,Water,NULL
308,NULL,Wetland,Water,Water,Water,Grassland
309,NULL,Wetland,Water,Water,Water,Cropland
310,NULL,Wetland,Water,Water,Water,Wetland
311,NULL,Wetland,Water,Water,Water,Water
312,NULL,Wetland,Water,Water,Water,Forest
313,NULL,Wetland,Forest,NULL,Non_Wetland,NULL
314,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland
315,NULL,Wetland,Forest,NULL,Non_Wetland,Cropland
316,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland
317,NULL,Wetland,Forest,NULL,Non_Wetland,Water
318,NULL,Wetland,Forest,NULL,Non_Wetland,Forest
319,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland
320,NULL,Wetland,Forest,Non_Water,Non_Wetland,Forest
321,NULL,Wetland,Forest,Water,Non_Wetland,NULL
322,NULL,Wetland,Forest,Water,Non_Wetland,Grassland
323,NULL,Wetland,Forest,Water,Non_Wetland,Wetland
324,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL
325,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland
326,NULL,Bareland,Shrubland,NULL,Non_Wetland,Cropland
327,NULL,Bareland,Shrubland,Water,Non_Wetland,Grassland
328,NULL,Bareland,Shrubland,Water,Non_Wetland,Cropland
329,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland
330,NULL,Bareland,Grassland,NULL,Non_Wetland,Cropland
331,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland
332,NULL,Bareland,Cropland,Water,Non_Wetland,Grassland
333,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL
334,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland
335,NULL,Bareland,Built-up,NULL,Non_Wetland,Cropland
336,NULL,Bareland,Water,Water,Water,Wetland
337,NULL,Bareland,Water,Water,Water,Water
338,NULL,Bareland,Water,Water,Water,Forest
339,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland
340,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland
341,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up
342,NULL,Built-up,NULL,NULL,Non_Wetland,Forest
343,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL
344,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
345,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland
346,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland
347,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
348,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
349,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
350,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
351,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
352,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland
353,NULL,Built-up,Shrubland,Water,Non_Wetland,Forest
354,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL
355,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
356,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland
357,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
358,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
359,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
360,NULL,Built-up,Grassland,Water,Non_Wetland,Grassland
361,NULL,Built-up,Grassland,Water,Non_Wetland,Built-up
362,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL
363,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
364,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland
365,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland
366,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up
367,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
368,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
369,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Wetland
370,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland
371,NULL,Built-up,Wetland,NULL,Wetland,Built-up
372,NULL,Built-up,Wetland,NULL,Wetland,Forest
373,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
374,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
375,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
376,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL
377,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
378,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland
379,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland
380,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
381,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
382,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
383,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
384,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland
385,NULL,Built-up,Built-up,Water,Non_Wetland,Cropland
386,NULL,Built-up,Forest,NULL,Non_Wetland,NULL
387,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
388,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland
389,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
390,NULL,Water,NULL,NULL,Non_Wetland,Forest
391,NULL,Water,NULL,Water,Non_Wetland,Grassland
392,NULL,Water,Shrubland,NULL,Non_Wetland,NULL
393,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
394,NULL,Water,Shrubland,NULL,Non_Wetland,Water
395,NULL,Water,Shrubland,NULL,Non_Wetland,Forest
396,NULL,Water,Shrubland,Water,Non_Wetland,Grassland
397,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
398,NULL,Water,Grassland,NULL,Non_Wetland,Water
399,NULL,Water,Grassland,Water,Non_Wetland,Grassland
400,NULL,Water,Cropland,NULL,Non_Wetland,Grassland
401,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland
402,NULL,Water,Cropland,Water,Non_Wetland,Grassland
403,NULL,Water,Wetland,NULL,Wetland,Forest
404,NULL,Water,Water,Non_Water,Water,Grassland
405,NULL,Water,Water,Water,Water,Grassland
406,NULL,Water,Water,Water,Water,Wetland
407,NULL,Water,Water,Water,Water,Bareland
408,NULL,Water,Water,Water,Water,Water
409,NULL,Water,Water,Water,Water,Forest
410,NULL,Forest,NULL,NULL,Non_Wetland,NULL
411,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
412,NULL,Forest,NULL,NULL,Non_Wetland,Wetland
413,NULL,Forest,NULL,NULL,Non_Wetland,Water
414,NULL,Forest,NULL,NULL,Non_Wetland,Forest
415,NULL,Forest,NULL,Water,Non_Wetland,Grassland
416,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
417,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
418,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
419,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
420,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up
421,NULL,Forest,Shrubland,NULL,Non_Wetland,Water
422,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
423,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL
424,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
425,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
426,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest
427,NULL,Forest,Shrubland,Water,Non_Wetland,NULL
428,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland
429,NULL,Forest,Shrubland,Water,Non_Wetland,Cropland
430,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland
431,NULL,Forest,Shrubland,Water,Non_Wetland,Bareland
432,NULL,Forest,Shrubland,Water,Non_Wetland,Water
433,NULL,Forest,Shrubland,Water,Non_Wetland,Forest
434,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
435,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
436,NULL,Forest,Grassland,NULL,Non_Wetland,Water
437,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
438,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland
439,NULL,Forest,Grassland,Water,Non_Wetland,Grassland
