Value,AFRICA_2024_DynamicWorld_2024_37PHQ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PHQ_M_R,AFRICA_2024_GLC_FCS30D_2022_37PHQ_M_R,AFRICA_2024_GSW_Yearly_2021_37PHQ_M_R,AFRICA_2024_GWL_FCS30D_2022_37PHQ_M_R,AFRICA_2024_WorldCover_2021_37PHQ_M_R
116,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
117,NULL,Built-up,Wetland,Water,NULL,Bareland
118,NULL,Built-up,Wetland,Water,Wetland,Bareland
119,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL
120,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
121,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland
122,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
123,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
124,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
125,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
126,NULL,Built-up,Bareland,Water,Non_Wetland,NULL
127,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland
128,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up
129,NULL,Built-up,Bareland,Water,Non_Wetland,Water
130,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL
131,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland
132,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
133,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
134,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
135,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland
136,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up
137,NULL,Built-up,Water,Water,NULL,Bareland
138,NULL,Water,Wetland,Water,NULL,Water
139,NULL,Water,Bareland,NULL,Non_Wetland,NULL
140,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
141,NULL,Water,Bareland,Water,Non_Wetland,Water
142,NULL,Water,Water,Non_Water,NULL,Bareland
143,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
144,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
145,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
146,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland
147,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
148,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
149,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
150,Grassland,NULL,Wetland,NULL,Wetland,Wetland
151,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
152,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland
153,Grassland,Water,Wetland,Water,Wetland,Water
154,Grassland,Forest,Wetland,NULL,Wetland,Wetland
155,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
156,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
157,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
158,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
159,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
160,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
161,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
162,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
163,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
164,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
165,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
166,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
167,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
168,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL
169,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
170,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
171,Cropland,NULL,Grassland,Water,Non_Wetland,NULL
172,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
173,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
174,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
175,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
176,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
177,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL
178,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
179,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
180,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
181,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
182,Cropland,NULL,Wetland,NULL,Wetland,NULL
183,Cropland,NULL,Wetland,NULL,Wetland,Cropland
184,Cropland,NULL,Wetland,NULL,Wetland,Bareland
185,Cropland,NULL,Wetland,NULL,Wetland,Forest
186,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
187,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
188,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
189,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
190,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
191,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
192,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
193,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL
194,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
195,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
196,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
197,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
198,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
199,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
200,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
201,Cropland,NULL,Built-up,Water,Non_Wetland,Bareland
202,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
203,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
204,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
205,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
206,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
207,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
208,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
209,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
210,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
211,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
212,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL
213,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
214,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
215,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
216,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
217,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
218,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
219,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
220,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
221,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
222,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
223,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
224,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
225,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
226,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
227,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
228,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL
229,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
230,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
231,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
232,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
233,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
234,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
235,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
236,Cropland,Wetland,Bareland,NULL,Non_Wetland,Bareland
237,Cropland,Bareland,NULL,NULL,Non_Wetland,Bareland
238,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
239,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
240,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
241,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL
242,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
243,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
244,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
245,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
246,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
247,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
248,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL
249,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
250,Cropland,Bareland,Bareland,NULL,Non_Wetland,Cropland
251,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
252,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
253,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
254,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
255,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
256,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
257,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
258,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL
259,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
260,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
261,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
262,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
263,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
264,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
265,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
266,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
267,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
268,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
269,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
270,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
271,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
272,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
273,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
274,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
275,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
276,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
277,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
278,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
279,Wetland,NULL,Grassland,NULL,Non_Wetland,Water
280,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
281,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
282,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
283,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
284,Wetland,NULL,Grassland,Water,Non_Wetland,Bareland
285,Wetland,NULL,Grassland,Water,Non_Wetland,Water
286,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
287,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
288,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
289,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
290,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
291,Wetland,NULL,Wetland,NULL,NULL,Wetland
292,Wetland,NULL,Wetland,NULL,Wetland,NULL
293,Wetland,NULL,Wetland,NULL,Wetland,Cropland
294,Wetland,NULL,Wetland,NULL,Wetland,Wetland
295,Wetland,NULL,Wetland,NULL,Wetland,Bareland
296,Wetland,NULL,Wetland,NULL,Wetland,Water
297,Wetland,NULL,Wetland,Non_Water,Wetland,NULL
298,Wetland,NULL,Wetland,Non_Water,Wetland,Cropland
299,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
300,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland
301,Wetland,NULL,Wetland,Water,Wetland,Cropland
302,Wetland,NULL,Wetland,Water,Wetland,Wetland
303,Wetland,NULL,Wetland,Water,Wetland,Bareland
304,Wetland,NULL,Wetland,Water,Wetland,Water
305,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
306,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
307,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
308,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
309,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
310,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
311,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
312,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL
313,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
314,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
315,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
316,Wetland,NULL,Bareland,Water,Non_Wetland,Water
317,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL
318,Wetland,NULL,Built-up,NULL,Non_Wetland,Cropland
319,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland
320,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland
321,Wetland,NULL,Water,Water,Water,Bareland
322,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
323,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland
324,Wetland,Cropland,Wetland,Water,Wetland,Wetland
325,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
326,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
327,Wetland,Wetland,Wetland,Water,Wetland,Cropland
328,Wetland,Wetland,Wetland,Water,Wetland,Wetland
329,Wetland,Wetland,Wetland,Water,Wetland,Water
330,Wetland,Bareland,Wetland,NULL,Wetland,Wetland
331,Wetland,Bareland,Wetland,NULL,Wetland,Bareland
332,Wetland,Bareland,Wetland,Non_Water,Wetland,Bareland
333,Wetland,Bareland,Wetland,Water,Wetland,Bareland
334,Wetland,Bareland,Wetland,Water,Wetland,Water
335,Wetland,Bareland,Bareland,NULL,Non_Wetland,Bareland
336,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL
337,Wetland,Built-up,Grassland,NULL,Non_Wetland,NULL
338,Wetland,Built-up,Bareland,NULL,Non_Wetland,NULL
339,Wetland,Built-up,Bareland,NULL,Non_Wetland,Bareland
340,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
341,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland
342,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
343,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
344,Wetland,Water,Grassland,NULL,Non_Wetland,NULL
345,Wetland,Water,Grassland,NULL,Non_Wetland,Cropland
346,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland
347,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland
348,Wetland,Water,Grassland,Water,Non_Wetland,NULL
349,Wetland,Water,Cropland,NULL,Non_Wetland,NULL
350,Wetland,Water,Cropland,NULL,Non_Wetland,Cropland
351,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland
352,Wetland,Water,Wetland,NULL,Wetland,NULL
353,Wetland,Water,Wetland,NULL,Wetland,Cropland
354,Wetland,Water,Wetland,NULL,Wetland,Wetland
355,Wetland,Water,Wetland,NULL,Wetland,Bareland
356,Wetland,Water,Wetland,NULL,Wetland,Water
357,Wetland,Water,Wetland,Non_Water,NULL,Wetland
358,Wetland,Water,Wetland,Non_Water,Wetland,NULL
359,Wetland,Water,Wetland,Non_Water,Wetland,Cropland
360,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
361,Wetland,Water,Wetland,Non_Water,Wetland,Bareland
362,Wetland,Water,Wetland,Non_Water,Wetland,Water
363,Wetland,Water,Wetland,Water,NULL,Wetland
364,Wetland,Water,Wetland,Water,Wetland,NULL
365,Wetland,Water,Wetland,Water,Wetland,Cropland
366,Wetland,Water,Wetland,Water,Wetland,Wetland
367,Wetland,Water,Wetland,Water,Wetland,Bareland
368,Wetland,Water,Wetland,Water,Wetland,Water
369,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland
370,Wetland,Water,Bareland,Non_Water,Non_Wetland,Cropland
371,Wetland,Water,Bareland,Water,Non_Wetland,Bareland
372,Wetland,Water,Built-up,Water,Non_Wetland,NULL
373,Wetland,Water,Built-up,Water,Non_Wetland,Bareland
374,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
375,Wetland,Forest,Shrubland,NULL,Non_Wetland,Cropland
376,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL
377,Wetland,Forest,Grassland,NULL,Non_Wetland,Cropland
378,Wetland,Forest,Grassland,NULL,Non_Wetland,Bareland
379,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL
380,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL
381,Wetland,Forest,Wetland,NULL,Wetland,NULL
382,Wetland,Forest,Wetland,NULL,Wetland,Cropland
383,Wetland,Forest,Wetland,NULL,Wetland,Wetland
384,Wetland,Forest,Wetland,NULL,Wetland,Bareland
385,Wetland,Forest,Wetland,Non_Water,Wetland,Cropland
386,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
387,Wetland,Forest,Wetland,Non_Water,Wetland,Bareland
388,Wetland,Forest,Wetland,Water,NULL,NULL
389,Wetland,Forest,Wetland,Water,Wetland,Cropland
390,Wetland,Forest,Wetland,Water,Wetland,Wetland
391,Wetland,Forest,Wetland,Water,Wetland,Bareland
392,Wetland,Forest,Wetland,Water,Wetland,Water
393,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
394,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
395,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
396,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
397,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
398,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
399,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
400,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
401,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
402,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
403,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
404,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
405,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
406,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
407,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
408,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
409,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
410,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
411,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
412,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
413,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
414,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
415,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
416,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL
417,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
