Value,AFRICA_2024_DynamicWorld_2024_35PRP_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35PRP_M_R,AFRICA_2024_GLC_FCS30D_2022_35PRP_M_R,AFRICA_2024_GSW_Yearly_2021_35PRP_M_R,AFRICA_2024_GWL_FCS30D_2022_35PRP_M_R,AFRICA_2024_WorldCover_2021_35PRP_M_R
120,NULL,Cropland,Forest,Water,Non_Wetland,Grassland
121,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland
122,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland
123,NULL,Bareland,Cropland,NULL,Non_Wetland,Cropland
124,NULL,Bareland,Cropland,Water,Non_Wetland,Bareland
125,NULL,Built-up,NULL,NULL,Non_Wetland,NULL
126,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland
127,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland
128,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland
129,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up
130,NULL,Built-up,NULL,NULL,Non_Wetland,Forest
131,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL
132,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
133,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland
134,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
135,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
136,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL
137,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
138,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland
139,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
140,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
141,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
142,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
143,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up
144,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
145,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
146,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL
147,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
148,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland
149,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
150,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
151,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
152,NULL,Built-up,Forest,NULL,Non_Wetland,NULL
153,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
154,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland
155,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up
156,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
157,NULL,Water,NULL,NULL,Non_Wetland,Grassland
158,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland
159,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland
160,NULL,Water,Grassland,NULL,Non_Wetland,Bareland
161,NULL,Water,Cropland,NULL,Non_Wetland,Grassland
162,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland
163,NULL,Water,Built-up,NULL,Non_Wetland,Bareland
164,NULL,Water,Forest,NULL,Non_Wetland,Grassland
165,NULL,Forest,NULL,NULL,Non_Wetland,NULL
166,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
167,NULL,Forest,NULL,NULL,Non_Wetland,Cropland
168,NULL,Forest,NULL,NULL,Non_Wetland,Bareland
169,NULL,Forest,NULL,NULL,Non_Wetland,Forest
170,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
171,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
172,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
173,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
174,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
175,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
176,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
177,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
178,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland
179,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
180,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
181,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
182,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
183,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
184,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
185,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland
186,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
187,NULL,Forest,Built-up,NULL,Non_Wetland,NULL
188,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
189,NULL,Forest,Built-up,NULL,Non_Wetland,Cropland
190,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
191,NULL,Forest,Forest,NULL,Non_Wetland,NULL
192,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
193,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
194,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
195,NULL,Forest,Forest,NULL,Non_Wetland,Forest
196,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL
197,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
198,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
199,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland
200,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
201,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
202,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
203,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
204,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
205,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
206,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
207,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
208,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
209,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
210,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
211,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland
212,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
213,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
214,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
215,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
216,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
217,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
218,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
219,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
220,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
221,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
222,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
223,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
224,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
225,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
226,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland
227,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
228,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
229,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
230,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
231,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
232,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
233,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
234,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
235,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
236,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
237,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
238,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL
239,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland
240,Cropland,NULL,NULL,Non_Water,Non_Wetland,Cropland
241,Cropland,NULL,NULL,Water,Non_Wetland,Grassland
242,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
243,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
244,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
245,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
246,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
247,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
248,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
249,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
250,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
251,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
252,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
253,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
254,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
255,Cropland,NULL,Shrubland,Water,Non_Wetland,Water
256,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
257,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
258,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
259,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
260,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
261,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
262,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
263,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL
264,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
265,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
266,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Water
267,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Forest
268,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
269,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
270,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland
271,Cropland,NULL,Grassland,Water,Non_Wetland,Water
272,Cropland,NULL,Grassland,Water,Non_Wetland,Forest
273,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
274,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
275,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
276,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
277,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
278,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
279,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL
280,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
281,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
282,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
283,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water
284,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
285,Cropland,NULL,Cropland,Water,Non_Wetland,NULL
286,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
287,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
288,Cropland,NULL,Cropland,Water,Non_Wetland,Wetland
289,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
290,Cropland,NULL,Cropland,Water,Non_Wetland,Water
291,Cropland,NULL,Cropland,Water,Non_Wetland,Forest
292,Cropland,NULL,Wetland,NULL,Wetland,NULL
293,Cropland,NULL,Wetland,NULL,Wetland,Grassland
294,Cropland,NULL,Wetland,NULL,Wetland,Forest
295,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland
296,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland
297,Cropland,NULL,Wetland,Water,Wetland,Cropland
298,Cropland,NULL,Wetland,Water,Wetland,Water
299,Cropland,NULL,Wetland,Water,Wetland,Forest
300,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
301,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
302,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
303,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
304,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
305,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
306,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
307,Cropland,NULL,Bareland,Water,Non_Wetland,Water
308,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
309,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
310,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
311,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
312,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
313,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
314,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
315,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
316,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
317,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
318,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
319,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
320,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
321,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL
322,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
323,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
324,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
325,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
326,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
327,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
328,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
329,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
330,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
331,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
332,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland
333,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
334,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
335,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
336,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
337,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
338,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
339,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
340,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
341,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
342,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
343,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
344,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
345,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
346,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
347,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
348,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
349,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
350,Cropland,Cropland,Grassland,Water,Non_Wetland,Bareland
351,Cropland,Cropland,Grassland,Water,Non_Wetland,Water
352,Cropland,Cropland,Grassland,Water,Non_Wetland,Forest
353,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
354,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
355,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
356,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
357,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
358,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
359,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
360,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
361,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
362,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
363,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
364,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
365,Cropland,Cropland,Wetland,NULL,Wetland,Forest
366,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
367,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
368,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
369,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
370,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
371,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
372,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
373,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
374,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
375,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
376,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
377,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
378,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
379,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
380,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
381,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL
382,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
383,Cropland,Bareland,NULL,NULL,Non_Wetland,Grassland
384,Cropland,Bareland,NULL,NULL,Non_Wetland,Cropland
385,Cropland,Bareland,NULL,NULL,Non_Wetland,Bareland
386,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
387,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
388,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
389,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
390,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
391,Cropland,Bareland,Grassland,Water,Non_Wetland,Cropland
392,Cropland,Bareland,Grassland,Water,Non_Wetland,Bareland
393,Cropland,Bareland,Grassland,Water,Non_Wetland,Water
394,Cropland,Bareland,Grassland,Water,Non_Wetland,Forest
395,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
396,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
397,Cropland,Bareland,Cropland,NULL,Non_Wetland,Forest
398,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
399,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Wetland
400,Cropland,Bareland,Cropland,Water,Non_Wetland,Grassland
401,Cropland,Bareland,Cropland,Water,Non_Wetland,Cropland
402,Cropland,Bareland,Cropland,Water,Non_Wetland,Bareland
403,Cropland,Bareland,Cropland,Water,Non_Wetland,Water
404,Cropland,Bareland,Cropland,Water,Non_Wetland,Forest
405,Cropland,Bareland,Bareland,Water,Non_Wetland,Cropland
406,Cropland,Bareland,Bareland,Water,Non_Wetland,Bareland
407,Cropland,Bareland,Bareland,Water,Non_Wetland,Water
408,Cropland,Bareland,Forest,NULL,Non_Wetland,Bareland
409,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
410,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
411,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
412,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
413,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
414,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
415,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
416,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
417,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
