Value,AFRICA_2024_DynamicWorld_2024_36PUU_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PUU_M_R,AFRICA_2024_GLC_FCS30D_2022_36PUU_M_R,AFRICA_2024_GSW_Yearly_2021_36PUU_M_R,AFRICA_2024_GWL_FCS30D_2022_36PUU_M_R,AFRICA_2024_WorldCover_2021_36PUU_M_R
413,Cropland,Bareland,NULL,NULL,Non_Wetland,Grassland
414,Cropland,Bareland,NULL,NULL,Non_Wetland,Cropland
415,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
416,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
417,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
418,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
419,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
420,Cropland,Bareland,Grassland,NULL,Non_Wetland,Built-up
421,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
422,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
423,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
424,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
425,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
426,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
427,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
428,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
429,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
430,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
431,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
432,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
433,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
434,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
435,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
436,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
437,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
438,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
439,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
440,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
441,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
442,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
443,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
444,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
445,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
446,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
447,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
448,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
449,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
450,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
451,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
452,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
453,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
454,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
455,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
456,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
457,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
458,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
459,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
460,Cropland,Forest,Wetland,NULL,Wetland,Grassland
461,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL
462,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
463,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
464,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
465,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
466,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
467,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
468,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
469,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
470,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
471,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
472,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
473,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
474,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
475,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
476,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
477,Wetland,NULL,Water,NULL,Water,Grassland
478,Wetland,NULL,Water,Non_Water,Water,Grassland
479,Wetland,NULL,Water,Non_Water,Water,Bareland
480,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
481,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
482,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
483,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
484,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
485,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
486,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
487,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
488,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
489,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
490,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
491,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
492,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
493,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
494,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
495,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
496,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
497,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
498,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
499,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
500,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
501,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
502,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
503,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
504,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
505,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
506,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
507,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
508,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
509,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
510,Bareland,NULL,Grassland,Water,Non_Wetland,Water
511,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
512,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
513,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
514,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
515,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
516,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
517,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
518,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
519,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL
520,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
521,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
522,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
523,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
524,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
525,Bareland,NULL,Cropland,Water,Non_Wetland,Wetland
526,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
527,Bareland,NULL,Wetland,NULL,Wetland,Water
528,Bareland,NULL,Wetland,Water,Wetland,Water
529,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
530,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
531,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
532,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
533,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
534,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
535,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
536,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
537,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
538,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
539,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
540,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
541,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
542,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
543,Bareland,NULL,Water,NULL,Water,Grassland
544,Bareland,NULL,Water,NULL,Water,Bareland
545,Bareland,NULL,Water,Water,Water,Grassland
546,Bareland,NULL,Water,Water,Water,Bareland
547,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
548,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
549,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
550,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
551,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
552,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
553,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
554,Bareland,Cropland,NULL,Water,Non_Wetland,Grassland
555,Bareland,Cropland,NULL,Water,Non_Wetland,Bareland
556,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
557,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
558,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
559,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
560,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
561,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
562,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
563,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
564,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
565,Bareland,Cropland,Grassland,NULL,Non_Wetland,Water
566,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
567,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
568,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Water
569,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland
570,Bareland,Cropland,Grassland,Water,Non_Wetland,Cropland
571,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland
572,Bareland,Cropland,Grassland,Water,Non_Wetland,Water
573,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
574,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
575,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
576,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
577,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
578,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
579,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
580,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland
581,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland
582,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland
583,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
584,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
585,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
586,Bareland,Cropland,Bareland,NULL,Non_Wetland,Water
587,Bareland,Cropland,Bareland,Water,Non_Wetland,Grassland
588,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
589,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
590,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
591,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
592,Bareland,Cropland,Built-up,Water,Non_Wetland,Grassland
593,Bareland,Cropland,Built-up,Water,Non_Wetland,Cropland
594,Bareland,Cropland,Built-up,Water,Non_Wetland,Water
595,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
596,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
597,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
598,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
599,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
600,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
601,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland
602,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
603,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
604,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
605,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
606,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
607,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
608,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
609,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
610,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
611,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
612,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
613,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
614,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
615,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
616,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
617,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
618,Bareland,Water,Grassland,NULL,Non_Wetland,Water
619,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
620,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
621,Bareland,Water,Built-up,NULL,Non_Wetland,Water
622,Bareland,Water,Built-up,Water,Non_Wetland,Water
623,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
624,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
625,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
626,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
627,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
628,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
629,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
630,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
631,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
632,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
633,Water,NULL,Shrubland,Water,Non_Wetland,Water
634,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
635,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
636,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
637,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
638,Water,NULL,Grassland,NULL,Non_Wetland,Water
639,Water,NULL,Grassland,NULL,Non_Wetland,Forest
640,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
641,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
642,Water,NULL,Grassland,Water,Non_Wetland,Grassland
643,Water,NULL,Grassland,Water,Non_Wetland,Cropland
644,Water,NULL,Grassland,Water,Non_Wetland,Wetland
645,Water,NULL,Grassland,Water,Non_Wetland,Bareland
646,Water,NULL,Grassland,Water,Non_Wetland,Water
647,Water,NULL,Grassland,Water,Non_Wetland,Forest
648,Water,NULL,Cropland,NULL,Non_Wetland,NULL
649,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
650,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
651,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
652,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
653,Water,NULL,Cropland,NULL,Non_Wetland,Water
654,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL
655,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
656,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
657,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
658,Water,NULL,Cropland,Non_Water,Non_Wetland,Water
659,Water,NULL,Cropland,Water,Non_Wetland,Grassland
660,Water,NULL,Cropland,Water,Non_Wetland,Cropland
661,Water,NULL,Cropland,Water,Non_Wetland,Wetland
662,Water,NULL,Cropland,Water,Non_Wetland,Bareland
663,Water,NULL,Cropland,Water,Non_Wetland,Water
664,Water,NULL,Wetland,NULL,Wetland,Grassland
665,Water,NULL,Wetland,NULL,Wetland,Bareland
666,Water,NULL,Wetland,NULL,Wetland,Water
667,Water,NULL,Wetland,Water,Wetland,Grassland
668,Water,NULL,Wetland,Water,Wetland,Wetland
669,Water,NULL,Wetland,Water,Wetland,Bareland
670,Water,NULL,Wetland,Water,Wetland,Water
671,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
672,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
673,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
674,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
675,Water,NULL,Bareland,NULL,Non_Wetland,Water
676,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
677,Water,NULL,Bareland,Water,Non_Wetland,Grassland
678,Water,NULL,Bareland,Water,Non_Wetland,Cropland
679,Water,NULL,Bareland,Water,Non_Wetland,Bareland
680,Water,NULL,Bareland,Water,Non_Wetland,Water
681,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
682,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
683,Water,NULL,Water,NULL,Water,Water
684,Water,NULL,Forest,NULL,Non_Wetland,Bareland
685,Water,Cropland,NULL,NULL,Non_Wetland,Water
686,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
687,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
688,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
689,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland
690,Water,Cropland,Shrubland,Water,Non_Wetland,Water
691,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
692,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
693,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland
694,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
695,Water,Cropland,Grassland,NULL,Non_Wetland,Water
696,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
697,Water,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
698,Water,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
699,Water,Cropland,Grassland,Non_Water,Non_Wetland,Water
700,Water,Cropland,Grassland,Water,Non_Wetland,Grassland
701,Water,Cropland,Grassland,Water,Non_Wetland,Cropland
702,Water,Cropland,Grassland,Water,Non_Wetland,Wetland
703,Water,Cropland,Grassland,Water,Non_Wetland,Bareland
704,Water,Cropland,Grassland,Water,Non_Wetland,Water
705,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
706,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
707,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland
708,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
709,Water,Cropland,Cropland,NULL,Non_Wetland,Water
710,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
711,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
712,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
713,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
714,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
715,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
716,Water,Cropland,Cropland,Water,Non_Wetland,Bareland
717,Water,Cropland,Cropland,Water,Non_Wetland,Water
718,Water,Cropland,Wetland,NULL,Wetland,Bareland
719,Water,Cropland,Wetland,NULL,Wetland,Water
720,Water,Cropland,Wetland,Non_Water,Wetland,Water
721,Water,Cropland,Wetland,Water,Wetland,Bareland
722,Water,Cropland,Wetland,Water,Wetland,Water
723,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
724,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
725,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
726,Water,Cropland,Bareland,NULL,Non_Wetland,Water
727,Water,Cropland,Bareland,Non_Water,Non_Wetland,Water
728,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
729,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
730,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
731,Water,Cropland,Bareland,Water,Non_Wetland,Water
732,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland
733,Water,Cropland,Water,Water,Water,Water
734,Water,Bareland,Cropland,NULL,Non_Wetland,Cropland
735,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
736,Water,Bareland,Wetland,NULL,Wetland,Water
737,Water,Bareland,Wetland,Non_Water,Wetland,Water
738,Water,Bareland,Wetland,Water,Wetland,Water
739,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
740,Water,Bareland,Bareland,Water,Non_Wetland,Water
741,Water,Bareland,Built-up,NULL,Non_Wetland,Water
742,Water,Built-up,Grassland,NULL,Non_Wetland,Cropland
743,Water,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
744,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
745,Water,Water,Shrubland,NULL,Non_Wetland,Water
746,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
747,Water,Water,Shrubland,Water,Non_Wetland,Grassland
748,Water,Water,Shrubland,Water,Non_Wetland,Cropland
749,Water,Water,Shrubland,Water,Non_Wetland,Water
750,Water,Water,Grassland,NULL,Non_Wetland,Grassland
751,Water,Water,Grassland,NULL,Non_Wetland,Cropland
752,Water,Water,Grassland,NULL,Non_Wetland,Bareland
753,Water,Water,Grassland,NULL,Non_Wetland,Water
754,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
755,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
756,Water,Water,Grassland,Water,Non_Wetland,Grassland
757,Water,Water,Grassland,Water,Non_Wetland,Cropland
758,Water,Water,Grassland,Water,Non_Wetland,Bareland
759,Water,Water,Grassland,Water,Non_Wetland,Water
760,Water,Water,Cropland,NULL,Non_Wetland,Grassland
761,Water,Water,Cropland,NULL,Non_Wetland,Cropland
762,Water,Water,Cropland,NULL,Non_Wetland,Bareland
763,Water,Water,Cropland,NULL,Non_Wetland,Water
764,Water,Water,Cropland,Water,Non_Wetland,Grassland
765,Water,Water,Cropland,Water,Non_Wetland,Cropland
766,Water,Water,Cropland,Water,Non_Wetland,Bareland
767,Water,Water,Cropland,Water,Non_Wetland,Water
768,Water,Water,Wetland,NULL,Wetland,Grassland
769,Water,Water,Wetland,NULL,Wetland,Bareland
770,Water,Water,Wetland,NULL,Wetland,Water
771,Water,Water,Wetland,Non_Water,Wetland,Water
772,Water,Water,Wetland,Water,Wetland,Bareland
773,Water,Water,Wetland,Water,Wetland,Water
774,Water,Water,Bareland,NULL,Non_Wetland,Grassland
775,Water,Water,Bareland,NULL,Non_Wetland,Cropland
776,Water,Water,Bareland,NULL,Non_Wetland,Bareland
777,Water,Water,Bareland,NULL,Non_Wetland,Water
778,Water,Water,Bareland,Water,Non_Wetland,Cropland
779,Water,Water,Bareland,Water,Non_Wetland,Bareland
780,Water,Water,Bareland,Water,Non_Wetland,Water
781,Water,Water,Water,NULL,Water,Water
782,Water,Water,Water,Water,Water,Water
783,Forest,NULL,NULL,NULL,Non_Wetland,NULL
784,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
785,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
786,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
787,Forest,NULL,NULL,NULL,Non_Wetland,Forest
788,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
789,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
790,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
791,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
792,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
793,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
794,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
795,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
796,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
797,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
798,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
799,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
800,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
801,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
802,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
803,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
804,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
805,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
806,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland
807,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
808,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
809,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
810,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
811,Forest,NULL,Cropland,NULL,Non_Wetland,Water
812,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
813,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
814,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
815,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
816,Forest,NULL,Cropland,Water,Non_Wetland,NULL
817,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
818,Forest,NULL,Cropland,Water,Non_Wetland,Cropland
819,Forest,NULL,Wetland,NULL,Wetland,Cropland
820,Forest,NULL,Wetland,NULL,Wetland,Forest
821,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
822,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
823,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
824,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
825,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
826,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
827,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
828,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
829,Forest,NULL,Forest,NULL,Non_Wetland,NULL
830,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
831,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
832,Forest,NULL,Forest,NULL,Non_Wetland,Forest
833,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
834,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
835,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
836,Forest,NULL,Forest,Water,Non_Wetland,NULL
837,Forest,NULL,Forest,Water,Non_Wetland,Forest
838,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
839,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
840,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
841,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
842,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
843,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
844,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
845,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
846,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
847,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
848,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
