Value,AFRICA_2024_DynamicWorld_2024_36NZN_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NZN_M_R,AFRICA_2024_GLC_FCS30D_2022_36NZN_M_R,AFRICA_2024_GSW_Yearly_2021_36NZN_M_R,AFRICA_2024_GWL_FCS30D_2022_36NZN_M_R,AFRICA_2024_WorldCover_2021_36NZN_M_R
118,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL
119,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland
120,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL
121,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland
122,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland
123,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL
124,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Built-up
125,NULL,Wetland,Cropland,Water,Non_Wetland,Bareland
126,NULL,Wetland,Cropland,Water,Non_Wetland,Built-up
127,NULL,Wetland,Wetland,Water,Wetland,Cropland
128,NULL,Wetland,Wetland,Water,Wetland,Forest
129,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL
130,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland
131,NULL,Wetland,Bareland,NULL,Non_Wetland,Bareland
132,NULL,Wetland,Bareland,Non_Water,Non_Wetland,NULL
133,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Built-up
134,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland
135,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Built-up
136,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Forest
137,NULL,Wetland,Built-up,Water,Non_Wetland,Bareland
138,NULL,Wetland,Forest,NULL,Non_Wetland,NULL
139,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland
140,NULL,Wetland,Forest,NULL,Non_Wetland,Forest
141,NULL,Wetland,Forest,Non_Water,Non_Wetland,Forest
142,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland
143,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland
144,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland
145,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland
146,NULL,Bareland,Bareland,Water,Non_Wetland,Bareland
147,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland
148,NULL,Built-up,NULL,NULL,Non_Wetland,NULL
149,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland
150,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland
151,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland
152,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up
153,NULL,Built-up,NULL,NULL,Non_Wetland,Forest
154,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL
155,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
156,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland
157,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
158,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
159,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
160,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
161,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up
162,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL
163,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
164,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland
165,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
166,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
167,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
168,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL
169,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
170,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland
171,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland
172,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up
173,NULL,Built-up,Cropland,NULL,Non_Wetland,Water
174,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
175,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
176,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
177,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL
178,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
179,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland
180,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
181,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
182,NULL,Built-up,Bareland,NULL,Non_Wetland,Water
183,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest
184,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL
185,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
186,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
187,NULL,Built-up,Bareland,Water,Non_Wetland,Grassland
188,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland
189,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL
190,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
191,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland
192,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
193,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
194,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
195,NULL,Built-up,Forest,NULL,Non_Wetland,NULL
196,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
197,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland
198,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland
199,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland
200,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up
201,NULL,Built-up,Forest,NULL,Non_Wetland,Water
202,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
203,NULL,Built-up,Forest,Water,Non_Wetland,Bareland
204,NULL,Water,NULL,NULL,Non_Wetland,Bareland
205,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
206,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland
207,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
208,NULL,Water,Cropland,NULL,Non_Wetland,Grassland
209,NULL,Water,Cropland,NULL,Non_Wetland,Bareland
210,NULL,Water,Cropland,NULL,Non_Wetland,Forest
211,NULL,Water,Wetland,Non_Water,Wetland,Forest
212,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
213,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
214,NULL,Water,Bareland,NULL,Non_Wetland,Forest
215,NULL,Water,Bareland,Water,Non_Wetland,Bareland
216,NULL,Water,Bareland,Water,Non_Wetland,Forest
217,NULL,Water,Forest,NULL,Non_Wetland,NULL
218,NULL,Water,Forest,NULL,Non_Wetland,Grassland
219,NULL,Water,Forest,NULL,Non_Wetland,Forest
220,NULL,Forest,NULL,NULL,Non_Wetland,NULL
221,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
222,NULL,Forest,NULL,NULL,Non_Wetland,Cropland
223,NULL,Forest,NULL,NULL,Non_Wetland,Built-up
224,NULL,Forest,NULL,NULL,Non_Wetland,Forest
225,NULL,Forest,NULL,Non_Water,Non_Wetland,Forest
226,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
227,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
228,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
229,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
230,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up
231,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
232,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
233,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
234,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland
235,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
236,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
237,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
238,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
239,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland
240,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up
241,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
242,NULL,Forest,Wetland,Non_Water,Wetland,Forest
243,NULL,Forest,Wetland,Water,Wetland,Forest
244,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
245,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
246,NULL,Forest,Bareland,NULL,Non_Wetland,Cropland
247,NULL,Forest,Bareland,NULL,Non_Wetland,Built-up
248,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
249,NULL,Forest,Bareland,Non_Water,Non_Wetland,Forest
250,NULL,Forest,Built-up,NULL,Non_Wetland,NULL
251,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
252,NULL,Forest,Built-up,NULL,Non_Wetland,Cropland
253,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland
254,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up
255,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
256,NULL,Forest,Water,Non_Water,Water,Forest
257,NULL,Forest,Forest,NULL,Non_Wetland,NULL
258,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
259,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
260,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
261,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
262,NULL,Forest,Forest,NULL,Non_Wetland,Built-up
263,NULL,Forest,Forest,NULL,Non_Wetland,Forest
264,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL
265,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
266,Grassland,NULL,NULL,NULL,Non_Wetland,NULL
267,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
268,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland
269,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland
270,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland
271,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up
272,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
273,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest
274,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
275,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
276,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
277,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland
278,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland
279,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
280,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
281,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
282,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
283,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL
284,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland
285,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
286,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
287,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
288,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland
289,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest
290,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL
291,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
292,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
293,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
294,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
295,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland
296,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland
297,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up
298,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
299,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest
300,Grassland,NULL,Wetland,NULL,Wetland,NULL
301,Grassland,NULL,Wetland,NULL,Wetland,Grassland
302,Grassland,NULL,Wetland,NULL,Wetland,Cropland
303,Grassland,NULL,Wetland,NULL,Wetland,Wetland
304,Grassland,NULL,Wetland,NULL,Wetland,Forest
305,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland
306,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland
307,Grassland,NULL,Wetland,Non_Water,Wetland,Forest
308,Grassland,NULL,Wetland,Water,Wetland,Bareland
309,Grassland,NULL,Wetland,Water,Wetland,Water
310,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
311,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL
312,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
313,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland
314,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland
315,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland
316,Grassland,NULL,Bareland,NULL,Non_Wetland,Built-up
317,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest
318,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Forest
319,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL
320,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
321,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland
322,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up
323,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest
324,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
325,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Forest
326,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
327,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
328,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
329,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
330,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland
331,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up
332,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
333,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL
334,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
335,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
336,Grassland,NULL,Forest,Water,Non_Wetland,NULL
337,Grassland,NULL,Forest,Water,Non_Wetland,Grassland
338,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL
339,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
340,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland
341,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland
342,Grassland,Cropland,NULL,NULL,Non_Wetland,Built-up
343,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest
344,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
345,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
346,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
347,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
348,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
349,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
350,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
351,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL
352,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
353,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up
354,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
355,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
356,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
357,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
358,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland
359,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland
360,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up
361,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
362,Grassland,Cropland,Wetland,NULL,Wetland,NULL
363,Grassland,Cropland,Wetland,NULL,Wetland,Grassland
364,Grassland,Cropland,Wetland,NULL,Wetland,Cropland
365,Grassland,Cropland,Wetland,NULL,Wetland,Wetland
366,Grassland,Cropland,Wetland,NULL,Wetland,Forest
367,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL
368,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
369,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland
370,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland
371,Grassland,Cropland,Bareland,NULL,Non_Wetland,Built-up
372,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest
373,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL
374,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
375,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland
376,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland
377,Grassland,Cropland,Built-up,NULL,Non_Wetland,Forest
378,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
379,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
380,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
381,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
382,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland
383,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up
384,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
385,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL
386,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland
387,Grassland,Wetland,NULL,NULL,Non_Wetland,Forest
388,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL
389,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Forest
390,Grassland,Wetland,NULL,Water,Non_Wetland,NULL
391,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL
392,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
393,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest
394,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
395,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
396,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
397,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL
398,Grassland,Wetland,Shrubland,Water,Non_Wetland,Grassland
399,Grassland,Wetland,Shrubland,Water,Non_Wetland,Forest
400,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL
401,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
402,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL
403,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland
404,Grassland,Wetland,Cropland,NULL,Non_Wetland,Forest
405,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL
406,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
407,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
408,Grassland,Wetland,Cropland,Water,Non_Wetland,Water
409,Grassland,Wetland,Wetland,NULL,Wetland,Forest
410,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL
411,Grassland,Wetland,Wetland,Non_Water,Wetland,Cropland
412,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland
413,Grassland,Wetland,Wetland,Non_Water,Wetland,Bareland
414,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest
415,Grassland,Wetland,Wetland,Water,Wetland,Grassland
416,Grassland,Wetland,Wetland,Water,Wetland,Cropland
417,Grassland,Wetland,Wetland,Water,Wetland,Wetland
418,Grassland,Wetland,Wetland,Water,Wetland,Bareland
419,Grassland,Wetland,Wetland,Water,Wetland,Water
