Value,AFRICA_2024_DynamicWorld_2024_36NUJ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NUJ_M_R,AFRICA_2024_GLC_FCS30D_2022_36NUJ_M_R,AFRICA_2024_GSW_Yearly_2021_36NUJ_M_R,AFRICA_2024_GWL_FCS30D_2022_36NUJ_M_R,AFRICA_2024_WorldCover_2021_36NUJ_M_R
125,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland
126,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland
127,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up
128,NULL,Cropland,NULL,NULL,Non_Wetland,Forest
129,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL
130,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland
131,NULL,Cropland,NULL,Non_Water,Non_Wetland,Cropland
132,NULL,Cropland,NULL,Water,Non_Wetland,NULL
133,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL
134,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland
135,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland
136,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland
137,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland
138,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up
139,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest
140,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
141,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
142,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
143,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL
144,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL
145,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland
146,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland
147,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland
148,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up
149,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL
150,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland
151,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland
152,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland
153,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland
154,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up
155,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest
156,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL
157,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
158,NULL,Cropland,Cropland,Water,Non_Wetland,NULL
159,NULL,Cropland,Wetland,NULL,Wetland,NULL
160,NULL,Cropland,Wetland,NULL,Wetland,Grassland
161,NULL,Cropland,Wetland,NULL,Wetland,Wetland
162,NULL,Cropland,Wetland,NULL,Wetland,Forest
163,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL
164,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland
165,NULL,Cropland,Bareland,NULL,Non_Wetland,Wetland
166,NULL,Cropland,Bareland,NULL,Non_Wetland,Forest
167,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
168,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL
169,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland
170,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland
171,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up
172,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest
173,NULL,Cropland,Forest,NULL,Non_Wetland,NULL
174,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland
175,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland
176,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland
177,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up
178,NULL,Cropland,Forest,NULL,Non_Wetland,Forest
179,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL
180,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland
181,NULL,Cropland,Forest,Non_Water,Non_Wetland,Cropland
182,NULL,Cropland,Forest,Water,Non_Wetland,NULL
183,NULL,Wetland,NULL,NULL,Non_Wetland,NULL
184,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland
185,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland
186,NULL,Wetland,NULL,NULL,Non_Wetland,Forest
187,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL
188,NULL,Wetland,NULL,Non_Water,Non_Wetland,Grassland
189,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland
190,NULL,Wetland,NULL,Non_Water,Non_Wetland,Water
191,NULL,Wetland,NULL,Non_Water,Non_Wetland,Forest
192,NULL,Wetland,NULL,Water,Non_Wetland,NULL
193,NULL,Wetland,NULL,Water,Non_Wetland,Wetland
194,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL
195,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland
196,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland
197,NULL,Wetland,Shrubland,NULL,Non_Wetland,Forest
198,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
199,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
200,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
201,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
202,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL
203,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland
204,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland
205,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL
206,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland
207,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland
208,NULL,Wetland,Grassland,NULL,Non_Wetland,Forest
209,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL
210,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland
211,NULL,Wetland,Cropland,NULL,Non_Wetland,Wetland
212,NULL,Wetland,Cropland,NULL,Non_Wetland,Forest
213,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL
214,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
215,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
216,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Forest
217,NULL,Wetland,Cropland,Water,Non_Wetland,NULL
218,NULL,Wetland,Cropland,Water,Non_Wetland,Grassland
219,NULL,Wetland,Cropland,Water,Non_Wetland,Wetland
220,NULL,Wetland,Cropland,Water,Non_Wetland,Forest
221,NULL,Wetland,Wetland,NULL,Wetland,NULL
222,NULL,Wetland,Wetland,NULL,Wetland,Grassland
223,NULL,Wetland,Wetland,NULL,Wetland,Wetland
224,NULL,Wetland,Wetland,NULL,Wetland,Water
225,NULL,Wetland,Wetland,NULL,Wetland,Forest
226,NULL,Wetland,Wetland,Non_Water,Wetland,NULL
227,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland
228,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland
229,NULL,Wetland,Wetland,Non_Water,Wetland,Water
230,NULL,Wetland,Wetland,Non_Water,Wetland,Forest
231,NULL,Wetland,Wetland,Water,Wetland,NULL
232,NULL,Wetland,Wetland,Water,Wetland,Grassland
233,NULL,Wetland,Wetland,Water,Wetland,Wetland
234,NULL,Wetland,Wetland,Water,Wetland,Water
235,NULL,Wetland,Wetland,Water,Wetland,Forest
236,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL
237,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland
238,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland
239,NULL,Wetland,Bareland,NULL,Non_Wetland,Forest
240,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
241,NULL,Wetland,Bareland,Water,Non_Wetland,NULL
242,NULL,Wetland,Built-up,NULL,Non_Wetland,Forest
243,NULL,Wetland,Water,NULL,Water,NULL
244,NULL,Wetland,Water,NULL,Water,Grassland
245,NULL,Wetland,Water,NULL,Water,Wetland
246,NULL,Wetland,Water,NULL,Water,Water
247,NULL,Wetland,Water,NULL,Water,Forest
248,NULL,Wetland,Water,Non_Water,Water,NULL
249,NULL,Wetland,Water,Non_Water,Water,Grassland
250,NULL,Wetland,Water,Non_Water,Water,Wetland
251,NULL,Wetland,Water,Non_Water,Water,Water
252,NULL,Wetland,Water,Non_Water,Water,Forest
253,NULL,Wetland,Water,Water,Water,NULL
254,NULL,Wetland,Water,Water,Water,Grassland
255,NULL,Wetland,Water,Water,Water,Wetland
256,NULL,Wetland,Water,Water,Water,Bareland
257,NULL,Wetland,Water,Water,Water,Water
258,NULL,Wetland,Water,Water,Water,Forest
259,NULL,Wetland,Forest,NULL,Non_Wetland,NULL
260,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland
261,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland
262,NULL,Wetland,Forest,NULL,Non_Wetland,Forest
263,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL
264,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland
265,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland
266,NULL,Wetland,Forest,Non_Water,Non_Wetland,Water
267,NULL,Wetland,Forest,Non_Water,Non_Wetland,Forest
268,NULL,Wetland,Forest,Water,Non_Wetland,NULL
269,NULL,Wetland,Forest,Water,Non_Wetland,Grassland
270,NULL,Wetland,Forest,Water,Non_Wetland,Wetland
271,NULL,Wetland,Forest,Water,Non_Wetland,Forest
272,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland
273,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland
274,NULL,Built-up,NULL,NULL,Non_Wetland,NULL
275,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland
276,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland
277,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland
278,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up
279,NULL,Built-up,NULL,NULL,Non_Wetland,Forest
280,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL
281,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland
282,NULL,Built-up,NULL,Non_Water,Non_Wetland,Cropland
283,NULL,Built-up,NULL,Non_Water,Non_Wetland,Built-up
284,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL
285,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
286,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland
287,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland
288,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
289,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
290,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
291,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL
292,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
293,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Cropland
294,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up
295,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL
296,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
297,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland
298,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
299,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
300,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
301,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL
302,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
303,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland
304,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland
305,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up
306,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
307,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL
308,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
309,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
310,NULL,Built-up,Wetland,NULL,Wetland,NULL
311,NULL,Built-up,Wetland,NULL,Wetland,Grassland
312,NULL,Built-up,Wetland,NULL,Wetland,Forest
313,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL
314,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
315,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
316,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
317,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL
318,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL
319,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
320,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland
321,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
322,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
323,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
324,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL
325,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
326,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
327,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Forest
328,NULL,Built-up,Built-up,Water,Non_Wetland,NULL
329,NULL,Built-up,Forest,NULL,Non_Wetland,NULL
330,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
331,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland
332,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland
333,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up
334,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
335,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL
336,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland
337,NULL,Built-up,Forest,Non_Water,Non_Wetland,Cropland
338,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up
339,NULL,Built-up,Forest,Non_Water,Non_Wetland,Forest
340,NULL,Water,NULL,NULL,Non_Wetland,NULL
341,NULL,Water,NULL,NULL,Non_Wetland,Grassland
342,NULL,Water,NULL,NULL,Non_Wetland,Wetland
343,NULL,Water,NULL,NULL,Non_Wetland,Bareland
344,NULL,Water,NULL,NULL,Non_Wetland,Water
345,NULL,Water,NULL,NULL,Non_Wetland,Forest
346,NULL,Water,NULL,Non_Water,Non_Wetland,NULL
347,NULL,Water,NULL,Non_Water,Non_Wetland,Grassland
348,NULL,Water,NULL,Non_Water,Non_Wetland,Wetland
349,NULL,Water,NULL,Non_Water,Non_Wetland,Water
350,NULL,Water,NULL,Non_Water,Non_Wetland,Forest
351,NULL,Water,NULL,Water,Non_Wetland,NULL
352,NULL,Water,NULL,Water,Non_Wetland,Grassland
353,NULL,Water,NULL,Water,Non_Wetland,Wetland
354,NULL,Water,NULL,Water,Non_Wetland,Water
355,NULL,Water,NULL,Water,Non_Wetland,Forest
356,NULL,Water,Shrubland,NULL,Non_Wetland,NULL
357,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
358,NULL,Water,Shrubland,NULL,Non_Wetland,Cropland
359,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland
360,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland
361,NULL,Water,Shrubland,NULL,Non_Wetland,Water
362,NULL,Water,Shrubland,NULL,Non_Wetland,Forest
363,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL
364,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland
365,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland
366,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water
367,NULL,Water,Shrubland,Non_Water,Non_Wetland,Forest
368,NULL,Water,Shrubland,Water,Non_Wetland,NULL
369,NULL,Water,Shrubland,Water,Non_Wetland,Grassland
370,NULL,Water,Shrubland,Water,Non_Wetland,Wetland
371,NULL,Water,Shrubland,Water,Non_Wetland,Bareland
372,NULL,Water,Shrubland,Water,Non_Wetland,Water
373,NULL,Water,Shrubland,Water,Non_Wetland,Forest
374,NULL,Water,Grassland,NULL,Non_Wetland,NULL
375,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
376,NULL,Water,Grassland,NULL,Non_Wetland,Wetland
377,NULL,Water,Grassland,NULL,Non_Wetland,Bareland
378,NULL,Water,Grassland,NULL,Non_Wetland,Forest
379,NULL,Water,Grassland,Non_Water,Non_Wetland,Water
380,NULL,Water,Grassland,Non_Water,Non_Wetland,Forest
381,NULL,Water,Grassland,Water,Non_Wetland,NULL
382,NULL,Water,Grassland,Water,Non_Wetland,Water
383,NULL,Water,Cropland,NULL,Non_Wetland,NULL
384,NULL,Water,Cropland,NULL,Non_Wetland,Grassland
385,NULL,Water,Cropland,NULL,Non_Wetland,Cropland
386,NULL,Water,Cropland,NULL,Non_Wetland,Wetland
387,NULL,Water,Cropland,NULL,Non_Wetland,Water
388,NULL,Water,Cropland,NULL,Non_Wetland,Forest
389,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL
390,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland
391,NULL,Water,Cropland,Non_Water,Non_Wetland,Wetland
392,NULL,Water,Cropland,Non_Water,Non_Wetland,Water
393,NULL,Water,Cropland,Non_Water,Non_Wetland,Forest
394,NULL,Water,Cropland,Water,Non_Wetland,NULL
395,NULL,Water,Cropland,Water,Non_Wetland,Grassland
396,NULL,Water,Cropland,Water,Non_Wetland,Wetland
397,NULL,Water,Cropland,Water,Non_Wetland,Water
398,NULL,Water,Cropland,Water,Non_Wetland,Forest
399,NULL,Water,Wetland,NULL,Wetland,NULL
400,NULL,Water,Wetland,NULL,Wetland,Grassland
401,NULL,Water,Wetland,NULL,Wetland,Wetland
402,NULL,Water,Wetland,NULL,Wetland,Water
403,NULL,Water,Wetland,NULL,Wetland,Forest
404,NULL,Water,Wetland,Non_Water,Wetland,NULL
405,NULL,Water,Wetland,Non_Water,Wetland,Grassland
406,NULL,Water,Wetland,Non_Water,Wetland,Wetland
407,NULL,Water,Wetland,Non_Water,Wetland,Bareland
408,NULL,Water,Wetland,Non_Water,Wetland,Water
409,NULL,Water,Wetland,Non_Water,Wetland,Forest
410,NULL,Water,Wetland,Water,Wetland,NULL
411,NULL,Water,Wetland,Water,Wetland,Grassland
412,NULL,Water,Wetland,Water,Wetland,Wetland
413,NULL,Water,Wetland,Water,Wetland,Bareland
414,NULL,Water,Wetland,Water,Wetland,Water
415,NULL,Water,Wetland,Water,Wetland,Forest
416,NULL,Water,Bareland,NULL,Non_Wetland,NULL
417,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
418,NULL,Water,Bareland,NULL,Non_Wetland,Wetland
419,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
420,NULL,Water,Bareland,NULL,Non_Wetland,Water
421,NULL,Water,Bareland,NULL,Non_Wetland,Forest
422,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL
423,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland
424,NULL,Water,Bareland,Non_Water,Non_Wetland,Wetland
425,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland
426,NULL,Water,Bareland,Non_Water,Non_Wetland,Water
427,NULL,Water,Bareland,Water,Non_Wetland,NULL
428,NULL,Water,Bareland,Water,Non_Wetland,Grassland
429,NULL,Water,Bareland,Water,Non_Wetland,Wetland
430,NULL,Water,Bareland,Water,Non_Wetland,Bareland
431,NULL,Water,Bareland,Water,Non_Wetland,Water
432,NULL,Water,Bareland,Water,Non_Wetland,Forest
433,NULL,Water,Built-up,NULL,Non_Wetland,NULL
434,NULL,Water,Built-up,NULL,Non_Wetland,Grassland
435,NULL,Water,Built-up,NULL,Non_Wetland,Water
