Value,AFRICA_2024_DynamicWorld_2024_37NEG_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NEG_M_R,AFRICA_2024_GLC_FCS30D_2022_37NEG_M_R,AFRICA_2024_GSW_Yearly_2021_37NEG_M_R,AFRICA_2024_GWL_FCS30D_2022_37NEG_M_R,AFRICA_2024_WorldCover_2021_37NEG_M_R
122,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest
123,NULL,NULL,Forest,Water,Non_Wetland,Grassland
124,NULL,NULL,Forest,Water,Non_Wetland,Cropland
125,NULL,NULL,Forest,Water,Non_Wetland,Bareland
126,NULL,NULL,Forest,Water,Non_Wetland,Water
127,NULL,NULL,Forest,Water,Non_Wetland,Forest
128,NULL,Cropland,NULL,NULL,Non_Wetland,NULL
129,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland
130,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland
131,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland
132,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland
133,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up
134,NULL,Cropland,NULL,NULL,Non_Wetland,Forest
135,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland
136,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL
137,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland
138,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland
139,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland
140,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland
141,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up
142,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest
143,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL
144,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland
145,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland
146,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland
147,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest
148,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL
149,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland
150,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland
151,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland
152,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up
153,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest
154,NULL,Cropland,Cropland,Water,Non_Wetland,Cropland
155,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
156,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
157,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL
158,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland
159,NULL,Cropland,Bareland,NULL,Non_Wetland,Cropland
160,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland
161,NULL,Cropland,Bareland,NULL,Non_Wetland,Built-up
162,NULL,Cropland,Bareland,NULL,Non_Wetland,Forest
163,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL
164,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland
165,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland
166,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland
167,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up
168,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest
169,NULL,Cropland,Forest,NULL,Non_Wetland,NULL
170,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland
171,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland
172,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland
173,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland
174,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up
175,NULL,Cropland,Forest,NULL,Non_Wetland,Forest
176,NULL,Bareland,NULL,NULL,Non_Wetland,Grassland
177,NULL,Bareland,NULL,NULL,Non_Wetland,Cropland
178,NULL,Bareland,NULL,Non_Water,Non_Wetland,Forest
179,NULL,Bareland,NULL,Water,Non_Wetland,Forest
180,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland
181,NULL,Bareland,Shrubland,NULL,Non_Wetland,Cropland
182,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
183,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL
184,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland
185,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland
186,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland
187,NULL,Bareland,Cropland,NULL,Non_Wetland,Cropland
188,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland
189,NULL,Bareland,Cropland,NULL,Non_Wetland,Forest
190,NULL,Bareland,Wetland,Water,Wetland,Grassland
191,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland
192,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Forest
193,NULL,Bareland,Bareland,Water,Non_Wetland,Forest
194,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland
195,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland
196,NULL,Bareland,Forest,NULL,Non_Wetland,Cropland
197,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland
198,NULL,Bareland,Forest,Non_Water,Non_Wetland,Grassland
199,NULL,Bareland,Forest,Non_Water,Non_Wetland,Forest
200,NULL,Built-up,NULL,NULL,Non_Wetland,NULL
201,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland
202,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland
203,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland
204,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up
205,NULL,Built-up,NULL,NULL,Non_Wetland,Forest
206,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL
207,NULL,Built-up,NULL,Water,Non_Wetland,NULL
208,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL
209,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
210,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland
211,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
212,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
213,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
214,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL
215,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
216,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
217,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
218,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL
219,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
220,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland
221,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
222,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
223,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
224,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL
225,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
226,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
227,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL
228,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
229,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland
230,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland
231,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up
232,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
233,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland
234,NULL,Built-up,Wetland,Water,Wetland,Grassland
235,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
236,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL
237,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
238,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland
239,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
240,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
241,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest
242,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL
243,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
244,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
245,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Forest
246,NULL,Built-up,Bareland,Water,Non_Wetland,Grassland
247,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL
248,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
249,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland
250,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
251,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
252,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
253,NULL,Built-up,Water,NULL,Water,Grassland
254,NULL,Built-up,Water,Non_Water,Water,Forest
255,NULL,Built-up,Water,Water,Water,Grassland
256,NULL,Built-up,Forest,NULL,Non_Wetland,NULL
257,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
258,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland
259,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland
260,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland
261,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up
262,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
263,NULL,Water,NULL,NULL,Non_Wetland,NULL
264,NULL,Water,NULL,NULL,Non_Wetland,Grassland
265,NULL,Water,NULL,NULL,Non_Wetland,Cropland
266,NULL,Water,NULL,NULL,Non_Wetland,Forest
267,NULL,Water,NULL,Non_Water,Non_Wetland,Forest
268,NULL,Water,Shrubland,NULL,Non_Wetland,NULL
269,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
270,NULL,Water,Shrubland,NULL,Non_Wetland,Cropland
271,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland
272,NULL,Water,Shrubland,NULL,Non_Wetland,Forest
273,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland
274,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland
275,NULL,Water,Shrubland,Non_Water,Non_Wetland,Forest
276,NULL,Water,Shrubland,Water,Non_Wetland,Grassland
277,NULL,Water,Shrubland,Water,Non_Wetland,Cropland
278,NULL,Water,Shrubland,Water,Non_Wetland,Bareland
279,NULL,Water,Shrubland,Water,Non_Wetland,Water
280,NULL,Water,Shrubland,Water,Non_Wetland,Forest
281,NULL,Water,Grassland,NULL,Non_Wetland,NULL
282,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
283,NULL,Water,Grassland,NULL,Non_Wetland,Bareland
284,NULL,Water,Grassland,NULL,Non_Wetland,Water
285,NULL,Water,Grassland,Non_Water,Non_Wetland,Bareland
286,NULL,Water,Grassland,Water,Non_Wetland,Grassland
287,NULL,Water,Grassland,Water,Non_Wetland,Bareland
288,NULL,Water,Grassland,Water,Non_Wetland,Water
289,NULL,Water,Cropland,NULL,Non_Wetland,NULL
290,NULL,Water,Cropland,NULL,Non_Wetland,Grassland
291,NULL,Water,Cropland,NULL,Non_Wetland,Cropland
292,NULL,Water,Cropland,NULL,Non_Wetland,Bareland
293,NULL,Water,Cropland,NULL,Non_Wetland,Built-up
294,NULL,Water,Cropland,NULL,Non_Wetland,Forest
295,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland
296,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland
297,NULL,Water,Cropland,Non_Water,Non_Wetland,Forest
298,NULL,Water,Cropland,Water,Non_Wetland,Grassland
299,NULL,Water,Cropland,Water,Non_Wetland,Cropland
300,NULL,Water,Wetland,NULL,Wetland,Grassland
301,NULL,Water,Wetland,NULL,Wetland,Forest
302,NULL,Water,Wetland,Water,Wetland,Grassland
303,NULL,Water,Wetland,Water,Wetland,Water
304,NULL,Water,Bareland,NULL,Non_Wetland,NULL
305,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
306,NULL,Water,Bareland,NULL,Non_Wetland,Cropland
307,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
308,NULL,Water,Bareland,NULL,Non_Wetland,Water
309,NULL,Water,Bareland,NULL,Non_Wetland,Forest
310,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL
311,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland
312,NULL,Water,Bareland,Non_Water,Non_Wetland,Cropland
313,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland
314,NULL,Water,Bareland,Non_Water,Non_Wetland,Forest
315,NULL,Water,Bareland,Water,Non_Wetland,NULL
316,NULL,Water,Bareland,Water,Non_Wetland,Grassland
317,NULL,Water,Bareland,Water,Non_Wetland,Cropland
318,NULL,Water,Bareland,Water,Non_Wetland,Bareland
319,NULL,Water,Bareland,Water,Non_Wetland,Water
320,NULL,Water,Bareland,Water,Non_Wetland,Forest
321,NULL,Water,Built-up,NULL,Non_Wetland,Grassland
322,NULL,Water,Built-up,NULL,Non_Wetland,Forest
323,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland
324,NULL,Water,Built-up,Water,Non_Wetland,Bareland
325,NULL,Water,Built-up,Water,Non_Wetland,Water
326,NULL,Water,Forest,NULL,Non_Wetland,NULL
327,NULL,Water,Forest,NULL,Non_Wetland,Grassland
328,NULL,Water,Forest,NULL,Non_Wetland,Cropland
329,NULL,Water,Forest,NULL,Non_Wetland,Bareland
330,NULL,Water,Forest,NULL,Non_Wetland,Water
331,NULL,Water,Forest,NULL,Non_Wetland,Forest
332,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland
333,NULL,Water,Forest,Non_Water,Non_Wetland,Forest
334,NULL,Water,Forest,Water,Non_Wetland,Grassland
335,NULL,Water,Forest,Water,Non_Wetland,Cropland
336,NULL,Water,Forest,Water,Non_Wetland,Forest
337,NULL,Forest,NULL,NULL,Non_Wetland,NULL
338,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
339,NULL,Forest,NULL,NULL,Non_Wetland,Cropland
340,NULL,Forest,NULL,NULL,Non_Wetland,Bareland
341,NULL,Forest,NULL,NULL,Non_Wetland,Built-up
342,NULL,Forest,NULL,NULL,Non_Wetland,Forest
343,NULL,Forest,NULL,Non_Water,Non_Wetland,Forest
344,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
345,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
346,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
347,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
348,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
349,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up
350,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
351,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL
352,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
353,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest
354,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland
355,NULL,Forest,Shrubland,Water,Non_Wetland,Bareland
356,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
357,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
358,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland
359,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
360,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up
361,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
362,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
363,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
364,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
365,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland
366,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up
367,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
368,NULL,Forest,Wetland,NULL,Wetland,Forest
369,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
370,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
371,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
372,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
373,NULL,Forest,Bareland,NULL,Non_Wetland,Cropland
374,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland
375,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
376,NULL,Forest,Bareland,Non_Water,Non_Wetland,Bareland
377,NULL,Forest,Bareland,Water,Non_Wetland,Grassland
378,NULL,Forest,Built-up,NULL,Non_Wetland,NULL
379,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
380,NULL,Forest,Built-up,NULL,Non_Wetland,Cropland
381,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
382,NULL,Forest,Forest,NULL,Non_Wetland,NULL
383,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
384,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
385,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
386,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
387,NULL,Forest,Forest,NULL,Non_Wetland,Built-up
388,NULL,Forest,Forest,NULL,Non_Wetland,Forest
389,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
390,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
391,Grassland,NULL,NULL,NULL,Non_Wetland,NULL
392,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
393,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland
394,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland
395,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
396,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
397,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
398,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
399,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland
400,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland
401,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
402,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland
403,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland
404,Grassland,NULL,Grassland,Water,Non_Wetland,Cropland
405,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
406,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
407,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
408,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland
409,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
410,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest
411,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland
412,Grassland,NULL,Wetland,NULL,Wetland,Forest
413,Grassland,NULL,Wetland,Non_Water,Wetland,Forest
414,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland
415,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
416,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
417,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
418,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
419,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
420,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
421,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
422,Grassland,NULL,Forest,Water,Non_Wetland,Cropland
423,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL
424,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
425,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland
426,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland
427,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest
