Value,AFRICA_2024_DynamicWorld_2024_37NFH_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NFH_M_R,AFRICA_2024_GLC_FCS30D_2022_37NFH_M_R,AFRICA_2024_GSW_Yearly_2021_37NFH_M_R,AFRICA_2024_GWL_FCS30D_2022_37NFH_M_R,AFRICA_2024_WorldCover_2021_37NFH_M_R
119,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest
120,NULL,Cropland,Forest,NULL,Non_Wetland,NULL
121,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland
122,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland
123,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland
124,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland
125,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up
126,NULL,Cropland,Forest,NULL,Non_Wetland,Forest
127,NULL,Wetland,NULL,NULL,Non_Wetland,NULL
128,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland
129,NULL,Wetland,NULL,NULL,Non_Wetland,Cropland
130,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland
131,NULL,Wetland,NULL,NULL,Non_Wetland,Forest
132,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL
133,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland
134,NULL,Wetland,Shrubland,NULL,Non_Wetland,Cropland
135,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland
136,NULL,Wetland,Shrubland,NULL,Non_Wetland,Forest
137,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland
138,NULL,Wetland,Cropland,NULL,Non_Wetland,Cropland
139,NULL,Wetland,Cropland,NULL,Non_Wetland,Forest
140,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
141,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
142,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL
143,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland
144,NULL,Wetland,Bareland,NULL,Non_Wetland,Cropland
145,NULL,Wetland,Bareland,NULL,Non_Wetland,Forest
146,NULL,Wetland,Built-up,NULL,Non_Wetland,Cropland
147,NULL,Wetland,Forest,NULL,Non_Wetland,NULL
148,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland
149,NULL,Wetland,Forest,NULL,Non_Wetland,Cropland
150,NULL,Wetland,Forest,NULL,Non_Wetland,Forest
151,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland
152,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland
153,NULL,Bareland,Cropland,NULL,Non_Wetland,Cropland
154,NULL,Built-up,NULL,NULL,Non_Wetland,NULL
155,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland
156,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland
157,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland
158,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland
159,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up
160,NULL,Built-up,NULL,NULL,Non_Wetland,Forest
161,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL
162,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
163,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland
164,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland
165,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
166,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
167,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
168,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL
169,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
170,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland
171,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland
172,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
173,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
174,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
175,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL
176,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
177,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland
178,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland
179,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland
180,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up
181,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
182,NULL,Built-up,Wetland,NULL,Wetland,Forest
183,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
184,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
185,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
186,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
187,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
188,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL
189,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
190,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland
191,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland
192,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
193,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
194,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest
195,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL
196,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
197,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland
198,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland
199,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
200,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
201,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
202,NULL,Built-up,Forest,NULL,Non_Wetland,NULL
203,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
204,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland
205,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland
206,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland
207,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up
208,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
209,NULL,Water,NULL,NULL,Non_Wetland,Forest
210,NULL,Water,Shrubland,NULL,Non_Wetland,NULL
211,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
212,NULL,Water,Shrubland,NULL,Non_Wetland,Forest
213,NULL,Water,Grassland,NULL,Non_Wetland,NULL
214,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
215,NULL,Water,Cropland,NULL,Non_Wetland,Grassland
216,NULL,Water,Forest,NULL,Non_Wetland,Grassland
217,NULL,Water,Forest,NULL,Non_Wetland,Cropland
218,NULL,Water,Forest,NULL,Non_Wetland,Forest
219,NULL,Forest,NULL,NULL,Non_Wetland,NULL
220,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
221,NULL,Forest,NULL,NULL,Non_Wetland,Cropland
222,NULL,Forest,NULL,NULL,Non_Wetland,Wetland
223,NULL,Forest,NULL,NULL,Non_Wetland,Bareland
224,NULL,Forest,NULL,NULL,Non_Wetland,Built-up
225,NULL,Forest,NULL,NULL,Non_Wetland,Forest
226,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
227,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
228,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
229,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
230,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
231,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up
232,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
233,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
234,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
235,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
236,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
237,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
238,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
239,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
240,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland
241,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland
242,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up
243,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
244,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
245,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
246,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
247,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
248,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
249,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
250,NULL,Forest,Bareland,NULL,Non_Wetland,Cropland
251,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
252,NULL,Forest,Built-up,NULL,Non_Wetland,NULL
253,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
254,NULL,Forest,Built-up,NULL,Non_Wetland,Cropland
255,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up
256,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
257,NULL,Forest,Forest,NULL,Non_Wetland,NULL
258,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
259,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
260,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
261,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
262,NULL,Forest,Forest,NULL,Non_Wetland,Built-up
263,NULL,Forest,Forest,NULL,Non_Wetland,Forest
264,NULL,Forest,Forest,Water,Non_Wetland,Cropland
265,Grassland,NULL,NULL,NULL,Non_Wetland,NULL
266,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
267,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland
268,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland
269,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
270,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
271,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
272,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
273,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland
274,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
275,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
276,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
277,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
278,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
279,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland
280,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up
281,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
282,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
283,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
284,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL
285,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
286,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland
287,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL
288,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
289,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland
290,Grassland,NULL,Water,NULL,Water,Cropland
291,Grassland,NULL,Water,NULL,Water,Wetland
292,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
293,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
294,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
295,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
296,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
297,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL
298,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
299,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland
300,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland
301,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland
302,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest
303,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
304,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
305,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
306,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
307,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
308,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
309,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
310,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
311,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland
312,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland
313,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
314,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
315,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
316,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland
317,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland
318,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up
319,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water
320,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
321,Grassland,Cropland,Wetland,NULL,Wetland,Grassland
322,Grassland,Cropland,Wetland,NULL,Wetland,Cropland
323,Grassland,Cropland,Wetland,NULL,Wetland,Wetland
324,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
325,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
326,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL
327,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
328,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland
329,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland
330,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
331,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland
332,Grassland,Cropland,Water,NULL,Water,Cropland
333,Grassland,Cropland,Water,Water,Water,Water
334,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
335,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
336,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
337,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
338,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
339,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland
340,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland
341,Grassland,Bareland,Cropland,NULL,Non_Wetland,Cropland
342,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL
343,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland
344,Grassland,Built-up,NULL,NULL,Non_Wetland,Cropland
345,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
346,Grassland,Built-up,Grassland,NULL,Non_Wetland,Cropland
347,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL
348,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
349,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland
350,Grassland,Built-up,Cropland,NULL,Non_Wetland,Wetland
351,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up
352,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
353,Grassland,Built-up,Built-up,NULL,Non_Wetland,Cropland
354,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL
355,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
356,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
357,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
358,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
359,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
360,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland
361,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
362,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
363,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
364,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
365,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
366,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
367,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
368,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
369,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
370,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
371,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
372,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
373,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
374,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
375,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
376,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
377,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
378,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
379,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
380,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
381,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
382,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
383,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
384,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
385,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
386,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
387,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
388,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
389,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
390,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
391,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
392,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
393,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
394,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
395,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
396,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
397,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
398,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
399,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
400,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
401,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
402,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
403,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
404,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
405,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
406,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
407,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
408,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
409,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
410,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
411,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
412,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
413,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
414,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
415,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
416,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
