Value,AFRICA_2024_DynamicWorld_2024_37PCT_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PCT_M_R,AFRICA_2024_GLC_FCS30D_2022_37PCT_M_R,AFRICA_2024_GSW_Yearly_2021_37PCT_M_R,AFRICA_2024_GWL_FCS30D_2022_37PCT_M_R,AFRICA_2024_WorldCover_2021_37PCT_M_R
119,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland
120,NULL,Bareland,Grassland,NULL,Non_Wetland,Cropland
121,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland
122,NULL,Bareland,Cropland,Water,Non_Wetland,Cropland
123,NULL,Bareland,Wetland,Water,Wetland,Cropland
124,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL
125,NULL,Bareland,Bareland,NULL,Non_Wetland,Grassland
126,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland
127,NULL,Built-up,NULL,NULL,Non_Wetland,NULL
128,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland
129,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland
130,NULL,Built-up,NULL,NULL,Non_Wetland,Forest
131,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
132,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
133,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
134,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL
135,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
136,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland
137,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
138,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
139,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
140,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
141,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
142,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL
143,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
144,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland
145,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up
146,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
147,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
148,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
149,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
150,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL
151,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
152,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
153,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
154,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest
155,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL
156,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
157,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
158,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
159,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
160,NULL,Built-up,Forest,NULL,Non_Wetland,NULL
161,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland
162,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
163,NULL,Water,Wetland,Water,Wetland,Wetland
164,NULL,Forest,NULL,NULL,Non_Wetland,NULL
165,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
166,NULL,Forest,NULL,NULL,Non_Wetland,Cropland
167,NULL,Forest,NULL,NULL,Non_Wetland,Bareland
168,NULL,Forest,NULL,NULL,Non_Wetland,Forest
169,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
170,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
171,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
172,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
173,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
174,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
175,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland
176,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
177,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
178,NULL,Forest,Grassland,Non_Water,Non_Wetland,Bareland
179,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
180,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
181,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
182,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland
183,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
184,NULL,Forest,Cropland,Non_Water,Non_Wetland,Cropland
185,NULL,Forest,Cropland,Non_Water,Non_Wetland,Wetland
186,NULL,Forest,Cropland,Water,Non_Wetland,Grassland
187,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
188,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
189,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
190,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
191,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
192,NULL,Forest,Built-up,NULL,Non_Wetland,NULL
193,NULL,Forest,Forest,NULL,Non_Wetland,NULL
194,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
195,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
196,NULL,Forest,Forest,NULL,Non_Wetland,Forest
197,Grassland,NULL,NULL,NULL,Non_Wetland,NULL
198,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
199,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
200,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
201,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
202,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
203,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest
204,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
205,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
206,Grassland,Cropland,Wetland,Water,Wetland,Wetland
207,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL
208,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
209,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL
210,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Forest
211,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
212,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
213,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
214,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
215,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
216,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
217,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland
218,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest
219,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
220,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
221,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
222,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
223,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
224,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
225,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
226,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
227,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
228,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland
229,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland
230,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
231,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
232,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
233,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
234,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
235,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
236,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
237,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
238,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
239,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Forest
240,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
241,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
242,Cropland,NULL,Grassland,Water,Non_Wetland,Wetland
243,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland
244,Cropland,NULL,Grassland,Water,Non_Wetland,Water
245,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
246,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
247,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
248,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
249,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
250,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
251,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
252,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL
253,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
254,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
255,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
256,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
257,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
258,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
259,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
260,Cropland,NULL,Cropland,Water,Non_Wetland,Wetland
261,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
262,Cropland,NULL,Cropland,Water,Non_Wetland,Water
263,Cropland,NULL,Cropland,Water,Non_Wetland,Forest
264,Cropland,NULL,Wetland,NULL,Wetland,Wetland
265,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
266,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland
267,Cropland,NULL,Wetland,Water,Wetland,Grassland
268,Cropland,NULL,Wetland,Water,Wetland,Cropland
269,Cropland,NULL,Wetland,Water,Wetland,Wetland
270,Cropland,NULL,Wetland,Water,Wetland,Bareland
271,Cropland,NULL,Wetland,Water,Wetland,Water
272,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
273,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
274,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
275,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
276,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
277,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
278,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
279,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
280,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
281,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
282,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
283,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
284,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
285,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
286,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
287,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland
288,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
289,Cropland,NULL,Bareland,Water,Non_Wetland,Water
290,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
291,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
292,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
293,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
294,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
295,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
296,Cropland,NULL,Water,Non_Water,Water,Grassland
297,Cropland,NULL,Water,Water,Water,Wetland
298,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
299,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
300,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
301,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
302,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
303,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL
304,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
305,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
306,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
307,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
308,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
309,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
310,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
311,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
312,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
313,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
314,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
315,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
316,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
317,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
318,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
319,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
320,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
321,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
322,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
323,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
324,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
325,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
326,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
327,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
328,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
329,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
330,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
331,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
332,Cropland,Cropland,Grassland,Water,Non_Wetland,Wetland
333,Cropland,Cropland,Grassland,Water,Non_Wetland,Bareland
334,Cropland,Cropland,Grassland,Water,Non_Wetland,Water
335,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
336,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
337,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
338,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
339,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
340,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
341,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
342,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
343,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
344,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
345,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
346,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
347,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
348,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
349,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
350,Cropland,Cropland,Cropland,Water,Non_Wetland,Water
351,Cropland,Cropland,Cropland,Water,Non_Wetland,Forest
352,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
353,Cropland,Cropland,Wetland,NULL,Wetland,Forest
354,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
355,Cropland,Cropland,Wetland,Water,Wetland,Grassland
356,Cropland,Cropland,Wetland,Water,Wetland,Cropland
357,Cropland,Cropland,Wetland,Water,Wetland,Wetland
358,Cropland,Cropland,Wetland,Water,Wetland,Bareland
359,Cropland,Cropland,Wetland,Water,Wetland,Water
360,Cropland,Cropland,Wetland,Water,Wetland,Forest
361,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
362,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
363,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
364,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
365,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
366,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
367,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
368,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
369,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
370,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
371,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
372,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
373,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
374,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
375,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
376,Cropland,Cropland,Bareland,Water,Non_Wetland,Wetland
377,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
378,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
379,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
380,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
381,Cropland,Cropland,Built-up,Water,Non_Wetland,Bareland
382,Cropland,Cropland,Built-up,Water,Non_Wetland,Water
383,Cropland,Cropland,Water,Water,Water,Water
384,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
385,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
386,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
387,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
388,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
389,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
390,Cropland,Wetland,NULL,NULL,Non_Wetland,Forest
391,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
392,Cropland,Wetland,Grassland,NULL,Non_Wetland,Cropland
393,Cropland,Wetland,Grassland,NULL,Non_Wetland,Forest
394,Cropland,Wetland,Cropland,NULL,Non_Wetland,Cropland
395,Cropland,Wetland,Cropland,NULL,Non_Wetland,Forest
396,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
397,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
398,Cropland,Bareland,Shrubland,Water,Non_Wetland,Wetland
399,Cropland,Bareland,Shrubland,Water,Non_Wetland,Bareland
400,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
401,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
402,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
403,Cropland,Bareland,Grassland,NULL,Non_Wetland,Forest
404,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
405,Cropland,Bareland,Grassland,Water,Non_Wetland,Grassland
406,Cropland,Bareland,Grassland,Water,Non_Wetland,Wetland
407,Cropland,Bareland,Grassland,Water,Non_Wetland,Bareland
408,Cropland,Bareland,Grassland,Water,Non_Wetland,Water
409,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
410,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
411,Cropland,Bareland,Cropland,NULL,Non_Wetland,Forest
412,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Wetland
413,Cropland,Bareland,Cropland,Water,Non_Wetland,Grassland
414,Cropland,Bareland,Cropland,Water,Non_Wetland,Cropland
