Value,AFRICA_2024_DynamicWorld_2024_37NDJ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NDJ_M_R,AFRICA_2024_GLC_FCS30D_2022_37NDJ_M_R,AFRICA_2024_GSW_Yearly_2021_37NDJ_M_R,AFRICA_2024_GWL_FCS30D_2022_37NDJ_M_R,AFRICA_2024_WorldCover_2021_37NDJ_M_R
119,NULL,NULL,Built-up,Water,Non_Wetland,Wetland
120,NULL,NULL,Built-up,Water,Non_Wetland,Bareland
121,NULL,NULL,Water,NULL,Water,NULL
122,NULL,NULL,Forest,NULL,Non_Wetland,NULL
123,NULL,NULL,Forest,NULL,Non_Wetland,Grassland
124,NULL,NULL,Forest,NULL,Non_Wetland,Cropland
125,NULL,NULL,Forest,NULL,Non_Wetland,Wetland
126,NULL,NULL,Forest,NULL,Non_Wetland,Bareland
127,NULL,NULL,Forest,NULL,Non_Wetland,Built-up
128,NULL,NULL,Forest,NULL,Non_Wetland,Water
129,NULL,NULL,Forest,NULL,Non_Wetland,Forest
130,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL
131,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland
132,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland
133,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland
134,NULL,NULL,Forest,Water,Non_Wetland,NULL
135,NULL,NULL,Forest,Water,Non_Wetland,Grassland
136,NULL,NULL,Forest,Water,Non_Wetland,Wetland
137,NULL,NULL,Forest,Water,Non_Wetland,Bareland
138,NULL,Cropland,NULL,NULL,Non_Wetland,NULL
139,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland
140,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland
141,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland
142,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland
143,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up
144,NULL,Cropland,NULL,NULL,Non_Wetland,Forest
145,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL
146,NULL,Cropland,NULL,Non_Water,Non_Wetland,Cropland
147,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL
148,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland
149,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland
150,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland
151,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland
152,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up
153,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest
154,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
155,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
156,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
157,NULL,Cropland,Shrubland,Water,Non_Wetland,Cropland
158,NULL,Cropland,Shrubland,Water,Non_Wetland,Wetland
159,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL
160,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland
161,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland
162,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland
163,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland
164,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up
165,NULL,Cropland,Grassland,NULL,Non_Wetland,Water
166,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest
167,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL
168,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
169,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
170,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
171,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
172,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Built-up
173,NULL,Cropland,Grassland,Water,Non_Wetland,NULL
174,NULL,Cropland,Grassland,Water,Non_Wetland,Grassland
175,NULL,Cropland,Grassland,Water,Non_Wetland,Cropland
176,NULL,Cropland,Grassland,Water,Non_Wetland,Wetland
177,NULL,Cropland,Grassland,Water,Non_Wetland,Bareland
178,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL
179,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland
180,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland
181,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland
182,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland
183,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up
184,NULL,Cropland,Cropland,NULL,Non_Wetland,Water
185,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest
186,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL
187,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
188,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
189,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
190,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland
191,NULL,Cropland,Cropland,Water,Non_Wetland,Cropland
192,NULL,Cropland,Cropland,Water,Non_Wetland,Wetland
193,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland
194,NULL,Cropland,Wetland,NULL,Wetland,NULL
195,NULL,Cropland,Wetland,NULL,Wetland,Grassland
196,NULL,Cropland,Wetland,NULL,Wetland,Cropland
197,NULL,Cropland,Wetland,NULL,Wetland,Wetland
198,NULL,Cropland,Wetland,Water,Wetland,Cropland
199,NULL,Cropland,Wetland,Water,Wetland,Wetland
200,NULL,Cropland,Wetland,Water,Wetland,Bareland
201,NULL,Cropland,Wetland,Water,Wetland,Water
202,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
203,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
204,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
205,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL
206,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland
207,NULL,Cropland,Bareland,NULL,Non_Wetland,Cropland
208,NULL,Cropland,Bareland,NULL,Non_Wetland,Wetland
209,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland
210,NULL,Cropland,Bareland,NULL,Non_Wetland,Built-up
211,NULL,Cropland,Bareland,NULL,Non_Wetland,Forest
212,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
213,NULL,Cropland,Bareland,Water,Non_Wetland,Wetland
214,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL
215,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland
216,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland
217,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland
218,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland
219,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up
220,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest
221,NULL,Cropland,Built-up,Water,Non_Wetland,Wetland
222,NULL,Cropland,Water,NULL,Water,NULL
223,NULL,Cropland,Forest,NULL,Non_Wetland,NULL
224,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland
225,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland
226,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland
227,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland
228,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up
229,NULL,Cropland,Forest,NULL,Non_Wetland,Forest
230,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL
231,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland
232,NULL,Cropland,Forest,Non_Water,Non_Wetland,Cropland
233,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland
234,NULL,Wetland,NULL,NULL,Non_Wetland,Cropland
235,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland
236,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL
237,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland
238,NULL,Wetland,Shrubland,NULL,Non_Wetland,Cropland
239,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland
240,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
241,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL
242,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland
243,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL
244,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland
245,NULL,Wetland,Grassland,NULL,Non_Wetland,Cropland
246,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland
247,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
248,NULL,Wetland,Grassland,Water,Non_Wetland,Grassland
249,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland
250,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL
251,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland
252,NULL,Wetland,Cropland,NULL,Non_Wetland,Cropland
253,NULL,Wetland,Cropland,NULL,Non_Wetland,Wetland
254,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland
255,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL
256,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
257,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
258,NULL,Wetland,Cropland,Water,Non_Wetland,Wetland
259,NULL,Wetland,Wetland,NULL,Wetland,NULL
260,NULL,Wetland,Wetland,NULL,Wetland,Wetland
261,NULL,Wetland,Wetland,NULL,Wetland,Bareland
262,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland
263,NULL,Wetland,Wetland,Water,Wetland,Wetland
264,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
265,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
266,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL
267,NULL,Wetland,Bareland,NULL,Non_Wetland,Cropland
268,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland
269,NULL,Wetland,Bareland,Non_Water,Non_Wetland,NULL
270,NULL,Wetland,Bareland,Water,Non_Wetland,NULL
271,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland
272,NULL,Wetland,Built-up,Water,Non_Wetland,Wetland
273,NULL,Wetland,Forest,NULL,Non_Wetland,NULL
274,NULL,Wetland,Forest,NULL,Non_Wetland,Cropland
275,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland
276,NULL,Wetland,Forest,Water,Non_Wetland,Wetland
277,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland
278,NULL,Bareland,Shrubland,Water,Non_Wetland,Bareland
279,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL
280,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland
281,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland
282,NULL,Bareland,Grassland,NULL,Non_Wetland,Built-up
283,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL
284,NULL,Bareland,Cropland,NULL,Non_Wetland,Cropland
285,NULL,Bareland,Bareland,NULL,Non_Wetland,Grassland
286,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland
287,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL
288,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland
289,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up
290,NULL,Built-up,NULL,NULL,Non_Wetland,NULL
291,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland
292,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland
293,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland
294,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland
295,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up
296,NULL,Built-up,NULL,NULL,Non_Wetland,Forest
297,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL
298,NULL,Built-up,NULL,Non_Water,Non_Wetland,Cropland
299,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL
300,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
301,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland
302,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland
303,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
304,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
305,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
306,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL
307,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Cropland
308,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland
309,NULL,Built-up,Shrubland,Water,Non_Wetland,Cropland
310,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL
311,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
312,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland
313,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland
314,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
315,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
316,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
317,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL
318,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
319,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Cropland
320,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
321,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up
322,NULL,Built-up,Grassland,Water,Non_Wetland,NULL
323,NULL,Built-up,Grassland,Water,Non_Wetland,Grassland
324,NULL,Built-up,Grassland,Water,Non_Wetland,Cropland
325,NULL,Built-up,Grassland,Water,Non_Wetland,Wetland
326,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland
327,NULL,Built-up,Grassland,Water,Non_Wetland,Built-up
328,NULL,Built-up,Grassland,Water,Non_Wetland,Water
329,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL
330,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
331,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland
332,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland
333,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland
334,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up
335,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
336,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL
337,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
338,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
339,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Wetland
340,NULL,Built-up,Cropland,Water,Non_Wetland,NULL
341,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland
342,NULL,Built-up,Cropland,Water,Non_Wetland,Wetland
343,NULL,Built-up,Wetland,NULL,Wetland,NULL
344,NULL,Built-up,Wetland,NULL,Wetland,Grassland
345,NULL,Built-up,Wetland,NULL,Wetland,Cropland
346,NULL,Built-up,Wetland,NULL,Wetland,Wetland
347,NULL,Built-up,Wetland,NULL,Wetland,Bareland
348,NULL,Built-up,Wetland,NULL,Wetland,Built-up
349,NULL,Built-up,Wetland,NULL,Wetland,Forest
350,NULL,Built-up,Wetland,Non_Water,Wetland,NULL
351,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland
352,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland
353,NULL,Built-up,Wetland,Water,Wetland,NULL
354,NULL,Built-up,Wetland,Water,Wetland,Grassland
355,NULL,Built-up,Wetland,Water,Wetland,Cropland
356,NULL,Built-up,Wetland,Water,Wetland,Wetland
357,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
358,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
359,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
360,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
361,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
362,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
363,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
364,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL
365,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
366,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland
367,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland
368,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
369,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
370,NULL,Built-up,Bareland,NULL,Non_Wetland,Water
371,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest
372,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL
373,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
374,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Cropland
375,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
376,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
377,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Water
378,NULL,Built-up,Bareland,Water,Non_Wetland,NULL
379,NULL,Built-up,Bareland,Water,Non_Wetland,Grassland
380,NULL,Built-up,Bareland,Water,Non_Wetland,Cropland
381,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland
382,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up
383,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL
384,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
385,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland
386,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland
387,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
388,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
389,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
390,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL
391,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
392,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
393,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
394,NULL,Built-up,Built-up,Water,Non_Wetland,NULL
395,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland
396,NULL,Built-up,Forest,NULL,Non_Wetland,NULL
397,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
398,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland
399,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland
400,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland
401,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up
402,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
403,NULL,Built-up,Forest,Non_Water,Non_Wetland,Cropland
404,NULL,Water,NULL,NULL,Non_Wetland,NULL
405,NULL,Water,NULL,NULL,Non_Wetland,Grassland
406,NULL,Water,NULL,Non_Water,Non_Wetland,Cropland
407,NULL,Water,NULL,Water,Non_Wetland,Cropland
408,NULL,Water,Shrubland,NULL,Non_Wetland,NULL
409,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
410,NULL,Water,Shrubland,NULL,Non_Wetland,Cropland
411,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland
412,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland
413,NULL,Water,Shrubland,NULL,Non_Wetland,Forest
414,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland
415,NULL,Water,Shrubland,Non_Water,Non_Wetland,Cropland
416,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland
417,NULL,Water,Shrubland,Water,Non_Wetland,NULL
