Value,AFRICA_2024_DynamicWorld_2024_35PRR_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35PRR_M_R,AFRICA_2024_GLC_FCS30D_2022_35PRR_M_R,AFRICA_2024_GSW_Yearly_2021_35PRR_M_R,AFRICA_2024_GWL_FCS30D_2022_35PRR_M_R,AFRICA_2024_WorldCover_2021_35PRR_M_R
118,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
119,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL
120,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
121,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
122,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
123,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
124,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
125,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
126,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland
127,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
128,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
129,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
130,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
131,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
132,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
133,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
134,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
135,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
136,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
137,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
138,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
139,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
140,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL
141,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
142,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
143,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
144,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
145,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
146,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
147,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
148,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
149,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
150,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
151,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
152,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
153,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
154,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
155,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
156,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
157,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
158,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
159,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
160,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
161,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
162,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL
163,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
164,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
165,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
166,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
167,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
168,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
169,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
170,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
171,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
172,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
173,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
174,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
175,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
176,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
177,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
178,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
179,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
180,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
181,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
182,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
183,Cropland,Cropland,Wetland,NULL,Wetland,Forest
184,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
185,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
186,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
187,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
188,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
189,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
190,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
191,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
192,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
193,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
194,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
195,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
196,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland
197,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
198,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
199,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
200,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
201,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
202,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
203,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
204,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
205,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
206,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
207,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
208,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
209,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
210,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
211,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
212,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
213,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
214,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
215,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
216,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
217,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
218,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
219,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
220,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
221,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
222,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
223,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
224,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
225,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
226,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
227,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
228,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
229,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
230,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
231,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
232,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
233,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
234,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
235,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
236,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL
237,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
238,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
239,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
240,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
241,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
242,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL
243,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
244,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest
245,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
246,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
247,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
248,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
249,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
250,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
251,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland
252,Bareland,NULL,NULL,Water,Non_Wetland,Grassland
253,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
254,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
255,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
256,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
257,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
258,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
259,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
260,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
261,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
262,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
263,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
264,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
265,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
266,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL
267,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
268,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
269,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
270,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
271,Bareland,NULL,Grassland,Water,Non_Wetland,Water
272,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
273,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
274,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
275,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
276,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
277,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
278,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
279,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
280,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
281,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
282,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
283,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
284,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
285,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
286,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
287,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
288,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
289,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
290,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
291,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
292,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
293,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL
294,Bareland,NULL,Water,NULL,Water,Grassland
295,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
296,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
297,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
298,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
299,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
300,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
301,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
302,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
303,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
304,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
305,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
306,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
307,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
308,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
309,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
310,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
311,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
312,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
313,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
314,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
315,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
316,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
317,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
318,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
319,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
320,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
321,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
322,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
323,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
324,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
325,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
326,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
327,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
328,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
329,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
330,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
331,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
332,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
333,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
334,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
335,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
336,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
337,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
338,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
339,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
340,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
341,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
342,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
343,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
344,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
345,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
346,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
347,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
348,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
349,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
350,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
351,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
352,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
353,Water,NULL,NULL,NULL,Non_Wetland,Grassland
354,Water,NULL,NULL,NULL,Non_Wetland,Bareland
355,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
356,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
357,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
358,Water,NULL,Grassland,NULL,Non_Wetland,NULL
359,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
360,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
361,Water,NULL,Grassland,NULL,Non_Wetland,Water
362,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL
363,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
364,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
365,Water,NULL,Grassland,Water,Non_Wetland,Grassland
366,Water,NULL,Grassland,Water,Non_Wetland,Bareland
367,Water,NULL,Grassland,Water,Non_Wetland,Water
368,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
369,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
370,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
371,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
372,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
373,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
374,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
375,Water,NULL,Built-up,NULL,Non_Wetland,NULL
376,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
377,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
378,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland
379,Water,NULL,Forest,NULL,Non_Wetland,Grassland
380,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
381,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
382,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
383,Water,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
384,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
385,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
386,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
387,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland
388,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
389,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
390,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
391,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
392,Water,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
393,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
394,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
395,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
396,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
397,Water,Bareland,Built-up,NULL,Non_Wetland,Grassland
398,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
399,Water,Built-up,NULL,NULL,Non_Wetland,Bareland
400,Water,Water,NULL,NULL,Non_Wetland,Grassland
401,Water,Water,NULL,NULL,Non_Wetland,Bareland
402,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
403,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
404,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
405,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
406,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
407,Water,Water,Shrubland,Water,Non_Wetland,Grassland
408,Water,Water,Grassland,NULL,Non_Wetland,Grassland
409,Water,Water,Grassland,NULL,Non_Wetland,Wetland
410,Water,Water,Grassland,NULL,Non_Wetland,Bareland
411,Water,Water,Grassland,NULL,Non_Wetland,Water
412,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
413,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
414,Water,Water,Grassland,Water,Non_Wetland,Grassland
