Value,AFRICA_2024_DynamicWorld_2024_35PQQ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35PQQ_M_R,AFRICA_2024_GLC_FCS30D_2022_35PQQ_M_R,AFRICA_2024_GSW_Yearly_2021_35PQQ_M_R,AFRICA_2024_GWL_FCS30D_2022_35PQQ_M_R,AFRICA_2024_WorldCover_2021_35PQQ_M_R
118,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
119,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
120,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
121,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
122,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
123,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
124,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
125,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
126,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
127,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
128,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
129,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
130,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL
131,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
132,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
133,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
134,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
135,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland
136,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
137,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
138,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
139,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
140,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
141,Cropland,NULL,Wetland,NULL,Wetland,Grassland
142,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland
143,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
144,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
145,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
146,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
147,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
148,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
149,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
150,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
151,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
152,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
153,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
154,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
155,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
156,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
157,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
158,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL
159,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
160,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
161,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
162,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
163,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
164,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
165,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
166,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
167,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
168,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
169,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
170,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
171,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
172,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
173,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
174,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
175,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
176,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
177,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
178,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
179,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
180,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
181,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
182,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
183,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
184,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
185,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
186,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
187,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
188,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland
189,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
190,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
191,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
192,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
193,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
194,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
195,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
196,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
197,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
198,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
199,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
200,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
201,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
202,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
203,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
204,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
205,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
206,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland
207,Bareland,NULL,NULL,Water,Non_Wetland,Cropland
208,Bareland,NULL,NULL,Water,Non_Wetland,Bareland
209,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
210,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
211,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
212,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
213,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
214,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
215,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
216,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
217,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
218,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
219,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
220,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
221,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
222,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
223,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
224,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
225,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
226,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
227,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
228,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
229,Bareland,NULL,Grassland,Water,Non_Wetland,Water
230,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
231,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
232,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
233,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
234,Bareland,NULL,Wetland,NULL,Wetland,Grassland
235,Bareland,NULL,Wetland,NULL,Wetland,Bareland
236,Bareland,NULL,Wetland,Water,Wetland,Grassland
237,Bareland,NULL,Wetland,Water,Wetland,Bareland
238,Bareland,NULL,Wetland,Water,Wetland,Water
239,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
240,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
241,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
242,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
243,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
244,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
245,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
246,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
247,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
248,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
249,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
250,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
251,Bareland,NULL,Bareland,Water,Non_Wetland,Water
252,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
253,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
254,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
255,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
256,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
257,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
258,Bareland,NULL,Water,NULL,Water,Grassland
259,Bareland,NULL,Water,NULL,Water,Bareland
260,Bareland,NULL,Water,Water,Water,Bareland
261,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
262,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
263,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
264,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
265,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
266,Bareland,NULL,Forest,Water,Non_Wetland,Bareland
267,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
268,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
269,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
270,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
271,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
272,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
273,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
274,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
275,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
276,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
277,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
278,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
279,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland
280,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
281,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
282,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
283,Bareland,Cropland,Bareland,Water,Non_Wetland,Grassland
284,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
285,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
286,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland
287,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
288,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
289,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
290,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
291,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
292,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
293,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
294,Bareland,Bareland,Wetland,Water,Wetland,Bareland
295,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
296,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
297,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
298,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
299,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
300,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
301,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
302,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
303,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
304,Bareland,Bareland,Water,Water,Water,Bareland
305,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
306,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland
307,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
308,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
309,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
310,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
311,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
312,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
313,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
314,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
315,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
316,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
317,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
318,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
319,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
320,Bareland,Built-up,Wetland,Water,Wetland,Bareland
321,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
322,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
323,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
324,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
325,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
326,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
327,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
328,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
329,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
330,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
331,Bareland,Water,Wetland,Water,Wetland,Bareland
332,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
333,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
334,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
335,Water,NULL,NULL,NULL,Non_Wetland,Grassland
336,Water,NULL,NULL,Water,Non_Wetland,Grassland
337,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
338,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
339,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
340,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
341,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
342,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
343,Water,NULL,Grassland,Water,Non_Wetland,Grassland
344,Water,NULL,Grassland,Water,Non_Wetland,Bareland
345,Water,NULL,Grassland,Water,Non_Wetland,Water
346,Water,NULL,Wetland,NULL,Wetland,Grassland
347,Water,NULL,Wetland,NULL,Wetland,Bareland
348,Water,NULL,Wetland,NULL,Wetland,Water
349,Water,NULL,Wetland,Non_Water,Wetland,Grassland
350,Water,NULL,Wetland,Water,Wetland,Grassland
351,Water,NULL,Wetland,Water,Wetland,Bareland
352,Water,NULL,Wetland,Water,Wetland,Water
353,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
354,Water,NULL,Bareland,Water,Non_Wetland,Grassland
355,Water,NULL,Bareland,Water,Non_Wetland,Bareland
356,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
357,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
358,Water,NULL,Built-up,Water,Non_Wetland,Grassland
359,Water,NULL,Built-up,Water,Non_Wetland,Water
360,Water,NULL,Forest,Water,Non_Wetland,Water
361,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
362,Water,Cropland,NULL,NULL,Non_Wetland,Bareland
363,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
364,Water,Cropland,Grassland,Water,Non_Wetland,Grassland
365,Water,Cropland,Wetland,NULL,Wetland,Grassland
366,Water,Cropland,Wetland,Water,Wetland,Bareland
367,Water,Bareland,NULL,Non_Water,Non_Wetland,Bareland
368,Water,Bareland,NULL,Water,Non_Wetland,Bareland
369,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
370,Water,Bareland,Grassland,Water,Non_Wetland,Grassland
371,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
372,Water,Bareland,Wetland,NULL,Wetland,Bareland
373,Water,Bareland,Wetland,Water,Wetland,Wetland
374,Water,Bareland,Wetland,Water,Wetland,Bareland
375,Water,Bareland,Wetland,Water,Wetland,Water
376,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
377,Water,Bareland,Bareland,Water,Non_Wetland,Water
378,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
379,Water,Water,Grassland,NULL,Non_Wetland,Grassland
380,Water,Water,Grassland,NULL,Non_Wetland,Bareland
381,Water,Water,Grassland,Water,Non_Wetland,Grassland
382,Water,Water,Grassland,Water,Non_Wetland,Bareland
383,Water,Water,Grassland,Water,Non_Wetland,Water
384,Water,Water,Wetland,Non_Water,Wetland,Bareland
385,Water,Water,Wetland,Water,Wetland,Water
386,Water,Water,Bareland,NULL,Non_Wetland,Grassland
387,Water,Water,Bareland,NULL,Non_Wetland,Water
388,Water,Water,Bareland,Water,Non_Wetland,Water
389,Water,Water,Forest,NULL,Non_Wetland,Grassland
390,Forest,NULL,NULL,NULL,Non_Wetland,NULL
391,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
392,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
393,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
394,Forest,NULL,NULL,NULL,Non_Wetland,Forest
395,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
396,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
397,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
398,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
399,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
400,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
401,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
402,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
403,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
404,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
405,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
406,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
407,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
408,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
409,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
410,Forest,NULL,Forest,NULL,Non_Wetland,NULL
411,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
412,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
413,Forest,NULL,Forest,NULL,Non_Wetland,Forest
414,Forest,NULL,Forest,Water,Non_Wetland,Grassland
415,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
416,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
417,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
418,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
419,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
