Value,AFRICA_2024_DynamicWorld_2024_37NHG_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NHG_M_R,AFRICA_2024_GLC_FCS30D_2022_37NHG_M_R,AFRICA_2024_GSW_Yearly_2021_37NHG_M_R,AFRICA_2024_GWL_FCS30D_2022_37NHG_M_R,AFRICA_2024_WorldCover_2021_37NHG_M_R
120,NULL,Cropland,Cropland,Water,Non_Wetland,Cropland
121,NULL,Cropland,Cropland,Water,Non_Wetland,Wetland
122,NULL,Cropland,Wetland,NULL,Wetland,Grassland
123,NULL,Cropland,Wetland,NULL,Wetland,Cropland
124,NULL,Cropland,Wetland,NULL,Wetland,Bareland
125,NULL,Cropland,Wetland,NULL,Wetland,Forest
126,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland
127,NULL,Cropland,Wetland,Non_Water,Wetland,Cropland
128,NULL,Cropland,Wetland,Non_Water,Wetland,Bareland
129,NULL,Cropland,Wetland,Non_Water,Wetland,Forest
130,NULL,Cropland,Wetland,Water,Wetland,Cropland
131,NULL,Cropland,Wetland,Water,Wetland,Bareland
132,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
133,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland
134,NULL,Cropland,Bareland,NULL,Non_Wetland,Forest
135,NULL,Cropland,Water,NULL,Water,Cropland
136,NULL,Cropland,Water,NULL,Water,Wetland
137,NULL,Cropland,Water,Non_Water,Water,Grassland
138,NULL,Cropland,Water,Non_Water,Water,Wetland
139,NULL,Cropland,Water,Non_Water,Water,Bareland
140,NULL,Cropland,Water,Water,Water,Cropland
141,NULL,Cropland,Water,Water,Water,Bareland
142,NULL,Cropland,Forest,NULL,Non_Wetland,NULL
143,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland
144,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland
145,NULL,Cropland,Forest,NULL,Non_Wetland,Forest
146,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL
147,NULL,Bareland,NULL,NULL,Non_Wetland,Grassland
148,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland
149,NULL,Bareland,Shrubland,NULL,Non_Wetland,Built-up
150,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL
151,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland
152,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland
153,NULL,Bareland,Grassland,NULL,Non_Wetland,Built-up
154,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland
155,NULL,Bareland,Bareland,NULL,Non_Wetland,Grassland
156,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland
157,NULL,Bareland,Bareland,NULL,Non_Wetland,Built-up
158,NULL,Built-up,NULL,NULL,Non_Wetland,NULL
159,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland
160,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland
161,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland
162,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up
163,NULL,Built-up,NULL,NULL,Non_Wetland,Forest
164,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL
165,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
166,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland
167,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
168,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
169,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
170,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL
171,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
172,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland
173,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
174,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
175,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
176,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL
177,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
178,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland
179,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland
180,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up
181,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
182,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL
183,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
184,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
185,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
186,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL
187,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
188,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
189,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
190,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
191,NULL,Built-up,Forest,NULL,Non_Wetland,NULL
192,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
193,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland
194,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up
195,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
196,NULL,Water,NULL,NULL,Non_Wetland,Grassland
197,NULL,Water,NULL,NULL,Non_Wetland,Forest
198,NULL,Water,Shrubland,NULL,Non_Wetland,NULL
199,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
200,NULL,Water,Shrubland,NULL,Non_Wetland,Cropland
201,NULL,Water,Shrubland,NULL,Non_Wetland,Forest
202,NULL,Water,Grassland,NULL,Non_Wetland,NULL
203,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
204,NULL,Water,Grassland,NULL,Non_Wetland,Cropland
205,NULL,Water,Grassland,NULL,Non_Wetland,Bareland
206,NULL,Water,Grassland,NULL,Non_Wetland,Forest
207,NULL,Water,Cropland,NULL,Non_Wetland,NULL
208,NULL,Water,Cropland,NULL,Non_Wetland,Grassland
209,NULL,Water,Cropland,NULL,Non_Wetland,Cropland
210,NULL,Water,Cropland,NULL,Non_Wetland,Bareland
211,NULL,Water,Cropland,NULL,Non_Wetland,Forest
212,NULL,Water,Wetland,NULL,Wetland,Grassland
213,NULL,Water,Bareland,NULL,Non_Wetland,NULL
214,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
215,NULL,Water,Bareland,NULL,Non_Wetland,Forest
216,NULL,Water,Water,NULL,Water,Forest
217,NULL,Water,Water,Water,Water,Bareland
218,NULL,Water,Forest,NULL,Non_Wetland,NULL
219,NULL,Forest,NULL,NULL,Non_Wetland,NULL
220,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
221,NULL,Forest,NULL,NULL,Non_Wetland,Cropland
222,NULL,Forest,NULL,NULL,Non_Wetland,Built-up
223,NULL,Forest,NULL,NULL,Non_Wetland,Forest
224,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
225,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
226,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
227,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
228,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up
229,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
230,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
231,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
232,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland
233,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
234,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
235,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland
236,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
237,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
238,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
239,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland
240,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up
241,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
242,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland
243,NULL,Forest,Cropland,Non_Water,Non_Wetland,Cropland
244,NULL,Forest,Cropland,Water,Non_Wetland,Grassland
245,NULL,Forest,Wetland,NULL,Wetland,NULL
246,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
247,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
248,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
249,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
250,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland
251,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
252,NULL,Forest,Built-up,NULL,Non_Wetland,NULL
253,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
254,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
255,NULL,Forest,Forest,NULL,Non_Wetland,NULL
256,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
257,NULL,Forest,Forest,NULL,Non_Wetland,Forest
258,Grassland,NULL,NULL,NULL,Non_Wetland,NULL
259,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
260,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
261,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
262,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
263,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
264,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
265,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
266,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland
267,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
268,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
269,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
270,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
271,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland
272,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
273,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
274,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
275,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
276,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
277,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
278,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland
279,Grassland,NULL,Wetland,NULL,Wetland,Grassland
280,Grassland,NULL,Wetland,NULL,Wetland,Cropland
281,Grassland,NULL,Wetland,Water,Wetland,Grassland
282,Grassland,NULL,Water,NULL,Water,Grassland
283,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
284,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
285,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
286,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
287,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
288,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
289,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
290,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
291,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
292,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
293,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
294,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
295,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
296,Grassland,Cropland,Wetland,NULL,Wetland,Grassland
297,Grassland,Cropland,Wetland,NULL,Wetland,Cropland
298,Grassland,Cropland,Wetland,NULL,Wetland,Forest
299,Grassland,Bareland,Grassland,NULL,Non_Wetland,Grassland
300,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland
301,Grassland,Water,Grassland,NULL,Non_Wetland,Cropland
302,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland
303,Grassland,Water,Cropland,NULL,Non_Wetland,Cropland
304,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
305,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
306,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
307,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
308,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
309,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
310,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland
311,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
312,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Cropland
313,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
314,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
315,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
316,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
317,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
318,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
319,Grassland,Forest,Wetland,NULL,Wetland,NULL
320,Grassland,Forest,Wetland,NULL,Wetland,Grassland
321,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
322,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
323,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
324,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
325,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
326,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
327,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
328,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland
329,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest
330,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
331,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
332,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
333,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
334,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
335,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
336,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
337,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
338,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
339,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
340,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland
341,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
342,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
343,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
344,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
345,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
346,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
347,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
348,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
349,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
350,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Forest
351,Cropland,NULL,Grassland,Water,Non_Wetland,NULL
352,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
353,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
354,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland
355,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
356,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
357,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
358,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
359,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
360,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
361,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL
362,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
363,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
364,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
365,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
366,Cropland,NULL,Cropland,Water,Non_Wetland,NULL
367,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
368,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
369,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
370,Cropland,NULL,Cropland,Water,Non_Wetland,Forest
371,Cropland,NULL,Wetland,NULL,Wetland,NULL
372,Cropland,NULL,Wetland,NULL,Wetland,Grassland
373,Cropland,NULL,Wetland,NULL,Wetland,Cropland
374,Cropland,NULL,Wetland,NULL,Wetland,Bareland
375,Cropland,NULL,Wetland,NULL,Wetland,Forest
376,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland
377,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland
378,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
379,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland
380,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
381,Cropland,NULL,Wetland,Water,Wetland,Grassland
382,Cropland,NULL,Wetland,Water,Wetland,Cropland
383,Cropland,NULL,Wetland,Water,Wetland,Wetland
384,Cropland,NULL,Wetland,Water,Wetland,Bareland
385,Cropland,NULL,Wetland,Water,Wetland,Forest
386,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
387,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
388,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
389,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland
390,Cropland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland
391,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
392,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
393,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
394,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
395,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
396,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
397,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
398,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
399,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
400,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
401,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
402,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
403,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
404,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
405,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
406,Cropland,NULL,Water,NULL,Water,Grassland
407,Cropland,NULL,Water,NULL,Water,Cropland
408,Cropland,NULL,Water,NULL,Water,Wetland
409,Cropland,NULL,Water,NULL,Water,Bareland
410,Cropland,NULL,Water,NULL,Water,Forest
411,Cropland,NULL,Water,Non_Water,Water,Grassland
412,Cropland,NULL,Water,Non_Water,Water,Cropland
413,Cropland,NULL,Water,Non_Water,Water,Bareland
414,Cropland,NULL,Water,Water,Water,Grassland
415,Cropland,NULL,Water,Water,Water,Cropland
416,Cropland,NULL,Water,Water,Water,Bareland
417,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
418,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
419,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
420,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
421,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
422,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
423,Cropland,NULL,Forest,Water,Non_Wetland,Bareland
424,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
425,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
