Value,AFRICA_2024_DynamicWorld_2024_37NGJ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NGJ_M_R,AFRICA_2024_GLC_FCS30D_2022_37NGJ_M_R,AFRICA_2024_GSW_Yearly_2021_37NGJ_M_R,AFRICA_2024_GWL_FCS30D_2022_37NGJ_M_R,AFRICA_2024_WorldCover_2021_37NGJ_M_R
119,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
120,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL
121,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
122,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland
123,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
124,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
125,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
126,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL
127,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
128,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland
129,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland
130,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up
131,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
132,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL
133,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
134,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland
135,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
136,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL
137,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
138,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland
139,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
140,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
141,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
142,NULL,Built-up,Forest,NULL,Non_Wetland,NULL
143,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
144,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland
145,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland
146,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up
147,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
148,NULL,Water,NULL,NULL,Non_Wetland,NULL
149,NULL,Water,NULL,NULL,Non_Wetland,Grassland
150,NULL,Water,NULL,NULL,Non_Wetland,Forest
151,NULL,Water,Shrubland,NULL,Non_Wetland,NULL
152,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
153,NULL,Water,Shrubland,NULL,Non_Wetland,Built-up
154,NULL,Water,Shrubland,NULL,Non_Wetland,Forest
155,NULL,Water,Grassland,NULL,Non_Wetland,NULL
156,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
157,NULL,Water,Grassland,NULL,Non_Wetland,Cropland
158,NULL,Water,Grassland,NULL,Non_Wetland,Bareland
159,NULL,Water,Grassland,NULL,Non_Wetland,Forest
160,NULL,Water,Cropland,NULL,Non_Wetland,NULL
161,NULL,Water,Cropland,NULL,Non_Wetland,Grassland
162,NULL,Water,Cropland,NULL,Non_Wetland,Forest
163,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland
164,NULL,Water,Cropland,Water,Non_Wetland,Grassland
165,NULL,Water,Bareland,NULL,Non_Wetland,NULL
166,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
167,NULL,Water,Built-up,NULL,Non_Wetland,NULL
168,NULL,Water,Built-up,NULL,Non_Wetland,Grassland
169,NULL,Water,Built-up,NULL,Non_Wetland,Bareland
170,NULL,Water,Forest,NULL,Non_Wetland,NULL
171,NULL,Water,Forest,NULL,Non_Wetland,Forest
172,NULL,Forest,NULL,NULL,Non_Wetland,NULL
173,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
174,NULL,Forest,NULL,NULL,Non_Wetland,Cropland
175,NULL,Forest,NULL,NULL,Non_Wetland,Forest
176,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
177,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
178,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
179,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
180,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up
181,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
182,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL
183,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
184,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
185,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland
186,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
187,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
188,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
189,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
190,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
191,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland
192,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
193,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
194,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
195,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
196,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
197,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
198,NULL,Forest,Built-up,NULL,Non_Wetland,NULL
199,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
200,NULL,Forest,Built-up,NULL,Non_Wetland,Cropland
201,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up
202,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
203,NULL,Forest,Forest,NULL,Non_Wetland,NULL
204,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
205,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
206,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
207,NULL,Forest,Forest,NULL,Non_Wetland,Forest
208,Grassland,NULL,NULL,NULL,Non_Wetland,NULL
209,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
210,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland
211,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
212,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
213,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
214,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
215,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
216,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
217,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
218,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest
219,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
220,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
221,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
222,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
223,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL
224,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
225,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland
226,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest
227,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
228,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
229,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
230,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
231,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL
232,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
233,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland
234,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
235,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
236,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
237,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL
238,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
239,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
240,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
241,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
242,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
243,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
244,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
245,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL
246,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
247,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland
248,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL
249,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
250,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland
251,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
252,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
253,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
254,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
255,Grassland,Water,Grassland,NULL,Non_Wetland,NULL
256,Grassland,Water,Cropland,NULL,Non_Wetland,NULL
257,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland
258,Grassland,Water,Bareland,NULL,Non_Wetland,Forest
259,Grassland,Water,Water,NULL,Water,Grassland
260,Grassland,Water,Water,NULL,Water,Forest
261,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
262,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
263,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
264,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
265,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
266,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
267,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
268,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
269,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
270,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
271,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
272,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
273,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
274,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
275,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
276,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
277,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
278,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
279,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
280,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
281,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
282,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest
283,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
284,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
285,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
286,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
287,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
288,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
289,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
290,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
291,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
292,Cropland,NULL,Shrubland,Water,Non_Wetland,Water
293,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
294,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
295,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
296,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
297,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
298,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
299,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
300,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
301,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland
302,Cropland,NULL,Grassland,Water,Non_Wetland,Water
303,Cropland,NULL,Grassland,Water,Non_Wetland,Forest
304,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
305,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
306,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
307,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
308,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
309,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
310,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
311,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
312,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
313,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
314,Cropland,NULL,Wetland,Water,Wetland,Cropland
315,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
316,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
317,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
318,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
319,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
320,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
321,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
322,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
323,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
324,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
325,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
326,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
327,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
328,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
329,Cropland,NULL,Water,NULL,Water,Grassland
330,Cropland,NULL,Water,NULL,Water,Forest
331,Cropland,NULL,Water,Water,Water,Grassland
332,Cropland,NULL,Water,Water,Water,Cropland
333,Cropland,NULL,Water,Water,Water,Water
334,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
335,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
336,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
337,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
338,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
339,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
340,Cropland,NULL,Forest,Water,Non_Wetland,Forest
341,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
342,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
343,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
344,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
345,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
346,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
347,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
348,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
349,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
350,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
351,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
352,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
353,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
354,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
355,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
356,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
357,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
358,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
359,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
360,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
361,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
362,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
363,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
364,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
365,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
366,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
367,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
368,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
369,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
370,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
371,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
372,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
373,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
374,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
375,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
376,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
377,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
378,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
379,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
380,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
381,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
382,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
383,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
384,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
385,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
386,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL
387,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
388,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
389,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
390,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
391,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
392,Cropland,Bareland,Cropland,Water,Non_Wetland,Bareland
393,Cropland,Bareland,Water,NULL,Water,Grassland
394,Cropland,Bareland,Water,NULL,Water,Bareland
395,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
396,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
397,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
398,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
399,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
400,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
401,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
402,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
403,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
404,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
405,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
406,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
407,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
408,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
409,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
410,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL
411,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
412,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
413,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
414,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
415,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
416,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
417,Cropland,Water,NULL,NULL,Non_Wetland,NULL
418,Cropland,Water,NULL,NULL,Non_Wetland,Grassland
