Value,AFRICA_2024_DynamicWorld_2024_37PEK_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PEK_M_R,AFRICA_2024_GLC_FCS30D_2022_37PEK_M_R,AFRICA_2024_GSW_Yearly_2021_37PEK_M_R,AFRICA_2024_GWL_FCS30D_2022_37PEK_M_R,AFRICA_2024_WorldCover_2021_37PEK_M_R
120,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL
121,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland
122,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland
123,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland
124,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland
125,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up
126,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest
127,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
128,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
129,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
130,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
131,NULL,Cropland,Shrubland,Water,Non_Wetland,Cropland
132,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL
133,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland
134,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland
135,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland
136,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland
137,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up
138,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest
139,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL
140,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
141,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
142,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
143,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Built-up
144,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Water
145,NULL,Cropland,Grassland,Water,Non_Wetland,Grassland
146,NULL,Cropland,Grassland,Water,Non_Wetland,Cropland
147,NULL,Cropland,Grassland,Water,Non_Wetland,Wetland
148,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL
149,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland
150,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland
151,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland
152,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland
153,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up
154,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest
155,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL
156,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
157,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
158,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Forest
159,NULL,Cropland,Cropland,Water,Non_Wetland,NULL
160,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland
161,NULL,Cropland,Cropland,Water,Non_Wetland,Cropland
162,NULL,Cropland,Cropland,Water,Non_Wetland,Wetland
163,NULL,Cropland,Wetland,NULL,Wetland,NULL
164,NULL,Cropland,Wetland,NULL,Wetland,Grassland
165,NULL,Cropland,Wetland,NULL,Wetland,Cropland
166,NULL,Cropland,Wetland,NULL,Wetland,Wetland
167,NULL,Cropland,Wetland,NULL,Wetland,Forest
168,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland
169,NULL,Cropland,Wetland,Non_Water,Wetland,Cropland
170,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland
171,NULL,Cropland,Wetland,Non_Water,Wetland,Forest
172,NULL,Cropland,Wetland,Water,Wetland,Cropland
173,NULL,Cropland,Wetland,Water,Wetland,Wetland
174,NULL,Cropland,Wetland,Water,Wetland,Forest
175,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
176,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
177,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
178,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
179,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
180,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL
181,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland
182,NULL,Cropland,Bareland,NULL,Non_Wetland,Cropland
183,NULL,Cropland,Bareland,NULL,Non_Wetland,Wetland
184,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland
185,NULL,Cropland,Bareland,NULL,Non_Wetland,Built-up
186,NULL,Cropland,Bareland,NULL,Non_Wetland,Forest
187,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
188,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
189,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
190,NULL,Cropland,Bareland,Water,Non_Wetland,Grassland
191,NULL,Cropland,Bareland,Water,Non_Wetland,Cropland
192,NULL,Cropland,Bareland,Water,Non_Wetland,Wetland
193,NULL,Cropland,Bareland,Water,Non_Wetland,Bareland
194,NULL,Cropland,Bareland,Water,Non_Wetland,Water
195,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL
196,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland
197,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland
198,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland
199,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland
200,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up
201,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest
202,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
203,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Built-up
204,NULL,Cropland,Forest,NULL,Non_Wetland,NULL
205,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland
206,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland
207,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland
208,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland
209,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up
210,NULL,Cropland,Forest,NULL,Non_Wetland,Forest
211,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL
212,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland
213,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland
214,NULL,Wetland,NULL,NULL,Non_Wetland,NULL
215,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland
216,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL
217,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland
218,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
219,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL
220,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland
221,NULL,Wetland,Grassland,NULL,Non_Wetland,Cropland
222,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland
223,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland
224,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
225,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL
226,NULL,Wetland,Cropland,NULL,Non_Wetland,Cropland
227,NULL,Wetland,Cropland,NULL,Non_Wetland,Wetland
228,NULL,Wetland,Cropland,NULL,Non_Wetland,Forest
229,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
230,NULL,Wetland,Cropland,Water,Non_Wetland,Grassland
231,NULL,Wetland,Wetland,NULL,Wetland,NULL
232,NULL,Wetland,Wetland,NULL,Wetland,Cropland
233,NULL,Wetland,Wetland,NULL,Wetland,Wetland
234,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland
235,NULL,Wetland,Wetland,Water,Wetland,Cropland
236,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL
237,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland
238,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland
239,NULL,Wetland,Bareland,NULL,Non_Wetland,Bareland
240,NULL,Wetland,Bareland,Non_Water,Non_Wetland,NULL
241,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
242,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
243,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
244,NULL,Wetland,Bareland,Water,Non_Wetland,NULL
245,NULL,Wetland,Bareland,Water,Non_Wetland,Grassland
246,NULL,Wetland,Bareland,Water,Non_Wetland,Bareland
247,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL
248,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland
249,NULL,Wetland,Forest,NULL,Non_Wetland,NULL
250,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland
251,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland
252,NULL,Wetland,Forest,NULL,Non_Wetland,Forest
253,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland
254,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL
255,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland
256,NULL,Bareland,Shrubland,NULL,Non_Wetland,Cropland
257,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland
258,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL
259,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland
260,NULL,Bareland,Grassland,NULL,Non_Wetland,Cropland
261,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland
262,NULL,Bareland,Grassland,NULL,Non_Wetland,Built-up
263,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL
264,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland
265,NULL,Bareland,Cropland,NULL,Non_Wetland,Cropland
266,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland
267,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up
268,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL
269,NULL,Bareland,Bareland,NULL,Non_Wetland,Grassland
270,NULL,Bareland,Bareland,NULL,Non_Wetland,Cropland
271,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland
272,NULL,Bareland,Bareland,NULL,Non_Wetland,Built-up
273,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Built-up
274,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL
275,NULL,Bareland,Built-up,NULL,Non_Wetland,Cropland
276,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland
277,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up
278,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Built-up
279,NULL,Built-up,NULL,NULL,Non_Wetland,NULL
280,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland
281,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland
282,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland
283,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland
284,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up
285,NULL,Built-up,NULL,NULL,Non_Wetland,Forest
286,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL
287,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
288,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland
289,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland
290,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
291,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
292,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
293,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL
294,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
295,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL
296,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL
297,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
298,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland
299,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland
300,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
301,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
302,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
303,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
304,NULL,Built-up,Grassland,Water,Non_Wetland,Grassland
305,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland
306,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL
307,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
308,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland
309,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland
310,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland
311,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up
312,NULL,Built-up,Cropland,NULL,Non_Wetland,Water
313,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
314,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
315,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
316,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Wetland
317,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
318,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Forest
319,NULL,Built-up,Cropland,Water,Non_Wetland,NULL
320,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland
321,NULL,Built-up,Cropland,Water,Non_Wetland,Cropland
322,NULL,Built-up,Cropland,Water,Non_Wetland,Water
323,NULL,Built-up,Wetland,NULL,Wetland,NULL
324,NULL,Built-up,Wetland,NULL,Wetland,Grassland
325,NULL,Built-up,Wetland,NULL,Wetland,Cropland
326,NULL,Built-up,Wetland,NULL,Wetland,Wetland
327,NULL,Built-up,Wetland,NULL,Wetland,Built-up
328,NULL,Built-up,Wetland,NULL,Wetland,Forest
329,NULL,Built-up,Wetland,Non_Water,Wetland,NULL
330,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland
331,NULL,Built-up,Wetland,Water,Wetland,Grassland
332,NULL,Built-up,Wetland,Water,Wetland,Cropland
333,NULL,Built-up,Wetland,Water,Wetland,Wetland
334,NULL,Built-up,Wetland,Water,Wetland,Bareland
335,NULL,Built-up,Wetland,Water,Wetland,Water
336,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
337,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
338,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
339,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
340,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
341,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
342,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
343,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL
344,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
345,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland
346,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland
347,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
348,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
349,NULL,Built-up,Bareland,NULL,Non_Wetland,Water
350,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest
351,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL
352,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Cropland
353,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
354,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
355,NULL,Built-up,Bareland,Water,Non_Wetland,NULL
356,NULL,Built-up,Bareland,Water,Non_Wetland,Grassland
357,NULL,Built-up,Bareland,Water,Non_Wetland,Cropland
358,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland
359,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up
360,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL
361,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
362,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland
363,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland
364,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
365,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
366,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
367,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
368,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
369,NULL,Built-up,Water,NULL,Water,NULL
370,NULL,Built-up,Water,NULL,Water,Grassland
371,NULL,Built-up,Water,NULL,Water,Bareland
372,NULL,Built-up,Water,NULL,Water,Built-up
373,NULL,Built-up,Water,Non_Water,Water,Forest
374,NULL,Built-up,Water,Water,Water,Water
375,NULL,Built-up,Forest,NULL,Non_Wetland,NULL
376,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
377,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland
378,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland
379,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland
380,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up
381,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
382,NULL,Built-up,Forest,Non_Water,Non_Wetland,Forest
383,NULL,Water,NULL,NULL,Non_Wetland,Cropland
384,NULL,Water,NULL,Non_Water,Non_Wetland,NULL
385,NULL,Water,Shrubland,NULL,Non_Wetland,NULL
386,NULL,Water,Shrubland,NULL,Non_Wetland,Cropland
387,NULL,Water,Shrubland,Water,Non_Wetland,NULL
388,NULL,Water,Grassland,NULL,Non_Wetland,NULL
389,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
390,NULL,Water,Grassland,NULL,Non_Wetland,Cropland
391,NULL,Water,Grassland,NULL,Non_Wetland,Bareland
392,NULL,Water,Grassland,Water,Non_Wetland,Grassland
393,NULL,Water,Cropland,NULL,Non_Wetland,NULL
394,NULL,Water,Cropland,NULL,Non_Wetland,Grassland
395,NULL,Water,Cropland,NULL,Non_Wetland,Cropland
396,NULL,Water,Cropland,NULL,Non_Wetland,Wetland
397,NULL,Water,Cropland,NULL,Non_Wetland,Bareland
398,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL
399,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland
400,NULL,Water,Cropland,Non_Water,Non_Wetland,Cropland
401,NULL,Water,Cropland,Water,Non_Wetland,NULL
402,NULL,Water,Cropland,Water,Non_Wetland,Cropland
403,NULL,Water,Wetland,NULL,Wetland,Cropland
404,NULL,Water,Wetland,Water,Wetland,NULL
405,NULL,Water,Wetland,Water,Wetland,Cropland
406,NULL,Water,Wetland,Water,Wetland,Wetland
407,NULL,Water,Wetland,Water,Wetland,Water
408,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
409,NULL,Water,Bareland,NULL,Non_Wetland,NULL
410,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
411,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
412,NULL,Water,Bareland,NULL,Non_Wetland,Built-up
413,NULL,Water,Bareland,Water,Non_Wetland,NULL
414,NULL,Water,Built-up,NULL,Non_Wetland,Grassland
415,NULL,Water,Built-up,NULL,Non_Wetland,Cropland
416,NULL,Water,Built-up,Water,Non_Wetland,Cropland
417,NULL,Water,Forest,NULL,Non_Wetland,NULL
418,NULL,Water,Forest,NULL,Non_Wetland,Bareland
419,NULL,Water,Forest,NULL,Non_Wetland,Forest
420,NULL,Forest,NULL,NULL,Non_Wetland,NULL
421,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
