Value,AFRICA_2024_DynamicWorld_2024_35NQD_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35NQD_M_R,AFRICA_2024_GLC_FCS30D_2022_35NQD_M_R,AFRICA_2024_GSW_Yearly_2021_35NQD_M_R,AFRICA_2024_GWL_FCS30D_2022_35NQD_M_R,AFRICA_2024_WorldCover_2021_35NQD_M_R
126,NULL,Cropland,NULL,NULL,Non_Wetland,Forest
127,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL
128,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland
129,NULL,Cropland,NULL,Non_Water,Non_Wetland,Forest
130,NULL,Cropland,NULL,Water,Non_Wetland,NULL
131,NULL,Cropland,NULL,Water,Non_Wetland,Cropland
132,NULL,Cropland,NULL,Water,Non_Wetland,Water
133,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL
134,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland
135,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland
136,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland
137,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up
138,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water
139,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest
140,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
141,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
142,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
143,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
144,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Built-up
145,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water
146,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
147,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL
148,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland
149,NULL,Cropland,Shrubland,Water,Non_Wetland,Cropland
150,NULL,Cropland,Shrubland,Water,Non_Wetland,Bareland
151,NULL,Cropland,Shrubland,Water,Non_Wetland,Water
152,NULL,Cropland,Shrubland,Water,Non_Wetland,Forest
153,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL
154,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland
155,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL
156,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland
157,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland
158,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland
159,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up
160,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest
161,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL
162,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
163,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
164,NULL,Cropland,Cropland,Water,Non_Wetland,NULL
165,NULL,Cropland,Wetland,NULL,Wetland,NULL
166,NULL,Cropland,Wetland,NULL,Wetland,Grassland
167,NULL,Cropland,Wetland,NULL,Wetland,Wetland
168,NULL,Cropland,Wetland,NULL,Wetland,Bareland
169,NULL,Cropland,Wetland,NULL,Wetland,Water
170,NULL,Cropland,Wetland,NULL,Wetland,Forest
171,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland
172,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland
173,NULL,Cropland,Wetland,Non_Water,Wetland,Water
174,NULL,Cropland,Wetland,Non_Water,Wetland,Forest
175,NULL,Cropland,Wetland,Water,Wetland,NULL
176,NULL,Cropland,Wetland,Water,Wetland,Water
177,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL
178,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland
179,NULL,Cropland,Bareland,NULL,Non_Wetland,Forest
180,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL
181,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Water
182,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Forest
183,NULL,Cropland,Bareland,Water,Non_Wetland,Grassland
184,NULL,Cropland,Bareland,Water,Non_Wetland,Water
185,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL
186,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland
187,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland
188,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland
189,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up
190,NULL,Cropland,Built-up,NULL,Non_Wetland,Water
191,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest
192,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
193,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Built-up
194,NULL,Cropland,Built-up,Water,Non_Wetland,Water
195,NULL,Cropland,Water,NULL,Water,NULL
196,NULL,Cropland,Water,Non_Water,Water,NULL
197,NULL,Cropland,Water,Water,Water,NULL
198,NULL,Cropland,Water,Water,Water,Bareland
199,NULL,Cropland,Water,Water,Water,Water
200,NULL,Cropland,Water,Water,Water,Forest
201,NULL,Cropland,Forest,NULL,Non_Wetland,NULL
202,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland
203,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland
204,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland
205,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland
206,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up
207,NULL,Cropland,Forest,NULL,Non_Wetland,Water
208,NULL,Cropland,Forest,NULL,Non_Wetland,Forest
209,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL
210,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland
211,NULL,Cropland,Forest,Non_Water,Non_Wetland,Bareland
212,NULL,Cropland,Forest,Non_Water,Non_Wetland,Forest
213,NULL,Cropland,Forest,Water,Non_Wetland,NULL
214,NULL,Cropland,Forest,Water,Non_Wetland,Grassland
215,NULL,Cropland,Forest,Water,Non_Wetland,Cropland
216,NULL,Cropland,Forest,Water,Non_Wetland,Bareland
217,NULL,Cropland,Forest,Water,Non_Wetland,Water
218,NULL,Cropland,Forest,Water,Non_Wetland,Forest
219,NULL,Wetland,NULL,NULL,Non_Wetland,NULL
220,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland
221,NULL,Wetland,NULL,NULL,Non_Wetland,Forest
222,NULL,Wetland,NULL,Water,Non_Wetland,NULL
223,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL
224,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland
225,NULL,Wetland,Shrubland,NULL,Non_Wetland,Cropland
226,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland
227,NULL,Wetland,Shrubland,NULL,Non_Wetland,Built-up
228,NULL,Wetland,Shrubland,NULL,Non_Wetland,Forest
229,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
230,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL
231,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland
232,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland
233,NULL,Wetland,Shrubland,Water,Non_Wetland,Built-up
234,NULL,Wetland,Shrubland,Water,Non_Wetland,Water
235,NULL,Wetland,Shrubland,Water,Non_Wetland,Forest
236,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL
237,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland
238,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland
239,NULL,Wetland,Cropland,NULL,Non_Wetland,Forest
240,NULL,Wetland,Cropland,Water,Non_Wetland,Forest
241,NULL,Wetland,Wetland,NULL,Wetland,NULL
242,NULL,Wetland,Wetland,NULL,Wetland,Grassland
243,NULL,Wetland,Wetland,NULL,Wetland,Wetland
244,NULL,Wetland,Wetland,NULL,Wetland,Bareland
245,NULL,Wetland,Wetland,NULL,Wetland,Water
246,NULL,Wetland,Wetland,NULL,Wetland,Forest
247,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland
248,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland
249,NULL,Wetland,Wetland,Non_Water,Wetland,Water
250,NULL,Wetland,Wetland,Non_Water,Wetland,Forest
251,NULL,Wetland,Wetland,Water,Wetland,NULL
252,NULL,Wetland,Wetland,Water,Wetland,Grassland
253,NULL,Wetland,Wetland,Water,Wetland,Water
254,NULL,Wetland,Wetland,Water,Wetland,Forest
255,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL
256,NULL,Wetland,Bareland,NULL,Non_Wetland,Forest
257,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Forest
258,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL
259,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland
260,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland
261,NULL,Wetland,Built-up,NULL,Non_Wetland,Built-up
262,NULL,Wetland,Built-up,NULL,Non_Wetland,Water
263,NULL,Wetland,Built-up,NULL,Non_Wetland,Forest
264,NULL,Wetland,Built-up,Water,Non_Wetland,Water
265,NULL,Wetland,Water,NULL,Water,Water
266,NULL,Wetland,Water,Non_Water,Water,Water
267,NULL,Wetland,Water,Non_Water,Water,Forest
268,NULL,Wetland,Water,Water,Water,Grassland
269,NULL,Wetland,Water,Water,Water,Wetland
270,NULL,Wetland,Water,Water,Water,Bareland
271,NULL,Wetland,Water,Water,Water,Water
272,NULL,Wetland,Water,Water,Water,Forest
273,NULL,Wetland,Forest,NULL,Non_Wetland,NULL
274,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland
275,NULL,Wetland,Forest,NULL,Non_Wetland,Cropland
276,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland
277,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland
278,NULL,Wetland,Forest,NULL,Non_Wetland,Water
279,NULL,Wetland,Forest,NULL,Non_Wetland,Forest
280,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland
281,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland
282,NULL,Wetland,Forest,Non_Water,Non_Wetland,Forest
283,NULL,Wetland,Forest,Water,Non_Wetland,NULL
284,NULL,Wetland,Forest,Water,Non_Wetland,Grassland
285,NULL,Wetland,Forest,Water,Non_Wetland,Water
286,NULL,Wetland,Forest,Water,Non_Wetland,Forest
287,NULL,Bareland,NULL,NULL,Non_Wetland,Grassland
288,NULL,Bareland,NULL,NULL,Non_Wetland,Cropland
289,NULL,Bareland,NULL,NULL,Non_Wetland,Forest
290,NULL,Bareland,NULL,Water,Non_Wetland,Bareland
291,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL
292,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland
293,NULL,Bareland,Shrubland,NULL,Non_Wetland,Cropland
294,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland
295,NULL,Bareland,Shrubland,NULL,Non_Wetland,Built-up
296,NULL,Bareland,Shrubland,NULL,Non_Wetland,Water
297,NULL,Bareland,Shrubland,NULL,Non_Wetland,Forest
298,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
299,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Built-up
300,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Water
301,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL
302,NULL,Bareland,Shrubland,Water,Non_Wetland,Grassland
303,NULL,Bareland,Shrubland,Water,Non_Wetland,Bareland
304,NULL,Bareland,Shrubland,Water,Non_Wetland,Built-up
305,NULL,Bareland,Shrubland,Water,Non_Wetland,Water
306,NULL,Bareland,Shrubland,Water,Non_Wetland,Forest
307,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL
308,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland
309,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up
310,NULL,Bareland,Cropland,NULL,Non_Wetland,Forest
311,NULL,Bareland,Wetland,NULL,Wetland,NULL
312,NULL,Bareland,Wetland,NULL,Wetland,Forest
313,NULL,Bareland,Wetland,Non_Water,Wetland,Bareland
314,NULL,Bareland,Wetland,Water,Wetland,Bareland
315,NULL,Bareland,Wetland,Water,Wetland,Water
316,NULL,Bareland,Wetland,Water,Wetland,Forest
317,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
318,NULL,Bareland,Bareland,Water,Non_Wetland,Bareland
319,NULL,Bareland,Bareland,Water,Non_Wetland,Water
320,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland
321,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland
322,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up
323,NULL,Bareland,Built-up,NULL,Non_Wetland,Water
324,NULL,Bareland,Built-up,NULL,Non_Wetland,Forest
325,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
326,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Built-up
327,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Water
328,NULL,Bareland,Built-up,Water,Non_Wetland,Grassland
329,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland
330,NULL,Bareland,Built-up,Water,Non_Wetland,Built-up
331,NULL,Bareland,Built-up,Water,Non_Wetland,Water
332,NULL,Bareland,Water,NULL,Water,Bareland
333,NULL,Bareland,Water,Non_Water,Water,Bareland
334,NULL,Bareland,Water,Non_Water,Water,Built-up
335,NULL,Bareland,Water,Water,Water,Grassland
336,NULL,Bareland,Water,Water,Water,Bareland
337,NULL,Bareland,Water,Water,Water,Water
338,NULL,Bareland,Forest,NULL,Non_Wetland,NULL
339,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland
340,NULL,Bareland,Forest,NULL,Non_Wetland,Cropland
341,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland
342,NULL,Bareland,Forest,NULL,Non_Wetland,Forest
343,NULL,Bareland,Forest,Non_Water,Non_Wetland,Bareland
344,NULL,Bareland,Forest,Water,Non_Wetland,NULL
345,NULL,Built-up,NULL,NULL,Non_Wetland,NULL
346,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland
347,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland
348,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland
349,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up
350,NULL,Built-up,NULL,NULL,Non_Wetland,Forest
351,NULL,Built-up,NULL,Non_Water,Non_Wetland,Forest
352,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL
353,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
354,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland
355,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
356,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
357,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
358,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
359,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
360,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up
361,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland
362,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up
363,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL
364,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
365,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland
366,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL
367,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
368,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland
369,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland
370,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up
371,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
372,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up
373,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland
374,NULL,Built-up,Wetland,NULL,Wetland,NULL
375,NULL,Built-up,Wetland,NULL,Wetland,Grassland
376,NULL,Built-up,Wetland,NULL,Wetland,Water
377,NULL,Built-up,Wetland,NULL,Wetland,Forest
378,NULL,Built-up,Wetland,Water,Wetland,NULL
379,NULL,Built-up,Wetland,Water,Wetland,Bareland
380,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL
381,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest
382,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL
383,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
384,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland
385,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
386,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
387,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
388,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
389,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
390,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
391,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Forest
392,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland
393,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up
394,NULL,Built-up,Built-up,Water,Non_Wetland,Water
395,NULL,Built-up,Water,NULL,Water,Bareland
396,NULL,Built-up,Water,Water,Water,Water
397,NULL,Built-up,Forest,NULL,Non_Wetland,NULL
398,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
399,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland
400,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland
401,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up
402,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
403,NULL,Water,NULL,NULL,Non_Wetland,NULL
404,NULL,Water,NULL,NULL,Non_Wetland,Grassland
405,NULL,Water,NULL,NULL,Non_Wetland,Cropland
406,NULL,Water,NULL,NULL,Non_Wetland,Bareland
407,NULL,Water,NULL,NULL,Non_Wetland,Built-up
408,NULL,Water,NULL,NULL,Non_Wetland,Water
409,NULL,Water,NULL,NULL,Non_Wetland,Forest
410,NULL,Water,NULL,Non_Water,Non_Wetland,NULL
411,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland
412,NULL,Water,NULL,Non_Water,Non_Wetland,Water
413,NULL,Water,NULL,Non_Water,Non_Wetland,Forest
414,NULL,Water,NULL,Water,Non_Wetland,Grassland
415,NULL,Water,NULL,Water,Non_Wetland,Water
416,NULL,Water,NULL,Water,Non_Wetland,Forest
417,NULL,Water,Shrubland,NULL,Non_Wetland,NULL
418,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
419,NULL,Water,Shrubland,NULL,Non_Wetland,Cropland
420,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland
421,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland
422,NULL,Water,Shrubland,NULL,Non_Wetland,Built-up
423,NULL,Water,Shrubland,NULL,Non_Wetland,Water
424,NULL,Water,Shrubland,NULL,Non_Wetland,Forest
425,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL
426,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland
427,NULL,Water,Shrubland,Non_Water,Non_Wetland,Built-up
428,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water
429,NULL,Water,Shrubland,Non_Water,Non_Wetland,Forest
430,NULL,Water,Shrubland,Water,Non_Wetland,NULL
431,NULL,Water,Shrubland,Water,Non_Wetland,Grassland
432,NULL,Water,Shrubland,Water,Non_Wetland,Cropland
433,NULL,Water,Shrubland,Water,Non_Wetland,Wetland
434,NULL,Water,Shrubland,Water,Non_Wetland,Bareland
435,NULL,Water,Shrubland,Water,Non_Wetland,Built-up
436,NULL,Water,Shrubland,Water,Non_Wetland,Water
