Value,AFRICA_2024_DynamicWorld_2024_37NBJ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NBJ_M_R,AFRICA_2024_GLC_FCS30D_2022_37NBJ_M_R,AFRICA_2024_GSW_Yearly_2021_37NBJ_M_R,AFRICA_2024_GWL_FCS30D_2022_37NBJ_M_R,AFRICA_2024_WorldCover_2021_37NBJ_M_R
119,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland
120,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland
121,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland
122,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up
123,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest
124,NULL,Cropland,Forest,NULL,Non_Wetland,NULL
125,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland
126,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland
127,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland
128,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland
129,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up
130,NULL,Cropland,Forest,NULL,Non_Wetland,Water
131,NULL,Cropland,Forest,NULL,Non_Wetland,Forest
132,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland
133,NULL,Cropland,Forest,Non_Water,Non_Wetland,Cropland
134,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland
135,NULL,Cropland,Forest,Water,Non_Wetland,Grassland
136,NULL,Cropland,Forest,Water,Non_Wetland,Cropland
137,NULL,Wetland,Forest,NULL,Non_Wetland,Forest
138,NULL,Bareland,NULL,NULL,Non_Wetland,Grassland
139,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland
140,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland
141,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland
142,NULL,Bareland,Cropland,NULL,Non_Wetland,Cropland
143,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland
144,NULL,Bareland,Forest,NULL,Non_Wetland,Cropland
145,NULL,Built-up,NULL,NULL,Non_Wetland,NULL
146,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland
147,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland
148,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland
149,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland
150,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up
151,NULL,Built-up,NULL,NULL,Non_Wetland,Forest
152,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL
153,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
154,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland
155,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland
156,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
157,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
158,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
159,NULL,Built-up,Shrubland,Water,Non_Wetland,Forest
160,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL
161,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
162,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland
163,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
164,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
165,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
166,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL
167,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
168,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland
169,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland
170,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland
171,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up
172,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
173,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland
174,NULL,Built-up,Cropland,Water,Non_Wetland,Cropland
175,NULL,Built-up,Cropland,Water,Non_Wetland,Forest
176,NULL,Built-up,Wetland,NULL,Wetland,Cropland
177,NULL,Built-up,Wetland,NULL,Wetland,Built-up
178,NULL,Built-up,Wetland,NULL,Wetland,Forest
179,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
180,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
181,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
182,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
183,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
184,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
185,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland
186,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
187,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
188,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest
189,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
190,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland
191,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL
192,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
193,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland
194,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland
195,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
196,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
197,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
198,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up
199,NULL,Built-up,Built-up,Water,Non_Wetland,Forest
200,NULL,Built-up,Water,NULL,Water,Grassland
201,NULL,Built-up,Forest,NULL,Non_Wetland,NULL
202,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
203,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland
204,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland
205,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland
206,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up
207,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
208,NULL,Built-up,Forest,Non_Water,Non_Wetland,Forest
209,NULL,Built-up,Forest,Water,Non_Wetland,Forest
210,NULL,Water,NULL,NULL,Non_Wetland,Wetland
211,NULL,Water,NULL,NULL,Non_Wetland,Bareland
212,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
213,NULL,Water,Shrubland,NULL,Non_Wetland,Forest
214,NULL,Water,Shrubland,Water,Non_Wetland,Grassland
215,NULL,Water,Shrubland,Water,Non_Wetland,Cropland
216,NULL,Water,Shrubland,Water,Non_Wetland,Forest
217,NULL,Water,Cropland,NULL,Non_Wetland,NULL
218,NULL,Water,Cropland,NULL,Non_Wetland,Cropland
219,NULL,Water,Cropland,NULL,Non_Wetland,Forest
220,NULL,Water,Cropland,Water,Non_Wetland,Grassland
221,NULL,Water,Cropland,Water,Non_Wetland,Cropland
222,NULL,Water,Bareland,NULL,Non_Wetland,NULL
223,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
224,NULL,Water,Bareland,NULL,Non_Wetland,Cropland
225,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
226,NULL,Water,Bareland,NULL,Non_Wetland,Forest
227,NULL,Water,Built-up,NULL,Non_Wetland,Cropland
228,NULL,Water,Forest,NULL,Non_Wetland,NULL
229,NULL,Water,Forest,NULL,Non_Wetland,Grassland
230,NULL,Water,Forest,NULL,Non_Wetland,Cropland
231,NULL,Water,Forest,NULL,Non_Wetland,Wetland
232,NULL,Water,Forest,NULL,Non_Wetland,Bareland
233,NULL,Water,Forest,NULL,Non_Wetland,Forest
234,NULL,Water,Forest,Water,Non_Wetland,Cropland
235,NULL,Water,Forest,Water,Non_Wetland,Forest
236,NULL,Forest,NULL,NULL,Non_Wetland,NULL
237,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
238,NULL,Forest,NULL,NULL,Non_Wetland,Cropland
239,NULL,Forest,NULL,NULL,Non_Wetland,Wetland
240,NULL,Forest,NULL,NULL,Non_Wetland,Built-up
241,NULL,Forest,NULL,NULL,Non_Wetland,Forest
242,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
243,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
244,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
245,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
246,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up
247,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
248,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
249,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
250,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland
251,NULL,Forest,Shrubland,Water,Non_Wetland,Cropland
252,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
253,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
254,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
255,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
256,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
257,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland
258,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up
259,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
260,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
261,NULL,Forest,Bareland,NULL,Non_Wetland,Cropland
262,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
263,NULL,Forest,Bareland,Water,Non_Wetland,Grassland
264,NULL,Forest,Bareland,Water,Non_Wetland,Cropland
265,NULL,Forest,Bareland,Water,Non_Wetland,Forest
266,NULL,Forest,Built-up,NULL,Non_Wetland,NULL
267,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
268,NULL,Forest,Built-up,NULL,Non_Wetland,Cropland
269,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland
270,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up
271,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
272,NULL,Forest,Forest,NULL,Non_Wetland,NULL
273,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
274,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
275,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
276,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
277,NULL,Forest,Forest,NULL,Non_Wetland,Built-up
278,NULL,Forest,Forest,NULL,Non_Wetland,Forest
279,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL
280,NULL,Forest,Forest,Non_Water,Non_Wetland,Cropland
281,NULL,Forest,Forest,Water,Non_Wetland,NULL
282,NULL,Forest,Forest,Water,Non_Wetland,Grassland
283,NULL,Forest,Forest,Water,Non_Wetland,Cropland
284,Grassland,NULL,NULL,NULL,Non_Wetland,NULL
285,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
286,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland
287,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland
288,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
289,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland
290,Grassland,NULL,NULL,Non_Water,Non_Wetland,Cropland
291,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland
292,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest
293,Grassland,NULL,NULL,Water,Non_Wetland,Grassland
294,Grassland,NULL,NULL,Water,Non_Wetland,Cropland
295,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
296,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
297,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
298,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland
299,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland
300,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up
301,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
302,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
303,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
304,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
305,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland
306,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland
307,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland
308,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
309,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
310,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
311,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
312,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
313,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland
314,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up
315,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
316,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
317,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland
318,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland
319,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland
320,Grassland,NULL,Wetland,NULL,Wetland,NULL
321,Grassland,NULL,Wetland,NULL,Wetland,Grassland
322,Grassland,NULL,Wetland,NULL,Wetland,Cropland
323,Grassland,NULL,Wetland,NULL,Wetland,Wetland
324,Grassland,NULL,Wetland,NULL,Wetland,Forest
325,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland
326,Grassland,NULL,Wetland,Water,Wetland,Grassland
327,Grassland,NULL,Wetland,Water,Wetland,Cropland
328,Grassland,NULL,Wetland,Water,Wetland,Wetland
329,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL
330,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
331,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland
332,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland
333,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland
334,Grassland,NULL,Bareland,NULL,Non_Wetland,Built-up
335,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest
336,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
337,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL
338,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
339,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland
340,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up
341,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest
342,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
343,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
344,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
345,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
346,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up
347,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
348,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL
349,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
350,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland
351,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland
352,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
353,Grassland,NULL,Forest,Water,Non_Wetland,Grassland
354,Grassland,NULL,Forest,Water,Non_Wetland,Cropland
355,Grassland,NULL,Forest,Water,Non_Wetland,Wetland
356,Grassland,NULL,Forest,Water,Non_Wetland,Forest
357,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL
358,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
359,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland
360,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland
361,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland
362,Grassland,Cropland,NULL,NULL,Non_Wetland,Built-up
363,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest
364,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
365,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
366,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland
367,Grassland,Cropland,NULL,Water,Non_Wetland,Cropland
368,Grassland,Cropland,NULL,Water,Non_Wetland,Wetland
369,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
370,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
371,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
372,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
373,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
374,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
375,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
376,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
377,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
378,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
379,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland
380,Grassland,Cropland,Shrubland,Water,Non_Wetland,Cropland
381,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland
382,Grassland,Cropland,Shrubland,Water,Non_Wetland,Bareland
383,Grassland,Cropland,Shrubland,Water,Non_Wetland,Water
384,Grassland,Cropland,Shrubland,Water,Non_Wetland,Forest
385,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL
386,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
387,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
388,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland
389,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland
390,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up
391,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
392,Grassland,Cropland,Grassland,Water,Non_Wetland,Cropland
393,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
394,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
395,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
396,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland
397,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland
398,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up
399,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water
400,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
401,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
402,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
403,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland
404,Grassland,Cropland,Cropland,Water,Non_Wetland,Cropland
405,Grassland,Cropland,Cropland,Water,Non_Wetland,Wetland
406,Grassland,Cropland,Cropland,Water,Non_Wetland,Water
407,Grassland,Cropland,Wetland,NULL,Wetland,NULL
408,Grassland,Cropland,Wetland,NULL,Wetland,Grassland
409,Grassland,Cropland,Wetland,NULL,Wetland,Cropland
410,Grassland,Cropland,Wetland,NULL,Wetland,Wetland
411,Grassland,Cropland,Wetland,NULL,Wetland,Forest
412,Grassland,Cropland,Wetland,Non_Water,Wetland,Cropland
413,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland
414,Grassland,Cropland,Wetland,Non_Water,Wetland,Forest
415,Grassland,Cropland,Wetland,Water,Wetland,Cropland
416,Grassland,Cropland,Wetland,Water,Wetland,Wetland
417,Grassland,Cropland,Wetland,Water,Wetland,Water
418,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
419,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
420,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
