Value,AFRICA_2024_DynamicWorld_2024_37NCJ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NCJ_M_R,AFRICA_2024_GLC_FCS30D_2022_37NCJ_M_R,AFRICA_2024_GSW_Yearly_2021_37NCJ_M_R,AFRICA_2024_GWL_FCS30D_2022_37NCJ_M_R,AFRICA_2024_WorldCover_2021_37NCJ_M_R
122,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland
123,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland
124,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up
125,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest
126,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
127,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
128,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland
129,NULL,Cropland,Shrubland,Water,Non_Wetland,Cropland
130,NULL,Cropland,Shrubland,Water,Non_Wetland,Wetland
131,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL
132,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland
133,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland
134,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland
135,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up
136,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest
137,NULL,Cropland,Grassland,Water,Non_Wetland,Cropland
138,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL
139,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland
140,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland
141,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland
142,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland
143,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up
144,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest
145,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
146,NULL,Cropland,Cropland,Water,Non_Wetland,Cropland
147,NULL,Cropland,Cropland,Water,Non_Wetland,Wetland
148,NULL,Cropland,Wetland,NULL,Wetland,Grassland
149,NULL,Cropland,Wetland,NULL,Wetland,Cropland
150,NULL,Cropland,Wetland,NULL,Wetland,Wetland
151,NULL,Cropland,Wetland,Non_Water,Wetland,Cropland
152,NULL,Cropland,Wetland,Water,Wetland,Cropland
153,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
154,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
155,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
156,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
157,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
158,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
159,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL
160,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland
161,NULL,Cropland,Bareland,NULL,Non_Wetland,Cropland
162,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland
163,NULL,Cropland,Bareland,NULL,Non_Wetland,Built-up
164,NULL,Cropland,Bareland,NULL,Non_Wetland,Water
165,NULL,Cropland,Bareland,NULL,Non_Wetland,Forest
166,NULL,Cropland,Bareland,Water,Non_Wetland,Cropland
167,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL
168,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland
169,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland
170,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland
171,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up
172,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest
173,NULL,Cropland,Forest,NULL,Non_Wetland,NULL
174,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland
175,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland
176,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland
177,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland
178,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up
179,NULL,Cropland,Forest,NULL,Non_Wetland,Forest
180,NULL,Cropland,Forest,Non_Water,Non_Wetland,Cropland
181,NULL,Cropland,Forest,Water,Non_Wetland,Grassland
182,NULL,Cropland,Forest,Water,Non_Wetland,Cropland
183,NULL,Wetland,NULL,NULL,Non_Wetland,Cropland
184,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland
185,NULL,Wetland,Cropland,NULL,Non_Wetland,Cropland
186,NULL,Bareland,Shrubland,NULL,Non_Wetland,Cropland
187,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland
188,NULL,Bareland,Bareland,NULL,Non_Wetland,Built-up
189,NULL,Bareland,Forest,NULL,Non_Wetland,NULL
190,NULL,Built-up,NULL,NULL,Non_Wetland,NULL
191,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland
192,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland
193,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland
194,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland
195,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up
196,NULL,Built-up,NULL,NULL,Non_Wetland,Forest
197,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL
198,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
199,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland
200,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland
201,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
202,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
203,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
204,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
205,NULL,Built-up,Shrubland,Water,Non_Wetland,Cropland
206,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL
207,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
208,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland
209,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland
210,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
211,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
212,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
213,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Cropland
214,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL
215,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
216,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland
217,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland
218,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland
219,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up
220,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
221,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Wetland
222,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland
223,NULL,Built-up,Cropland,Water,Non_Wetland,Cropland
224,NULL,Built-up,Wetland,NULL,Wetland,NULL
225,NULL,Built-up,Wetland,NULL,Wetland,Cropland
226,NULL,Built-up,Wetland,NULL,Wetland,Built-up
227,NULL,Built-up,Wetland,NULL,Wetland,Forest
228,NULL,Built-up,Wetland,Non_Water,Wetland,Cropland
229,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
230,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
231,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
232,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
233,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
234,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
235,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL
236,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
237,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland
238,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
239,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
240,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest
241,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL
242,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
243,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland
244,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland
245,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
246,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
247,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
248,NULL,Built-up,Forest,NULL,Non_Wetland,NULL
249,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
250,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland
251,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland
252,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland
253,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up
254,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
255,NULL,Built-up,Forest,Non_Water,Non_Wetland,Cropland
256,NULL,Built-up,Forest,Water,Non_Wetland,Grassland
257,NULL,Water,Shrubland,NULL,Non_Wetland,NULL
258,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
259,NULL,Water,Shrubland,NULL,Non_Wetland,Cropland
260,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland
261,NULL,Water,Shrubland,NULL,Non_Wetland,Forest
262,NULL,Water,Shrubland,Non_Water,Non_Wetland,Cropland
263,NULL,Water,Shrubland,Water,Non_Wetland,NULL
264,NULL,Water,Shrubland,Water,Non_Wetland,Grassland
265,NULL,Water,Shrubland,Water,Non_Wetland,Cropland
266,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
267,NULL,Water,Grassland,NULL,Non_Wetland,Cropland
268,NULL,Water,Grassland,NULL,Non_Wetland,Built-up
269,NULL,Water,Grassland,Non_Water,Non_Wetland,Cropland
270,NULL,Water,Cropland,NULL,Non_Wetland,NULL
271,NULL,Water,Cropland,NULL,Non_Wetland,Grassland
272,NULL,Water,Cropland,NULL,Non_Wetland,Cropland
273,NULL,Water,Cropland,NULL,Non_Wetland,Built-up
274,NULL,Water,Cropland,Water,Non_Wetland,Grassland
275,NULL,Water,Cropland,Water,Non_Wetland,Cropland
276,NULL,Water,Cropland,Water,Non_Wetland,Forest
277,NULL,Water,Wetland,NULL,Wetland,Grassland
278,NULL,Water,Wetland,NULL,Wetland,Cropland
279,NULL,Water,Wetland,Non_Water,Wetland,Cropland
280,NULL,Water,Bareland,NULL,Non_Wetland,NULL
281,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
282,NULL,Water,Bareland,NULL,Non_Wetland,Cropland
283,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
284,NULL,Water,Bareland,NULL,Non_Wetland,Forest
285,NULL,Water,Bareland,Water,Non_Wetland,Grassland
286,NULL,Water,Bareland,Water,Non_Wetland,Bareland
287,NULL,Water,Built-up,NULL,Non_Wetland,Grassland
288,NULL,Water,Built-up,NULL,Non_Wetland,Forest
289,NULL,Water,Water,NULL,Water,Grassland
290,NULL,Water,Forest,NULL,Non_Wetland,NULL
291,NULL,Water,Forest,NULL,Non_Wetland,Grassland
292,NULL,Water,Forest,NULL,Non_Wetland,Cropland
293,NULL,Water,Forest,NULL,Non_Wetland,Forest
294,NULL,Water,Forest,Water,Non_Wetland,Cropland
295,NULL,Forest,NULL,NULL,Non_Wetland,NULL
296,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
297,NULL,Forest,NULL,NULL,Non_Wetland,Cropland
298,NULL,Forest,NULL,NULL,Non_Wetland,Wetland
299,NULL,Forest,NULL,NULL,Non_Wetland,Bareland
300,NULL,Forest,NULL,NULL,Non_Wetland,Built-up
301,NULL,Forest,NULL,NULL,Non_Wetland,Forest
302,NULL,Forest,NULL,Water,Non_Wetland,Cropland
303,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
304,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
305,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
306,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
307,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
308,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up
309,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
310,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
311,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
312,NULL,Forest,Shrubland,Water,Non_Wetland,NULL
313,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland
314,NULL,Forest,Shrubland,Water,Non_Wetland,Cropland
315,NULL,Forest,Shrubland,Water,Non_Wetland,Forest
316,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
317,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
318,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland
319,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
320,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
321,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
322,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
323,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
324,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland
325,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland
326,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up
327,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
328,NULL,Forest,Wetland,NULL,Wetland,Cropland
329,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
330,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
331,NULL,Forest,Bareland,NULL,Non_Wetland,Cropland
332,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland
333,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
334,NULL,Forest,Bareland,Non_Water,Non_Wetland,Grassland
335,NULL,Forest,Bareland,Non_Water,Non_Wetland,Forest
336,NULL,Forest,Bareland,Water,Non_Wetland,NULL
337,NULL,Forest,Bareland,Water,Non_Wetland,Grassland
338,NULL,Forest,Bareland,Water,Non_Wetland,Cropland
339,NULL,Forest,Bareland,Water,Non_Wetland,Water
340,NULL,Forest,Bareland,Water,Non_Wetland,Forest
341,NULL,Forest,Built-up,NULL,Non_Wetland,NULL
342,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
343,NULL,Forest,Built-up,NULL,Non_Wetland,Cropland
344,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland
345,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up
346,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
347,NULL,Forest,Forest,NULL,Non_Wetland,NULL
348,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
349,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
350,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
351,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
352,NULL,Forest,Forest,NULL,Non_Wetland,Built-up
353,NULL,Forest,Forest,NULL,Non_Wetland,Forest
354,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL
355,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
356,NULL,Forest,Forest,Non_Water,Non_Wetland,Cropland
357,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
358,NULL,Forest,Forest,Water,Non_Wetland,NULL
359,NULL,Forest,Forest,Water,Non_Wetland,Grassland
360,NULL,Forest,Forest,Water,Non_Wetland,Cropland
361,NULL,Forest,Forest,Water,Non_Wetland,Forest
362,Grassland,NULL,NULL,NULL,Non_Wetland,NULL
363,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
364,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland
365,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland
366,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up
367,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
368,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland
369,Grassland,NULL,NULL,Non_Water,Non_Wetland,Cropland
370,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland
371,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland
372,Grassland,NULL,NULL,Water,Non_Wetland,NULL
373,Grassland,NULL,NULL,Water,Non_Wetland,Grassland
374,Grassland,NULL,NULL,Water,Non_Wetland,Cropland
375,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
376,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
377,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
378,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland
379,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland
380,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up
381,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
382,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
383,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
384,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
385,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
386,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL
387,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland
388,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland
389,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland
390,Grassland,NULL,Shrubland,Water,Non_Wetland,Water
391,Grassland,NULL,Shrubland,Water,Non_Wetland,Forest
392,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
393,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
394,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
395,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up
396,Grassland,NULL,Grassland,NULL,Non_Wetland,Water
397,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
398,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
399,Grassland,NULL,Grassland,Water,Non_Wetland,Cropland
400,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
401,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
402,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
403,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland
404,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland
405,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up
406,Grassland,NULL,Cropland,NULL,Non_Wetland,Water
407,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
408,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
409,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
410,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
411,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
412,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland
413,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland
414,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland
415,Grassland,NULL,Wetland,NULL,Wetland,NULL
416,Grassland,NULL,Wetland,NULL,Wetland,Grassland
417,Grassland,NULL,Wetland,NULL,Wetland,Cropland
418,Grassland,NULL,Wetland,NULL,Wetland,Wetland
419,Grassland,NULL,Wetland,NULL,Wetland,Bareland
420,Grassland,NULL,Wetland,NULL,Wetland,Water
421,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland
422,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland
423,Grassland,NULL,Wetland,Non_Water,Wetland,Water
424,Grassland,NULL,Wetland,Water,Wetland,Grassland
