Value,AFRICA_2024_DynamicWorld_2024_36NUM_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NUM_M_R,AFRICA_2024_GLC_FCS30D_2022_36NUM_M_R,AFRICA_2024_GSW_Yearly_2021_36NUM_M_R,AFRICA_2024_GWL_FCS30D_2022_36NUM_M_R,AFRICA_2024_WorldCover_2021_36NUM_M_R
119,NULL,Wetland,Cropland,NULL,Non_Wetland,Wetland
120,NULL,Wetland,Wetland,NULL,Wetland,Grassland
121,NULL,Wetland,Wetland,NULL,Wetland,Wetland
122,NULL,Wetland,Wetland,NULL,Wetland,Forest
123,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland
124,NULL,Wetland,Wetland,Water,Wetland,Wetland
125,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL
126,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland
127,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland
128,NULL,Wetland,Bareland,NULL,Non_Wetland,Bareland
129,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland
130,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland
131,NULL,Wetland,Built-up,NULL,Non_Wetland,Built-up
132,NULL,Wetland,Built-up,Water,Non_Wetland,Wetland
133,NULL,Wetland,Water,Water,Water,Wetland
134,NULL,Wetland,Forest,NULL,Non_Wetland,NULL
135,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland
136,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland
137,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland
138,NULL,Wetland,Forest,NULL,Non_Wetland,Built-up
139,NULL,Wetland,Forest,NULL,Non_Wetland,Forest
140,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland
141,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland
142,NULL,Wetland,Forest,Water,Non_Wetland,Wetland
143,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland
144,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland
145,NULL,Bareland,Shrubland,Water,Non_Wetland,Bareland
146,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland
147,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland
148,NULL,Built-up,NULL,NULL,Non_Wetland,NULL
149,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland
150,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland
151,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland
152,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up
153,NULL,Built-up,NULL,NULL,Non_Wetland,Forest
154,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland
155,NULL,Built-up,NULL,Non_Water,Non_Wetland,Wetland
156,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL
157,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
158,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland
159,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
160,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
161,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
162,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL
163,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
164,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland
165,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
166,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up
167,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
168,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland
169,NULL,Built-up,Shrubland,Water,Non_Wetland,Wetland
170,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
171,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland
172,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
173,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
174,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
175,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
176,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
177,NULL,Built-up,Grassland,Water,Non_Wetland,Grassland
178,NULL,Built-up,Grassland,Water,Non_Wetland,Wetland
179,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland
180,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
181,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland
182,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland
183,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up
184,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
185,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
186,NULL,Built-up,Cropland,Water,Non_Wetland,Wetland
187,NULL,Built-up,Wetland,NULL,Wetland,Grassland
188,NULL,Built-up,Wetland,NULL,Wetland,Wetland
189,NULL,Built-up,Wetland,NULL,Wetland,Bareland
190,NULL,Built-up,Wetland,NULL,Wetland,Forest
191,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland
192,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
193,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland
194,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
195,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
196,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
197,NULL,Built-up,Bareland,Water,Non_Wetland,Grassland
198,NULL,Built-up,Bareland,Water,Non_Wetland,Wetland
199,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL
200,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
201,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland
202,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
203,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
204,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
205,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
206,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Wetland
207,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
208,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
209,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland
210,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland
211,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland
212,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up
213,NULL,Built-up,Water,NULL,Water,Bareland
214,NULL,Built-up,Water,Water,Water,Wetland
215,NULL,Built-up,Water,Water,Water,Bareland
216,NULL,Built-up,Forest,NULL,Non_Wetland,NULL
217,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
218,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland
219,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland
220,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up
221,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
222,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL
223,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland
224,NULL,Built-up,Forest,Non_Water,Non_Wetland,Wetland
225,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up
226,NULL,Built-up,Forest,Water,Non_Wetland,Grassland
227,NULL,Water,NULL,NULL,Non_Wetland,Grassland
228,NULL,Water,NULL,NULL,Non_Wetland,Wetland
229,NULL,Water,Shrubland,NULL,Non_Wetland,NULL
230,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
231,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland
232,NULL,Water,Shrubland,NULL,Non_Wetland,Built-up
233,NULL,Water,Shrubland,NULL,Non_Wetland,Forest
234,NULL,Water,Shrubland,Water,Non_Wetland,Wetland
235,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
236,NULL,Water,Grassland,NULL,Non_Wetland,Wetland
237,NULL,Water,Wetland,NULL,Wetland,Grassland
238,NULL,Water,Wetland,NULL,Wetland,Wetland
239,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
240,NULL,Water,Bareland,NULL,Non_Wetland,Wetland
241,NULL,Water,Bareland,NULL,Non_Wetland,Built-up
242,NULL,Water,Forest,NULL,Non_Wetland,NULL
243,NULL,Water,Forest,NULL,Non_Wetland,Grassland
244,NULL,Water,Forest,NULL,Non_Wetland,Wetland
245,NULL,Water,Forest,NULL,Non_Wetland,Forest
246,NULL,Forest,NULL,NULL,Non_Wetland,NULL
247,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
248,NULL,Forest,NULL,NULL,Non_Wetland,Wetland
249,NULL,Forest,NULL,NULL,Non_Wetland,Bareland
250,NULL,Forest,NULL,NULL,Non_Wetland,Built-up
251,NULL,Forest,NULL,NULL,Non_Wetland,Forest
252,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland
253,NULL,Forest,NULL,Water,Non_Wetland,Wetland
254,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
255,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
256,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
257,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
258,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up
259,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
260,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
261,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
262,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland
263,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland
264,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
265,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
266,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
267,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up
268,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
269,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
270,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland
271,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland
272,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up
273,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
274,NULL,Forest,Wetland,NULL,Wetland,Wetland
275,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
276,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
277,NULL,Forest,Built-up,NULL,Non_Wetland,NULL
278,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
279,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland
280,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland
281,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up
282,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
283,NULL,Forest,Forest,NULL,Non_Wetland,NULL
284,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
285,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
286,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
287,NULL,Forest,Forest,NULL,Non_Wetland,Built-up
288,NULL,Forest,Forest,NULL,Non_Wetland,Forest
289,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
290,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland
291,NULL,Forest,Forest,Water,Non_Wetland,Wetland
292,Grassland,NULL,NULL,NULL,Non_Wetland,NULL
293,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
294,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland
295,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
296,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland
297,Grassland,NULL,NULL,Water,Non_Wetland,Wetland
298,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
299,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
300,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland
301,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland
302,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up
303,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
304,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
305,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
306,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland
307,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland
308,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
309,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up
310,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
311,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland
312,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland
313,Grassland,NULL,Wetland,NULL,Wetland,Grassland
314,Grassland,NULL,Wetland,NULL,Wetland,Wetland
315,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland
316,Grassland,NULL,Wetland,Water,Wetland,Wetland
317,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
318,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland
319,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
320,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland
321,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL
322,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
323,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland
324,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up
325,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest
326,Grassland,NULL,Water,NULL,Water,Wetland
327,Grassland,NULL,Water,Non_Water,Water,Wetland
328,Grassland,NULL,Water,Water,Water,Wetland
329,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
330,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
331,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
332,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
333,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
334,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland
335,Grassland,NULL,Forest,Water,Non_Wetland,Wetland
336,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
337,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest
338,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
339,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
340,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
341,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
342,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
343,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
344,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL
345,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland
346,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland
347,Grassland,Wetland,NULL,NULL,Non_Wetland,Forest
348,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
349,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland
350,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
351,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
352,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest
353,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
354,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland
355,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland
356,Grassland,Wetland,Cropland,NULL,Non_Wetland,Wetland
357,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
358,Grassland,Wetland,Wetland,NULL,Wetland,Wetland
359,Grassland,Wetland,Wetland,NULL,Wetland,Forest
360,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland
361,Grassland,Wetland,Wetland,Water,Wetland,Wetland
362,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland
363,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
364,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland
365,Grassland,Wetland,Water,NULL,Water,Wetland
366,Grassland,Wetland,Water,Non_Water,Water,Wetland
367,Grassland,Wetland,Water,Water,Water,Wetland
368,Grassland,Wetland,Water,Water,Water,Water
369,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
370,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland
371,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
372,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
373,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland
374,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
375,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
376,Grassland,Built-up,Wetland,NULL,Wetland,Wetland
377,Grassland,Built-up,Built-up,NULL,Non_Wetland,Forest
378,Grassland,Water,NULL,NULL,Non_Wetland,Wetland
379,Grassland,Water,NULL,Water,Non_Wetland,Wetland
380,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
381,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland
382,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland
383,Grassland,Water,Shrubland,Water,Non_Wetland,Wetland
384,Grassland,Water,Cropland,NULL,Non_Wetland,Wetland
385,Grassland,Water,Wetland,NULL,Wetland,Wetland
386,Grassland,Water,Wetland,Non_Water,Wetland,Wetland
387,Grassland,Water,Wetland,Water,Wetland,Wetland
388,Grassland,Water,Bareland,NULL,Non_Wetland,Wetland
389,Grassland,Water,Bareland,Water,Non_Wetland,Wetland
390,Grassland,Water,Water,NULL,Water,Wetland
391,Grassland,Water,Water,Non_Water,Water,Wetland
392,Grassland,Water,Water,Water,Water,Wetland
393,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
394,Grassland,Water,Forest,NULL,Non_Wetland,Wetland
395,Grassland,Water,Forest,Non_Water,Non_Wetland,Wetland
396,Grassland,Water,Forest,Water,Non_Wetland,Wetland
397,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
398,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
399,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland
400,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
401,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland
402,Grassland,Forest,NULL,Water,Non_Wetland,Wetland
403,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
404,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
405,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
406,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
407,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
408,Grassland,Forest,Shrubland,Water,Non_Wetland,Wetland
409,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
410,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland
411,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Wetland
412,Grassland,Forest,Wetland,NULL,Wetland,Grassland
413,Grassland,Forest,Wetland,NULL,Wetland,Wetland
414,Grassland,Forest,Wetland,NULL,Wetland,Forest
415,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland
416,Grassland,Forest,Wetland,Water,Wetland,Wetland
417,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
418,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland
419,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
420,Grassland,Forest,Bareland,Water,Non_Wetland,Wetland
421,Grassland,Forest,Built-up,NULL,Non_Wetland,Wetland
422,Grassland,Forest,Water,NULL,Water,Wetland
423,Grassland,Forest,Water,Non_Water,Water,Wetland
424,Grassland,Forest,Water,Water,Water,Wetland
