Value,AFRICA_2024_DynamicWorld_2024_36NTL_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NTL_M_R,AFRICA_2024_GLC_FCS30D_2022_36NTL_M_R,AFRICA_2024_GSW_Yearly_2021_36NTL_M_R,AFRICA_2024_GWL_FCS30D_2022_36NTL_M_R,AFRICA_2024_WorldCover_2021_36NTL_M_R
121,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
122,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL
123,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
124,NULL,Forest,Shrubland,Water,Non_Wetland,NULL
125,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland
126,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
127,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
128,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
129,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
130,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
131,NULL,Forest,Wetland,NULL,Wetland,NULL
132,NULL,Forest,Wetland,NULL,Wetland,Grassland
133,NULL,Forest,Wetland,NULL,Wetland,Forest
134,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
135,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
136,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
137,NULL,Forest,Built-up,NULL,Non_Wetland,NULL
138,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
139,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
140,NULL,Forest,Forest,NULL,Non_Wetland,NULL
141,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
142,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
143,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
144,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
145,NULL,Forest,Forest,NULL,Non_Wetland,Built-up
146,NULL,Forest,Forest,NULL,Non_Wetland,Forest
147,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL
148,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
149,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
150,NULL,Forest,Forest,Water,Non_Wetland,Grassland
151,NULL,Forest,Forest,Water,Non_Wetland,Wetland
152,Grassland,NULL,NULL,NULL,Non_Wetland,NULL
153,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
154,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland
155,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
156,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
157,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
158,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland
159,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
160,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
161,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
162,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
163,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
164,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland
165,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
166,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
167,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
168,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
169,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL
170,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
171,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland
172,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
173,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
174,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
175,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
176,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up
177,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
178,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
179,Grassland,NULL,Forest,Water,Non_Wetland,Grassland
180,Grassland,Water,Wetland,NULL,Wetland,Forest
181,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
182,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
183,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
184,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
185,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
186,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
187,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
188,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
189,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
190,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
191,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
192,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
193,Grassland,Forest,Wetland,NULL,Wetland,Grassland
194,Grassland,Forest,Wetland,NULL,Wetland,Forest
195,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
196,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
197,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
198,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
199,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
200,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
201,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland
202,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
203,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
204,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
205,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
206,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
207,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
208,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
209,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
210,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
211,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
212,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
213,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
214,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
215,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
216,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
217,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
218,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
219,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
220,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
221,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
222,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
223,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
224,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
225,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
226,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
227,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
228,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
229,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
230,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
231,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
232,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
233,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
234,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
235,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
236,Cropland,Forest,Forest,Non_Water,Non_Wetland,Wetland
237,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
238,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
239,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
240,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
241,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
242,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
243,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
244,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
245,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
246,Wetland,NULL,Wetland,NULL,Wetland,Grassland
247,Wetland,NULL,Wetland,NULL,Wetland,Forest
248,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
249,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
250,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
251,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
252,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
253,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
254,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
255,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
256,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
257,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
258,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
259,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
260,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
261,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
262,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
263,Wetland,Wetland,Wetland,NULL,Wetland,Forest
264,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
265,Wetland,Water,NULL,NULL,Non_Wetland,Forest
266,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL
267,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
268,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
269,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
270,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL
271,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
272,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
273,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
274,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
275,Wetland,Water,Shrubland,Water,Non_Wetland,Forest
276,Wetland,Water,Wetland,NULL,Wetland,NULL
277,Wetland,Water,Wetland,NULL,Wetland,Grassland
278,Wetland,Water,Wetland,NULL,Wetland,Forest
279,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
280,Wetland,Water,Wetland,Non_Water,Wetland,Forest
281,Wetland,Water,Wetland,Water,Wetland,Grassland
282,Wetland,Water,Wetland,Water,Wetland,Forest
283,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
284,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
285,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
286,Wetland,Water,Bareland,Non_Water,Non_Wetland,Forest
287,Wetland,Water,Bareland,Water,Non_Wetland,Grassland
288,Wetland,Water,Water,NULL,Water,Wetland
289,Wetland,Water,Water,NULL,Water,Forest
290,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
291,Wetland,Water,Forest,NULL,Non_Wetland,Forest
292,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
293,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
294,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
295,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
296,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
297,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
298,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
299,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
300,Wetland,Forest,Wetland,NULL,Wetland,NULL
301,Wetland,Forest,Wetland,NULL,Wetland,Grassland
302,Wetland,Forest,Wetland,NULL,Wetland,Wetland
303,Wetland,Forest,Wetland,NULL,Wetland,Forest
304,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL
305,Wetland,Forest,Bareland,NULL,Non_Wetland,Grassland
306,Wetland,Forest,Bareland,NULL,Non_Wetland,Forest
307,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
308,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
309,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
310,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
311,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland
312,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
313,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
314,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
315,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
316,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
317,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
318,Water,NULL,NULL,NULL,Non_Wetland,NULL
319,Water,NULL,NULL,NULL,Non_Wetland,Grassland
320,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
321,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
322,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
323,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
324,Water,NULL,Wetland,NULL,Wetland,Forest
325,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
326,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
327,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
328,Water,NULL,Forest,NULL,Non_Wetland,NULL
329,Water,NULL,Forest,NULL,Non_Wetland,Grassland
330,Water,NULL,Forest,NULL,Non_Wetland,Forest
331,Water,NULL,Forest,Non_Water,Non_Wetland,NULL
332,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
333,Water,NULL,Forest,Water,Non_Wetland,Forest
334,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
335,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
336,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
337,Water,Wetland,Wetland,Water,Wetland,Forest
338,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
339,Water,Built-up,Forest,NULL,Non_Wetland,Forest
340,Water,Water,NULL,NULL,Non_Wetland,NULL
341,Water,Water,NULL,NULL,Non_Wetland,Grassland
342,Water,Water,NULL,NULL,Non_Wetland,Water
343,Water,Water,NULL,NULL,Non_Wetland,Forest
344,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
345,Water,Water,NULL,Non_Water,Non_Wetland,Water
346,Water,Water,NULL,Non_Water,Non_Wetland,Forest
347,Water,Water,NULL,Water,Non_Wetland,Wetland
348,Water,Water,NULL,Water,Non_Wetland,Water
349,Water,Water,NULL,Water,Non_Wetland,Forest
350,Water,Water,Shrubland,NULL,Non_Wetland,NULL
351,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
352,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
353,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
354,Water,Water,Shrubland,NULL,Non_Wetland,Built-up
355,Water,Water,Shrubland,NULL,Non_Wetland,Water
356,Water,Water,Shrubland,NULL,Non_Wetland,Forest
357,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
358,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
359,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
360,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
361,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
362,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
363,Water,Water,Shrubland,Water,Non_Wetland,Grassland
364,Water,Water,Shrubland,Water,Non_Wetland,Wetland
365,Water,Water,Shrubland,Water,Non_Wetland,Bareland
366,Water,Water,Shrubland,Water,Non_Wetland,Water
367,Water,Water,Shrubland,Water,Non_Wetland,Forest
368,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
369,Water,Water,Grassland,Water,Non_Wetland,Forest
370,Water,Water,Cropland,NULL,Non_Wetland,Bareland
371,Water,Water,Cropland,NULL,Non_Wetland,Water
372,Water,Water,Cropland,NULL,Non_Wetland,Forest
373,Water,Water,Cropland,Water,Non_Wetland,Grassland
374,Water,Water,Cropland,Water,Non_Wetland,Water
375,Water,Water,Cropland,Water,Non_Wetland,Forest
376,Water,Water,Wetland,NULL,Wetland,NULL
377,Water,Water,Wetland,NULL,Wetland,Grassland
378,Water,Water,Wetland,NULL,Wetland,Wetland
379,Water,Water,Wetland,NULL,Wetland,Bareland
380,Water,Water,Wetland,NULL,Wetland,Water
381,Water,Water,Wetland,NULL,Wetland,Forest
382,Water,Water,Wetland,Non_Water,Wetland,Grassland
383,Water,Water,Wetland,Non_Water,Wetland,Wetland
384,Water,Water,Wetland,Non_Water,Wetland,Bareland
385,Water,Water,Wetland,Non_Water,Wetland,Water
386,Water,Water,Wetland,Non_Water,Wetland,Forest
387,Water,Water,Wetland,Water,Wetland,Grassland
388,Water,Water,Wetland,Water,Wetland,Wetland
389,Water,Water,Wetland,Water,Wetland,Bareland
390,Water,Water,Wetland,Water,Wetland,Water
391,Water,Water,Wetland,Water,Wetland,Forest
392,Water,Water,Bareland,NULL,Non_Wetland,NULL
393,Water,Water,Bareland,NULL,Non_Wetland,Grassland
394,Water,Water,Bareland,NULL,Non_Wetland,Water
395,Water,Water,Bareland,NULL,Non_Wetland,Forest
396,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
397,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
398,Water,Water,Bareland,Non_Water,Non_Wetland,Water
399,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
400,Water,Water,Bareland,Water,Non_Wetland,Grassland
401,Water,Water,Bareland,Water,Non_Wetland,Wetland
402,Water,Water,Bareland,Water,Non_Wetland,Bareland
403,Water,Water,Bareland,Water,Non_Wetland,Water
404,Water,Water,Bareland,Water,Non_Wetland,Forest
405,Water,Water,Built-up,NULL,Non_Wetland,Grassland
406,Water,Water,Built-up,NULL,Non_Wetland,Bareland
407,Water,Water,Built-up,NULL,Non_Wetland,Water
408,Water,Water,Built-up,NULL,Non_Wetland,Forest
409,Water,Water,Built-up,Non_Water,Non_Wetland,Water
410,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
411,Water,Water,Built-up,Water,Non_Wetland,Water
412,Water,Water,Built-up,Water,Non_Wetland,Forest
413,Water,Water,Water,NULL,Water,NULL
414,Water,Water,Water,NULL,Water,Grassland
415,Water,Water,Water,NULL,Water,Wetland
416,Water,Water,Water,NULL,Water,Bareland
417,Water,Water,Water,NULL,Water,Water
418,Water,Water,Water,NULL,Water,Forest
419,Water,Water,Water,Non_Water,Water,NULL
420,Water,Water,Water,Non_Water,Water,Grassland
421,Water,Water,Water,Non_Water,Water,Wetland
422,Water,Water,Water,Non_Water,Water,Bareland
423,Water,Water,Water,Non_Water,Water,Water
424,Water,Water,Water,Non_Water,Water,Forest
425,Water,Water,Water,Water,Water,NULL
426,Water,Water,Water,Water,Water,Grassland
427,Water,Water,Water,Water,Water,Wetland
428,Water,Water,Water,Water,Water,Bareland
429,Water,Water,Water,Water,Water,Water
430,Water,Water,Water,Water,Water,Forest
431,Water,Water,Forest,NULL,Non_Wetland,NULL
432,Water,Water,Forest,NULL,Non_Wetland,Grassland
433,Water,Water,Forest,NULL,Non_Wetland,Wetland
434,Water,Water,Forest,NULL,Non_Wetland,Bareland
435,Water,Water,Forest,NULL,Non_Wetland,Water
436,Water,Water,Forest,NULL,Non_Wetland,Forest
437,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
438,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
439,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
440,Water,Water,Forest,Non_Water,Non_Wetland,Water
