Value,AFRICA_2024_DynamicWorld_2024_35NQJ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35NQJ_M_R,AFRICA_2024_GLC_FCS30D_2022_35NQJ_M_R,AFRICA_2024_GSW_Yearly_2021_35NQJ_M_R,AFRICA_2024_GWL_FCS30D_2022_35NQJ_M_R,AFRICA_2024_WorldCover_2021_35NQJ_M_R
120,NULL,Cropland,Forest,NULL,Non_Wetland,Forest
121,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland
122,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland
123,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL
124,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland
125,NULL,Wetland,Shrubland,NULL,Non_Wetland,Cropland
126,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland
127,NULL,Wetland,Shrubland,NULL,Non_Wetland,Forest
128,NULL,Wetland,Wetland,NULL,Wetland,Wetland
129,NULL,Wetland,Forest,NULL,Non_Wetland,NULL
130,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland
131,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland
132,NULL,Wetland,Forest,NULL,Non_Wetland,Forest
133,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland
134,NULL,Built-up,NULL,NULL,Non_Wetland,Forest
135,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL
136,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
137,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland
138,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland
139,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
140,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
141,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
142,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
143,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
144,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
145,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
146,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
147,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
148,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
149,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
150,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
151,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
152,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
153,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
154,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
155,NULL,Water,Shrubland,NULL,Non_Wetland,Built-up
156,NULL,Forest,NULL,NULL,Non_Wetland,NULL
157,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
158,NULL,Forest,NULL,NULL,Non_Wetland,Cropland
159,NULL,Forest,NULL,NULL,Non_Wetland,Wetland
160,NULL,Forest,NULL,NULL,Non_Wetland,Forest
161,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
162,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
163,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
164,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
165,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
166,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up
167,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
168,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL
169,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
170,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
171,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
172,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
173,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
174,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
175,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
176,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland
177,NULL,Forest,Wetland,NULL,Wetland,NULL
178,NULL,Forest,Wetland,NULL,Wetland,Grassland
179,NULL,Forest,Wetland,NULL,Wetland,Cropland
180,NULL,Forest,Wetland,NULL,Wetland,Wetland
181,NULL,Forest,Wetland,NULL,Wetland,Forest
182,NULL,Forest,Wetland,Non_Water,Wetland,Grassland
183,NULL,Forest,Wetland,Non_Water,Wetland,Wetland
184,NULL,Forest,Wetland,Water,Wetland,Grassland
185,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
186,NULL,Forest,Built-up,NULL,Non_Wetland,NULL
187,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
188,NULL,Forest,Forest,NULL,Non_Wetland,NULL
189,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
190,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
191,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
192,NULL,Forest,Forest,NULL,Non_Wetland,Built-up
193,NULL,Forest,Forest,NULL,Non_Wetland,Forest
194,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL
195,Grassland,NULL,NULL,NULL,Non_Wetland,NULL
196,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
197,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland
198,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland
199,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
200,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland
201,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland
202,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
203,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
204,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
205,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland
206,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland
207,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
208,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
209,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
210,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
211,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland
212,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland
213,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland
214,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
215,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
216,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland
217,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
218,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
219,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland
220,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
221,Grassland,NULL,Wetland,NULL,Wetland,NULL
222,Grassland,NULL,Wetland,NULL,Wetland,Grassland
223,Grassland,NULL,Wetland,NULL,Wetland,Cropland
224,Grassland,NULL,Wetland,NULL,Wetland,Wetland
225,Grassland,NULL,Wetland,NULL,Wetland,Forest
226,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland
227,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland
228,Grassland,NULL,Wetland,Water,Wetland,Grassland
229,Grassland,NULL,Wetland,Water,Wetland,Wetland
230,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL
231,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
232,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland
233,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest
234,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
235,Grassland,NULL,Water,Water,Water,Wetland
236,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
237,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
238,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
239,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
240,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
241,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
242,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland
243,Grassland,NULL,Forest,Water,Non_Wetland,Wetland
244,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland
245,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
246,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
247,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
248,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
249,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
250,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
251,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland
252,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland
253,Grassland,Cropland,Wetland,NULL,Wetland,NULL
254,Grassland,Cropland,Wetland,NULL,Wetland,Grassland
255,Grassland,Cropland,Wetland,NULL,Wetland,Wetland
256,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland
257,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
258,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
259,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
260,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland
261,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL
262,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
263,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
264,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest
265,Grassland,Wetland,Cropland,NULL,Non_Wetland,Wetland
266,Grassland,Wetland,Wetland,NULL,Wetland,NULL
267,Grassland,Wetland,Wetland,NULL,Wetland,Grassland
268,Grassland,Wetland,Wetland,NULL,Wetland,Wetland
269,Grassland,Wetland,Wetland,NULL,Wetland,Forest
270,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL
271,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland
272,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland
273,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
274,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland
275,Grassland,Water,Wetland,NULL,Wetland,Wetland
276,Grassland,Water,Wetland,NULL,Wetland,Forest
277,Grassland,Water,Forest,NULL,Non_Wetland,Wetland
278,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
279,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
280,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland
281,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland
282,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
283,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
284,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
285,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
286,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
287,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
288,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
289,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
290,Grassland,Forest,Shrubland,Water,Non_Wetland,Wetland
291,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
292,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
293,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland
294,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
295,Grassland,Forest,Wetland,NULL,Wetland,NULL
296,Grassland,Forest,Wetland,NULL,Wetland,Grassland
297,Grassland,Forest,Wetland,NULL,Wetland,Cropland
298,Grassland,Forest,Wetland,NULL,Wetland,Wetland
299,Grassland,Forest,Wetland,NULL,Wetland,Forest
300,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland
301,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL
302,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
303,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland
304,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
305,Grassland,Forest,Water,NULL,Water,Wetland
306,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
307,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
308,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
309,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
310,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
311,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
312,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland
313,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
314,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
315,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
316,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
317,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
318,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
319,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
320,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland
321,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
322,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
323,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
324,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
325,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
326,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
327,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
328,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
329,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
330,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
331,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland
332,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
333,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
334,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
335,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
336,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
337,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
338,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
339,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
340,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
341,Cropland,NULL,Wetland,NULL,Wetland,NULL
342,Cropland,NULL,Wetland,NULL,Wetland,Grassland
343,Cropland,NULL,Wetland,NULL,Wetland,Wetland
344,Cropland,NULL,Wetland,NULL,Wetland,Forest
345,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
346,Cropland,NULL,Wetland,Water,Wetland,Grassland
347,Cropland,NULL,Wetland,Water,Wetland,Wetland
348,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
349,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
350,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
351,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
352,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
353,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
354,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
355,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
356,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
357,Cropland,NULL,Water,NULL,Water,Grassland
358,Cropland,NULL,Water,NULL,Water,Wetland
359,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
360,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
361,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
362,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
363,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
364,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
365,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
366,Cropland,NULL,Forest,Water,Non_Wetland,Wetland
367,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
368,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
369,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
370,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
371,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
372,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
373,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
374,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
375,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
376,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
377,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
378,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
379,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
380,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
381,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
382,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
383,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
384,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
385,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
386,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
387,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
388,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
389,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
390,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
391,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
392,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
393,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
394,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
395,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
396,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
397,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
398,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
399,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
400,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
401,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
402,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
403,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
404,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
405,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
406,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
407,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
408,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
409,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
410,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
411,Cropland,Forest,Shrubland,Water,Non_Wetland,Wetland
412,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland
413,Cropland,Forest,Wetland,NULL,Wetland,Grassland
414,Cropland,Forest,Wetland,NULL,Wetland,Wetland
415,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland
416,Cropland,Forest,Wetland,Water,Wetland,Wetland
417,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
418,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
419,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
420,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
