Value,AFRICA_2024_DynamicWorld_2024_35PPN_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35PPN_M_R,AFRICA_2024_GLC_FCS30D_2022_35PPN_M_R,AFRICA_2024_GSW_Yearly_2021_35PPN_M_R,AFRICA_2024_GWL_FCS30D_2022_35PPN_M_R,AFRICA_2024_WorldCover_2021_35PPN_M_R
122,NULL,NULL,Water,Non_Water,Water,Grassland
123,NULL,NULL,Water,Non_Water,Water,Cropland
124,NULL,NULL,Water,Water,Water,NULL
125,NULL,NULL,Water,Water,Water,Grassland
126,NULL,NULL,Water,Water,Water,Cropland
127,NULL,NULL,Water,Water,Water,Bareland
128,NULL,NULL,Forest,NULL,Non_Wetland,NULL
129,NULL,NULL,Forest,NULL,Non_Wetland,Grassland
130,NULL,NULL,Forest,NULL,Non_Wetland,Cropland
131,NULL,NULL,Forest,NULL,Non_Wetland,Wetland
132,NULL,NULL,Forest,NULL,Non_Wetland,Bareland
133,NULL,NULL,Forest,NULL,Non_Wetland,Built-up
134,NULL,NULL,Forest,NULL,Non_Wetland,Forest
135,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL
136,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland
137,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland
138,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland
139,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland
140,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest
141,NULL,NULL,Forest,Water,Non_Wetland,NULL
142,NULL,NULL,Forest,Water,Non_Wetland,Grassland
143,NULL,NULL,Forest,Water,Non_Wetland,Cropland
144,NULL,NULL,Forest,Water,Non_Wetland,Wetland
145,NULL,NULL,Forest,Water,Non_Wetland,Bareland
146,NULL,NULL,Forest,Water,Non_Wetland,Forest
147,NULL,Cropland,NULL,NULL,Non_Wetland,NULL
148,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland
149,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland
150,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland
151,NULL,Cropland,NULL,NULL,Non_Wetland,Forest
152,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland
153,NULL,Cropland,NULL,Water,Non_Wetland,Grassland
154,NULL,Cropland,NULL,Water,Non_Wetland,Wetland
155,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL
156,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland
157,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland
158,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland
159,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest
160,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland
161,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL
162,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland
163,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland
164,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland
165,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up
166,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest
167,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
168,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
169,NULL,Cropland,Grassland,Water,Non_Wetland,Grassland
170,NULL,Cropland,Grassland,Water,Non_Wetland,Wetland
171,NULL,Cropland,Grassland,Water,Non_Wetland,Forest
172,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL
173,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland
174,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland
175,NULL,Cropland,Wetland,NULL,Wetland,Grassland
176,NULL,Cropland,Wetland,Water,Wetland,Grassland
177,NULL,Cropland,Wetland,Water,Wetland,Wetland
178,NULL,Cropland,Wetland,Water,Wetland,Bareland
179,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
180,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL
181,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland
182,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland
183,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up
184,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest
185,NULL,Cropland,Forest,NULL,Non_Wetland,NULL
186,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland
187,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland
188,NULL,Cropland,Forest,NULL,Non_Wetland,Forest
189,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland
190,NULL,Cropland,Forest,Water,Non_Wetland,Grassland
191,NULL,Wetland,NULL,NULL,Non_Wetland,NULL
192,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland
193,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL
194,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland
195,NULL,Bareland,NULL,Non_Water,Non_Wetland,Water
196,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland
197,NULL,Bareland,Wetland,Water,Wetland,Water
198,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland
199,NULL,Built-up,NULL,NULL,Non_Wetland,NULL
200,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland
201,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland
202,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up
203,NULL,Built-up,NULL,NULL,Non_Wetland,Forest
204,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL
205,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
206,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
207,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
208,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
209,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL
210,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
211,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland
212,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
213,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
214,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
215,NULL,Built-up,Wetland,NULL,Wetland,Forest
216,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
217,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
218,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
219,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
220,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up
221,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL
222,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
223,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland
224,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
225,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
226,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
227,NULL,Built-up,Forest,NULL,Non_Wetland,NULL
228,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
229,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland
230,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland
231,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up
232,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
233,NULL,Water,NULL,NULL,Non_Wetland,NULL
234,NULL,Water,NULL,NULL,Non_Wetland,Grassland
235,NULL,Water,NULL,NULL,Non_Wetland,Bareland
236,NULL,Water,NULL,Water,Non_Wetland,Grassland
237,NULL,Water,NULL,Water,Non_Wetland,Cropland
238,NULL,Water,NULL,Water,Non_Wetland,Bareland
239,NULL,Water,Shrubland,NULL,Non_Wetland,NULL
240,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
241,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
242,NULL,Water,Grassland,Water,Non_Wetland,Grassland
243,NULL,Water,Grassland,Water,Non_Wetland,Cropland
244,NULL,Water,Grassland,Water,Non_Wetland,Wetland
245,NULL,Water,Cropland,NULL,Non_Wetland,NULL
246,NULL,Water,Cropland,NULL,Non_Wetland,Grassland
247,NULL,Water,Cropland,NULL,Non_Wetland,Forest
248,NULL,Water,Cropland,Water,Non_Wetland,Forest
249,NULL,Water,Wetland,NULL,Wetland,Forest
250,NULL,Water,Wetland,Non_Water,Wetland,Cropland
251,NULL,Water,Wetland,Water,Wetland,Bareland
252,NULL,Water,Wetland,Water,Wetland,Water
253,NULL,Water,Wetland,Water,Wetland,Forest
254,NULL,Water,Built-up,Water,Non_Wetland,Bareland
255,NULL,Water,Built-up,Water,Non_Wetland,Water
256,NULL,Water,Water,Water,Water,Cropland
257,NULL,Water,Water,Water,Water,Water
258,NULL,Water,Forest,NULL,Non_Wetland,NULL
259,NULL,Water,Forest,NULL,Non_Wetland,Grassland
260,NULL,Water,Forest,NULL,Non_Wetland,Forest
261,NULL,Forest,NULL,NULL,Non_Wetland,NULL
262,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
263,NULL,Forest,NULL,NULL,Non_Wetland,Cropland
264,NULL,Forest,NULL,NULL,Non_Wetland,Bareland
265,NULL,Forest,NULL,NULL,Non_Wetland,Forest
266,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL
267,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland
268,NULL,Forest,NULL,Water,Non_Wetland,NULL
269,NULL,Forest,NULL,Water,Non_Wetland,Grassland
270,NULL,Forest,NULL,Water,Non_Wetland,Wetland
271,NULL,Forest,NULL,Water,Non_Wetland,Bareland
272,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
273,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
274,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
275,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
276,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up
277,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
278,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL
279,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest
280,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland
281,NULL,Forest,Shrubland,Water,Non_Wetland,Bareland
282,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
283,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
284,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland
285,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
286,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
287,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL
288,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland
289,NULL,Forest,Grassland,Water,Non_Wetland,NULL
290,NULL,Forest,Grassland,Water,Non_Wetland,Grassland
291,NULL,Forest,Grassland,Water,Non_Wetland,Bareland
292,NULL,Forest,Grassland,Water,Non_Wetland,Forest
293,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
294,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
295,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
296,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland
297,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
298,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland
299,NULL,Forest,Cropland,Water,Non_Wetland,NULL
300,NULL,Forest,Cropland,Water,Non_Wetland,Grassland
301,NULL,Forest,Cropland,Water,Non_Wetland,Wetland
302,NULL,Forest,Cropland,Water,Non_Wetland,Forest
303,NULL,Forest,Wetland,NULL,Wetland,NULL
304,NULL,Forest,Wetland,NULL,Wetland,Grassland
305,NULL,Forest,Wetland,NULL,Wetland,Forest
306,NULL,Forest,Wetland,Non_Water,Wetland,Grassland
307,NULL,Forest,Wetland,Water,Wetland,NULL
308,NULL,Forest,Wetland,Water,Wetland,Grassland
309,NULL,Forest,Wetland,Water,Wetland,Wetland
310,NULL,Forest,Wetland,Water,Wetland,Bareland
311,NULL,Forest,Wetland,Water,Wetland,Forest
312,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
313,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
314,NULL,Forest,Bareland,NULL,Non_Wetland,Cropland
315,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland
316,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
317,NULL,Forest,Built-up,NULL,Non_Wetland,NULL
318,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
319,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
320,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL
321,NULL,Forest,Built-up,Water,Non_Wetland,NULL
322,NULL,Forest,Built-up,Water,Non_Wetland,Grassland
323,NULL,Forest,Built-up,Water,Non_Wetland,Forest
324,NULL,Forest,Water,NULL,Water,NULL
325,NULL,Forest,Water,Water,Water,Grassland
326,NULL,Forest,Water,Water,Water,Wetland
327,NULL,Forest,Forest,NULL,Non_Wetland,NULL
328,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
329,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
330,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
331,NULL,Forest,Forest,NULL,Non_Wetland,Forest
332,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL
333,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
334,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
335,NULL,Forest,Forest,Water,Non_Wetland,Grassland
336,NULL,Forest,Forest,Water,Non_Wetland,Wetland
337,NULL,Forest,Forest,Water,Non_Wetland,Forest
338,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
339,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
340,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
341,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
342,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
343,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
344,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
345,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
346,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
347,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
348,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL
349,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland
350,Cropland,NULL,NULL,Non_Water,Non_Wetland,Cropland
351,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland
352,Cropland,NULL,NULL,Non_Water,Non_Wetland,Bareland
353,Cropland,NULL,NULL,Water,Non_Wetland,Grassland
354,Cropland,NULL,NULL,Water,Non_Wetland,Cropland
355,Cropland,NULL,NULL,Water,Non_Wetland,Wetland
356,Cropland,NULL,NULL,Water,Non_Wetland,Bareland
357,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
358,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
359,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
360,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
361,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
362,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
363,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
364,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
365,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
366,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
367,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
368,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
369,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
370,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland
371,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland
372,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
373,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
374,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
375,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
376,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
377,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
378,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL
379,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
380,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
381,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
382,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
383,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
384,Cropland,NULL,Grassland,Water,Non_Wetland,Wetland
385,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland
386,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
387,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
388,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
389,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
390,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
391,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
392,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL
393,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
394,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
395,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
396,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
397,Cropland,NULL,Cropland,Water,Non_Wetland,Wetland
398,Cropland,NULL,Wetland,NULL,Wetland,NULL
399,Cropland,NULL,Wetland,NULL,Wetland,Grassland
400,Cropland,NULL,Wetland,NULL,Wetland,Forest
401,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland
402,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
403,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
404,Cropland,NULL,Wetland,Water,Wetland,Grassland
405,Cropland,NULL,Wetland,Water,Wetland,Cropland
406,Cropland,NULL,Wetland,Water,Wetland,Wetland
407,Cropland,NULL,Wetland,Water,Wetland,Bareland
408,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
409,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
410,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
411,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
412,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
413,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
414,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
415,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland
416,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
417,Cropland,NULL,Bareland,Water,Non_Wetland,Forest
418,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
419,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
420,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
421,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
422,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
423,Cropland,NULL,Built-up,Water,Non_Wetland,Grassland
424,Cropland,NULL,Built-up,Water,Non_Wetland,Cropland
425,Cropland,NULL,Built-up,Water,Non_Wetland,Bareland
426,Cropland,NULL,Water,NULL,Water,Grassland
427,Cropland,NULL,Water,NULL,Water,Bareland
428,Cropland,NULL,Water,Non_Water,Water,Grassland
429,Cropland,NULL,Water,Non_Water,Water,Cropland
430,Cropland,NULL,Water,Water,Water,Grassland
431,Cropland,NULL,Water,Water,Water,Cropland
432,Cropland,NULL,Water,Water,Water,Wetland
433,Cropland,NULL,Water,Water,Water,Bareland
