Value,AFRICA_2024_DynamicWorld_2024_36NTN_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NTN_M_R,AFRICA_2024_GLC_FCS30D_2022_36NTN_M_R,AFRICA_2024_GSW_Yearly_2021_36NTN_M_R,AFRICA_2024_GWL_FCS30D_2022_36NTN_M_R,AFRICA_2024_WorldCover_2021_36NTN_M_R
423,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland
424,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
425,Grassland,Forest,Water,NULL,Water,Wetland
426,Grassland,Forest,Water,Water,Water,Wetland
427,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
428,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
429,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
430,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
431,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
432,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland
433,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
434,Grassland,Forest,Forest,Water,Non_Wetland,Wetland
435,Grassland,Forest,Forest,Water,Non_Wetland,Forest
436,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
437,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
438,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
439,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
440,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland
441,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
442,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
443,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
444,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
445,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
446,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
447,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
448,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
449,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
450,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland
451,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
452,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
453,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
454,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
455,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
456,Cropland,NULL,Wetland,NULL,Wetland,Wetland
457,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
458,Cropland,NULL,Wetland,Water,Wetland,Wetland
459,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
460,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
461,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
462,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
463,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
464,Cropland,NULL,Water,NULL,Water,Wetland
465,Cropland,NULL,Water,Water,Water,Wetland
466,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
467,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
468,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
469,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
470,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
471,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
472,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
473,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
474,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
475,Cropland,NULL,Forest,Water,Non_Wetland,Wetland
476,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
477,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
478,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
479,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
480,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
481,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
482,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
483,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
484,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
485,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
486,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
487,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
488,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
489,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
490,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
491,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
492,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
493,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
494,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
495,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
496,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
497,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
498,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
499,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
500,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
501,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
502,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
503,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL
504,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
505,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL
506,Cropland,Wetland,NULL,NULL,Non_Wetland,Grassland
507,Cropland,Wetland,NULL,NULL,Non_Wetland,Wetland
508,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
509,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
510,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
511,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
512,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
513,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
514,Cropland,Wetland,Shrubland,Water,Non_Wetland,Wetland
515,Cropland,Wetland,Cropland,NULL,Non_Wetland,Wetland
516,Cropland,Wetland,Cropland,Water,Non_Wetland,Wetland
517,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
518,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland
519,Cropland,Wetland,Wetland,Water,Wetland,Wetland
520,Cropland,Wetland,Bareland,NULL,Non_Wetland,Grassland
521,Cropland,Wetland,Bareland,NULL,Non_Wetland,Wetland
522,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
523,Cropland,Wetland,Bareland,Water,Non_Wetland,Wetland
524,Cropland,Wetland,Water,NULL,Water,Wetland
525,Cropland,Wetland,Water,Non_Water,Water,Wetland
526,Cropland,Wetland,Water,Water,Water,Wetland
527,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL
528,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
529,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
530,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
531,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
532,Cropland,Wetland,Forest,Water,Non_Wetland,Wetland
533,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
534,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
535,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
536,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
537,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
538,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
539,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
540,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
541,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
542,Cropland,Built-up,Wetland,NULL,Wetland,Wetland
543,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
544,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
545,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
546,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
547,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland
548,Cropland,Water,NULL,NULL,Non_Wetland,Wetland
549,Cropland,Water,Shrubland,NULL,Non_Wetland,Wetland
550,Cropland,Water,Wetland,NULL,Wetland,Wetland
551,Cropland,Water,Wetland,Non_Water,Wetland,Wetland
552,Cropland,Water,Water,NULL,Water,Wetland
553,Cropland,Water,Water,Water,Water,Wetland
554,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
555,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
556,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
557,Cropland,Forest,NULL,Non_Water,Non_Wetland,Wetland
558,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
559,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
560,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
561,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
562,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
563,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
564,Cropland,Forest,Shrubland,Water,Non_Wetland,Wetland
565,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
566,Cropland,Forest,Wetland,NULL,Wetland,Wetland
567,Cropland,Forest,Wetland,NULL,Wetland,Forest
568,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland
569,Cropland,Forest,Bareland,NULL,Non_Wetland,Wetland
570,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
571,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
572,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
573,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
574,Cropland,Forest,Forest,Non_Water,Non_Wetland,Wetland
575,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
576,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
577,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
578,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
579,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland
580,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
581,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
582,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
583,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
584,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
585,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
586,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
587,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
588,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
589,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
590,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
591,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
592,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
593,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
594,Wetland,NULL,Wetland,NULL,Wetland,NULL
595,Wetland,NULL,Wetland,NULL,Wetland,Grassland
596,Wetland,NULL,Wetland,NULL,Wetland,Wetland
597,Wetland,NULL,Wetland,NULL,Wetland,Forest
598,Wetland,NULL,Wetland,Non_Water,Wetland,NULL
599,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
600,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
601,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
602,Wetland,NULL,Wetland,Water,Wetland,Wetland
603,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
604,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
605,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
606,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
607,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
608,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
609,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
610,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
611,Wetland,NULL,Water,NULL,Water,Wetland
612,Wetland,NULL,Water,Non_Water,Water,Wetland
613,Wetland,NULL,Water,Water,Water,Wetland
614,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
615,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
616,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
617,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
618,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL
619,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
620,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
621,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
622,Wetland,NULL,Forest,Water,Non_Wetland,NULL
623,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
624,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
625,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
626,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
627,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
628,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
629,Wetland,Cropland,Shrubland,Water,Non_Wetland,Wetland
630,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
631,Wetland,Cropland,Bareland,NULL,Non_Wetland,NULL
632,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
633,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
634,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
635,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
636,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
637,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL
638,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
639,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
640,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
641,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
642,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
643,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
644,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
645,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
646,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
647,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
648,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
649,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
650,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
651,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
652,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
653,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
654,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
655,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
656,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
657,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest
658,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
659,Wetland,Wetland,Wetland,NULL,Wetland,NULL
660,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
661,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
662,Wetland,Wetland,Wetland,NULL,Wetland,Forest
663,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
664,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
665,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
666,Wetland,Wetland,Wetland,Water,Wetland,Grassland
667,Wetland,Wetland,Wetland,Water,Wetland,Wetland
668,Wetland,Wetland,Wetland,Water,Wetland,Water
669,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL
670,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
671,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
672,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest
673,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
674,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Forest
675,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
676,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland
677,Wetland,Wetland,Water,NULL,Water,Wetland
678,Wetland,Wetland,Water,Non_Water,Water,Wetland
679,Wetland,Wetland,Water,Water,Water,Wetland
680,Wetland,Wetland,Water,Water,Water,Water
681,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
682,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
683,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
684,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
685,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL
686,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
687,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
688,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
689,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
690,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
691,Wetland,Built-up,NULL,NULL,Non_Wetland,Grassland
692,Wetland,Built-up,NULL,NULL,Non_Wetland,Wetland
693,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
694,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
695,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Forest
696,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL
697,Wetland,Built-up,Forest,NULL,Non_Wetland,Grassland
698,Wetland,Built-up,Forest,NULL,Non_Wetland,Wetland
699,Wetland,Built-up,Forest,NULL,Non_Wetland,Forest
700,Wetland,Water,NULL,NULL,Non_Wetland,NULL
701,Wetland,Water,NULL,NULL,Non_Wetland,Grassland
702,Wetland,Water,NULL,NULL,Non_Wetland,Wetland
703,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland
704,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL
705,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
706,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
707,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
708,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL
709,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
710,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
711,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
712,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
713,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
714,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland
715,Wetland,Water,Wetland,NULL,Wetland,NULL
716,Wetland,Water,Wetland,NULL,Wetland,Grassland
717,Wetland,Water,Wetland,NULL,Wetland,Wetland
718,Wetland,Water,Wetland,Non_Water,Wetland,NULL
719,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
720,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
721,Wetland,Water,Wetland,Non_Water,Wetland,Forest
722,Wetland,Water,Wetland,Water,Wetland,Wetland
723,Wetland,Water,Wetland,Water,Wetland,Forest
724,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
725,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
726,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland
727,Wetland,Water,Bareland,Non_Water,Non_Wetland,Forest
728,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
729,Wetland,Water,Built-up,NULL,Non_Wetland,Grassland
730,Wetland,Water,Water,NULL,Water,Grassland
731,Wetland,Water,Water,NULL,Water,Wetland
732,Wetland,Water,Water,NULL,Water,Forest
733,Wetland,Water,Water,Non_Water,Water,Wetland
734,Wetland,Water,Water,Water,Water,Wetland
735,Wetland,Water,Water,Water,Water,Water
736,Wetland,Water,Forest,NULL,Non_Wetland,NULL
737,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
738,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
739,Wetland,Water,Forest,NULL,Non_Wetland,Forest
740,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL
741,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland
742,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
743,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
744,Wetland,Water,Forest,Water,Non_Wetland,Grassland
745,Wetland,Water,Forest,Water,Non_Wetland,Wetland
746,Wetland,Forest,NULL,NULL,Non_Wetland,NULL
747,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
748,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland
749,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
750,Wetland,Forest,NULL,Non_Water,Non_Wetland,Wetland
751,Wetland,Forest,NULL,Water,Non_Wetland,Wetland
752,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
753,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
754,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
755,Wetland,Forest,Shrubland,NULL,Non_Wetland,Bareland
756,Wetland,Forest,Shrubland,NULL,Non_Wetland,Built-up
757,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
758,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL
759,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
760,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
761,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
762,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland
763,Wetland,Forest,Shrubland,Water,Non_Wetland,Forest
764,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland
765,Wetland,Forest,Wetland,NULL,Wetland,NULL
766,Wetland,Forest,Wetland,NULL,Wetland,Grassland
767,Wetland,Forest,Wetland,NULL,Wetland,Wetland
768,Wetland,Forest,Wetland,NULL,Wetland,Forest
769,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland
770,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
771,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
772,Wetland,Forest,Wetland,Water,Wetland,Wetland
773,Wetland,Forest,Bareland,NULL,Non_Wetland,Grassland
774,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
775,Wetland,Forest,Bareland,NULL,Non_Wetland,Forest
776,Wetland,Forest,Water,NULL,Water,Wetland
777,Wetland,Forest,Water,Water,Water,Wetland
778,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
779,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
780,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
781,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
782,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL
783,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland
784,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland
785,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
786,Wetland,Forest,Forest,Water,Non_Wetland,Forest
787,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
788,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
789,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland
790,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
791,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up
792,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
793,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
794,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
795,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
796,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
797,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
798,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
799,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
800,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
801,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
802,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
803,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
804,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
805,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
806,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
807,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
808,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
809,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
810,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
811,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
812,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
813,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
814,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
815,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up
816,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
817,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
818,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
819,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
820,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
821,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
822,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
823,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
824,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
825,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
826,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
827,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
828,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
829,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
830,Bareland,Cropland,Forest,NULL,Non_Wetland,Built-up
831,Bareland,Wetland,NULL,NULL,Non_Wetland,Grassland
832,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL
833,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
834,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL
835,Bareland,Wetland,Forest,NULL,Non_Wetland,Grassland
836,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
837,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
838,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
839,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
840,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
841,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
842,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
843,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
844,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
845,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL
846,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
847,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
848,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
