Value,AFRICA_2024_DynamicWorld_2024_36NYK_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NYK_M_R,AFRICA_2024_GLC_FCS30D_2022_36NYK_M_R,AFRICA_2024_GSW_Yearly_2021_36NYK_M_R,AFRICA_2024_GWL_FCS30D_2022_36NYK_M_R,AFRICA_2024_WorldCover_2021_36NYK_M_R
119,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up
120,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
121,NULL,Built-up,Wetland,NULL,Wetland,Forest
122,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL
123,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
124,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
125,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
126,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest
127,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL
128,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
129,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
130,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
131,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
132,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
133,NULL,Built-up,Forest,NULL,Non_Wetland,NULL
134,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
135,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up
136,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
137,NULL,Water,Bareland,NULL,Non_Wetland,NULL
138,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
139,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
140,NULL,Water,Bareland,NULL,Non_Wetland,Forest
141,NULL,Water,Bareland,Water,Non_Wetland,Bareland
142,NULL,Water,Built-up,NULL,Non_Wetland,Grassland
143,NULL,Forest,NULL,NULL,Non_Wetland,NULL
144,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
145,NULL,Forest,NULL,NULL,Non_Wetland,Wetland
146,NULL,Forest,NULL,NULL,Non_Wetland,Forest
147,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
148,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
149,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
150,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
151,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
152,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
153,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland
154,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
155,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
156,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
157,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
158,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland
159,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
160,NULL,Forest,Wetland,NULL,Wetland,NULL
161,NULL,Forest,Wetland,NULL,Wetland,Grassland
162,NULL,Forest,Wetland,NULL,Wetland,Forest
163,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
164,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
165,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
166,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
167,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
168,NULL,Forest,Built-up,NULL,Non_Wetland,NULL
169,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
170,NULL,Forest,Forest,NULL,Non_Wetland,NULL
171,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
172,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
173,NULL,Forest,Forest,NULL,Non_Wetland,Forest
174,Grassland,NULL,NULL,NULL,Non_Wetland,NULL
175,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
176,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland
177,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland
178,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
179,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
180,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
181,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
182,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland
183,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
184,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
185,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
186,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
187,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland
188,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland
189,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest
190,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
191,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
192,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
193,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL
194,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
195,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland
196,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland
197,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest
198,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL
199,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
200,Grassland,NULL,Water,NULL,Water,NULL
201,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
202,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
203,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
204,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
205,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
206,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL
207,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
208,Grassland,Bareland,Grassland,NULL,Non_Wetland,NULL
209,Grassland,Bareland,Grassland,NULL,Non_Wetland,Grassland
210,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
211,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
212,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
213,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
214,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
215,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
216,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
217,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
218,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland
219,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
220,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
221,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
222,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
223,Grassland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
224,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL
225,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
226,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL
227,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland
228,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
229,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
230,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
231,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
232,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
233,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
234,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
235,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
236,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
237,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
238,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
239,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
240,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
241,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
242,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
243,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
244,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest
245,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
246,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
247,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
248,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
249,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
250,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
251,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
252,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL
253,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
254,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
255,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Forest
256,Cropland,NULL,Grassland,Water,Non_Wetland,NULL
257,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
258,Cropland,NULL,Grassland,Water,Non_Wetland,Forest
259,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
260,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
261,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
262,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
263,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
264,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
265,Cropland,NULL,Wetland,NULL,Wetland,NULL
266,Cropland,NULL,Wetland,NULL,Wetland,Grassland
267,Cropland,NULL,Wetland,NULL,Wetland,Wetland
268,Cropland,NULL,Wetland,NULL,Wetland,Forest
269,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland
270,Cropland,NULL,Wetland,Water,Wetland,Grassland
271,Cropland,NULL,Wetland,Water,Wetland,Water
272,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
273,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
274,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
275,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
276,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
277,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
278,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
279,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
280,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
281,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
282,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
283,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL
284,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
285,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
286,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Water
287,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Forest
288,Cropland,NULL,Bareland,Water,Non_Wetland,NULL
289,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
290,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
291,Cropland,NULL,Bareland,Water,Non_Wetland,Water
292,Cropland,NULL,Bareland,Water,Non_Wetland,Forest
293,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
294,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
295,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland
296,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
297,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
298,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
299,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
300,Cropland,NULL,Built-up,Water,Non_Wetland,Grassland
301,Cropland,NULL,Built-up,Water,Non_Wetland,Wetland
302,Cropland,NULL,Built-up,Water,Non_Wetland,Water
303,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
304,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
305,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
306,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
307,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
308,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
309,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
310,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
311,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
312,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
313,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
314,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
315,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
316,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
317,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
318,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
319,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
320,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
321,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
322,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
323,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
324,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
325,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
326,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
327,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
328,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
329,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
330,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
331,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
332,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
333,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
334,Cropland,Cropland,Wetland,NULL,Wetland,NULL
335,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
336,Cropland,Cropland,Wetland,NULL,Wetland,Forest
337,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
338,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
339,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
340,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
341,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
342,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
343,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
344,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
345,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
346,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
347,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
348,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
349,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland
350,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
351,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
352,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
353,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
354,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
355,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
356,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
357,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
358,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
359,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
360,Cropland,Wetland,Grassland,NULL,Non_Wetland,Bareland
361,Cropland,Wetland,Bareland,NULL,Non_Wetland,Grassland
362,Cropland,Wetland,Bareland,NULL,Non_Wetland,Bareland
363,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
364,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
365,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL
366,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
367,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
368,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL
369,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
370,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
371,Cropland,Bareland,Bareland,Water,Non_Wetland,Bareland
372,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL
373,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland
374,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
375,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
376,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
377,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
378,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
379,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
380,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
381,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
382,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
383,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
384,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
385,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
386,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
387,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
388,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
389,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
390,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
391,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL
392,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
393,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
394,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
395,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
396,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
397,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
398,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
399,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
400,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
401,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
402,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
403,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
404,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
405,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
406,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
407,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
408,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
409,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
410,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
411,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
412,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
413,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
414,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
415,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
416,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
417,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
