Value,AFRICA_2024_DynamicWorld_2024_38NLJ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_38NLJ_M_R,AFRICA_2024_GLC_FCS30D_2022_38NLJ_M_R,AFRICA_2024_GSW_Yearly_2021_38NLJ_M_R,AFRICA_2024_GWL_FCS30D_2022_38NLJ_M_R,AFRICA_2024_WorldCover_2021_38NLJ_M_R
126,NULL,NULL,Forest,Water,Non_Wetland,Cropland
127,NULL,Cropland,NULL,NULL,Non_Wetland,NULL
128,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland
129,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland
130,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland
131,NULL,Cropland,NULL,NULL,Non_Wetland,Water
132,NULL,Cropland,NULL,NULL,Non_Wetland,Forest
133,NULL,Cropland,NULL,Water,Non_Wetland,NULL
134,NULL,Cropland,NULL,Water,Non_Wetland,Cropland
135,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL
136,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland
137,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland
138,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland
139,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up
140,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water
141,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest
142,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
143,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
144,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
145,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL
146,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland
147,NULL,Cropland,Shrubland,Water,Non_Wetland,Cropland
148,NULL,Cropland,Shrubland,Water,Non_Wetland,Wetland
149,NULL,Cropland,Shrubland,Water,Non_Wetland,Water
150,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL
151,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland
152,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland
153,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland
154,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland
155,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up
156,NULL,Cropland,Grassland,NULL,Non_Wetland,Water
157,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest
158,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL
159,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
160,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
161,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
162,NULL,Cropland,Grassland,Water,Non_Wetland,NULL
163,NULL,Cropland,Grassland,Water,Non_Wetland,Grassland
164,NULL,Cropland,Grassland,Water,Non_Wetland,Cropland
165,NULL,Cropland,Grassland,Water,Non_Wetland,Wetland
166,NULL,Cropland,Grassland,Water,Non_Wetland,Water
167,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL
168,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland
169,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland
170,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland
171,NULL,Cropland,Cropland,NULL,Non_Wetland,Water
172,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest
173,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL
174,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
175,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
176,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
177,NULL,Cropland,Cropland,Water,Non_Wetland,NULL
178,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland
179,NULL,Cropland,Cropland,Water,Non_Wetland,Water
180,NULL,Cropland,Wetland,NULL,Wetland,NULL
181,NULL,Cropland,Wetland,NULL,Wetland,Grassland
182,NULL,Cropland,Wetland,NULL,Wetland,Cropland
183,NULL,Cropland,Wetland,NULL,Wetland,Wetland
184,NULL,Cropland,Wetland,NULL,Wetland,Water
185,NULL,Cropland,Wetland,NULL,Wetland,Forest
186,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland
187,NULL,Cropland,Wetland,Water,Wetland,NULL
188,NULL,Cropland,Wetland,Water,Wetland,Grassland
189,NULL,Cropland,Wetland,Water,Wetland,Cropland
190,NULL,Cropland,Wetland,Water,Wetland,Wetland
191,NULL,Cropland,Wetland,Water,Wetland,Water
192,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
193,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL
194,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland
195,NULL,Cropland,Bareland,NULL,Non_Wetland,Cropland
196,NULL,Cropland,Bareland,NULL,Non_Wetland,Wetland
197,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland
198,NULL,Cropland,Bareland,NULL,Non_Wetland,Water
199,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL
200,NULL,Cropland,Bareland,Water,Non_Wetland,NULL
201,NULL,Cropland,Bareland,Water,Non_Wetland,Grassland
202,NULL,Cropland,Bareland,Water,Non_Wetland,Cropland
203,NULL,Cropland,Bareland,Water,Non_Wetland,Wetland
204,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL
205,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland
206,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland
207,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland
208,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up
209,NULL,Cropland,Built-up,NULL,Non_Wetland,Water
210,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest
211,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
212,NULL,Cropland,Built-up,Water,Non_Wetland,NULL
213,NULL,Cropland,Built-up,Water,Non_Wetland,Grassland
214,NULL,Cropland,Water,NULL,Water,NULL
215,NULL,Cropland,Water,NULL,Water,Grassland
216,NULL,Cropland,Water,NULL,Water,Cropland
217,NULL,Cropland,Water,NULL,Water,Wetland
218,NULL,Cropland,Water,NULL,Water,Water
219,NULL,Cropland,Water,Water,Water,NULL
220,NULL,Cropland,Water,Water,Water,Grassland
221,NULL,Cropland,Water,Water,Water,Cropland
222,NULL,Cropland,Water,Water,Water,Wetland
223,NULL,Cropland,Water,Water,Water,Bareland
224,NULL,Cropland,Water,Water,Water,Water
225,NULL,Cropland,Forest,NULL,Non_Wetland,NULL
226,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland
227,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland
228,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland
229,NULL,Cropland,Forest,NULL,Non_Wetland,Water
230,NULL,Cropland,Forest,NULL,Non_Wetland,Forest
231,NULL,Cropland,Forest,Water,Non_Wetland,NULL
232,NULL,Cropland,Forest,Water,Non_Wetland,Grassland
233,NULL,Cropland,Forest,Water,Non_Wetland,Water
234,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL
235,NULL,Bareland,NULL,NULL,Non_Wetland,NULL
236,NULL,Bareland,NULL,NULL,Non_Wetland,Grassland
237,NULL,Bareland,NULL,NULL,Non_Wetland,Cropland
238,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL
239,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland
240,NULL,Bareland,Shrubland,NULL,Non_Wetland,Cropland
241,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL
242,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland
243,NULL,Bareland,Grassland,NULL,Non_Wetland,Cropland
244,NULL,Bareland,Grassland,NULL,Non_Wetland,Wetland
245,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland
246,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL
247,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland
248,NULL,Bareland,Cropland,NULL,Non_Wetland,Cropland
249,NULL,Bareland,Cropland,Water,Non_Wetland,NULL
250,NULL,Bareland,Wetland,Water,Wetland,NULL
251,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL
252,NULL,Bareland,Bareland,NULL,Non_Wetland,Grassland
253,NULL,Bareland,Bareland,NULL,Non_Wetland,Cropland
254,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL
255,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland
256,NULL,Bareland,Built-up,NULL,Non_Wetland,Cropland
257,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up
258,NULL,Bareland,Water,Water,Water,NULL
259,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland
260,NULL,Bareland,Forest,NULL,Non_Wetland,Cropland
261,NULL,Built-up,NULL,NULL,Non_Wetland,NULL
262,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland
263,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland
264,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland
265,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland
266,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up
267,NULL,Built-up,NULL,NULL,Non_Wetland,Forest
268,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL
269,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
270,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland
271,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland
272,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
273,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
274,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
275,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL
276,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland
277,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL
278,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
279,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland
280,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland
281,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
282,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
283,NULL,Built-up,Grassland,NULL,Non_Wetland,Water
284,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
285,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL
286,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
287,NULL,Built-up,Grassland,Water,Non_Wetland,NULL
288,NULL,Built-up,Grassland,Water,Non_Wetland,Grassland
289,NULL,Built-up,Grassland,Water,Non_Wetland,Water
290,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL
291,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
292,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland
293,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland
294,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland
295,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up
296,NULL,Built-up,Cropland,NULL,Non_Wetland,Water
297,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
298,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL
299,NULL,Built-up,Cropland,Water,Non_Wetland,NULL
300,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland
301,NULL,Built-up,Cropland,Water,Non_Wetland,Wetland
302,NULL,Built-up,Cropland,Water,Non_Wetland,Water
303,NULL,Built-up,Wetland,NULL,Wetland,NULL
304,NULL,Built-up,Wetland,NULL,Wetland,Grassland
305,NULL,Built-up,Wetland,NULL,Wetland,Water
306,NULL,Built-up,Wetland,Non_Water,Wetland,NULL
307,NULL,Built-up,Wetland,Water,Wetland,NULL
308,NULL,Built-up,Wetland,Water,Wetland,Grassland
309,NULL,Built-up,Wetland,Water,Wetland,Wetland
310,NULL,Built-up,Wetland,Water,Wetland,Water
311,NULL,Built-up,Wetland,Water,Wetland,Forest
312,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
313,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
314,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL
315,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
316,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland
317,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
318,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
319,NULL,Built-up,Bareland,NULL,Non_Wetland,Water
320,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest
321,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL
322,NULL,Built-up,Bareland,Water,Non_Wetland,NULL
323,NULL,Built-up,Bareland,Water,Non_Wetland,Grassland
324,NULL,Built-up,Bareland,Water,Non_Wetland,Cropland
325,NULL,Built-up,Bareland,Water,Non_Wetland,Water
326,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL
327,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
328,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland
329,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
330,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
331,NULL,Built-up,Built-up,NULL,Non_Wetland,Water
332,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
333,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL
334,NULL,Built-up,Built-up,Water,Non_Wetland,NULL
335,NULL,Built-up,Water,NULL,Water,NULL
336,NULL,Built-up,Water,NULL,Water,Grassland
337,NULL,Built-up,Water,NULL,Water,Cropland
338,NULL,Built-up,Water,NULL,Water,Water
339,NULL,Built-up,Water,NULL,Water,Forest
340,NULL,Built-up,Water,Non_Water,Water,NULL
341,NULL,Built-up,Water,Non_Water,Water,Grassland
342,NULL,Built-up,Water,Water,Water,NULL
343,NULL,Built-up,Water,Water,Water,Cropland
344,NULL,Built-up,Water,Water,Water,Water
345,NULL,Built-up,Forest,NULL,Non_Wetland,NULL
346,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
347,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland
348,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland
349,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland
350,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up
351,NULL,Built-up,Forest,NULL,Non_Wetland,Water
352,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
353,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland
354,NULL,Built-up,Forest,Water,Non_Wetland,NULL
355,NULL,Built-up,Forest,Water,Non_Wetland,Wetland
356,NULL,Water,Shrubland,NULL,Non_Wetland,NULL
357,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
358,NULL,Water,Shrubland,NULL,Non_Wetland,Cropland
359,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland
360,NULL,Water,Shrubland,NULL,Non_Wetland,Water
361,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL
362,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland
363,NULL,Water,Shrubland,Water,Non_Wetland,NULL
364,NULL,Water,Shrubland,Water,Non_Wetland,Grassland
365,NULL,Water,Shrubland,Water,Non_Wetland,Cropland
366,NULL,Water,Grassland,NULL,Non_Wetland,NULL
367,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
368,NULL,Water,Grassland,NULL,Non_Wetland,Wetland
369,NULL,Water,Grassland,NULL,Non_Wetland,Bareland
370,NULL,Water,Grassland,NULL,Non_Wetland,Water
371,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL
372,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland
373,NULL,Water,Grassland,Non_Water,Non_Wetland,Bareland
374,NULL,Water,Grassland,Water,Non_Wetland,NULL
375,NULL,Water,Grassland,Water,Non_Wetland,Grassland
376,NULL,Water,Grassland,Water,Non_Wetland,Cropland
377,NULL,Water,Grassland,Water,Non_Wetland,Wetland
378,NULL,Water,Grassland,Water,Non_Wetland,Water
379,NULL,Water,Grassland,Water,Non_Wetland,Forest
380,NULL,Water,Cropland,NULL,Non_Wetland,NULL
381,NULL,Water,Cropland,NULL,Non_Wetland,Grassland
382,NULL,Water,Cropland,NULL,Non_Wetland,Cropland
383,NULL,Water,Cropland,NULL,Non_Wetland,Wetland
384,NULL,Water,Cropland,NULL,Non_Wetland,Water
385,NULL,Water,Cropland,NULL,Non_Wetland,Forest
386,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL
387,NULL,Water,Cropland,Water,Non_Wetland,NULL
388,NULL,Water,Cropland,Water,Non_Wetland,Grassland
389,NULL,Water,Cropland,Water,Non_Wetland,Cropland
390,NULL,Water,Cropland,Water,Non_Wetland,Wetland
391,NULL,Water,Cropland,Water,Non_Wetland,Bareland
392,NULL,Water,Cropland,Water,Non_Wetland,Water
393,NULL,Water,Wetland,NULL,Wetland,NULL
394,NULL,Water,Wetland,NULL,Wetland,Grassland
395,NULL,Water,Wetland,NULL,Wetland,Cropland
396,NULL,Water,Wetland,NULL,Wetland,Water
397,NULL,Water,Wetland,Water,Wetland,NULL
398,NULL,Water,Wetland,Water,Wetland,Grassland
399,NULL,Water,Wetland,Water,Wetland,Cropland
400,NULL,Water,Wetland,Water,Wetland,Wetland
401,NULL,Water,Wetland,Water,Wetland,Bareland
402,NULL,Water,Wetland,Water,Wetland,Water
403,NULL,Water,Bareland,NULL,Non_Wetland,NULL
404,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
405,NULL,Water,Bareland,NULL,Non_Wetland,Cropland
406,NULL,Water,Bareland,NULL,Non_Wetland,Wetland
407,NULL,Water,Bareland,NULL,Non_Wetland,Water
408,NULL,Water,Bareland,Water,Non_Wetland,NULL
409,NULL,Water,Bareland,Water,Non_Wetland,Wetland
410,NULL,Water,Bareland,Water,Non_Wetland,Water
411,NULL,Water,Built-up,NULL,Non_Wetland,NULL
412,NULL,Water,Built-up,NULL,Non_Wetland,Grassland
413,NULL,Water,Built-up,NULL,Non_Wetland,Cropland
414,NULL,Water,Built-up,NULL,Non_Wetland,Wetland
415,NULL,Water,Built-up,NULL,Non_Wetland,Water
416,NULL,Water,Built-up,Water,Non_Wetland,NULL
417,NULL,Water,Built-up,Water,Non_Wetland,Grassland
418,NULL,Water,Built-up,Water,Non_Wetland,Water
419,NULL,Water,Water,NULL,Water,NULL
420,NULL,Water,Water,NULL,Water,Grassland
421,NULL,Water,Water,NULL,Water,Cropland
422,NULL,Water,Water,NULL,Water,Wetland
423,NULL,Water,Water,NULL,Water,Bareland
424,NULL,Water,Water,NULL,Water,Water
425,NULL,Water,Water,Non_Water,Water,NULL
426,NULL,Water,Water,Water,Water,NULL
427,NULL,Water,Water,Water,Water,Grassland
428,NULL,Water,Water,Water,Water,Cropland
429,NULL,Water,Water,Water,Water,Wetland
430,NULL,Water,Water,Water,Water,Bareland
431,NULL,Water,Water,Water,Water,Water
432,NULL,Water,Forest,NULL,Non_Wetland,NULL
433,NULL,Water,Forest,NULL,Non_Wetland,Grassland
434,NULL,Forest,NULL,NULL,Non_Wetland,NULL
435,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
436,NULL,Forest,NULL,NULL,Non_Wetland,Cropland
437,NULL,Forest,NULL,NULL,Non_Wetland,Built-up
438,NULL,Forest,NULL,NULL,Non_Wetland,Forest
439,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
440,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
441,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
442,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
