Value,AFRICA_2024_DynamicWorld_2024_37NDE_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NDE_M_R,AFRICA_2024_GLC_FCS30D_2022_37NDE_M_R,AFRICA_2024_GSW_Yearly_2021_37NDE_M_R,AFRICA_2024_GWL_FCS30D_2022_37NDE_M_R,AFRICA_2024_WorldCover_2021_37NDE_M_R
121,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland
122,NULL,Cropland,Forest,NULL,Non_Wetland,NULL
123,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland
124,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland
125,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL
126,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland
127,NULL,Wetland,Shrubland,NULL,Non_Wetland,Forest
128,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL
129,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland
130,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL
131,NULL,Wetland,Cropland,NULL,Non_Wetland,Forest
132,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL
133,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland
134,NULL,Wetland,Bareland,NULL,Non_Wetland,Forest
135,NULL,Wetland,Forest,NULL,Non_Wetland,NULL
136,NULL,Wetland,Forest,NULL,Non_Wetland,Forest
137,NULL,Built-up,NULL,NULL,Non_Wetland,NULL
138,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland
139,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland
140,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland
141,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up
142,NULL,Built-up,NULL,NULL,Non_Wetland,Forest
143,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL
144,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
145,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland
146,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
147,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
148,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
149,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
150,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL
151,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
152,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland
153,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
154,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
155,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
156,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
157,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL
158,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
159,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland
160,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland
161,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up
162,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
163,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL
164,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
165,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
166,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
167,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL
168,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
169,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland
170,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
171,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
172,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
173,NULL,Built-up,Forest,NULL,Non_Wetland,NULL
174,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
175,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up
176,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
177,NULL,Water,NULL,NULL,Non_Wetland,Grassland
178,NULL,Water,Shrubland,NULL,Non_Wetland,NULL
179,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
180,NULL,Water,Shrubland,NULL,Non_Wetland,Forest
181,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
182,NULL,Water,Grassland,Water,Non_Wetland,Water
183,NULL,Water,Cropland,NULL,Non_Wetland,NULL
184,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
185,NULL,Water,Bareland,Water,Non_Wetland,Grassland
186,NULL,Water,Forest,NULL,Non_Wetland,NULL
187,NULL,Water,Forest,NULL,Non_Wetland,Grassland
188,NULL,Water,Forest,NULL,Non_Wetland,Forest
189,NULL,Forest,NULL,NULL,Non_Wetland,NULL
190,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
191,NULL,Forest,NULL,NULL,Non_Wetland,Cropland
192,NULL,Forest,NULL,NULL,Non_Wetland,Bareland
193,NULL,Forest,NULL,NULL,Non_Wetland,Forest
194,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
195,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
196,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
197,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
198,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up
199,NULL,Forest,Shrubland,NULL,Non_Wetland,Water
200,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
201,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL
202,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
203,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
204,NULL,Forest,Shrubland,Water,Non_Wetland,NULL
205,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland
206,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
207,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
208,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland
209,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
210,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up
211,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
212,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL
213,NULL,Forest,Grassland,Water,Non_Wetland,NULL
214,NULL,Forest,Grassland,Water,Non_Wetland,Grassland
215,NULL,Forest,Grassland,Water,Non_Wetland,Bareland
216,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
217,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
218,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
219,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland
220,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
221,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL
222,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
223,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
224,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
225,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
226,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
227,NULL,Forest,Bareland,NULL,Non_Wetland,Cropland
228,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
229,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL
230,NULL,Forest,Bareland,Water,Non_Wetland,Grassland
231,NULL,Forest,Built-up,NULL,Non_Wetland,NULL
232,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
233,NULL,Forest,Built-up,NULL,Non_Wetland,Cropland
234,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
235,NULL,Forest,Forest,NULL,Non_Wetland,NULL
236,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
237,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
238,NULL,Forest,Forest,NULL,Non_Wetland,Forest
239,Grassland,NULL,NULL,NULL,Non_Wetland,NULL
240,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
241,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland
242,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL
243,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland
244,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
245,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
246,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
247,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
248,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
249,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
250,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
251,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland
252,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
253,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
254,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
255,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland
256,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
257,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
258,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
259,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
260,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
261,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
262,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL
263,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
264,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland
265,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
266,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL
267,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
268,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland
269,Grassland,NULL,Water,NULL,Water,Grassland
270,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
271,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
272,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
273,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
274,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL
275,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
276,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland
277,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
278,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
279,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
280,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
281,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
282,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
283,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
284,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
285,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
286,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
287,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL
288,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
289,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland
290,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
291,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
292,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
293,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland
294,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
295,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
296,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
297,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
298,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
299,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
300,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
301,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
302,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
303,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
304,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
305,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
306,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
307,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
308,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
309,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
310,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
311,Grassland,Forest,Wetland,Water,Wetland,Grassland
312,Grassland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
313,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL
314,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
315,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL
316,Grassland,Forest,Built-up,NULL,Non_Wetland,Forest
317,Grassland,Forest,Water,NULL,Water,Grassland
318,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
319,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
320,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
321,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
322,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
323,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
324,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
325,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
326,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
327,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
328,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
329,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
330,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
331,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
332,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
333,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
334,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
335,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
336,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
337,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
338,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland
339,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
340,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
341,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
342,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
343,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
344,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
345,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
346,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
347,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
348,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
349,Cropland,NULL,Grassland,Water,Non_Wetland,Water
350,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
351,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
352,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
353,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
354,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
355,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
356,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
357,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
358,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
359,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
360,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
361,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
362,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
363,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
364,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
365,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
366,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
367,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
368,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
369,Cropland,NULL,Bareland,Water,Non_Wetland,NULL
370,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
371,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
372,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
373,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
374,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
375,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
376,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
377,Cropland,NULL,Built-up,Water,Non_Wetland,Grassland
378,Cropland,NULL,Built-up,Water,Non_Wetland,Cropland
379,Cropland,NULL,Water,NULL,Water,Grassland
380,Cropland,NULL,Water,Non_Water,Water,Grassland
381,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
382,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
383,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
384,Cropland,NULL,Forest,NULL,Non_Wetland,Water
385,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
386,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
387,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
388,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
389,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
390,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
391,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
392,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
393,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
394,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
395,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
396,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
397,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
398,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
399,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
400,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
401,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
402,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
403,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
404,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
405,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
406,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
407,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
408,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
409,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
410,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
411,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
412,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
413,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
414,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
415,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
416,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
417,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
418,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
