Value,AFRICA_2024_DynamicWorld_2024_36PVC_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PVC_M_R,AFRICA_2024_GLC_FCS30D_2022_36PVC_M_R,AFRICA_2024_GSW_Yearly_2021_36PVC_M_R,AFRICA_2024_GWL_FCS30D_2022_36PVC_M_R,AFRICA_2024_WorldCover_2021_36PVC_M_R
120,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
121,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
122,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Built-up
123,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Forest
124,NULL,Cropland,Grassland,Water,Non_Wetland,Grassland
125,NULL,Cropland,Grassland,Water,Non_Wetland,Cropland
126,NULL,Cropland,Grassland,Water,Non_Wetland,Bareland
127,NULL,Cropland,Grassland,Water,Non_Wetland,Built-up
128,NULL,Cropland,Grassland,Water,Non_Wetland,Water
129,NULL,Cropland,Grassland,Water,Non_Wetland,Forest
130,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL
131,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland
132,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland
133,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland
134,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up
135,NULL,Cropland,Cropland,NULL,Non_Wetland,Water
136,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest
137,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL
138,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
139,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
140,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
141,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Forest
142,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland
143,NULL,Cropland,Cropland,Water,Non_Wetland,Cropland
144,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland
145,NULL,Cropland,Cropland,Water,Non_Wetland,Water
146,NULL,Cropland,Cropland,Water,Non_Wetland,Forest
147,NULL,Cropland,Wetland,NULL,Wetland,Forest
148,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
149,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
150,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
151,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
152,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
153,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL
154,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland
155,NULL,Cropland,Bareland,NULL,Non_Wetland,Cropland
156,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland
157,NULL,Cropland,Bareland,NULL,Non_Wetland,Built-up
158,NULL,Cropland,Bareland,NULL,Non_Wetland,Water
159,NULL,Cropland,Bareland,NULL,Non_Wetland,Forest
160,NULL,Cropland,Bareland,Water,Non_Wetland,Cropland
161,NULL,Cropland,Bareland,Water,Non_Wetland,Water
162,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL
163,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland
164,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland
165,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland
166,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up
167,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest
168,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
169,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
170,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Forest
171,NULL,Cropland,Built-up,Water,Non_Wetland,Grassland
172,NULL,Cropland,Built-up,Water,Non_Wetland,Cropland
173,NULL,Cropland,Built-up,Water,Non_Wetland,Forest
174,NULL,Cropland,Water,NULL,Water,Forest
175,NULL,Cropland,Water,Non_Water,Water,Forest
176,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland
177,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland
178,NULL,Cropland,Forest,NULL,Non_Wetland,Forest
179,NULL,Wetland,Cropland,NULL,Non_Wetland,Forest
180,NULL,Wetland,Cropland,Water,Non_Wetland,Forest
181,NULL,Wetland,Wetland,Water,Wetland,Cropland
182,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Forest
183,NULL,Bareland,Shrubland,NULL,Non_Wetland,Cropland
184,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland
185,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL
186,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland
187,NULL,Bareland,Grassland,NULL,Non_Wetland,Cropland
188,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland
189,NULL,Bareland,Grassland,NULL,Non_Wetland,Built-up
190,NULL,Bareland,Grassland,NULL,Non_Wetland,Forest
191,NULL,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
192,NULL,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
193,NULL,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
194,NULL,Bareland,Grassland,Water,Non_Wetland,Cropland
195,NULL,Bareland,Grassland,Water,Non_Wetland,Bareland
196,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland
197,NULL,Bareland,Cropland,NULL,Non_Wetland,Cropland
198,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland
199,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up
200,NULL,Bareland,Cropland,NULL,Non_Wetland,Forest
201,NULL,Bareland,Cropland,Water,Non_Wetland,Cropland
202,NULL,Bareland,Cropland,Water,Non_Wetland,Water
203,NULL,Bareland,Wetland,Water,Wetland,Cropland
204,NULL,Bareland,Wetland,Water,Wetland,Water
205,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
206,NULL,Bareland,Bareland,NULL,Non_Wetland,Grassland
207,NULL,Bareland,Bareland,NULL,Non_Wetland,Cropland
208,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland
209,NULL,Bareland,Bareland,NULL,Non_Wetland,Built-up
210,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
211,NULL,Bareland,Bareland,Water,Non_Wetland,Bareland
212,NULL,Bareland,Bareland,Water,Non_Wetland,Water
213,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL
214,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland
215,NULL,Bareland,Built-up,NULL,Non_Wetland,Cropland
216,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland
217,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up
218,NULL,Bareland,Built-up,NULL,Non_Wetland,Forest
219,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
220,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Built-up
221,NULL,Bareland,Built-up,Water,Non_Wetland,Cropland
222,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland
223,NULL,Built-up,NULL,NULL,Non_Wetland,NULL
224,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland
225,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland
226,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland
227,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up
228,NULL,Built-up,NULL,NULL,Non_Wetland,Forest
229,NULL,Built-up,NULL,Water,Non_Wetland,Cropland
230,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL
231,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
232,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland
233,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
234,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
235,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
236,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Cropland
237,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
238,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
239,NULL,Built-up,Shrubland,Water,Non_Wetland,Cropland
240,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland
241,NULL,Built-up,Shrubland,Water,Non_Wetland,Water
242,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL
243,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
244,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland
245,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
246,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
247,NULL,Built-up,Grassland,NULL,Non_Wetland,Water
248,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
249,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL
250,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
251,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Cropland
252,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
253,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up
254,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Water
255,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Forest
256,NULL,Built-up,Grassland,Water,Non_Wetland,Grassland
257,NULL,Built-up,Grassland,Water,Non_Wetland,Cropland
258,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland
259,NULL,Built-up,Grassland,Water,Non_Wetland,Built-up
260,NULL,Built-up,Grassland,Water,Non_Wetland,Water
261,NULL,Built-up,Grassland,Water,Non_Wetland,Forest
262,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL
263,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
264,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland
265,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland
266,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up
267,NULL,Built-up,Cropland,NULL,Non_Wetland,Water
268,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
269,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL
270,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
271,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
272,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
273,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up
274,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Forest
275,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland
276,NULL,Built-up,Cropland,Water,Non_Wetland,Cropland
277,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland
278,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up
279,NULL,Built-up,Cropland,Water,Non_Wetland,Water
280,NULL,Built-up,Cropland,Water,Non_Wetland,Forest
281,NULL,Built-up,Wetland,NULL,Wetland,Grassland
282,NULL,Built-up,Wetland,NULL,Wetland,Cropland
283,NULL,Built-up,Wetland,NULL,Wetland,Bareland
284,NULL,Built-up,Wetland,NULL,Wetland,Water
285,NULL,Built-up,Wetland,NULL,Wetland,Forest
286,NULL,Built-up,Wetland,Non_Water,Wetland,Forest
287,NULL,Built-up,Wetland,Water,Wetland,Cropland
288,NULL,Built-up,Wetland,Water,Wetland,Bareland
289,NULL,Built-up,Wetland,Water,Wetland,Water
290,NULL,Built-up,Wetland,Water,Wetland,Forest
291,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
292,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
293,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
294,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
295,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
296,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL
297,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
298,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland
299,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
300,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
301,NULL,Built-up,Bareland,NULL,Non_Wetland,Water
302,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest
303,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
304,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Cropland
305,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
306,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
307,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Forest
308,NULL,Built-up,Bareland,Water,Non_Wetland,Grassland
309,NULL,Built-up,Bareland,Water,Non_Wetland,Cropland
310,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland
311,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up
312,NULL,Built-up,Bareland,Water,Non_Wetland,Water
313,NULL,Built-up,Bareland,Water,Non_Wetland,Forest
314,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL
315,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
316,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland
317,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
318,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
319,NULL,Built-up,Built-up,NULL,Non_Wetland,Water
320,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
321,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
322,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Cropland
323,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
324,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
325,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Water
326,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Forest
327,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland
328,NULL,Built-up,Built-up,Water,Non_Wetland,Cropland
329,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland
330,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up
331,NULL,Built-up,Built-up,Water,Non_Wetland,Forest
332,NULL,Built-up,Water,NULL,Water,NULL
333,NULL,Built-up,Water,NULL,Water,Forest
334,NULL,Built-up,Water,Non_Water,Water,Forest
335,NULL,Built-up,Water,Water,Water,Bareland
336,NULL,Built-up,Water,Water,Water,Built-up
337,NULL,Built-up,Water,Water,Water,Water
338,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland
339,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland
340,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
341,NULL,Water,NULL,NULL,Non_Wetland,Water
342,NULL,Water,Shrubland,Water,Non_Wetland,Cropland
343,NULL,Water,Grassland,NULL,Non_Wetland,Forest
344,NULL,Water,Grassland,Water,Non_Wetland,Cropland
345,NULL,Water,Cropland,NULL,Non_Wetland,Grassland
346,NULL,Water,Cropland,NULL,Non_Wetland,Cropland
347,NULL,Water,Cropland,NULL,Non_Wetland,Bareland
348,NULL,Water,Cropland,NULL,Non_Wetland,Forest
349,NULL,Water,Cropland,Non_Water,Non_Wetland,Water
350,NULL,Water,Cropland,Non_Water,Non_Wetland,Forest
351,NULL,Water,Cropland,Water,Non_Wetland,Cropland
352,NULL,Water,Cropland,Water,Non_Wetland,Bareland
353,NULL,Water,Cropland,Water,Non_Wetland,Water
354,NULL,Water,Cropland,Water,Non_Wetland,Forest
355,NULL,Water,Wetland,NULL,Wetland,Water
356,NULL,Water,Wetland,Water,Wetland,Cropland
357,NULL,Water,Wetland,Water,Wetland,Water
358,NULL,Water,Wetland,Water,Wetland,Forest
359,NULL,Water,Bareland,Water,Non_Wetland,Grassland
360,NULL,Water,Built-up,Non_Water,Non_Wetland,Water
361,NULL,Water,Built-up,Water,Non_Wetland,Bareland
362,NULL,Water,Water,Non_Water,Water,Water
363,NULL,Water,Water,Non_Water,Water,Forest
364,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
365,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
366,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
367,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest
368,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
369,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
370,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
371,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
372,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest
373,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland
374,Grassland,NULL,Cropland,Water,Non_Wetland,Forest
375,Grassland,NULL,Wetland,Water,Wetland,Cropland
376,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
377,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
378,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
379,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
380,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
381,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
382,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
383,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
384,Grassland,Cropland,Cropland,Water,Non_Wetland,Cropland
385,Grassland,Cropland,Cropland,Water,Non_Wetland,Forest
386,Grassland,Cropland,Wetland,Non_Water,Wetland,Cropland
387,Grassland,Cropland,Wetland,Water,Wetland,Cropland
388,Grassland,Cropland,Wetland,Water,Wetland,Water
389,Grassland,Cropland,Wetland,Water,Wetland,Forest
390,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
391,Grassland,Wetland,Cropland,NULL,Non_Wetland,Cropland
392,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
393,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
394,Grassland,Wetland,Cropland,Water,Non_Wetland,Cropland
395,Grassland,Wetland,Cropland,Water,Non_Wetland,Forest
396,Grassland,Built-up,Grassland,NULL,Non_Wetland,Forest
397,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland
398,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
399,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
400,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,Forest
401,Grassland,Built-up,Cropland,Water,Non_Wetland,Cropland
402,Grassland,Built-up,Cropland,Water,Non_Wetland,Forest
403,Grassland,Built-up,Wetland,Non_Water,Wetland,Forest
404,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
405,Grassland,Water,Cropland,NULL,Non_Wetland,Forest
406,Grassland,Water,Cropland,Non_Water,Non_Wetland,Forest
407,Grassland,Water,Cropland,Water,Non_Wetland,Cropland
408,Grassland,Water,Wetland,Water,Wetland,Cropland
409,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Forest
410,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
411,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
412,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
413,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
414,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
415,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
416,Cropland,NULL,NULL,NULL,Non_Wetland,Water
417,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
418,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL
419,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland
420,Cropland,NULL,NULL,Non_Water,Non_Wetland,Cropland
421,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest
422,Cropland,NULL,NULL,Water,Non_Wetland,Cropland
