Value,AFRICA_2024_DynamicWorld_2024_35PNQ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35PNQ_M_R,AFRICA_2024_GLC_FCS30D_2022_35PNQ_M_R,AFRICA_2024_GSW_Yearly_2021_35PNQ_M_R,AFRICA_2024_GWL_FCS30D_2022_35PNQ_M_R,AFRICA_2024_WorldCover_2021_35PNQ_M_R
119,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
120,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
121,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL
122,NULL,Forest,Wetland,NULL,Wetland,NULL
123,NULL,Forest,Wetland,NULL,Wetland,Forest
124,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
125,NULL,Forest,Built-up,NULL,Non_Wetland,NULL
126,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
127,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
128,NULL,Forest,Forest,NULL,Non_Wetland,NULL
129,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
130,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
131,NULL,Forest,Forest,NULL,Non_Wetland,Forest
132,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL
133,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
134,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
135,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
136,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
137,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
138,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
139,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
140,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
141,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
142,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
143,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL
144,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland
145,Cropland,NULL,NULL,Non_Water,Non_Wetland,Cropland
146,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest
147,Cropland,NULL,NULL,Water,Non_Wetland,Grassland
148,Cropland,NULL,NULL,Water,Non_Wetland,Wetland
149,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
150,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
151,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
152,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
153,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
154,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
155,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
156,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
157,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
158,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
159,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
160,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
161,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
162,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
163,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
164,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL
165,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
166,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
167,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
168,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Forest
169,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
170,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
171,Cropland,NULL,Grassland,Water,Non_Wetland,Wetland
172,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland
173,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
174,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
175,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL
176,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
177,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
178,Cropland,NULL,Wetland,NULL,Wetland,Grassland
179,Cropland,NULL,Wetland,NULL,Wetland,Cropland
180,Cropland,NULL,Wetland,NULL,Wetland,Forest
181,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland
182,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland
183,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
184,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
185,Cropland,NULL,Wetland,Water,Wetland,Grassland
186,Cropland,NULL,Wetland,Water,Wetland,Cropland
187,Cropland,NULL,Wetland,Water,Wetland,Wetland
188,Cropland,NULL,Wetland,Water,Wetland,Water
189,Cropland,NULL,Wetland,Water,Wetland,Forest
190,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
191,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
192,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
193,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
194,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
195,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
196,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
197,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
198,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
199,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
200,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
201,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
202,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL
203,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
204,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
205,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
206,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
207,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
208,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
209,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
210,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
211,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
212,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
213,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
214,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
215,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
216,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
217,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
218,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
219,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
220,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
221,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
222,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
223,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
224,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
225,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
226,Cropland,Bareland,Grassland,Water,Non_Wetland,Bareland
227,Cropland,Bareland,Bareland,Water,Non_Wetland,Bareland
228,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
229,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
230,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
231,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
232,Cropland,Forest,NULL,Water,Non_Wetland,Grassland
233,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
234,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
235,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
236,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
237,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
238,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
239,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
240,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
241,Cropland,Forest,Grassland,Water,Non_Wetland,Grassland
242,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
243,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
244,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
245,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
246,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL
247,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
248,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
249,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Forest
250,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
251,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
252,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
253,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
254,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
255,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Forest
256,Wetland,Forest,Wetland,NULL,Wetland,Forest
257,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
258,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
259,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
260,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
261,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up
262,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
263,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland
264,Bareland,NULL,NULL,Water,Non_Wetland,Grassland
265,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
266,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
267,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
268,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
269,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
270,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
271,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
272,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
273,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
274,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
275,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
276,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
277,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
278,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
279,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
280,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
281,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
282,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
283,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
284,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
285,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
286,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
287,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
288,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
289,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
290,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
291,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland
292,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
293,Bareland,NULL,Wetland,Water,Wetland,Grassland
294,Bareland,NULL,Wetland,Water,Wetland,Cropland
295,Bareland,NULL,Wetland,Water,Wetland,Wetland
296,Bareland,NULL,Wetland,Water,Wetland,Bareland
297,Bareland,NULL,Wetland,Water,Wetland,Water
298,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
299,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
300,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
301,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
302,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
303,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
304,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
305,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
306,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
307,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
308,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
309,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
310,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
311,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
312,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
313,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
314,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
315,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
316,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
317,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
318,Bareland,NULL,Built-up,Water,Non_Wetland,Wetland
319,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
320,Bareland,NULL,Water,Water,Water,Grassland
321,Bareland,NULL,Water,Water,Water,Wetland
322,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
323,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
324,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
325,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
326,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
327,Bareland,NULL,Forest,Water,Non_Wetland,Wetland
328,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
329,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
330,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
331,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
332,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
333,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
334,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
335,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
336,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
337,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
338,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
339,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
340,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
341,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
342,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
343,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
344,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
345,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
346,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
347,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
348,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
349,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
350,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
351,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
352,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL
353,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
354,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
355,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
356,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
357,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
358,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
359,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
360,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
361,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
362,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
363,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
364,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
365,Bareland,Water,Wetland,Water,Wetland,Wetland
366,Bareland,Water,Wetland,Water,Wetland,Water
367,Bareland,Water,Water,Water,Water,Wetland
368,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
369,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
370,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
371,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
372,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
373,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
374,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
375,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
376,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
377,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
378,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
379,Water,NULL,NULL,NULL,Non_Wetland,Grassland
380,Water,NULL,NULL,NULL,Non_Wetland,Wetland
381,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland
382,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland
383,Water,NULL,NULL,Water,Non_Wetland,Grassland
384,Water,NULL,NULL,Water,Non_Wetland,Cropland
385,Water,NULL,NULL,Water,Non_Wetland,Wetland
386,Water,NULL,NULL,Water,Non_Wetland,Bareland
387,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
388,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
389,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
390,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
391,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
392,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
393,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
394,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
395,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
396,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland
397,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
398,Water,NULL,Grassland,Water,Non_Wetland,Grassland
399,Water,NULL,Grassland,Water,Non_Wetland,Cropland
400,Water,NULL,Grassland,Water,Non_Wetland,Wetland
401,Water,NULL,Grassland,Water,Non_Wetland,Bareland
402,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
403,Water,NULL,Wetland,NULL,Wetland,Grassland
404,Water,NULL,Wetland,Non_Water,Wetland,Grassland
405,Water,NULL,Wetland,Non_Water,Wetland,Cropland
406,Water,NULL,Wetland,Non_Water,Wetland,Wetland
407,Water,NULL,Wetland,Non_Water,Wetland,Bareland
408,Water,NULL,Wetland,Non_Water,Wetland,Forest
409,Water,NULL,Wetland,Water,Wetland,Grassland
410,Water,NULL,Wetland,Water,Wetland,Cropland
411,Water,NULL,Wetland,Water,Wetland,Wetland
412,Water,NULL,Wetland,Water,Wetland,Water
413,Water,NULL,Bareland,Water,Non_Wetland,Grassland
414,Water,NULL,Bareland,Water,Non_Wetland,Wetland
415,Water,NULL,Built-up,Water,Non_Wetland,Grassland
416,Water,NULL,Water,Water,Water,Grassland
417,Water,NULL,Water,Water,Water,Wetland
418,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
419,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
420,Water,NULL,Forest,Water,Non_Wetland,Grassland
421,Water,NULL,Forest,Water,Non_Wetland,Cropland
