Value,AFRICA_2024_DynamicWorld_2024_37PCS_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PCS_M_R,AFRICA_2024_GLC_FCS30D_2022_37PCS_M_R,AFRICA_2024_GSW_Yearly_2021_37PCS_M_R,AFRICA_2024_GWL_FCS30D_2022_37PCS_M_R,AFRICA_2024_WorldCover_2021_37PCS_M_R
120,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland
121,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland
122,NULL,Cropland,Forest,NULL,Non_Wetland,NULL
123,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland
124,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland
125,NULL,Cropland,Forest,NULL,Non_Wetland,Forest
126,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland
127,NULL,Bareland,Grassland,NULL,Non_Wetland,Cropland
128,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland
129,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL
130,NULL,Built-up,NULL,NULL,Non_Wetland,NULL
131,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland
132,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland
133,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland
134,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up
135,NULL,Built-up,NULL,NULL,Non_Wetland,Forest
136,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL
137,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
138,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland
139,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
140,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
141,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
142,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL
143,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
144,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland
145,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
146,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
147,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
148,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL
149,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
150,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland
151,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland
152,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up
153,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
154,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
155,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
156,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
157,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
158,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
159,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
160,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL
161,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
162,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland
163,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
164,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
165,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
166,NULL,Built-up,Forest,NULL,Non_Wetland,NULL
167,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
168,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland
169,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
170,NULL,Water,NULL,NULL,Non_Wetland,NULL
171,NULL,Water,Shrubland,NULL,Non_Wetland,NULL
172,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
173,NULL,Water,Shrubland,NULL,Non_Wetland,Forest
174,NULL,Water,Grassland,NULL,Non_Wetland,NULL
175,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
176,NULL,Water,Grassland,NULL,Non_Wetland,Bareland
177,NULL,Water,Grassland,NULL,Non_Wetland,Forest
178,NULL,Water,Cropland,NULL,Non_Wetland,NULL
179,NULL,Water,Cropland,NULL,Non_Wetland,Grassland
180,NULL,Water,Cropland,NULL,Non_Wetland,Cropland
181,NULL,Water,Cropland,NULL,Non_Wetland,Forest
182,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland
183,NULL,Water,Cropland,Non_Water,Non_Wetland,Forest
184,NULL,Water,Cropland,Water,Non_Wetland,Grassland
185,NULL,Water,Bareland,NULL,Non_Wetland,NULL
186,NULL,Water,Bareland,NULL,Non_Wetland,Cropland
187,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
188,NULL,Water,Bareland,NULL,Non_Wetland,Forest
189,NULL,Water,Bareland,Non_Water,Non_Wetland,Forest
190,NULL,Water,Forest,NULL,Non_Wetland,Grassland
191,NULL,Water,Forest,NULL,Non_Wetland,Forest
192,NULL,Forest,NULL,NULL,Non_Wetland,NULL
193,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
194,NULL,Forest,NULL,NULL,Non_Wetland,Cropland
195,NULL,Forest,NULL,NULL,Non_Wetland,Bareland
196,NULL,Forest,NULL,NULL,Non_Wetland,Forest
197,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
198,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
199,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
200,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
201,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
202,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
203,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
204,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland
205,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
206,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
207,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
208,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
209,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
210,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland
211,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
212,NULL,Forest,Wetland,NULL,Wetland,Forest
213,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
214,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
215,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
216,NULL,Forest,Built-up,NULL,Non_Wetland,NULL
217,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
218,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland
219,NULL,Forest,Forest,NULL,Non_Wetland,NULL
220,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
221,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
222,NULL,Forest,Forest,NULL,Non_Wetland,Forest
223,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
224,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland
225,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
226,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
227,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
228,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
229,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
230,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest
231,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
232,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
233,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
234,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
235,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland
236,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest
237,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
238,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
239,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
240,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
241,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
242,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
243,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland
244,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
245,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
246,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
247,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland
248,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
249,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
250,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
251,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
252,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
253,Grassland,Forest,Wetland,NULL,Wetland,Forest
254,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
255,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
256,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
257,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
258,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
259,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
260,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
261,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
262,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
263,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
264,Cropland,NULL,NULL,Non_Water,Non_Wetland,Cropland
265,Cropland,NULL,NULL,Non_Water,Non_Wetland,Bareland
266,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
267,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
268,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
269,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
270,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
271,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
272,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
273,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
274,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
275,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
276,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
277,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
278,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
279,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
280,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
281,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
282,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
283,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
284,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
285,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
286,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
287,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
288,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
289,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
290,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
291,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
292,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
293,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
294,Cropland,NULL,Cropland,Water,Non_Wetland,Forest
295,Cropland,NULL,Wetland,NULL,Wetland,Grassland
296,Cropland,NULL,Wetland,NULL,Wetland,Cropland
297,Cropland,NULL,Wetland,Water,Wetland,Cropland
298,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
299,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
300,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
301,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
302,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
303,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
304,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
305,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
306,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
307,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
308,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
309,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
310,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
311,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
312,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
313,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
314,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
315,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
316,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
317,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
318,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
319,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
320,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
321,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
322,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
323,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
324,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
325,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
326,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
327,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
328,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
329,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
330,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
331,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
332,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
333,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
334,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
335,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
336,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
337,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
338,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
339,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
340,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
341,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
342,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
343,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
344,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
345,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
346,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
347,Cropland,Bareland,NULL,NULL,Non_Wetland,Grassland
348,Cropland,Bareland,NULL,NULL,Non_Wetland,Cropland
349,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
350,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
351,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
352,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
353,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
354,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
355,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
356,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
357,Cropland,Bareland,Cropland,NULL,Non_Wetland,Forest
358,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
359,Cropland,Bareland,Bareland,NULL,Non_Wetland,Cropland
360,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
361,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
362,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
363,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
364,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
365,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
366,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
367,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
368,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
369,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
370,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
371,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
372,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
373,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
374,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
375,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
376,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
377,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
378,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
379,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
380,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
381,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
382,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
383,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
384,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
385,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
386,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
387,Cropland,Water,Cropland,NULL,Non_Wetland,NULL
388,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
389,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
390,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
391,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
392,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
393,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
394,Cropland,Water,Built-up,NULL,Non_Wetland,Bareland
395,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
396,Cropland,Water,Forest,NULL,Non_Wetland,Forest
397,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
398,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
399,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
400,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
401,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
402,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
403,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
404,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
405,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
406,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
407,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
408,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
409,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
410,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
411,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
412,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
413,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
414,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
415,Cropland,Forest,Wetland,NULL,Wetland,Forest
416,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
417,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
418,Cropland,Forest,Bareland,NULL,Non_Wetland,Bareland
419,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
