Value,AFRICA_2024_DynamicWorld_2024_37QCU_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37QCU_M_R,AFRICA_2024_GLC_FCS30D_2022_37QCU_M_R,AFRICA_2024_GSW_Yearly_2021_37QCU_M_R,AFRICA_2024_GWL_FCS30D_2022_37QCU_M_R,AFRICA_2024_WorldCover_2021_37QCU_M_R
118,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland
119,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland
120,NULL,Cropland,Forest,NULL,Non_Wetland,Forest
121,NULL,Cropland,Forest,Water,Non_Wetland,Forest
122,NULL,Wetland,NULL,NULL,Non_Wetland,Forest
123,NULL,Wetland,Grassland,NULL,Non_Wetland,Forest
124,NULL,Wetland,Cropland,NULL,Non_Wetland,Forest
125,NULL,Bareland,NULL,NULL,Non_Wetland,NULL
126,NULL,Bareland,NULL,NULL,Non_Wetland,Grassland
127,NULL,Bareland,NULL,NULL,Non_Wetland,Cropland
128,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland
129,NULL,Bareland,NULL,NULL,Non_Wetland,Forest
130,NULL,Bareland,NULL,Non_Water,Non_Wetland,Bareland
131,NULL,Bareland,NULL,Water,Non_Wetland,Bareland
132,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL
133,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland
134,NULL,Bareland,Shrubland,NULL,Non_Wetland,Cropland
135,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland
136,NULL,Bareland,Shrubland,NULL,Non_Wetland,Forest
137,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
138,NULL,Bareland,Shrubland,Water,Non_Wetland,Bareland
139,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL
140,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland
141,NULL,Bareland,Grassland,NULL,Non_Wetland,Cropland
142,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland
143,NULL,Bareland,Grassland,NULL,Non_Wetland,Water
144,NULL,Bareland,Grassland,NULL,Non_Wetland,Forest
145,NULL,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
146,NULL,Bareland,Grassland,Water,Non_Wetland,Bareland
147,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL
148,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland
149,NULL,Bareland,Cropland,NULL,Non_Wetland,Cropland
150,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland
151,NULL,Bareland,Cropland,NULL,Non_Wetland,Forest
152,NULL,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
153,NULL,Bareland,Cropland,Water,Non_Wetland,Bareland
154,NULL,Bareland,Wetland,NULL,Wetland,Bareland
155,NULL,Bareland,Wetland,NULL,Wetland,Water
156,NULL,Bareland,Wetland,Water,Wetland,Grassland
157,NULL,Bareland,Wetland,Water,Wetland,Bareland
158,NULL,Bareland,Wetland,Water,Wetland,Water
159,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
160,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
161,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
162,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
163,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL
164,NULL,Bareland,Bareland,NULL,Non_Wetland,Grassland
165,NULL,Bareland,Bareland,NULL,Non_Wetland,Cropland
166,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland
167,NULL,Bareland,Bareland,NULL,Non_Wetland,Water
168,NULL,Bareland,Bareland,NULL,Non_Wetland,Forest
169,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL
170,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
171,NULL,Bareland,Bareland,Water,Non_Wetland,NULL
172,NULL,Bareland,Bareland,Water,Non_Wetland,Grassland
173,NULL,Bareland,Bareland,Water,Non_Wetland,Bareland
174,NULL,Bareland,Bareland,Water,Non_Wetland,Water
175,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL
176,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland
177,NULL,Bareland,Built-up,NULL,Non_Wetland,Cropland
178,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland
179,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up
180,NULL,Bareland,Built-up,NULL,Non_Wetland,Water
181,NULL,Bareland,Built-up,NULL,Non_Wetland,Forest
182,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
183,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland
184,NULL,Bareland,Water,NULL,Water,Bareland
185,NULL,Bareland,Forest,NULL,Non_Wetland,NULL
186,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland
187,NULL,Bareland,Forest,NULL,Non_Wetland,Cropland
188,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland
189,NULL,Bareland,Forest,NULL,Non_Wetland,Forest
190,NULL,Built-up,NULL,NULL,Non_Wetland,NULL
191,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland
192,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland
193,NULL,Built-up,NULL,NULL,Non_Wetland,Forest
194,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL
195,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
196,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
197,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
198,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
199,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL
200,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
201,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
202,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
203,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
204,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL
205,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
206,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland
207,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
208,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
209,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
210,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
211,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
212,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL
213,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
214,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
215,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
216,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest
217,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL
218,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
219,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
220,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
221,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
222,NULL,Built-up,Forest,NULL,Non_Wetland,NULL
223,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
224,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland
225,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
226,NULL,Water,Shrubland,NULL,Non_Wetland,Cropland
227,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland
228,NULL,Water,Shrubland,NULL,Non_Wetland,Forest
229,NULL,Water,Grassland,NULL,Non_Wetland,NULL
230,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
231,NULL,Water,Grassland,NULL,Non_Wetland,Cropland
232,NULL,Water,Grassland,NULL,Non_Wetland,Bareland
233,NULL,Water,Grassland,NULL,Non_Wetland,Forest
234,NULL,Water,Cropland,NULL,Non_Wetland,NULL
235,NULL,Water,Cropland,NULL,Non_Wetland,Grassland
236,NULL,Water,Cropland,NULL,Non_Wetland,Cropland
237,NULL,Water,Cropland,NULL,Non_Wetland,Bareland
238,NULL,Water,Cropland,NULL,Non_Wetland,Water
239,NULL,Water,Cropland,NULL,Non_Wetland,Forest
240,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
241,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
242,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
243,NULL,Water,Bareland,NULL,Non_Wetland,Cropland
244,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
245,NULL,Water,Bareland,NULL,Non_Wetland,Forest
246,NULL,Water,Bareland,Water,Non_Wetland,NULL
247,NULL,Water,Built-up,NULL,Non_Wetland,Grassland
248,NULL,Water,Built-up,NULL,Non_Wetland,Cropland
249,NULL,Water,Built-up,NULL,Non_Wetland,Bareland
250,NULL,Forest,NULL,NULL,Non_Wetland,NULL
251,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
252,NULL,Forest,NULL,NULL,Non_Wetland,Cropland
253,NULL,Forest,NULL,NULL,Non_Wetland,Bareland
254,NULL,Forest,NULL,NULL,Non_Wetland,Forest
255,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
256,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
257,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
258,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
259,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
260,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
261,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
262,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland
263,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
264,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
265,NULL,Forest,Grassland,Non_Water,Non_Wetland,Bareland
266,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
267,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
268,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
269,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland
270,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
271,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland
272,NULL,Forest,Cropland,Non_Water,Non_Wetland,Forest
273,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
274,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
275,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
276,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
277,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
278,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
279,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
280,NULL,Forest,Bareland,NULL,Non_Wetland,Cropland
281,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland
282,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
283,NULL,Forest,Bareland,Non_Water,Non_Wetland,Bareland
284,NULL,Forest,Built-up,NULL,Non_Wetland,NULL
285,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
286,NULL,Forest,Built-up,NULL,Non_Wetland,Cropland
287,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland
288,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
289,NULL,Forest,Forest,NULL,Non_Wetland,NULL
290,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
291,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
292,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
293,NULL,Forest,Forest,NULL,Non_Wetland,Forest
294,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
295,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
296,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
297,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
298,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
299,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
300,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
301,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
302,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
303,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
304,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
305,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
306,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
307,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
308,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
309,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
310,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
311,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
312,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
313,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
314,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
315,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
316,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
317,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
318,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
319,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
320,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
321,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
322,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
323,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
324,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
325,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
326,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
327,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
328,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
329,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
330,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
331,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
332,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
333,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
334,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
335,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
336,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
337,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
338,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
339,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
340,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
341,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
342,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
343,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
344,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
345,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
346,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
347,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
348,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
349,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
350,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
351,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
352,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
353,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
354,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
355,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
356,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
357,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
358,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
359,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
360,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
361,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
362,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
363,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
364,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
365,Cropland,Bareland,Bareland,NULL,Non_Wetland,Cropland
366,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
367,Cropland,Water,Cropland,NULL,Non_Wetland,Built-up
368,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
369,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
370,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
371,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
372,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
373,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
374,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
375,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
376,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
377,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
378,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
379,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
380,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
381,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
382,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
383,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
384,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up
385,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
386,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
387,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
388,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
389,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
390,Cropland,Forest,Built-up,NULL,Non_Wetland,Built-up
391,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
392,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
393,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
394,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
395,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
396,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
397,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
398,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
399,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
400,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
401,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
402,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
403,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
404,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
405,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
406,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
407,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
408,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
409,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
410,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
411,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
412,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
413,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
414,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
415,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
