Value,AFRICA_2024_DynamicWorld_2024_37NBF_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NBF_M_R,AFRICA_2024_GLC_FCS30D_2022_37NBF_M_R,AFRICA_2024_GSW_Yearly_2021_37NBF_M_R,AFRICA_2024_GWL_FCS30D_2022_37NBF_M_R,AFRICA_2024_WorldCover_2021_37NBF_M_R
120,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest
121,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
122,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
123,NULL,Cropland,Shrubland,Water,Non_Wetland,Bareland
124,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL
125,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland
126,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland
127,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland
128,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland
129,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up
130,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest
131,NULL,Cropland,Grassland,Water,Non_Wetland,Grassland
132,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL
133,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland
134,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland
135,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland
136,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up
137,NULL,Cropland,Cropland,NULL,Non_Wetland,Water
138,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest
139,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland
140,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
141,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
142,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL
143,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland
144,NULL,Cropland,Bareland,NULL,Non_Wetland,Cropland
145,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland
146,NULL,Cropland,Bareland,NULL,Non_Wetland,Forest
147,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL
148,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland
149,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland
150,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up
151,NULL,Cropland,Forest,NULL,Non_Wetland,NULL
152,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland
153,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland
154,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland
155,NULL,Cropland,Forest,NULL,Non_Wetland,Forest
156,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL
157,NULL,Cropland,Forest,Non_Water,Non_Wetland,Forest
158,NULL,Wetland,NULL,NULL,Non_Wetland,NULL
159,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland
160,NULL,Wetland,NULL,NULL,Non_Wetland,Forest
161,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL
162,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland
163,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland
164,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
165,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
166,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL
167,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland
168,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland
169,NULL,Wetland,Grassland,NULL,Non_Wetland,Forest
170,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL
171,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
172,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
173,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Forest
174,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland
175,NULL,Wetland,Cropland,NULL,Non_Wetland,Wetland
176,NULL,Wetland,Cropland,NULL,Non_Wetland,Forest
177,NULL,Wetland,Wetland,NULL,Wetland,Grassland
178,NULL,Wetland,Wetland,NULL,Wetland,Wetland
179,NULL,Wetland,Wetland,NULL,Wetland,Forest
180,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland
181,NULL,Wetland,Wetland,Non_Water,Wetland,Forest
182,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL
183,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland
184,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland
185,NULL,Wetland,Bareland,NULL,Non_Wetland,Bareland
186,NULL,Wetland,Bareland,Non_Water,Non_Wetland,NULL
187,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
188,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland
189,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL
190,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland
191,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL
192,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland
193,NULL,Bareland,Grassland,NULL,Non_Wetland,Wetland
194,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland
195,NULL,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
196,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland
197,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland
198,NULL,Bareland,Bareland,NULL,Non_Wetland,Grassland
199,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland
200,NULL,Built-up,NULL,NULL,Non_Wetland,NULL
201,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland
202,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland
203,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland
204,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up
205,NULL,Built-up,NULL,NULL,Non_Wetland,Forest
206,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL
207,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
208,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland
209,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
210,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
211,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
212,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL
213,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
214,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland
215,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
216,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
217,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
218,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL
219,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
220,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland
221,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland
222,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up
223,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
224,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL
225,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
226,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
227,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
228,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest
229,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL
230,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
231,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
232,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
233,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
234,NULL,Built-up,Forest,NULL,Non_Wetland,NULL
235,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
236,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland
237,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up
238,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
239,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
240,NULL,Water,Shrubland,NULL,Non_Wetland,Built-up
241,NULL,Water,Grassland,NULL,Non_Wetland,NULL
242,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
243,NULL,Water,Grassland,NULL,Non_Wetland,Bareland
244,NULL,Water,Cropland,NULL,Non_Wetland,Grassland
245,NULL,Water,Cropland,NULL,Non_Wetland,Cropland
246,NULL,Water,Cropland,NULL,Non_Wetland,Bareland
247,NULL,Water,Cropland,NULL,Non_Wetland,Forest
248,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
249,NULL,Water,Built-up,NULL,Non_Wetland,Bareland
250,NULL,Forest,NULL,NULL,Non_Wetland,NULL
251,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
252,NULL,Forest,NULL,NULL,Non_Wetland,Cropland
253,NULL,Forest,NULL,NULL,Non_Wetland,Wetland
254,NULL,Forest,NULL,NULL,Non_Wetland,Built-up
255,NULL,Forest,NULL,NULL,Non_Wetland,Forest
256,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
257,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
258,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
259,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
260,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
261,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up
262,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
263,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
264,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
265,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
266,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland
267,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
268,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up
269,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
270,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
271,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
272,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
273,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland
274,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up
275,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
276,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland
277,NULL,Forest,Wetland,NULL,Wetland,NULL
278,NULL,Forest,Wetland,NULL,Wetland,Grassland
279,NULL,Forest,Wetland,NULL,Wetland,Wetland
280,NULL,Forest,Wetland,NULL,Wetland,Forest
281,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
282,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
283,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
284,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
285,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
286,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
287,NULL,Forest,Bareland,Non_Water,Non_Wetland,Grassland
288,NULL,Forest,Built-up,NULL,Non_Wetland,NULL
289,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
290,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
291,NULL,Forest,Water,NULL,Water,NULL
292,NULL,Forest,Forest,NULL,Non_Wetland,NULL
293,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
294,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
295,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
296,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
297,NULL,Forest,Forest,NULL,Non_Wetland,Built-up
298,NULL,Forest,Forest,NULL,Non_Wetland,Forest
299,Grassland,NULL,NULL,NULL,Non_Wetland,NULL
300,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
301,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland
302,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland
303,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
304,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL
305,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland
306,Grassland,NULL,NULL,Non_Water,Non_Wetland,Cropland
307,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland
308,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest
309,Grassland,NULL,NULL,Water,Non_Wetland,NULL
310,Grassland,NULL,NULL,Water,Non_Wetland,Grassland
311,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
312,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
313,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
314,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland
315,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland
316,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water
317,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
318,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
319,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
320,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
321,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
322,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
323,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland
324,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland
325,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland
326,Grassland,NULL,Shrubland,Water,Non_Wetland,Water
327,Grassland,NULL,Shrubland,Water,Non_Wetland,Forest
328,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
329,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
330,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
331,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland
332,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland
333,Grassland,NULL,Grassland,NULL,Non_Wetland,Water
334,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest
335,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL
336,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
337,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
338,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
339,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
340,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water
341,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest
342,Grassland,NULL,Grassland,Water,Non_Wetland,NULL
343,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland
344,Grassland,NULL,Grassland,Water,Non_Wetland,Cropland
345,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland
346,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland
347,Grassland,NULL,Grassland,Water,Non_Wetland,Water
348,Grassland,NULL,Grassland,Water,Non_Wetland,Forest
349,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
350,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
351,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
352,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland
353,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland
354,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up
355,Grassland,NULL,Cropland,NULL,Non_Wetland,Water
356,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
357,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL
358,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
359,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
360,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
361,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest
362,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland
363,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland
364,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland
365,Grassland,NULL,Cropland,Water,Non_Wetland,Water
366,Grassland,NULL,Wetland,NULL,Wetland,NULL
367,Grassland,NULL,Wetland,NULL,Wetland,Grassland
368,Grassland,NULL,Wetland,NULL,Wetland,Cropland
369,Grassland,NULL,Wetland,NULL,Wetland,Wetland
370,Grassland,NULL,Wetland,NULL,Wetland,Bareland
371,Grassland,NULL,Wetland,NULL,Wetland,Water
372,Grassland,NULL,Wetland,NULL,Wetland,Forest
373,Grassland,NULL,Wetland,Non_Water,Wetland,NULL
374,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland
375,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland
376,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland
377,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland
378,Grassland,NULL,Wetland,Non_Water,Wetland,Water
379,Grassland,NULL,Wetland,Non_Water,Wetland,Forest
380,Grassland,NULL,Wetland,Water,Wetland,NULL
381,Grassland,NULL,Wetland,Water,Wetland,Grassland
382,Grassland,NULL,Wetland,Water,Wetland,Wetland
383,Grassland,NULL,Wetland,Water,Wetland,Bareland
384,Grassland,NULL,Wetland,Water,Wetland,Water
385,Grassland,NULL,Wetland,Water,Wetland,Forest
386,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
387,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
388,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL
389,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
390,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland
391,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland
392,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland
393,Grassland,NULL,Bareland,NULL,Non_Wetland,Water
394,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest
395,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL
396,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
397,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
398,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
399,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water
400,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Forest
401,Grassland,NULL,Bareland,Water,Non_Wetland,NULL
402,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland
403,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland
404,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland
405,Grassland,NULL,Bareland,Water,Non_Wetland,Water
406,Grassland,NULL,Bareland,Water,Non_Wetland,Forest
407,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL
408,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
409,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland
410,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland
411,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland
412,Grassland,NULL,Built-up,NULL,Non_Wetland,Water
413,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest
414,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL
415,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
416,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
417,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
418,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Forest
419,Grassland,NULL,Built-up,Water,Non_Wetland,Grassland
420,Grassland,NULL,Built-up,Water,Non_Wetland,Wetland
421,Grassland,NULL,Built-up,Water,Non_Wetland,Bareland
