Value,AFRICA_2024_DynamicWorld_2024_35NPJ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35NPJ_M_R,AFRICA_2024_GLC_FCS30D_2022_35NPJ_M_R,AFRICA_2024_GSW_Yearly_2021_35NPJ_M_R,AFRICA_2024_GWL_FCS30D_2022_35NPJ_M_R,AFRICA_2024_WorldCover_2021_35NPJ_M_R
426,Grassland,NULL,Wetland,Water,Wetland,NULL
427,Grassland,NULL,Wetland,Water,Wetland,Grassland
428,Grassland,NULL,Wetland,Water,Wetland,Wetland
429,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL
430,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
431,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland
432,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland
433,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up
434,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
435,Grassland,NULL,Water,NULL,Water,Grassland
436,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
437,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
438,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
439,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
440,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
441,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL
442,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
443,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland
444,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
445,Grassland,NULL,Forest,Water,Non_Wetland,NULL
446,Grassland,NULL,Forest,Water,Non_Wetland,Grassland
447,Grassland,NULL,Forest,Water,Non_Wetland,Forest
448,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
449,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland
450,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland
451,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
452,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
453,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
454,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
455,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
456,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
457,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
458,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
459,Grassland,Cropland,Wetland,NULL,Wetland,Grassland
460,Grassland,Cropland,Wetland,NULL,Wetland,Wetland
461,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland
462,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland
463,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland
464,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
465,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
466,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
467,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
468,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
469,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland
470,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland
471,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
472,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL
473,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
474,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
475,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
476,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest
477,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
478,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
479,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
480,Grassland,Wetland,Shrubland,Water,Non_Wetland,Grassland
481,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland
482,Grassland,Wetland,Wetland,NULL,Wetland,Grassland
483,Grassland,Wetland,Wetland,NULL,Wetland,Cropland
484,Grassland,Wetland,Wetland,NULL,Wetland,Wetland
485,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland
486,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland
487,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland
488,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL
489,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
490,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland
491,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
492,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
493,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland
494,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
495,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland
496,Grassland,Water,Wetland,NULL,Wetland,Wetland
497,Grassland,Water,Wetland,Non_Water,Wetland,NULL
498,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
499,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland
500,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
501,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
502,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
503,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
504,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
505,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
506,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland
507,Grassland,Forest,Wetland,NULL,Wetland,Grassland
508,Grassland,Forest,Wetland,NULL,Wetland,Cropland
509,Grassland,Forest,Wetland,NULL,Wetland,Wetland
510,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland
511,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland
512,Grassland,Forest,Water,NULL,Water,Wetland
513,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
514,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
515,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
516,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
517,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
518,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
519,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
520,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
521,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
522,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
523,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
524,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
525,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL
526,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland
527,Cropland,NULL,NULL,Non_Water,Non_Wetland,Cropland
528,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland
529,Cropland,NULL,NULL,Non_Water,Non_Wetland,Bareland
530,Cropland,NULL,NULL,Water,Non_Wetland,Grassland
531,Cropland,NULL,NULL,Water,Non_Wetland,Cropland
532,Cropland,NULL,NULL,Water,Non_Wetland,Wetland
533,Cropland,NULL,NULL,Water,Non_Wetland,Bareland
534,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
535,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
536,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
537,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
538,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
539,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
540,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
541,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
542,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
543,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
544,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
545,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
546,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Built-up
547,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
548,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
549,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
550,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland
551,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland
552,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
553,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
554,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
555,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
556,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
557,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
558,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
559,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
560,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
561,Cropland,NULL,Grassland,Water,Non_Wetland,Wetland
562,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland
563,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
564,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
565,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
566,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
567,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
568,Cropland,NULL,Wetland,NULL,Wetland,NULL
569,Cropland,NULL,Wetland,NULL,Wetland,Grassland
570,Cropland,NULL,Wetland,NULL,Wetland,Cropland
571,Cropland,NULL,Wetland,NULL,Wetland,Wetland
572,Cropland,NULL,Wetland,NULL,Wetland,Forest
573,Cropland,NULL,Wetland,Non_Water,Wetland,NULL
574,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland
575,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland
576,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
577,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
578,Cropland,NULL,Wetland,Water,Wetland,Grassland
579,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
580,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
581,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland
582,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
583,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
584,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
585,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
586,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
587,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
588,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
589,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
590,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
591,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
592,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
593,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
594,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
595,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
596,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
597,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
598,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
599,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL
600,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
601,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
602,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
603,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
604,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
605,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
606,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
607,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
608,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
609,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
610,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
611,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
612,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
613,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
614,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
615,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
616,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
617,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
618,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
619,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
620,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
621,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
622,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
623,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
624,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
625,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
626,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
627,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
628,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
629,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
630,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland
631,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
632,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
633,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
634,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
635,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
636,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
637,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland
638,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
639,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
640,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
641,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
642,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
643,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
644,Cropland,Wetland,NULL,NULL,Non_Wetland,Cropland
645,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
646,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
647,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
648,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
649,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
650,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
651,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
652,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
653,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
654,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
655,Cropland,Wetland,Shrubland,Water,Non_Wetland,Grassland
656,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
657,Cropland,Wetland,Cropland,NULL,Non_Wetland,Bareland
658,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
659,Cropland,Wetland,Cropland,Water,Non_Wetland,Grassland
660,Cropland,Wetland,Wetland,NULL,Wetland,Grassland
661,Cropland,Wetland,Wetland,NULL,Wetland,Cropland
662,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
663,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL
664,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
665,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
666,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
667,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
668,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
669,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
670,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up
671,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
672,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
673,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
674,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
675,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
676,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
677,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
678,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
679,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
680,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
681,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
682,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
683,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
684,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
685,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
686,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
687,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
688,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
689,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
690,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
691,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
692,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
693,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
694,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
695,Cropland,Water,Wetland,NULL,Wetland,Grassland
696,Cropland,Water,Wetland,Non_Water,Wetland,Forest
697,Cropland,Water,Forest,NULL,Non_Wetland,Forest
698,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
699,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
700,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
701,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
702,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
703,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
704,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
705,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
706,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
707,Cropland,Forest,Wetland,NULL,Wetland,Grassland
708,Cropland,Forest,Wetland,NULL,Wetland,Wetland
709,Cropland,Forest,Built-up,NULL,Non_Wetland,Built-up
710,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
711,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
712,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
713,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
714,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
715,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland
716,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
717,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland
718,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
719,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL
720,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland
721,Wetland,NULL,NULL,Non_Water,Non_Wetland,Cropland
722,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland
723,Wetland,NULL,NULL,Non_Water,Non_Wetland,Bareland
724,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest
725,Wetland,NULL,NULL,Water,Non_Wetland,NULL
726,Wetland,NULL,NULL,Water,Non_Wetland,Grassland
727,Wetland,NULL,NULL,Water,Non_Wetland,Cropland
728,Wetland,NULL,NULL,Water,Non_Wetland,Wetland
729,Wetland,NULL,NULL,Water,Non_Wetland,Bareland
730,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
731,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
732,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
733,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
734,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
735,Wetland,NULL,Shrubland,NULL,Non_Wetland,Built-up
736,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
737,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
738,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
739,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
740,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
741,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
742,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Built-up
743,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
744,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL
745,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
746,Wetland,NULL,Shrubland,Water,Non_Wetland,Cropland
747,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
748,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland
749,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
750,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
751,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
752,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
753,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
754,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
755,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
756,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
757,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
758,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
759,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
760,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
761,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
762,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
763,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
764,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
765,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
766,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
767,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
768,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
769,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland
770,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland
771,Wetland,NULL,Wetland,NULL,Wetland,NULL
772,Wetland,NULL,Wetland,NULL,Wetland,Grassland
773,Wetland,NULL,Wetland,NULL,Wetland,Cropland
774,Wetland,NULL,Wetland,NULL,Wetland,Wetland
775,Wetland,NULL,Wetland,NULL,Wetland,Forest
776,Wetland,NULL,Wetland,Non_Water,Wetland,NULL
777,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
778,Wetland,NULL,Wetland,Non_Water,Wetland,Cropland
779,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
780,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
781,Wetland,NULL,Wetland,Water,Wetland,NULL
782,Wetland,NULL,Wetland,Water,Wetland,Grassland
783,Wetland,NULL,Wetland,Water,Wetland,Cropland
784,Wetland,NULL,Wetland,Water,Wetland,Wetland
785,Wetland,NULL,Wetland,Water,Wetland,Forest
786,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
787,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
788,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
789,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
790,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
791,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
792,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
793,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
794,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
795,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
796,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
797,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
798,Wetland,NULL,Bareland,Water,Non_Wetland,Forest
799,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL
800,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
801,Wetland,NULL,Built-up,NULL,Non_Wetland,Cropland
802,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland
803,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland
804,Wetland,NULL,Built-up,NULL,Non_Wetland,Forest
805,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL
806,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
807,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
808,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
809,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
810,Wetland,NULL,Built-up,Water,Non_Wetland,Grassland
811,Wetland,NULL,Built-up,Water,Non_Wetland,Cropland
812,Wetland,NULL,Built-up,Water,Non_Wetland,Wetland
813,Wetland,NULL,Built-up,Water,Non_Wetland,Bareland
814,Wetland,NULL,Water,NULL,Water,Grassland
815,Wetland,NULL,Water,NULL,Water,Wetland
816,Wetland,NULL,Water,Non_Water,Water,NULL
817,Wetland,NULL,Water,Non_Water,Water,Grassland
818,Wetland,NULL,Water,Non_Water,Water,Wetland
819,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
820,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
821,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
822,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
823,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland
824,Wetland,NULL,Forest,NULL,Non_Wetland,Built-up
825,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
826,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL
827,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
828,Wetland,NULL,Forest,Non_Water,Non_Wetland,Cropland
829,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
830,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
831,Wetland,NULL,Forest,Water,Non_Wetland,NULL
832,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
833,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
834,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL
835,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
836,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland
837,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
838,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
839,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
840,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
841,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
842,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
843,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
