Value,AFRICA_2024_DynamicWorld_2024_38PLU_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_38PLU_M_R,AFRICA_2024_GLC_FCS30D_2022_38PLU_M_R,AFRICA_2024_GSW_Yearly_2021_38PLU_M_R,AFRICA_2024_GWL_FCS30D_2022_38PLU_M_R,AFRICA_2024_WorldCover_2021_38PLU_M_R
122,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland
123,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland
124,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL
125,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland
126,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland
127,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
128,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
129,NULL,Cropland,Cropland,Water,Non_Wetland,Cropland
130,NULL,Cropland,Wetland,NULL,Wetland,Cropland
131,NULL,Cropland,Wetland,NULL,Wetland,Bareland
132,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
133,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
134,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL
135,NULL,Cropland,Bareland,NULL,Non_Wetland,Cropland
136,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland
137,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
138,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
139,NULL,Cropland,Bareland,Water,Non_Wetland,Cropland
140,NULL,Cropland,Bareland,Water,Non_Wetland,Bareland
141,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland
142,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland
143,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland
144,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL
145,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland
146,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland
147,NULL,Wetland,Grassland,NULL,Non_Wetland,Water
148,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Bareland
149,NULL,Wetland,Grassland,Water,Non_Wetland,Bareland
150,NULL,Wetland,Wetland,NULL,NULL,Wetland
151,NULL,Wetland,Wetland,NULL,Wetland,NULL
152,NULL,Wetland,Wetland,NULL,Wetland,Grassland
153,NULL,Wetland,Wetland,NULL,Wetland,Wetland
154,NULL,Wetland,Wetland,NULL,Wetland,Bareland
155,NULL,Wetland,Wetland,NULL,Wetland,Water
156,NULL,Wetland,Wetland,Non_Water,NULL,Wetland
157,NULL,Wetland,Wetland,Non_Water,Wetland,NULL
158,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland
159,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland
160,NULL,Wetland,Wetland,Non_Water,Wetland,Water
161,NULL,Wetland,Wetland,Water,NULL,Wetland
162,NULL,Wetland,Wetland,Water,Wetland,Wetland
163,NULL,Wetland,Wetland,Water,Wetland,Bareland
164,NULL,Wetland,Wetland,Water,Wetland,Water
165,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL
166,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland
167,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland
168,NULL,Wetland,Bareland,NULL,Non_Wetland,Bareland
169,NULL,Wetland,Bareland,NULL,Non_Wetland,Water
170,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
171,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
172,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland
173,NULL,Wetland,Bareland,Water,Non_Wetland,Water
174,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland
175,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland
176,NULL,Wetland,Water,NULL,Water,Wetland
177,NULL,Wetland,Water,Water,Water,Water
178,NULL,Bareland,NULL,NULL,Non_Wetland,NULL
179,NULL,Bareland,NULL,NULL,Non_Wetland,Grassland
180,NULL,Bareland,NULL,NULL,Non_Wetland,Cropland
181,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland
182,NULL,Bareland,NULL,NULL,Non_Wetland,Built-up
183,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL
184,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland
185,NULL,Bareland,Shrubland,NULL,Non_Wetland,Cropland
186,NULL,Bareland,Shrubland,NULL,Non_Wetland,Wetland
187,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland
188,NULL,Bareland,Shrubland,NULL,Non_Wetland,Built-up
189,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
190,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL
191,NULL,Bareland,Shrubland,Water,Non_Wetland,Wetland
192,NULL,Bareland,Shrubland,Water,Non_Wetland,Bareland
193,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL
194,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland
195,NULL,Bareland,Grassland,NULL,Non_Wetland,Cropland
196,NULL,Bareland,Grassland,NULL,Non_Wetland,Wetland
197,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland
198,NULL,Bareland,Grassland,NULL,Non_Wetland,Water
199,NULL,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
200,NULL,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
201,NULL,Bareland,Grassland,Non_Water,Non_Wetland,Water
202,NULL,Bareland,Grassland,Water,Non_Wetland,NULL
203,NULL,Bareland,Grassland,Water,Non_Wetland,Grassland
204,NULL,Bareland,Grassland,Water,Non_Wetland,Cropland
205,NULL,Bareland,Grassland,Water,Non_Wetland,Bareland
206,NULL,Bareland,Grassland,Water,Non_Wetland,Water
207,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL
208,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland
209,NULL,Bareland,Cropland,NULL,Non_Wetland,Cropland
210,NULL,Bareland,Cropland,NULL,Non_Wetland,Wetland
211,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland
212,NULL,Bareland,Cropland,NULL,Non_Wetland,Water
213,NULL,Bareland,Cropland,Non_Water,Non_Wetland,NULL
214,NULL,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
215,NULL,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
216,NULL,Bareland,Cropland,Water,Non_Wetland,NULL
217,NULL,Bareland,Cropland,Water,Non_Wetland,Grassland
218,NULL,Bareland,Cropland,Water,Non_Wetland,Cropland
219,NULL,Bareland,Cropland,Water,Non_Wetland,Wetland
220,NULL,Bareland,Cropland,Water,Non_Wetland,Bareland
221,NULL,Bareland,Wetland,NULL,NULL,NULL
222,NULL,Bareland,Wetland,NULL,NULL,Bareland
223,NULL,Bareland,Wetland,NULL,NULL,Water
224,NULL,Bareland,Wetland,NULL,Wetland,NULL
225,NULL,Bareland,Wetland,NULL,Wetland,Grassland
226,NULL,Bareland,Wetland,NULL,Wetland,Cropland
227,NULL,Bareland,Wetland,NULL,Wetland,Wetland
228,NULL,Bareland,Wetland,NULL,Wetland,Bareland
229,NULL,Bareland,Wetland,NULL,Wetland,Water
230,NULL,Bareland,Wetland,Non_Water,Wetland,Bareland
231,NULL,Bareland,Wetland,Non_Water,Wetland,Water
232,NULL,Bareland,Wetland,Water,NULL,Wetland
233,NULL,Bareland,Wetland,Water,NULL,Bareland
234,NULL,Bareland,Wetland,Water,NULL,Water
235,NULL,Bareland,Wetland,Water,Wetland,NULL
236,NULL,Bareland,Wetland,Water,Wetland,Grassland
237,NULL,Bareland,Wetland,Water,Wetland,Wetland
238,NULL,Bareland,Wetland,Water,Wetland,Bareland
239,NULL,Bareland,Wetland,Water,Wetland,Water
240,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
241,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL
242,NULL,Bareland,Bareland,NULL,Non_Wetland,Grassland
243,NULL,Bareland,Bareland,NULL,Non_Wetland,Cropland
244,NULL,Bareland,Bareland,NULL,Non_Wetland,Wetland
245,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland
246,NULL,Bareland,Bareland,NULL,Non_Wetland,Built-up
247,NULL,Bareland,Bareland,NULL,Non_Wetland,Water
248,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL
249,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
250,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
251,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
252,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
253,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Water
254,NULL,Bareland,Bareland,Water,Non_Wetland,NULL
255,NULL,Bareland,Bareland,Water,Non_Wetland,Grassland
256,NULL,Bareland,Bareland,Water,Non_Wetland,Cropland
257,NULL,Bareland,Bareland,Water,Non_Wetland,Wetland
258,NULL,Bareland,Bareland,Water,Non_Wetland,Bareland
259,NULL,Bareland,Bareland,Water,Non_Wetland,Built-up
260,NULL,Bareland,Bareland,Water,Non_Wetland,Water
261,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL
262,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland
263,NULL,Bareland,Built-up,NULL,Non_Wetland,Cropland
264,NULL,Bareland,Built-up,NULL,Non_Wetland,Wetland
265,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland
266,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up
267,NULL,Bareland,Built-up,NULL,Non_Wetland,Water
268,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
269,NULL,Bareland,Built-up,Water,Non_Wetland,Wetland
270,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland
271,NULL,Bareland,Built-up,Water,Non_Wetland,Built-up
272,NULL,Bareland,Built-up,Water,Non_Wetland,Water
273,NULL,Bareland,Water,NULL,NULL,Bareland
274,NULL,Bareland,Water,NULL,Water,Bareland
275,NULL,Bareland,Water,NULL,Water,Water
276,NULL,Bareland,Water,Non_Water,NULL,Bareland
277,NULL,Bareland,Water,Non_Water,Water,Bareland
278,NULL,Bareland,Water,Water,NULL,Bareland
279,NULL,Bareland,Water,Water,NULL,Water
280,NULL,Bareland,Water,Water,Water,Grassland
281,NULL,Bareland,Water,Water,Water,Bareland
282,NULL,Bareland,Water,Water,Water,Water
283,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland
284,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
285,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
286,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL
287,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
288,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
289,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL
290,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland
291,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up
292,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
293,NULL,Built-up,Cropland,Water,Non_Wetland,NULL
294,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland
295,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL
296,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
297,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
298,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
299,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL
300,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
301,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland
302,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up
303,NULL,Built-up,Bareland,Water,Non_Wetland,Water
304,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL
305,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
306,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
307,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
308,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL
309,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
310,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up
311,NULL,Built-up,Water,NULL,Water,Bareland
312,NULL,Built-up,Water,Water,NULL,Bareland
313,NULL,Built-up,Water,Water,Water,Bareland
314,NULL,Water,NULL,NULL,Non_Wetland,Bareland
315,NULL,Water,NULL,Water,Non_Wetland,Bareland
316,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland
317,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland
318,NULL,Water,Shrubland,NULL,Non_Wetland,Water
319,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland
320,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water
321,NULL,Water,Shrubland,Water,Non_Wetland,Water
322,NULL,Water,Grassland,NULL,Non_Wetland,NULL
323,NULL,Water,Grassland,NULL,Non_Wetland,Wetland
324,NULL,Water,Grassland,NULL,Non_Wetland,Bareland
325,NULL,Water,Grassland,NULL,Non_Wetland,Water
326,NULL,Water,Grassland,Non_Water,Non_Wetland,Bareland
327,NULL,Water,Grassland,Non_Water,Non_Wetland,Water
328,NULL,Water,Grassland,Water,Non_Wetland,NULL
329,NULL,Water,Grassland,Water,Non_Wetland,Grassland
330,NULL,Water,Grassland,Water,Non_Wetland,Cropland
331,NULL,Water,Grassland,Water,Non_Wetland,Wetland
332,NULL,Water,Grassland,Water,Non_Wetland,Bareland
333,NULL,Water,Grassland,Water,Non_Wetland,Water
334,NULL,Water,Cropland,NULL,Non_Wetland,NULL
335,NULL,Water,Cropland,NULL,Non_Wetland,Cropland
336,NULL,Water,Cropland,NULL,Non_Wetland,Wetland
337,NULL,Water,Cropland,NULL,Non_Wetland,Water
338,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL
339,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland
340,NULL,Water,Cropland,Water,Non_Wetland,NULL
341,NULL,Water,Cropland,Water,Non_Wetland,Bareland
342,NULL,Water,Cropland,Water,Non_Wetland,Water
343,NULL,Water,Wetland,NULL,NULL,NULL
344,NULL,Water,Wetland,NULL,NULL,Wetland
345,NULL,Water,Wetland,NULL,NULL,Bareland
346,NULL,Water,Wetland,NULL,NULL,Water
347,NULL,Water,Wetland,NULL,Wetland,NULL
348,NULL,Water,Wetland,NULL,Wetland,Grassland
349,NULL,Water,Wetland,NULL,Wetland,Cropland
350,NULL,Water,Wetland,NULL,Wetland,Wetland
351,NULL,Water,Wetland,NULL,Wetland,Bareland
352,NULL,Water,Wetland,NULL,Wetland,Water
353,NULL,Water,Wetland,Non_Water,NULL,Wetland
354,NULL,Water,Wetland,Non_Water,NULL,Bareland
355,NULL,Water,Wetland,Non_Water,Wetland,NULL
356,NULL,Water,Wetland,Non_Water,Wetland,Wetland
357,NULL,Water,Wetland,Non_Water,Wetland,Bareland
358,NULL,Water,Wetland,Non_Water,Wetland,Water
359,NULL,Water,Wetland,Water,NULL,NULL
360,NULL,Water,Wetland,Water,NULL,Wetland
361,NULL,Water,Wetland,Water,NULL,Bareland
362,NULL,Water,Wetland,Water,NULL,Water
363,NULL,Water,Wetland,Water,Wetland,NULL
364,NULL,Water,Wetland,Water,Wetland,Cropland
365,NULL,Water,Wetland,Water,Wetland,Wetland
366,NULL,Water,Wetland,Water,Wetland,Bareland
367,NULL,Water,Wetland,Water,Wetland,Water
368,NULL,Water,Bareland,NULL,Non_Wetland,NULL
369,NULL,Water,Bareland,NULL,Non_Wetland,Wetland
370,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
371,NULL,Water,Bareland,NULL,Non_Wetland,Water
372,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL
373,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland
374,NULL,Water,Bareland,Non_Water,Non_Wetland,Water
375,NULL,Water,Bareland,Water,Non_Wetland,NULL
376,NULL,Water,Bareland,Water,Non_Wetland,Grassland
377,NULL,Water,Bareland,Water,Non_Wetland,Cropland
378,NULL,Water,Bareland,Water,Non_Wetland,Wetland
379,NULL,Water,Bareland,Water,Non_Wetland,Bareland
380,NULL,Water,Bareland,Water,Non_Wetland,Water
381,NULL,Water,Built-up,NULL,Non_Wetland,Wetland
382,NULL,Water,Built-up,NULL,Non_Wetland,Bareland
383,NULL,Water,Built-up,NULL,Non_Wetland,Water
384,NULL,Water,Built-up,Water,Non_Wetland,Wetland
385,NULL,Water,Built-up,Water,Non_Wetland,Bareland
386,NULL,Water,Built-up,Water,Non_Wetland,Water
387,NULL,Water,Water,NULL,NULL,Bareland
388,NULL,Water,Water,NULL,NULL,Water
389,NULL,Water,Water,NULL,Water,Bareland
390,NULL,Water,Water,NULL,Water,Water
391,NULL,Water,Water,Water,NULL,Grassland
392,NULL,Water,Water,Water,NULL,Wetland
393,NULL,Water,Water,Water,NULL,Bareland
394,NULL,Water,Water,Water,NULL,Water
395,NULL,Water,Water,Water,Water,NULL
396,NULL,Water,Water,Water,Water,Wetland
397,NULL,Water,Water,Water,Water,Bareland
398,NULL,Water,Water,Water,Water,Water
399,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland
400,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
401,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland
402,NULL,Forest,Wetland,NULL,Wetland,NULL
403,NULL,Forest,Wetland,NULL,Wetland,Cropland
404,NULL,Forest,Wetland,NULL,Wetland,Wetland
405,NULL,Forest,Wetland,NULL,Wetland,Bareland
406,NULL,Forest,Wetland,Non_Water,Wetland,Wetland
407,NULL,Forest,Wetland,Water,Wetland,Wetland
408,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
409,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
410,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
411,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
412,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
413,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
414,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
415,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
416,Wetland,NULL,Wetland,NULL,Wetland,NULL
417,Wetland,NULL,Wetland,NULL,Wetland,Wetland
418,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
419,Wetland,NULL,Wetland,Non_Water,Wetland,Cropland
420,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
421,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland
422,Wetland,NULL,Wetland,Water,Wetland,Cropland
423,Wetland,NULL,Wetland,Water,Wetland,Wetland
424,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
425,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
426,Wetland,NULL,Bareland,Water,Non_Wetland,Cropland
427,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
428,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
429,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
430,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
431,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL
432,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
433,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL
434,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
435,Wetland,Wetland,Cropland,NULL,Non_Wetland,Bareland
436,Wetland,Wetland,Wetland,NULL,NULL,NULL
437,Wetland,Wetland,Wetland,NULL,NULL,Wetland
438,Wetland,Wetland,Wetland,NULL,NULL,Bareland
439,Wetland,Wetland,Wetland,NULL,NULL,Water
