Value,SIBERIA_2024_ESRI_Annual_LULC_2024_45VUJ_M_R,SIBERIA_2024_GLC_FCS30D_2022_45VUJ_M_R,SIBERIA_2024_GSW_Yearly_2021_45VUJ_M_R,SIBERIA_2024_GWL_FCS30D_2022_45VUJ_M_R,SIBERIA_2024_WorldCover_2021_45VUJ_M_R
271,Wetland,Forest,Water,Non_Wetland,Water
272,Wetland,Forest,Water,Non_Wetland,Forest
273,Bareland,NULL,NULL,Non_Wetland,Water
274,Bareland,NULL,NULL,Non_Wetland,Forest
275,Bareland,NULL,Water,Non_Wetland,Water
276,Bareland,NULL,Water,Non_Wetland,Forest
277,Bareland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
278,Bareland,Shrubland,NULL,Non_Wetland,Bareland
279,Bareland,Shrubland,NULL,Non_Wetland,Forest
280,Bareland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
281,Bareland,Grassland,NULL,Non_Wetland,Grassland
282,Bareland,Wetland,NULL,Wetland,Grassland
283,Bareland,Wetland,NULL,Wetland,Wetland
284,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
285,Bareland,Wetland,NULL,Wetland,Bareland
286,Bareland,Wetland,NULL,Wetland,Water
287,Bareland,Wetland,NULL,Wetland,Forest
288,Bareland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
289,Bareland,Wetland,Non_Water,Wetland,Bareland
290,Bareland,Wetland,Non_Water,Wetland,Water
291,Bareland,Wetland,Non_Water,Wetland,Forest
292,Bareland,Wetland,Water,Wetland,Grassland
293,Bareland,Wetland,Water,Wetland,Wetland
294,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
295,Bareland,Wetland,Water,Wetland,Bareland
296,Bareland,Wetland,Water,Wetland,Water
297,Bareland,Wetland,Water,Wetland,Forest
298,Bareland,Bareland,NULL,Non_Wetland,Grassland
299,Bareland,Bareland,NULL,Non_Wetland,Wetland
300,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
301,Bareland,Bareland,NULL,Non_Wetland,Bareland
302,Bareland,Bareland,NULL,Non_Wetland,Water
303,Bareland,Bareland,NULL,Non_Wetland,Forest
304,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
305,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
306,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
307,Bareland,Bareland,Non_Water,Non_Wetland,Water
308,Bareland,Bareland,Non_Water,Non_Wetland,Forest
309,Bareland,Bareland,Water,Non_Wetland,Grassland
310,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
311,Bareland,Bareland,Water,Non_Wetland,Bareland
312,Bareland,Bareland,Water,Non_Wetland,Water
313,Bareland,Bareland,Water,Non_Wetland,Forest
314,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
315,Bareland,Built-up,NULL,Non_Wetland,Bareland
316,Bareland,Built-up,NULL,Non_Wetland,Forest
317,Bareland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
318,Bareland,Built-up,Water,Non_Wetland,Bareland
319,Bareland,Built-up,Water,Non_Wetland,Forest
320,Bareland,Water,NULL,Water,Grassland
321,Bareland,Water,NULL,Water,Lichens_and_Mosses
322,Bareland,Water,NULL,Water,Bareland
323,Bareland,Water,NULL,Water,Water
324,Bareland,Water,NULL,Water,Forest
325,Bareland,Water,Non_Water,Water,Bareland
326,Bareland,Water,Non_Water,Water,Forest
327,Bareland,Water,Water,Water,Grassland
328,Bareland,Water,Water,Water,Lichens_and_Mosses
329,Bareland,Water,Water,Water,Bareland
330,Bareland,Water,Water,Water,Water
331,Bareland,Water,Water,Water,Forest
332,Bareland,Forest,NULL,Non_Wetland,Grassland
333,Bareland,Forest,NULL,Non_Wetland,Water
334,Bareland,Forest,NULL,Non_Wetland,Forest
335,Bareland,Forest,Non_Water,Non_Wetland,Water
336,Bareland,Forest,Water,Non_Wetland,Lichens_and_Mosses
337,Bareland,Forest,Water,Non_Wetland,Water
338,Bareland,Forest,Water,Non_Wetland,Forest
339,Built-up,Shrubland,NULL,Non_Wetland,NULL
340,Built-up,Shrubland,NULL,Non_Wetland,Forest
341,Built-up,Cropland,NULL,Non_Wetland,Bareland
342,Built-up,Wetland,NULL,Wetland,Forest
343,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
344,Built-up,Bareland,NULL,Non_Wetland,Grassland
345,Built-up,Bareland,NULL,Non_Wetland,Wetland
346,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
347,Built-up,Bareland,NULL,Non_Wetland,Bareland
348,Built-up,Bareland,NULL,Non_Wetland,Built-up
349,Built-up,Bareland,NULL,Non_Wetland,Forest
350,Built-up,Built-up,NULL,Non_Wetland,Built-up
351,Built-up,Built-up,NULL,Non_Wetland,Forest
352,Built-up,Forest,NULL,Non_Wetland,Wetland
353,Built-up,Forest,NULL,Non_Wetland,Forest
354,Water,NULL,NULL,Non_Wetland,NULL
355,Water,NULL,NULL,Non_Wetland,Grassland
356,Water,NULL,NULL,Non_Wetland,Wetland
357,Water,NULL,NULL,Non_Wetland,Bareland
358,Water,NULL,NULL,Non_Wetland,Water
359,Water,NULL,NULL,Non_Wetland,Forest
360,Water,NULL,Non_Water,Non_Wetland,Grassland
361,Water,NULL,Non_Water,Non_Wetland,Wetland
362,Water,NULL,Non_Water,Non_Wetland,Water
363,Water,NULL,Non_Water,Non_Wetland,Forest
364,Water,NULL,Water,Non_Wetland,Grassland
365,Water,NULL,Water,Non_Wetland,Wetland
366,Water,NULL,Water,Non_Wetland,Lichens_and_Mosses
367,Water,NULL,Water,Non_Wetland,Bareland
368,Water,NULL,Water,Non_Wetland,Water
369,Water,NULL,Water,Non_Wetland,Forest
370,Water,Shrubland,NULL,Non_Wetland,Grassland
371,Water,Shrubland,NULL,Non_Wetland,Wetland
372,Water,Shrubland,NULL,Non_Wetland,Bareland
373,Water,Shrubland,NULL,Non_Wetland,Water
374,Water,Shrubland,NULL,Non_Wetland,Forest
375,Water,Shrubland,Non_Water,Non_Wetland,Grassland
376,Water,Shrubland,Non_Water,Non_Wetland,Wetland
377,Water,Shrubland,Non_Water,Non_Wetland,Water
378,Water,Shrubland,Non_Water,Non_Wetland,Forest
379,Water,Shrubland,Water,Non_Wetland,Grassland
380,Water,Shrubland,Water,Non_Wetland,Wetland
381,Water,Shrubland,Water,Non_Wetland,Bareland
382,Water,Shrubland,Water,Non_Wetland,Water
383,Water,Shrubland,Water,Non_Wetland,Forest
384,Water,Grassland,NULL,Non_Wetland,Grassland
385,Water,Grassland,NULL,Non_Wetland,Wetland
386,Water,Grassland,NULL,Non_Wetland,Forest
387,Water,Grassland,Water,Non_Wetland,Forest
388,Water,Wetland,NULL,Wetland,NULL
389,Water,Wetland,NULL,Wetland,Grassland
390,Water,Wetland,NULL,Wetland,Wetland
391,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
392,Water,Wetland,NULL,Wetland,Bareland
393,Water,Wetland,NULL,Wetland,Water
394,Water,Wetland,NULL,Wetland,Forest
395,Water,Wetland,Non_Water,Wetland,Grassland
396,Water,Wetland,Non_Water,Wetland,Wetland
397,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
398,Water,Wetland,Non_Water,Wetland,Bareland
399,Water,Wetland,Non_Water,Wetland,Water
400,Water,Wetland,Non_Water,Wetland,Forest
401,Water,Wetland,Water,Wetland,NULL
402,Water,Wetland,Water,Wetland,Grassland
403,Water,Wetland,Water,Wetland,Wetland
404,Water,Wetland,Water,Wetland,Lichens_and_Mosses
405,Water,Wetland,Water,Wetland,Bareland
406,Water,Wetland,Water,Wetland,Built-up
407,Water,Wetland,Water,Wetland,Water
408,Water,Wetland,Water,Wetland,Forest
409,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
410,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
411,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
412,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
413,Water,Bareland,NULL,Non_Wetland,Grassland
414,Water,Bareland,NULL,Non_Wetland,Wetland
415,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
416,Water,Bareland,NULL,Non_Wetland,Bareland
417,Water,Bareland,NULL,Non_Wetland,Water
418,Water,Bareland,NULL,Non_Wetland,Forest
419,Water,Bareland,Non_Water,Non_Wetland,Grassland
420,Water,Bareland,Non_Water,Non_Wetland,Wetland
421,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
422,Water,Bareland,Non_Water,Non_Wetland,Bareland
423,Water,Bareland,Non_Water,Non_Wetland,Water
424,Water,Bareland,Non_Water,Non_Wetland,Forest
425,Water,Bareland,Water,Non_Wetland,Grassland
426,Water,Bareland,Water,Non_Wetland,Wetland
427,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
428,Water,Bareland,Water,Non_Wetland,Bareland
429,Water,Bareland,Water,Non_Wetland,Water
430,Water,Bareland,Water,Non_Wetland,Forest
431,Water,Built-up,NULL,Non_Wetland,Grassland
432,Water,Built-up,NULL,Non_Wetland,Bareland
433,Water,Built-up,NULL,Non_Wetland,Water
434,Water,Built-up,NULL,Non_Wetland,Forest
435,Water,Built-up,Non_Water,Non_Wetland,Water
436,Water,Built-up,Non_Water,Non_Wetland,Forest
437,Water,Built-up,Water,Non_Wetland,Grassland
438,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
439,Water,Built-up,Water,Non_Wetland,Bareland
440,Water,Built-up,Water,Non_Wetland,Water
441,Water,Built-up,Water,Non_Wetland,Forest
442,Water,Water,NULL,Water,NULL
443,Water,Water,NULL,Water,Grassland
444,Water,Water,NULL,Water,Wetland
445,Water,Water,NULL,Water,Lichens_and_Mosses
446,Water,Water,NULL,Water,Bareland
447,Water,Water,NULL,Water,Water
448,Water,Water,NULL,Water,Forest
449,Water,Water,Non_Water,Water,Grassland
450,Water,Water,Non_Water,Water,Wetland
451,Water,Water,Non_Water,Water,Bareland
452,Water,Water,Non_Water,Water,Water
453,Water,Water,Non_Water,Water,Forest
454,Water,Water,Water,Water,NULL
455,Water,Water,Water,Water,Grassland
456,Water,Water,Water,Water,Wetland
457,Water,Water,Water,Water,Lichens_and_Mosses
458,Water,Water,Water,Water,Bareland
459,Water,Water,Water,Water,Water
460,Water,Water,Water,Water,Forest
461,Water,Forest,NULL,Non_Wetland,NULL
462,Water,Forest,NULL,Non_Wetland,Grassland
463,Water,Forest,NULL,Non_Wetland,Wetland
464,Water,Forest,NULL,Non_Wetland,Bareland
465,Water,Forest,NULL,Non_Wetland,Water
466,Water,Forest,NULL,Non_Wetland,Forest
467,Water,Forest,Non_Water,Non_Wetland,Grassland
468,Water,Forest,Non_Water,Non_Wetland,Wetland
469,Water,Forest,Non_Water,Non_Wetland,Water
470,Water,Forest,Non_Water,Non_Wetland,Forest
471,Water,Forest,Water,Non_Wetland,NULL
472,Water,Forest,Water,Non_Wetland,Grassland
473,Water,Forest,Water,Non_Wetland,Wetland
474,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
475,Water,Forest,Water,Non_Wetland,Bareland
476,Water,Forest,Water,Non_Wetland,Water
477,Water,Forest,Water,Non_Wetland,Forest
478,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,NULL
479,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
480,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
481,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland
482,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
483,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
484,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Wetland
485,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Forest
486,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Grassland
487,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Wetland
488,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Bareland
489,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Water
490,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Forest
491,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL
492,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
493,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
494,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
495,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
496,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
497,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Bareland
