Value,SIBERIA_2024_ESA_CALU_2024_41WPR_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_41WPR_M_R,SIBERIA_2024_GLC_FCS30D_2022_41WPR_M_R,SIBERIA_2024_GSW_Yearly_2021_41WPR_M_R,SIBERIA_2024_GWL_FCS30D_2022_41WPR_M_R,SIBERIA_2024_WorldCover_2021_41WPR_M_R
112,NULL,NULL,Bareland,NULL,Non_Wetland,Water
113,NULL,NULL,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
114,NULL,NULL,Bareland,NULL,Non_Wetland,Forest
115,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland
116,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland
117,NULL,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
118,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland
119,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water
120,NULL,NULL,Bareland,Non_Water,Non_Wetland,Permanent_ice_and_snow
121,NULL,NULL,Bareland,Non_Water,Non_Wetland,Forest
122,NULL,NULL,Bareland,Water,Non_Wetland,Grassland
123,NULL,NULL,Bareland,Water,Non_Wetland,Wetland
124,NULL,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
125,NULL,NULL,Bareland,Water,Non_Wetland,Bareland
126,NULL,NULL,Bareland,Water,Non_Wetland,Water
127,NULL,NULL,Bareland,Water,Non_Wetland,Permanent_ice_and_snow
128,NULL,NULL,Bareland,Water,Non_Wetland,Forest
129,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland
130,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland
131,NULL,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
132,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland
133,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up
134,NULL,NULL,Built-up,NULL,Non_Wetland,Water
135,NULL,NULL,Built-up,NULL,Non_Wetland,Permanent_ice_and_snow
136,NULL,NULL,Built-up,NULL,Non_Wetland,Forest
137,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland
138,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland
139,NULL,NULL,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
140,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland
141,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water
142,NULL,NULL,Built-up,Non_Water,Non_Wetland,Forest
143,NULL,NULL,Built-up,Water,Non_Wetland,Grassland
144,NULL,NULL,Built-up,Water,Non_Wetland,Wetland
145,NULL,NULL,Built-up,Water,Non_Wetland,Lichens_and_Mosses
146,NULL,NULL,Built-up,Water,Non_Wetland,Bareland
147,NULL,NULL,Built-up,Water,Non_Wetland,Water
148,NULL,NULL,Built-up,Water,Non_Wetland,Forest
149,NULL,NULL,Water,NULL,NULL,Grassland
150,NULL,NULL,Water,NULL,NULL,Lichens_and_Mosses
151,NULL,NULL,Water,NULL,NULL,Bareland
152,NULL,NULL,Water,NULL,NULL,Water
153,NULL,NULL,Water,NULL,NULL,Permanent_ice_and_snow
154,NULL,NULL,Water,NULL,Water,NULL
155,NULL,NULL,Water,NULL,Water,Grassland
156,NULL,NULL,Water,NULL,Water,Wetland
157,NULL,NULL,Water,NULL,Water,Lichens_and_Mosses
158,NULL,NULL,Water,NULL,Water,Bareland
159,NULL,NULL,Water,NULL,Water,Water
160,NULL,NULL,Water,NULL,Water,Permanent_ice_and_snow
161,NULL,NULL,Water,NULL,Water,Forest
162,NULL,NULL,Water,Non_Water,Water,Grassland
163,NULL,NULL,Water,Non_Water,Water,Wetland
164,NULL,NULL,Water,Non_Water,Water,Lichens_and_Mosses
165,NULL,NULL,Water,Non_Water,Water,Bareland
166,NULL,NULL,Water,Non_Water,Water,Water
167,NULL,NULL,Water,Non_Water,Water,Forest
168,NULL,NULL,Water,Water,NULL,Grassland
169,NULL,NULL,Water,Water,NULL,Lichens_and_Mosses
170,NULL,NULL,Water,Water,NULL,Water
171,NULL,NULL,Water,Water,Water,Grassland
172,NULL,NULL,Water,Water,Water,Wetland
173,NULL,NULL,Water,Water,Water,Lichens_and_Mosses
174,NULL,NULL,Water,Water,Water,Bareland
175,NULL,NULL,Water,Water,Water,Water
176,NULL,NULL,Water,Water,Water,Permanent_ice_and_snow
177,NULL,NULL,Water,Water,Water,Forest
178,NULL,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
179,NULL,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Lichens_and_Mosses
180,NULL,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
181,NULL,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Water
182,NULL,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
183,NULL,NULL,Permanent_ice_and_snow,Non_Water,Non_Wetland,Lichens_and_Mosses
184,NULL,NULL,Permanent_ice_and_snow,Non_Water,Non_Wetland,Bareland
185,NULL,NULL,Permanent_ice_and_snow,Non_Water,Non_Wetland,Water
186,NULL,NULL,Permanent_ice_and_snow,Water,Non_Wetland,Lichens_and_Mosses
187,NULL,NULL,Permanent_ice_and_snow,Water,Non_Wetland,Bareland
188,NULL,NULL,Permanent_ice_and_snow,Water,Non_Wetland,Permanent_ice_and_snow
189,NULL,NULL,Forest,NULL,Non_Wetland,NULL
190,NULL,NULL,Forest,NULL,Non_Wetland,Grassland
191,NULL,NULL,Forest,NULL,Non_Wetland,Wetland
192,NULL,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
193,NULL,NULL,Forest,NULL,Non_Wetland,Bareland
194,NULL,NULL,Forest,NULL,Non_Wetland,Built-up
195,NULL,NULL,Forest,NULL,Non_Wetland,Water
196,NULL,NULL,Forest,NULL,Non_Wetland,Permanent_ice_and_snow
197,NULL,NULL,Forest,NULL,Non_Wetland,Forest
198,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL
199,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland
200,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland
201,NULL,NULL,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
202,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland
203,NULL,NULL,Forest,Non_Water,Non_Wetland,Water
204,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest
205,NULL,NULL,Forest,Water,Non_Wetland,NULL
206,NULL,NULL,Forest,Water,Non_Wetland,Grassland
207,NULL,NULL,Forest,Water,Non_Wetland,Wetland
208,NULL,NULL,Forest,Water,Non_Wetland,Lichens_and_Mosses
209,NULL,NULL,Forest,Water,Non_Wetland,Bareland
210,NULL,NULL,Forest,Water,Non_Wetland,Water
211,NULL,NULL,Forest,Water,Non_Wetland,Forest
212,NULL,Wetland,NULL,NULL,Non_Wetland,NULL
213,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland
214,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland
215,NULL,Wetland,NULL,NULL,Non_Wetland,Lichens_and_Mosses
216,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland
217,NULL,Wetland,NULL,NULL,Non_Wetland,Water
218,NULL,Wetland,NULL,NULL,Non_Wetland,Forest
219,NULL,Wetland,NULL,Non_Water,Non_Wetland,Grassland
220,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland
221,NULL,Wetland,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
222,NULL,Wetland,NULL,Non_Water,Non_Wetland,Water
223,NULL,Wetland,NULL,Non_Water,Non_Wetland,Forest
224,NULL,Wetland,NULL,Water,Non_Wetland,Grassland
225,NULL,Wetland,NULL,Water,Non_Wetland,Wetland
226,NULL,Wetland,NULL,Water,Non_Wetland,Lichens_and_Mosses
227,NULL,Wetland,NULL,Water,Non_Wetland,Water
228,NULL,Wetland,NULL,Water,Non_Wetland,Forest
229,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL
230,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland
231,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland
232,NULL,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
233,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland
234,NULL,Wetland,Shrubland,NULL,Non_Wetland,Built-up
235,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water
236,NULL,Wetland,Shrubland,NULL,Non_Wetland,Forest
237,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
238,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
239,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
240,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
241,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
242,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Water
243,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
244,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL
245,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland
246,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland
247,NULL,Wetland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
248,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland
249,NULL,Wetland,Shrubland,Water,Non_Wetland,Water
250,NULL,Wetland,Shrubland,Water,Non_Wetland,Forest
251,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland
252,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland
253,NULL,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
254,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland
255,NULL,Wetland,Grassland,NULL,Non_Wetland,Built-up
256,NULL,Wetland,Grassland,NULL,Non_Wetland,Water
257,NULL,Wetland,Grassland,NULL,Non_Wetland,Forest
258,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
259,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
260,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Water
261,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Forest
262,NULL,Wetland,Grassland,Water,Non_Wetland,Grassland
263,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland
264,NULL,Wetland,Grassland,Water,Non_Wetland,Lichens_and_Mosses
265,NULL,Wetland,Grassland,Water,Non_Wetland,Water
266,NULL,Wetland,Grassland,Water,Non_Wetland,Forest
267,NULL,Wetland,Wetland,NULL,Wetland,NULL
268,NULL,Wetland,Wetland,NULL,Wetland,Grassland
269,NULL,Wetland,Wetland,NULL,Wetland,Wetland
270,NULL,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
271,NULL,Wetland,Wetland,NULL,Wetland,Bareland
272,NULL,Wetland,Wetland,NULL,Wetland,Built-up
273,NULL,Wetland,Wetland,NULL,Wetland,Water
274,NULL,Wetland,Wetland,NULL,Wetland,Forest
275,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland
276,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland
277,NULL,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
278,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland
279,NULL,Wetland,Wetland,Non_Water,Wetland,Built-up
280,NULL,Wetland,Wetland,Non_Water,Wetland,Water
281,NULL,Wetland,Wetland,Non_Water,Wetland,Forest
282,NULL,Wetland,Wetland,Water,Wetland,Grassland
283,NULL,Wetland,Wetland,Water,Wetland,Wetland
284,NULL,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
285,NULL,Wetland,Wetland,Water,Wetland,Bareland
286,NULL,Wetland,Wetland,Water,Wetland,Water
287,NULL,Wetland,Wetland,Water,Wetland,Forest
288,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
289,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
290,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
291,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
292,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
293,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
294,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
295,NULL,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
296,NULL,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
297,NULL,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
298,NULL,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
299,NULL,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
300,NULL,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
301,NULL,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
302,NULL,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
303,NULL,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
304,NULL,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
305,NULL,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
306,NULL,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Forest
307,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland
308,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland
309,NULL,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
310,NULL,Wetland,Bareland,NULL,Non_Wetland,Bareland
311,NULL,Wetland,Bareland,NULL,Non_Wetland,Built-up
312,NULL,Wetland,Bareland,NULL,Non_Wetland,Water
313,NULL,Wetland,Bareland,NULL,Non_Wetland,Forest
314,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
315,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
316,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
317,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
318,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Water
319,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Forest
320,NULL,Wetland,Bareland,Water,Non_Wetland,Grassland
321,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland
322,NULL,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
323,NULL,Wetland,Bareland,Water,Non_Wetland,Bareland
324,NULL,Wetland,Bareland,Water,Non_Wetland,Water
325,NULL,Wetland,Bareland,Water,Non_Wetland,Forest
326,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland
327,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland
328,NULL,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
329,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland
330,NULL,Wetland,Built-up,NULL,Non_Wetland,Built-up
331,NULL,Wetland,Built-up,NULL,Non_Wetland,Water
332,NULL,Wetland,Built-up,NULL,Non_Wetland,Forest
333,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
334,NULL,Wetland,Built-up,Water,Non_Wetland,Grassland
335,NULL,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
336,NULL,Wetland,Built-up,Water,Non_Wetland,Bareland
337,NULL,Wetland,Built-up,Water,Non_Wetland,Built-up
338,NULL,Wetland,Built-up,Water,Non_Wetland,Water
339,NULL,Wetland,Built-up,Water,Non_Wetland,Forest
340,NULL,Wetland,Water,NULL,Water,Grassland
341,NULL,Wetland,Water,NULL,Water,Wetland
342,NULL,Wetland,Water,NULL,Water,Lichens_and_Mosses
343,NULL,Wetland,Water,NULL,Water,Bareland
344,NULL,Wetland,Water,NULL,Water,Built-up
345,NULL,Wetland,Water,NULL,Water,Water
346,NULL,Wetland,Water,NULL,Water,Forest
347,NULL,Wetland,Water,Non_Water,Water,Grassland
348,NULL,Wetland,Water,Non_Water,Water,Wetland
349,NULL,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
350,NULL,Wetland,Water,Non_Water,Water,Bareland
351,NULL,Wetland,Water,Non_Water,Water,Water
352,NULL,Wetland,Water,Non_Water,Water,Forest
353,NULL,Wetland,Water,Water,Water,Grassland
354,NULL,Wetland,Water,Water,Water,Wetland
355,NULL,Wetland,Water,Water,Water,Lichens_and_Mosses
356,NULL,Wetland,Water,Water,Water,Bareland
357,NULL,Wetland,Water,Water,Water,Water
358,NULL,Wetland,Water,Water,Water,Forest
359,NULL,Wetland,Forest,NULL,Non_Wetland,NULL
360,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland
361,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland
362,NULL,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
363,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland
364,NULL,Wetland,Forest,NULL,Non_Wetland,Built-up
365,NULL,Wetland,Forest,NULL,Non_Wetland,Water
366,NULL,Wetland,Forest,NULL,Non_Wetland,Forest
367,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland
368,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland
369,NULL,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
370,NULL,Wetland,Forest,Non_Water,Non_Wetland,Bareland
371,NULL,Wetland,Forest,Non_Water,Non_Wetland,Water
372,NULL,Wetland,Forest,Non_Water,Non_Wetland,Forest
373,NULL,Wetland,Forest,Water,Non_Wetland,Grassland
374,NULL,Wetland,Forest,Water,Non_Wetland,Wetland
375,NULL,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
376,NULL,Wetland,Forest,Water,Non_Wetland,Bareland
377,NULL,Wetland,Forest,Water,Non_Wetland,Water
378,NULL,Wetland,Forest,Water,Non_Wetland,Forest
379,NULL,Bareland,NULL,NULL,Non_Wetland,Grassland
380,NULL,Bareland,NULL,NULL,Non_Wetland,Lichens_and_Mosses
381,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland
382,NULL,Bareland,NULL,Non_Water,Non_Wetland,Wetland
383,NULL,Bareland,NULL,Water,Non_Wetland,Bareland
384,NULL,Bareland,NULL,Water,Non_Wetland,Water
385,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland
386,NULL,Bareland,Shrubland,NULL,Non_Wetland,Wetland
387,NULL,Bareland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
388,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland
389,NULL,Bareland,Shrubland,NULL,Non_Wetland,Water
390,NULL,Bareland,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
391,NULL,Bareland,Shrubland,NULL,Non_Wetland,Forest
392,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
393,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
394,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Water
395,NULL,Bareland,Shrubland,Water,Non_Wetland,Grassland
396,NULL,Bareland,Shrubland,Water,Non_Wetland,Wetland
397,NULL,Bareland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
398,NULL,Bareland,Shrubland,Water,Non_Wetland,Bareland
399,NULL,Bareland,Shrubland,Water,Non_Wetland,Water
400,NULL,Bareland,Shrubland,Water,Non_Wetland,Forest
401,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland
402,NULL,Bareland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
403,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland
404,NULL,Bareland,Grassland,NULL,Non_Wetland,Forest
405,NULL,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
406,NULL,Bareland,Wetland,NULL,Wetland,Grassland
407,NULL,Bareland,Wetland,NULL,Wetland,Wetland
