Value,SIBERIA_2024_ESRI_Annual_LULC_2024_41VNK_M_R,SIBERIA_2024_GLC_FCS30D_2022_41VNK_M_R,SIBERIA_2024_GSW_Yearly_2021_41VNK_M_R,SIBERIA_2024_GWL_FCS30D_2022_41VNK_M_R,SIBERIA_2024_WorldCover_2021_41VNK_M_R
262,Wetland,Cropland,Non_Water,Non_Wetland,Forest
263,Wetland,Cropland,Water,Non_Wetland,Grassland
264,Wetland,Cropland,Water,Non_Wetland,Wetland
265,Wetland,Cropland,Water,Non_Wetland,Water
266,Wetland,Cropland,Water,Non_Wetland,Forest
267,Wetland,Wetland,NULL,Wetland,NULL
268,Wetland,Wetland,NULL,Wetland,Grassland
269,Wetland,Wetland,NULL,Wetland,Cropland
270,Wetland,Wetland,NULL,Wetland,Wetland
271,Wetland,Wetland,NULL,Wetland,Bareland
272,Wetland,Wetland,NULL,Wetland,Water
273,Wetland,Wetland,NULL,Wetland,Forest
274,Wetland,Wetland,Non_Water,Wetland,NULL
275,Wetland,Wetland,Non_Water,Wetland,Grassland
276,Wetland,Wetland,Non_Water,Wetland,Cropland
277,Wetland,Wetland,Non_Water,Wetland,Wetland
278,Wetland,Wetland,Non_Water,Wetland,Water
279,Wetland,Wetland,Non_Water,Wetland,Forest
280,Wetland,Wetland,Water,Wetland,NULL
281,Wetland,Wetland,Water,Wetland,Grassland
282,Wetland,Wetland,Water,Wetland,Cropland
283,Wetland,Wetland,Water,Wetland,Wetland
284,Wetland,Wetland,Water,Wetland,Water
285,Wetland,Wetland,Water,Wetland,Forest
286,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
287,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
288,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
289,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
290,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
291,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
292,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
293,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
294,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
295,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
296,Wetland,Bareland,NULL,Non_Wetland,NULL
297,Wetland,Bareland,NULL,Non_Wetland,Grassland
298,Wetland,Bareland,NULL,Non_Wetland,Wetland
299,Wetland,Bareland,NULL,Non_Wetland,Built-up
300,Wetland,Bareland,NULL,Non_Wetland,Water
301,Wetland,Bareland,NULL,Non_Wetland,Forest
302,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
303,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
304,Wetland,Bareland,Non_Water,Non_Wetland,Water
305,Wetland,Bareland,Non_Water,Non_Wetland,Forest
306,Wetland,Bareland,Water,Non_Wetland,Grassland
307,Wetland,Bareland,Water,Non_Wetland,Wetland
308,Wetland,Bareland,Water,Non_Wetland,Water
309,Wetland,Bareland,Water,Non_Wetland,Forest
310,Wetland,Built-up,NULL,Non_Wetland,Grassland
311,Wetland,Built-up,NULL,Non_Wetland,Wetland
312,Wetland,Built-up,NULL,Non_Wetland,Water
313,Wetland,Built-up,NULL,Non_Wetland,Forest
314,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
315,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
316,Wetland,Built-up,Non_Water,Non_Wetland,Water
317,Wetland,Built-up,Water,Non_Wetland,Grassland
318,Wetland,Built-up,Water,Non_Wetland,Water
319,Wetland,Water,NULL,Water,NULL
320,Wetland,Water,NULL,Water,Grassland
321,Wetland,Water,NULL,Water,Wetland
322,Wetland,Water,NULL,Water,Water
323,Wetland,Water,NULL,Water,Forest
324,Wetland,Water,Non_Water,Water,Grassland
325,Wetland,Water,Non_Water,Water,Wetland
326,Wetland,Water,Non_Water,Water,Water
327,Wetland,Water,Non_Water,Water,Forest
328,Wetland,Water,Water,Water,NULL
329,Wetland,Water,Water,Water,Grassland
330,Wetland,Water,Water,Water,Wetland
331,Wetland,Water,Water,Water,Water
332,Wetland,Water,Water,Water,Forest
333,Wetland,Forest,NULL,Non_Wetland,NULL
334,Wetland,Forest,NULL,Non_Wetland,Grassland
335,Wetland,Forest,NULL,Non_Wetland,Cropland
336,Wetland,Forest,NULL,Non_Wetland,Wetland
337,Wetland,Forest,NULL,Non_Wetland,Water
338,Wetland,Forest,NULL,Non_Wetland,Forest
339,Wetland,Forest,Non_Water,Non_Wetland,NULL
340,Wetland,Forest,Non_Water,Non_Wetland,Grassland
341,Wetland,Forest,Non_Water,Non_Wetland,Cropland
342,Wetland,Forest,Non_Water,Non_Wetland,Wetland
343,Wetland,Forest,Non_Water,Non_Wetland,Water
344,Wetland,Forest,Non_Water,Non_Wetland,Forest
345,Wetland,Forest,Water,Non_Wetland,NULL
346,Wetland,Forest,Water,Non_Wetland,Grassland
347,Wetland,Forest,Water,Non_Wetland,Wetland
348,Wetland,Forest,Water,Non_Wetland,Water
349,Wetland,Forest,Water,Non_Wetland,Forest
350,Bareland,NULL,NULL,Non_Wetland,Forest
351,Bareland,Shrubland,NULL,Non_Wetland,Bareland
352,Bareland,Cropland,NULL,Non_Wetland,Grassland
353,Bareland,Cropland,NULL,Non_Wetland,Bareland
354,Bareland,Cropland,NULL,Non_Wetland,Water
355,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
356,Bareland,Wetland,NULL,Wetland,Wetland
357,Bareland,Wetland,NULL,Wetland,Bareland
358,Bareland,Wetland,NULL,Wetland,Water
359,Bareland,Wetland,NULL,Wetland,Forest
360,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
361,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
362,Bareland,Bareland,NULL,Non_Wetland,Grassland
363,Bareland,Bareland,NULL,Non_Wetland,Wetland
364,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
365,Bareland,Bareland,NULL,Non_Wetland,Bareland
366,Bareland,Bareland,NULL,Non_Wetland,Built-up
367,Bareland,Bareland,NULL,Non_Wetland,Water
368,Bareland,Bareland,NULL,Non_Wetland,Forest
369,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
370,Bareland,Bareland,Water,Non_Wetland,Bareland
371,Bareland,Built-up,NULL,Non_Wetland,Grassland
372,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
373,Bareland,Built-up,NULL,Non_Wetland,Bareland
374,Bareland,Built-up,NULL,Non_Wetland,Built-up
375,Bareland,Built-up,NULL,Non_Wetland,Water
376,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
377,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
378,Bareland,Water,NULL,Water,Forest
379,Bareland,Water,Water,Water,Wetland
380,Bareland,Water,Water,Water,Water
381,Bareland,Water,Water,Water,Forest
382,Bareland,Forest,NULL,Non_Wetland,Grassland
383,Bareland,Forest,NULL,Non_Wetland,Wetland
384,Bareland,Forest,NULL,Non_Wetland,Bareland
385,Bareland,Forest,NULL,Non_Wetland,Water
386,Bareland,Forest,NULL,Non_Wetland,Forest
387,Bareland,Forest,Non_Water,Non_Wetland,Bareland
388,Built-up,NULL,NULL,Non_Wetland,Grassland
389,Built-up,NULL,NULL,Non_Wetland,Wetland
390,Built-up,NULL,NULL,Non_Wetland,Built-up
391,Built-up,NULL,NULL,Non_Wetland,Forest
392,Built-up,NULL,Water,Non_Wetland,Forest
393,Built-up,Shrubland,NULL,Non_Wetland,Grassland
394,Built-up,Shrubland,NULL,Non_Wetland,Wetland
395,Built-up,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
396,Built-up,Shrubland,NULL,Non_Wetland,Bareland
397,Built-up,Shrubland,NULL,Non_Wetland,Built-up
398,Built-up,Shrubland,NULL,Non_Wetland,Forest
399,Built-up,Grassland,NULL,Non_Wetland,Grassland
400,Built-up,Grassland,NULL,Non_Wetland,Built-up
401,Built-up,Grassland,NULL,Non_Wetland,Forest
402,Built-up,Cropland,NULL,Non_Wetland,Grassland
403,Built-up,Cropland,NULL,Non_Wetland,Wetland
404,Built-up,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
405,Built-up,Cropland,NULL,Non_Wetland,Bareland
406,Built-up,Cropland,NULL,Non_Wetland,Built-up
407,Built-up,Cropland,NULL,Non_Wetland,Forest
408,Built-up,Wetland,NULL,Wetland,NULL
409,Built-up,Wetland,NULL,Wetland,Grassland
410,Built-up,Wetland,NULL,Wetland,Wetland
411,Built-up,Wetland,NULL,Wetland,Bareland
412,Built-up,Wetland,NULL,Wetland,Built-up
413,Built-up,Wetland,NULL,Wetland,Water
414,Built-up,Wetland,NULL,Wetland,Forest
415,Built-up,Wetland,Non_Water,Wetland,Forest
416,Built-up,Wetland,Water,Wetland,Grassland
417,Built-up,Wetland,Water,Wetland,Built-up
418,Built-up,Wetland,Water,Wetland,Water
419,Built-up,Wetland,Water,Wetland,Forest
420,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
421,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
422,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
423,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
424,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
425,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Water
426,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
427,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
428,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Forest
429,Built-up,Bareland,NULL,Non_Wetland,Grassland
430,Built-up,Bareland,NULL,Non_Wetland,Cropland
431,Built-up,Bareland,NULL,Non_Wetland,Wetland
432,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
433,Built-up,Bareland,NULL,Non_Wetland,Bareland
434,Built-up,Bareland,NULL,Non_Wetland,Built-up
435,Built-up,Bareland,NULL,Non_Wetland,Water
436,Built-up,Bareland,NULL,Non_Wetland,Forest
437,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
438,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
439,Built-up,Bareland,Water,Non_Wetland,Forest
440,Built-up,Built-up,NULL,Non_Wetland,Grassland
441,Built-up,Built-up,NULL,Non_Wetland,Wetland
442,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
443,Built-up,Built-up,NULL,Non_Wetland,Bareland
444,Built-up,Built-up,NULL,Non_Wetland,Built-up
445,Built-up,Built-up,NULL,Non_Wetland,Water
446,Built-up,Built-up,NULL,Non_Wetland,Forest
447,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
448,Built-up,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
449,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
450,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
451,Built-up,Built-up,Non_Water,Non_Wetland,Water
452,Built-up,Built-up,Water,Non_Wetland,Grassland
453,Built-up,Built-up,Water,Non_Wetland,Bareland
454,Built-up,Built-up,Water,Non_Wetland,Built-up
455,Built-up,Built-up,Water,Non_Wetland,Water
456,Built-up,Built-up,Water,Non_Wetland,Forest
457,Built-up,Water,NULL,Water,Grassland
458,Built-up,Water,NULL,Water,Bareland
459,Built-up,Water,NULL,Water,Built-up
460,Built-up,Water,NULL,Water,Forest
461,Built-up,Water,Water,Water,Water
462,Built-up,Water,Water,Water,Forest
463,Built-up,Forest,NULL,Non_Wetland,NULL
464,Built-up,Forest,NULL,Non_Wetland,Grassland
465,Built-up,Forest,NULL,Non_Wetland,Wetland
466,Built-up,Forest,NULL,Non_Wetland,Bareland
467,Built-up,Forest,NULL,Non_Wetland,Built-up
468,Built-up,Forest,NULL,Non_Wetland,Water
469,Built-up,Forest,NULL,Non_Wetland,Forest
470,Built-up,Forest,Non_Water,Non_Wetland,Grassland
471,Built-up,Forest,Non_Water,Non_Wetland,Forest
472,Built-up,Forest,Water,Non_Wetland,Water
473,Water,NULL,NULL,Non_Wetland,Grassland
474,Water,NULL,NULL,Non_Wetland,Wetland
475,Water,NULL,NULL,Non_Wetland,Water
476,Water,NULL,NULL,Non_Wetland,Forest
477,Water,NULL,Non_Water,Non_Wetland,Grassland
478,Water,NULL,Non_Water,Non_Wetland,Wetland
479,Water,NULL,Non_Water,Non_Wetland,Water
480,Water,NULL,Non_Water,Non_Wetland,Forest
481,Water,NULL,Water,Non_Wetland,Grassland
482,Water,NULL,Water,Non_Wetland,Wetland
483,Water,NULL,Water,Non_Wetland,Water
484,Water,NULL,Water,Non_Wetland,Forest
485,Water,Shrubland,NULL,Non_Wetland,Grassland
