Value,SIBERIA_2024_ESRI_Annual_LULC_2024_43WES_M_R,SIBERIA_2024_GLC_FCS30D_2022_43WES_M_R,SIBERIA_2024_GSW_Yearly_2021_43WES_M_R,SIBERIA_2024_GWL_FCS30D_2022_43WES_M_R,SIBERIA_2024_WorldCover_2021_43WES_M_R
170,Wetland,Shrubland,Water,Non_Wetland,Bareland
171,Wetland,Shrubland,Water,Non_Wetland,Water
172,Wetland,Shrubland,Water,Non_Wetland,Forest
173,Wetland,Grassland,NULL,Non_Wetland,Grassland
174,Wetland,Grassland,NULL,Non_Wetland,Wetland
175,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
176,Wetland,Grassland,NULL,Non_Wetland,Bareland
177,Wetland,Grassland,NULL,Non_Wetland,Water
178,Wetland,Grassland,NULL,Non_Wetland,Forest
179,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
180,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
181,Wetland,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
182,Wetland,Grassland,Non_Water,Non_Wetland,Bareland
183,Wetland,Grassland,Non_Water,Non_Wetland,Water
184,Wetland,Grassland,Non_Water,Non_Wetland,Forest
185,Wetland,Grassland,Water,Non_Wetland,Grassland
186,Wetland,Grassland,Water,Non_Wetland,Wetland
187,Wetland,Grassland,Water,Non_Wetland,Lichens_and_Mosses
188,Wetland,Grassland,Water,Non_Wetland,Bareland
189,Wetland,Grassland,Water,Non_Wetland,Water
190,Wetland,Grassland,Water,Non_Wetland,Forest
191,Wetland,Wetland,NULL,NULL,Grassland
192,Wetland,Wetland,NULL,NULL,Wetland
193,Wetland,Wetland,NULL,NULL,Bareland
194,Wetland,Wetland,NULL,NULL,Water
195,Wetland,Wetland,NULL,Wetland,Grassland
196,Wetland,Wetland,NULL,Wetland,Wetland
197,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
198,Wetland,Wetland,NULL,Wetland,Bareland
199,Wetland,Wetland,NULL,Wetland,Water
200,Wetland,Wetland,NULL,Wetland,Forest
201,Wetland,Wetland,Non_Water,NULL,Wetland
202,Wetland,Wetland,Non_Water,NULL,Water
203,Wetland,Wetland,Non_Water,Wetland,Grassland
204,Wetland,Wetland,Non_Water,Wetland,Wetland
205,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
206,Wetland,Wetland,Non_Water,Wetland,Bareland
207,Wetland,Wetland,Non_Water,Wetland,Water
208,Wetland,Wetland,Non_Water,Wetland,Forest
209,Wetland,Wetland,Water,NULL,Wetland
210,Wetland,Wetland,Water,NULL,Bareland
211,Wetland,Wetland,Water,NULL,Water
212,Wetland,Wetland,Water,Wetland,Grassland
213,Wetland,Wetland,Water,Wetland,Wetland
214,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
215,Wetland,Wetland,Water,Wetland,Bareland
216,Wetland,Wetland,Water,Wetland,Water
217,Wetland,Wetland,Water,Wetland,Permanent_ice_and_snow
218,Wetland,Wetland,Water,Wetland,Forest
219,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
220,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
221,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
222,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
223,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
224,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
225,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
226,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
227,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
228,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
229,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
230,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
231,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
232,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
233,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
234,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
235,Wetland,Bareland,NULL,Non_Wetland,Grassland
236,Wetland,Bareland,NULL,Non_Wetland,Wetland
237,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
238,Wetland,Bareland,NULL,Non_Wetland,Bareland
239,Wetland,Bareland,NULL,Non_Wetland,Water
240,Wetland,Bareland,NULL,Non_Wetland,Forest
241,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
242,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
243,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
244,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
245,Wetland,Bareland,Non_Water,Non_Wetland,Water
246,Wetland,Bareland,Non_Water,Non_Wetland,Forest
247,Wetland,Bareland,Water,Non_Wetland,Grassland
248,Wetland,Bareland,Water,Non_Wetland,Wetland
249,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
250,Wetland,Bareland,Water,Non_Wetland,Bareland
251,Wetland,Bareland,Water,Non_Wetland,Water
252,Wetland,Bareland,Water,Non_Wetland,Forest
253,Wetland,Built-up,NULL,Non_Wetland,Grassland
254,Wetland,Built-up,NULL,Non_Wetland,Wetland
255,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
256,Wetland,Built-up,NULL,Non_Wetland,Bareland
257,Wetland,Built-up,NULL,Non_Wetland,Built-up
258,Wetland,Built-up,NULL,Non_Wetland,Water
259,Wetland,Built-up,NULL,Non_Wetland,Forest
260,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
261,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
262,Wetland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
263,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
264,Wetland,Built-up,Non_Water,Non_Wetland,Water
265,Wetland,Built-up,Water,Non_Wetland,Grassland
266,Wetland,Built-up,Water,Non_Wetland,Wetland
267,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
268,Wetland,Built-up,Water,Non_Wetland,Bareland
269,Wetland,Built-up,Water,Non_Wetland,Water
270,Wetland,Water,NULL,NULL,Wetland
271,Wetland,Water,NULL,NULL,Water
272,Wetland,Water,NULL,Water,Grassland
273,Wetland,Water,NULL,Water,Wetland
274,Wetland,Water,NULL,Water,Lichens_and_Mosses
275,Wetland,Water,NULL,Water,Bareland
276,Wetland,Water,NULL,Water,Water
277,Wetland,Water,NULL,Water,Forest
278,Wetland,Water,Non_Water,NULL,Wetland
279,Wetland,Water,Non_Water,NULL,Lichens_and_Mosses
280,Wetland,Water,Non_Water,NULL,Water
281,Wetland,Water,Non_Water,Water,Grassland
282,Wetland,Water,Non_Water,Water,Wetland
283,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
284,Wetland,Water,Non_Water,Water,Bareland
285,Wetland,Water,Non_Water,Water,Water
286,Wetland,Water,Non_Water,Water,Forest
287,Wetland,Water,Water,NULL,Wetland
288,Wetland,Water,Water,NULL,Bareland
289,Wetland,Water,Water,NULL,Water
290,Wetland,Water,Water,Water,Grassland
291,Wetland,Water,Water,Water,Wetland
292,Wetland,Water,Water,Water,Lichens_and_Mosses
293,Wetland,Water,Water,Water,Bareland
294,Wetland,Water,Water,Water,Water
295,Wetland,Water,Water,Water,Forest
296,Wetland,Forest,NULL,Non_Wetland,Grassland
297,Wetland,Forest,NULL,Non_Wetland,Wetland
298,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
299,Wetland,Forest,NULL,Non_Wetland,Bareland
300,Wetland,Forest,NULL,Non_Wetland,Water
301,Wetland,Forest,NULL,Non_Wetland,Forest
302,Wetland,Forest,Non_Water,Non_Wetland,Grassland
303,Wetland,Forest,Non_Water,Non_Wetland,Wetland
304,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
305,Wetland,Forest,Non_Water,Non_Wetland,Bareland
306,Wetland,Forest,Non_Water,Non_Wetland,Water
307,Wetland,Forest,Non_Water,Non_Wetland,Forest
308,Wetland,Forest,Water,Non_Wetland,Grassland
309,Wetland,Forest,Water,Non_Wetland,Wetland
310,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
311,Wetland,Forest,Water,Non_Wetland,Bareland
312,Wetland,Forest,Water,Non_Wetland,Water
313,Wetland,Forest,Water,Non_Wetland,Forest
314,Bareland,NULL,NULL,Non_Wetland,Wetland
315,Bareland,Shrubland,NULL,Non_Wetland,Wetland
316,Bareland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
317,Bareland,Shrubland,NULL,Non_Wetland,Bareland
318,Bareland,Shrubland,Non_Water,Non_Wetland,Wetland
319,Bareland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
320,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
321,Bareland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
322,Bareland,Shrubland,Water,Non_Wetland,Bareland
323,Bareland,Shrubland,Water,Non_Wetland,Water
324,Bareland,Grassland,NULL,Non_Wetland,Grassland
325,Bareland,Grassland,NULL,Non_Wetland,Wetland
326,Bareland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
327,Bareland,Grassland,NULL,Non_Wetland,Bareland
328,Bareland,Grassland,NULL,Non_Wetland,Water
329,Bareland,Grassland,Non_Water,Non_Wetland,Wetland
330,Bareland,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
331,Bareland,Grassland,Non_Water,Non_Wetland,Water
332,Bareland,Grassland,Water,Non_Wetland,Bareland
333,Bareland,Grassland,Water,Non_Wetland,Water
334,Bareland,Wetland,NULL,NULL,Bareland
335,Bareland,Wetland,NULL,NULL,Water
336,Bareland,Wetland,NULL,Wetland,Wetland
337,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
338,Bareland,Wetland,NULL,Wetland,Bareland
339,Bareland,Wetland,NULL,Wetland,Water
340,Bareland,Wetland,Non_Water,NULL,Lichens_and_Mosses
341,Bareland,Wetland,Non_Water,Wetland,Wetland
342,Bareland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
343,Bareland,Wetland,Non_Water,Wetland,Bareland
344,Bareland,Wetland,Non_Water,Wetland,Water
345,Bareland,Wetland,Water,NULL,Water
346,Bareland,Wetland,Water,Wetland,Wetland
347,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
348,Bareland,Wetland,Water,Wetland,Bareland
349,Bareland,Wetland,Water,Wetland,Water
350,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
351,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
352,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
353,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
354,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
355,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
356,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
357,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
358,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
359,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
360,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
361,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
362,Bareland,Bareland,NULL,Non_Wetland,Grassland
363,Bareland,Bareland,NULL,Non_Wetland,Wetland
364,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
365,Bareland,Bareland,NULL,Non_Wetland,Bareland
366,Bareland,Bareland,NULL,Non_Wetland,Water
367,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
368,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
369,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
370,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
371,Bareland,Bareland,Non_Water,Non_Wetland,Water
372,Bareland,Bareland,Water,Non_Wetland,Grassland
373,Bareland,Bareland,Water,Non_Wetland,Wetland
374,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
375,Bareland,Bareland,Water,Non_Wetland,Bareland
376,Bareland,Bareland,Water,Non_Wetland,Water
377,Bareland,Bareland,Water,Non_Wetland,Permanent_ice_and_snow
378,Bareland,Built-up,NULL,Non_Wetland,Grassland
379,Bareland,Built-up,NULL,Non_Wetland,Wetland
380,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
381,Bareland,Built-up,NULL,Non_Wetland,Bareland
382,Bareland,Built-up,NULL,Non_Wetland,Water
383,Bareland,Built-up,Non_Water,Non_Wetland,Wetland
384,Bareland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
385,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
386,Bareland,Built-up,Non_Water,Non_Wetland,Water
387,Bareland,Built-up,Water,Non_Wetland,Wetland
388,Bareland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
389,Bareland,Built-up,Water,Non_Wetland,Bareland
390,Bareland,Built-up,Water,Non_Wetland,Water
391,Bareland,Water,NULL,Water,Grassland
392,Bareland,Water,NULL,Water,Wetland
393,Bareland,Water,NULL,Water,Lichens_and_Mosses
394,Bareland,Water,NULL,Water,Bareland
395,Bareland,Water,NULL,Water,Water
396,Bareland,Water,Non_Water,Water,Wetland
397,Bareland,Water,Non_Water,Water,Lichens_and_Mosses
398,Bareland,Water,Non_Water,Water,Bareland
399,Bareland,Water,Non_Water,Water,Water
400,Bareland,Water,Water,Water,Wetland
401,Bareland,Water,Water,Water,Lichens_and_Mosses
402,Bareland,Water,Water,Water,Bareland
403,Bareland,Water,Water,Water,Water
404,Bareland,Forest,NULL,Non_Wetland,Wetland
405,Bareland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
406,Bareland,Forest,NULL,Non_Wetland,Bareland
407,Bareland,Forest,NULL,Non_Wetland,Water
408,Bareland,Forest,Non_Water,Non_Wetland,Wetland
409,Bareland,Forest,Non_Water,Non_Wetland,Bareland
410,Bareland,Forest,Non_Water,Non_Wetland,Water
411,Bareland,Forest,Water,Non_Wetland,Wetland
412,Bareland,Forest,Water,Non_Wetland,Lichens_and_Mosses
413,Bareland,Forest,Water,Non_Wetland,Bareland
414,Bareland,Forest,Water,Non_Wetland,Water
415,Built-up,Shrubland,NULL,Non_Wetland,Wetland
416,Built-up,Shrubland,NULL,Non_Wetland,Bareland
417,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland
418,Built-up,Grassland,NULL,Non_Wetland,Grassland
419,Built-up,Grassland,NULL,Non_Wetland,Wetland
420,Built-up,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
421,Built-up,Grassland,NULL,Non_Wetland,Bareland
422,Built-up,Grassland,NULL,Non_Wetland,Built-up
423,Built-up,Grassland,NULL,Non_Wetland,Water
424,Built-up,Grassland,Water,Non_Wetland,Wetland
425,Built-up,Grassland,Water,Non_Wetland,Bareland
426,Built-up,Wetland,NULL,Wetland,Grassland
427,Built-up,Wetland,NULL,Wetland,Wetland
428,Built-up,Wetland,NULL,Wetland,Bareland
429,Built-up,Wetland,NULL,Wetland,Built-up
430,Built-up,Wetland,NULL,Wetland,Water
431,Built-up,Wetland,Non_Water,Wetland,Grassland
432,Built-up,Wetland,Non_Water,Wetland,Wetland
433,Built-up,Wetland,Non_Water,Wetland,Bareland
434,Built-up,Wetland,Non_Water,Wetland,Built-up
435,Built-up,Wetland,Water,Wetland,Wetland
436,Built-up,Wetland,Water,Wetland,Bareland
437,Built-up,Wetland,Water,Wetland,Water
438,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
439,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
440,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Water
441,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
442,Built-up,Bareland,NULL,Non_Wetland,Grassland
443,Built-up,Bareland,NULL,Non_Wetland,Wetland
444,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
445,Built-up,Bareland,NULL,Non_Wetland,Bareland
446,Built-up,Bareland,NULL,Non_Wetland,Built-up
447,Built-up,Bareland,NULL,Non_Wetland,Water
448,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
449,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
450,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
451,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
452,Built-up,Bareland,Non_Water,Non_Wetland,Water
453,Built-up,Bareland,Water,Non_Wetland,Wetland
454,Built-up,Bareland,Water,Non_Wetland,Bareland
455,Built-up,Bareland,Water,Non_Wetland,Built-up
456,Built-up,Bareland,Water,Non_Wetland,Water
457,Built-up,Built-up,NULL,Non_Wetland,Grassland
458,Built-up,Built-up,NULL,Non_Wetland,Wetland
459,Built-up,Built-up,NULL,Non_Wetland,Bareland
460,Built-up,Built-up,NULL,Non_Wetland,Built-up
461,Built-up,Built-up,NULL,Non_Wetland,Water
462,Built-up,Built-up,NULL,Non_Wetland,Permanent_ice_and_snow
463,Built-up,Built-up,Non_Water,Non_Wetland,Wetland
464,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
465,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
466,Built-up,Built-up,Non_Water,Non_Wetland,Water
467,Built-up,Built-up,Water,Non_Wetland,Bareland
468,Built-up,Built-up,Water,Non_Wetland,Built-up
469,Built-up,Built-up,Water,Non_Wetland,Water
470,Built-up,Water,Non_Water,Water,Wetland
471,Built-up,Water,Water,Water,Wetland
472,Built-up,Water,Water,Water,Bareland
