Value,SIBERIA_2024_ESRI_Annual_LULC_2024_42WVT_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WVT_M_R,SIBERIA_2024_GSW_Yearly_2021_42WVT_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WVT_M_R,SIBERIA_2024_WorldCover_2021_42WVT_M_R
259,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
260,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
261,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Forest
262,Wetland,Bareland,NULL,Non_Wetland,NULL
263,Wetland,Bareland,NULL,Non_Wetland,Grassland
264,Wetland,Bareland,NULL,Non_Wetland,Wetland
265,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
266,Wetland,Bareland,NULL,Non_Wetland,Bareland
267,Wetland,Bareland,NULL,Non_Wetland,Water
268,Wetland,Bareland,NULL,Non_Wetland,Forest
269,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
270,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
271,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
272,Wetland,Bareland,Non_Water,Non_Wetland,Water
273,Wetland,Bareland,Non_Water,Non_Wetland,Forest
274,Wetland,Bareland,Water,Non_Wetland,Grassland
275,Wetland,Bareland,Water,Non_Wetland,Wetland
276,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
277,Wetland,Bareland,Water,Non_Wetland,Bareland
278,Wetland,Bareland,Water,Non_Wetland,Water
279,Wetland,Bareland,Water,Non_Wetland,Forest
280,Wetland,Built-up,NULL,Non_Wetland,Water
281,Wetland,Built-up,Water,Non_Wetland,Forest
282,Wetland,Water,NULL,Water,NULL
283,Wetland,Water,NULL,Water,Grassland
284,Wetland,Water,NULL,Water,Wetland
285,Wetland,Water,NULL,Water,Lichens_and_Mosses
286,Wetland,Water,NULL,Water,Water
287,Wetland,Water,NULL,Water,Forest
288,Wetland,Water,Non_Water,Water,Grassland
289,Wetland,Water,Non_Water,Water,Wetland
290,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
291,Wetland,Water,Non_Water,Water,Water
292,Wetland,Water,Non_Water,Water,Forest
293,Wetland,Water,Water,Water,NULL
294,Wetland,Water,Water,Water,Grassland
295,Wetland,Water,Water,Water,Wetland
296,Wetland,Water,Water,Water,Lichens_and_Mosses
297,Wetland,Water,Water,Water,Water
298,Wetland,Water,Water,Water,Forest
299,Wetland,Forest,NULL,Non_Wetland,NULL
300,Wetland,Forest,NULL,Non_Wetland,Grassland
301,Wetland,Forest,NULL,Non_Wetland,Wetland
302,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
303,Wetland,Forest,NULL,Non_Wetland,Water
304,Wetland,Forest,NULL,Non_Wetland,Forest
305,Wetland,Forest,Non_Water,Non_Wetland,NULL
306,Wetland,Forest,Non_Water,Non_Wetland,Grassland
307,Wetland,Forest,Non_Water,Non_Wetland,Wetland
308,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
309,Wetland,Forest,Non_Water,Non_Wetland,Water
310,Wetland,Forest,Non_Water,Non_Wetland,Forest
311,Wetland,Forest,Water,Non_Wetland,NULL
312,Wetland,Forest,Water,Non_Wetland,Grassland
313,Wetland,Forest,Water,Non_Wetland,Wetland
314,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
315,Wetland,Forest,Water,Non_Wetland,Water
316,Wetland,Forest,Water,Non_Wetland,Forest
317,Bareland,NULL,NULL,Non_Wetland,Water
318,Bareland,NULL,NULL,Non_Wetland,Forest
319,Bareland,NULL,Non_Water,Non_Wetland,Forest
320,Bareland,NULL,Water,Non_Wetland,Water
321,Bareland,NULL,Water,Non_Wetland,Forest
322,Bareland,Shrubland,NULL,Non_Wetland,Water
323,Bareland,Shrubland,NULL,Non_Wetland,Forest
324,Bareland,Shrubland,Water,Non_Wetland,Water
325,Bareland,Cropland,NULL,Non_Wetland,Forest
326,Bareland,Cropland,Non_Water,Non_Wetland,Forest
327,Bareland,Cropland,Water,Non_Wetland,Forest
328,Bareland,Wetland,NULL,Wetland,Grassland
329,Bareland,Wetland,NULL,Wetland,Wetland
330,Bareland,Wetland,NULL,Wetland,Bareland
331,Bareland,Wetland,NULL,Wetland,Water
332,Bareland,Wetland,NULL,Wetland,Forest
333,Bareland,Wetland,Non_Water,Wetland,Forest
334,Bareland,Wetland,Water,Wetland,Grassland
335,Bareland,Wetland,Water,Wetland,Wetland
336,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
337,Bareland,Wetland,Water,Wetland,Bareland
338,Bareland,Wetland,Water,Wetland,Water
339,Bareland,Wetland,Water,Wetland,Forest
340,Bareland,Bareland,NULL,Non_Wetland,Grassland
341,Bareland,Bareland,NULL,Non_Wetland,Wetland
342,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
343,Bareland,Bareland,NULL,Non_Wetland,Bareland
344,Bareland,Bareland,NULL,Non_Wetland,Water
345,Bareland,Bareland,NULL,Non_Wetland,Forest
346,Bareland,Bareland,Water,Non_Wetland,Grassland
347,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
348,Bareland,Bareland,Water,Non_Wetland,Bareland
349,Bareland,Bareland,Water,Non_Wetland,Water
350,Bareland,Water,NULL,Water,Water
351,Bareland,Water,NULL,Water,Forest
352,Bareland,Water,Water,Water,Grassland
353,Bareland,Water,Water,Water,Wetland
354,Bareland,Water,Water,Water,Bareland
355,Bareland,Water,Water,Water,Water
356,Bareland,Water,Water,Water,Forest
357,Bareland,Forest,NULL,Non_Wetland,Wetland
358,Bareland,Forest,NULL,Non_Wetland,Water
359,Bareland,Forest,NULL,Non_Wetland,Forest
360,Bareland,Forest,Non_Water,Non_Wetland,Water
361,Bareland,Forest,Water,Non_Wetland,Water
362,Bareland,Forest,Water,Non_Wetland,Forest
363,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
364,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
365,Built-up,Bareland,NULL,Non_Wetland,Grassland
366,Built-up,Bareland,NULL,Non_Wetland,Wetland
367,Built-up,Bareland,NULL,Non_Wetland,Built-up
368,Built-up,Bareland,NULL,Non_Wetland,Forest
369,Built-up,Forest,NULL,Non_Wetland,Grassland
370,Water,NULL,NULL,Non_Wetland,Grassland
371,Water,NULL,NULL,Non_Wetland,Wetland
372,Water,NULL,NULL,Non_Wetland,Lichens_and_Mosses
373,Water,NULL,NULL,Non_Wetland,Water
374,Water,NULL,NULL,Non_Wetland,Forest
375,Water,NULL,Non_Water,Non_Wetland,Wetland
376,Water,NULL,Non_Water,Non_Wetland,Water
377,Water,NULL,Non_Water,Non_Wetland,Forest
378,Water,NULL,Water,Non_Wetland,Grassland
379,Water,NULL,Water,Non_Wetland,Wetland
380,Water,NULL,Water,Non_Wetland,Water
381,Water,NULL,Water,Non_Wetland,Forest
382,Water,Shrubland,NULL,Non_Wetland,Grassland
383,Water,Shrubland,NULL,Non_Wetland,Wetland
384,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
385,Water,Shrubland,NULL,Non_Wetland,Bareland
386,Water,Shrubland,NULL,Non_Wetland,Water
387,Water,Shrubland,NULL,Non_Wetland,Forest
388,Water,Shrubland,Non_Water,Non_Wetland,Wetland
389,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
390,Water,Shrubland,Non_Water,Non_Wetland,Water
391,Water,Shrubland,Non_Water,Non_Wetland,Forest
392,Water,Shrubland,Water,Non_Wetland,Grassland
393,Water,Shrubland,Water,Non_Wetland,Wetland
394,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
395,Water,Shrubland,Water,Non_Wetland,Bareland
396,Water,Shrubland,Water,Non_Wetland,Water
397,Water,Shrubland,Water,Non_Wetland,Forest
398,Water,Grassland,NULL,Non_Wetland,Grassland
399,Water,Grassland,NULL,Non_Wetland,Wetland
400,Water,Grassland,NULL,Non_Wetland,Water
401,Water,Grassland,NULL,Non_Wetland,Forest
402,Water,Grassland,Non_Water,Non_Wetland,Grassland
403,Water,Grassland,Non_Water,Non_Wetland,Water
404,Water,Grassland,Water,Non_Wetland,Grassland
405,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
406,Water,Grassland,Water,Non_Wetland,Water
407,Water,Grassland,Water,Non_Wetland,Forest
408,Water,Cropland,NULL,Non_Wetland,Water
409,Water,Cropland,NULL,Non_Wetland,Forest
410,Water,Cropland,Water,Non_Wetland,Grassland
411,Water,Cropland,Water,Non_Wetland,Water
412,Water,Cropland,Water,Non_Wetland,Forest
413,Water,Wetland,NULL,Wetland,NULL
414,Water,Wetland,NULL,Wetland,Grassland
415,Water,Wetland,NULL,Wetland,Wetland
416,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
417,Water,Wetland,NULL,Wetland,Bareland
418,Water,Wetland,NULL,Wetland,Water
419,Water,Wetland,NULL,Wetland,Forest
420,Water,Wetland,Non_Water,Wetland,Grassland
421,Water,Wetland,Non_Water,Wetland,Wetland
422,Water,Wetland,Non_Water,Wetland,Bareland
423,Water,Wetland,Non_Water,Wetland,Water
424,Water,Wetland,Non_Water,Wetland,Forest
425,Water,Wetland,Water,Wetland,NULL
426,Water,Wetland,Water,Wetland,Grassland
427,Water,Wetland,Water,Wetland,Wetland
428,Water,Wetland,Water,Wetland,Lichens_and_Mosses
429,Water,Wetland,Water,Wetland,Bareland
430,Water,Wetland,Water,Wetland,Water
431,Water,Wetland,Water,Wetland,Forest
432,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
433,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
434,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
435,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
436,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
437,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
438,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
439,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
440,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
441,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
442,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
443,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
444,Water,Bareland,NULL,Non_Wetland,Grassland
445,Water,Bareland,NULL,Non_Wetland,Wetland
446,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
447,Water,Bareland,NULL,Non_Wetland,Bareland
448,Water,Bareland,NULL,Non_Wetland,Water
449,Water,Bareland,NULL,Non_Wetland,Forest
450,Water,Bareland,Non_Water,Non_Wetland,Grassland
451,Water,Bareland,Non_Water,Non_Wetland,Wetland
452,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
453,Water,Bareland,Non_Water,Non_Wetland,Bareland
454,Water,Bareland,Non_Water,Non_Wetland,Water
455,Water,Bareland,Non_Water,Non_Wetland,Forest
456,Water,Bareland,Water,Non_Wetland,Grassland
457,Water,Bareland,Water,Non_Wetland,Wetland
458,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
459,Water,Bareland,Water,Non_Wetland,Bareland
460,Water,Bareland,Water,Non_Wetland,Water
461,Water,Bareland,Water,Non_Wetland,Forest
462,Water,Built-up,Water,Non_Wetland,Water
463,Water,Water,NULL,Water,NULL
464,Water,Water,NULL,Water,Grassland
465,Water,Water,NULL,Water,Wetland
466,Water,Water,NULL,Water,Lichens_and_Mosses
467,Water,Water,NULL,Water,Bareland
468,Water,Water,NULL,Water,Water
469,Water,Water,NULL,Water,Forest
470,Water,Water,Non_Water,Water,Grassland
471,Water,Water,Non_Water,Water,Wetland
472,Water,Water,Non_Water,Water,Lichens_and_Mosses
473,Water,Water,Non_Water,Water,Water
474,Water,Water,Non_Water,Water,Forest
475,Water,Water,Water,Water,NULL
476,Water,Water,Water,Water,Grassland
477,Water,Water,Water,Water,Wetland
478,Water,Water,Water,Water,Lichens_and_Mosses
479,Water,Water,Water,Water,Bareland
480,Water,Water,Water,Water,Water
481,Water,Water,Water,Water,Forest
482,Water,Forest,NULL,Non_Wetland,NULL
483,Water,Forest,NULL,Non_Wetland,Grassland
484,Water,Forest,NULL,Non_Wetland,Wetland
485,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
486,Water,Forest,NULL,Non_Wetland,Water
487,Water,Forest,NULL,Non_Wetland,Forest
488,Water,Forest,Non_Water,Non_Wetland,Grassland
489,Water,Forest,Non_Water,Non_Wetland,Wetland
490,Water,Forest,Non_Water,Non_Wetland,Water
491,Water,Forest,Non_Water,Non_Wetland,Forest
