Value,SIBERIA_2024_ESRI_Annual_LULC_2024_44VLN_M_R,SIBERIA_2024_GLC_FCS30D_2022_44VLN_M_R,SIBERIA_2024_GSW_Yearly_2021_44VLN_M_R,SIBERIA_2024_GWL_FCS30D_2022_44VLN_M_R,SIBERIA_2024_WorldCover_2021_44VLN_M_R
266,Wetland,Wetland,Water,Wetland,Forest
267,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
268,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
269,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
270,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
271,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
272,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
273,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
274,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
275,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
276,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
277,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
278,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Forest
279,Wetland,Bareland,NULL,Non_Wetland,NULL
280,Wetland,Bareland,NULL,Non_Wetland,Grassland
281,Wetland,Bareland,NULL,Non_Wetland,Wetland
282,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
283,Wetland,Bareland,NULL,Non_Wetland,Bareland
284,Wetland,Bareland,NULL,Non_Wetland,Built-up
285,Wetland,Bareland,NULL,Non_Wetland,Water
286,Wetland,Bareland,NULL,Non_Wetland,Forest
287,Wetland,Bareland,Non_Water,Non_Wetland,NULL
288,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
289,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
290,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
291,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
292,Wetland,Bareland,Non_Water,Non_Wetland,Built-up
293,Wetland,Bareland,Non_Water,Non_Wetland,Water
294,Wetland,Bareland,Non_Water,Non_Wetland,Forest
295,Wetland,Bareland,Water,Non_Wetland,NULL
296,Wetland,Bareland,Water,Non_Wetland,Grassland
297,Wetland,Bareland,Water,Non_Wetland,Wetland
298,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
299,Wetland,Bareland,Water,Non_Wetland,Bareland
300,Wetland,Bareland,Water,Non_Wetland,Built-up
301,Wetland,Bareland,Water,Non_Wetland,Water
302,Wetland,Bareland,Water,Non_Wetland,Forest
303,Wetland,Built-up,NULL,Non_Wetland,NULL
304,Wetland,Built-up,NULL,Non_Wetland,Grassland
305,Wetland,Built-up,NULL,Non_Wetland,Wetland
306,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
307,Wetland,Built-up,NULL,Non_Wetland,Bareland
308,Wetland,Built-up,NULL,Non_Wetland,Built-up
309,Wetland,Built-up,NULL,Non_Wetland,Forest
310,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
311,Wetland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
312,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
313,Wetland,Built-up,Non_Water,Non_Wetland,Built-up
314,Wetland,Built-up,Water,Non_Wetland,Grassland
315,Wetland,Built-up,Water,Non_Wetland,Wetland
316,Wetland,Built-up,Water,Non_Wetland,Built-up
317,Wetland,Built-up,Water,Non_Wetland,Forest
318,Wetland,Water,NULL,Water,NULL
319,Wetland,Water,NULL,Water,Grassland
320,Wetland,Water,NULL,Water,Wetland
321,Wetland,Water,NULL,Water,Bareland
322,Wetland,Water,NULL,Water,Water
323,Wetland,Water,NULL,Water,Forest
324,Wetland,Water,Non_Water,Water,Grassland
325,Wetland,Water,Non_Water,Water,Wetland
326,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
327,Wetland,Water,Non_Water,Water,Water
328,Wetland,Water,Non_Water,Water,Forest
329,Wetland,Water,Water,Water,NULL
330,Wetland,Water,Water,Water,Grassland
331,Wetland,Water,Water,Water,Wetland
332,Wetland,Water,Water,Water,Lichens_and_Mosses
333,Wetland,Water,Water,Water,Bareland
334,Wetland,Water,Water,Water,Water
335,Wetland,Water,Water,Water,Permanent_ice_and_snow
336,Wetland,Water,Water,Water,Forest
337,Wetland,Forest,NULL,Non_Wetland,NULL
338,Wetland,Forest,NULL,Non_Wetland,Grassland
339,Wetland,Forest,NULL,Non_Wetland,Wetland
340,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
341,Wetland,Forest,NULL,Non_Wetland,Bareland
342,Wetland,Forest,NULL,Non_Wetland,Built-up
343,Wetland,Forest,NULL,Non_Wetland,Water
344,Wetland,Forest,NULL,Non_Wetland,Permanent_ice_and_snow
345,Wetland,Forest,NULL,Non_Wetland,Forest
346,Wetland,Forest,Non_Water,Non_Wetland,NULL
347,Wetland,Forest,Non_Water,Non_Wetland,Grassland
348,Wetland,Forest,Non_Water,Non_Wetland,Wetland
349,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
350,Wetland,Forest,Non_Water,Non_Wetland,Water
351,Wetland,Forest,Non_Water,Non_Wetland,Forest
352,Wetland,Forest,Water,Non_Wetland,NULL
353,Wetland,Forest,Water,Non_Wetland,Grassland
354,Wetland,Forest,Water,Non_Wetland,Wetland
355,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
356,Wetland,Forest,Water,Non_Wetland,Bareland
357,Wetland,Forest,Water,Non_Wetland,Water
358,Wetland,Forest,Water,Non_Wetland,Forest
359,Bareland,NULL,NULL,Non_Wetland,Forest
360,Bareland,NULL,Water,Non_Wetland,Water
361,Bareland,Shrubland,NULL,Non_Wetland,Grassland
362,Bareland,Shrubland,NULL,Non_Wetland,Bareland
363,Bareland,Shrubland,NULL,Non_Wetland,Forest
364,Bareland,Grassland,NULL,Non_Wetland,Grassland
365,Bareland,Grassland,NULL,Non_Wetland,Bareland
366,Bareland,Grassland,NULL,Non_Wetland,Forest
367,Bareland,Wetland,NULL,Wetland,Grassland
368,Bareland,Wetland,NULL,Wetland,Wetland
369,Bareland,Wetland,NULL,Wetland,Water
370,Bareland,Wetland,NULL,Wetland,Forest
371,Bareland,Wetland,Water,Wetland,Wetland
372,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
373,Bareland,Wetland,Water,Wetland,Water
374,Bareland,Wetland,Water,Wetland,Forest
375,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
376,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
377,Bareland,Bareland,NULL,Non_Wetland,Grassland
378,Bareland,Bareland,NULL,Non_Wetland,Wetland
379,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
380,Bareland,Bareland,NULL,Non_Wetland,Bareland
381,Bareland,Bareland,NULL,Non_Wetland,Built-up
382,Bareland,Bareland,NULL,Non_Wetland,Water
383,Bareland,Bareland,NULL,Non_Wetland,Forest
384,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
385,Bareland,Bareland,Water,Non_Wetland,Bareland
386,Bareland,Bareland,Water,Non_Wetland,Water
387,Bareland,Built-up,NULL,Non_Wetland,Grassland
388,Bareland,Built-up,NULL,Non_Wetland,Bareland
389,Bareland,Built-up,NULL,Non_Wetland,Built-up
390,Bareland,Built-up,NULL,Non_Wetland,Forest
391,Bareland,Built-up,Water,Non_Wetland,Water
392,Bareland,Water,NULL,Water,Wetland
393,Bareland,Water,NULL,Water,Water
394,Bareland,Water,NULL,Water,Forest
395,Bareland,Water,Water,Water,Grassland
396,Bareland,Water,Water,Water,Wetland
397,Bareland,Water,Water,Water,Lichens_and_Mosses
398,Bareland,Water,Water,Water,Bareland
399,Bareland,Water,Water,Water,Water
400,Bareland,Water,Water,Water,Forest
401,Bareland,Forest,NULL,Non_Wetland,Grassland
402,Bareland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
403,Bareland,Forest,NULL,Non_Wetland,Bareland
404,Bareland,Forest,NULL,Non_Wetland,Built-up
405,Bareland,Forest,NULL,Non_Wetland,Forest
406,Bareland,Forest,Water,Non_Wetland,Water
407,Bareland,Forest,Water,Non_Wetland,Forest
408,Built-up,NULL,NULL,Non_Wetland,Grassland
409,Built-up,NULL,NULL,Non_Wetland,Built-up
410,Built-up,NULL,NULL,Non_Wetland,Forest
411,Built-up,NULL,Non_Water,Non_Wetland,Forest
412,Built-up,Shrubland,NULL,Non_Wetland,Grassland
413,Built-up,Shrubland,NULL,Non_Wetland,Wetland
414,Built-up,Shrubland,NULL,Non_Wetland,Bareland
415,Built-up,Shrubland,NULL,Non_Wetland,Built-up
416,Built-up,Shrubland,NULL,Non_Wetland,Forest
417,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
418,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
419,Built-up,Shrubland,Water,Non_Wetland,Wetland
420,Built-up,Shrubland,Water,Non_Wetland,Forest
421,Built-up,Grassland,NULL,Non_Wetland,Grassland
422,Built-up,Grassland,NULL,Non_Wetland,Wetland
423,Built-up,Grassland,NULL,Non_Wetland,Bareland
424,Built-up,Grassland,NULL,Non_Wetland,Built-up
425,Built-up,Grassland,NULL,Non_Wetland,Forest
426,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
427,Built-up,Grassland,Non_Water,Non_Wetland,Forest
428,Built-up,Grassland,Water,Non_Wetland,Forest
429,Built-up,Wetland,NULL,Wetland,NULL
430,Built-up,Wetland,NULL,Wetland,Grassland
431,Built-up,Wetland,NULL,Wetland,Wetland
432,Built-up,Wetland,NULL,Wetland,Bareland
433,Built-up,Wetland,NULL,Wetland,Built-up
434,Built-up,Wetland,NULL,Wetland,Water
435,Built-up,Wetland,NULL,Wetland,Forest
436,Built-up,Wetland,Non_Water,Wetland,Built-up
437,Built-up,Wetland,Non_Water,Wetland,Forest
438,Built-up,Wetland,Water,Wetland,Grassland
439,Built-up,Wetland,Water,Wetland,Wetland
440,Built-up,Wetland,Water,Wetland,Bareland
441,Built-up,Wetland,Water,Wetland,Built-up
442,Built-up,Wetland,Water,Wetland,Forest
443,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
444,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
445,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
446,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
447,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
448,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
449,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Bareland
450,Built-up,Bareland,NULL,Non_Wetland,NULL
451,Built-up,Bareland,NULL,Non_Wetland,Grassland
452,Built-up,Bareland,NULL,Non_Wetland,Wetland
453,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
454,Built-up,Bareland,NULL,Non_Wetland,Bareland
455,Built-up,Bareland,NULL,Non_Wetland,Built-up
456,Built-up,Bareland,NULL,Non_Wetland,Water
457,Built-up,Bareland,NULL,Non_Wetland,Forest
458,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
459,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
460,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
461,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
462,Built-up,Bareland,Non_Water,Non_Wetland,Forest
463,Built-up,Bareland,Water,Non_Wetland,Grassland
464,Built-up,Bareland,Water,Non_Wetland,Wetland
465,Built-up,Bareland,Water,Non_Wetland,Bareland
466,Built-up,Bareland,Water,Non_Wetland,Built-up
467,Built-up,Bareland,Water,Non_Wetland,Water
468,Built-up,Bareland,Water,Non_Wetland,Forest
469,Built-up,Built-up,NULL,Non_Wetland,Grassland
470,Built-up,Built-up,NULL,Non_Wetland,Wetland
471,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
472,Built-up,Built-up,NULL,Non_Wetland,Bareland
473,Built-up,Built-up,NULL,Non_Wetland,Built-up
474,Built-up,Built-up,NULL,Non_Wetland,Water
475,Built-up,Built-up,NULL,Non_Wetland,Forest
476,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
477,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
478,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
479,Built-up,Built-up,Non_Water,Non_Wetland,Forest
480,Built-up,Built-up,Water,Non_Wetland,Grassland
481,Built-up,Built-up,Water,Non_Wetland,Built-up
482,Built-up,Built-up,Water,Non_Wetland,Forest
