Value,SIBERIA_2024_ESRI_Annual_LULC_2024_45WVM_M_R,SIBERIA_2024_GLC_FCS30D_2022_45WVM_M_R,SIBERIA_2024_GSW_Yearly_2021_45WVM_M_R,SIBERIA_2024_GWL_FCS30D_2022_45WVM_M_R,SIBERIA_2024_WorldCover_2021_45WVM_M_R
272,Water,NULL,Water,Non_Wetland,Forest
273,Water,Shrubland,NULL,Non_Wetland,Grassland
274,Water,Shrubland,NULL,Non_Wetland,Wetland
275,Water,Shrubland,NULL,Non_Wetland,Water
276,Water,Shrubland,NULL,Non_Wetland,Forest
277,Water,Shrubland,Non_Water,Non_Wetland,Wetland
278,Water,Shrubland,Water,Non_Wetland,Wetland
279,Water,Shrubland,Water,Non_Wetland,Water
280,Water,Shrubland,Water,Non_Wetland,Forest
281,Water,Grassland,NULL,Non_Wetland,Grassland
282,Water,Grassland,NULL,Non_Wetland,Wetland
283,Water,Grassland,NULL,Non_Wetland,Forest
284,Water,Grassland,Water,Non_Wetland,Grassland
285,Water,Grassland,Water,Non_Wetland,Wetland
286,Water,Grassland,Water,Non_Wetland,Forest
287,Water,Wetland,NULL,Wetland,Grassland
288,Water,Wetland,NULL,Wetland,Wetland
289,Water,Wetland,NULL,Wetland,Water
290,Water,Wetland,NULL,Wetland,Forest
291,Water,Wetland,Non_Water,Wetland,Grassland
292,Water,Wetland,Non_Water,Wetland,Wetland
293,Water,Wetland,Non_Water,Wetland,Water
294,Water,Wetland,Non_Water,Wetland,Forest
295,Water,Wetland,Water,Wetland,Grassland
296,Water,Wetland,Water,Wetland,Wetland
297,Water,Wetland,Water,Wetland,Lichens_and_Mosses
298,Water,Wetland,Water,Wetland,Water
299,Water,Wetland,Water,Wetland,Forest
300,Water,Bareland,NULL,Non_Wetland,Grassland
301,Water,Bareland,NULL,Non_Wetland,Wetland
302,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
303,Water,Bareland,NULL,Non_Wetland,Water
304,Water,Bareland,NULL,Non_Wetland,Forest
305,Water,Bareland,Non_Water,Non_Wetland,Wetland
306,Water,Bareland,Non_Water,Non_Wetland,Water
307,Water,Bareland,Non_Water,Non_Wetland,Forest
308,Water,Bareland,Water,Non_Wetland,Grassland
309,Water,Bareland,Water,Non_Wetland,Wetland
310,Water,Bareland,Water,Non_Wetland,Water
311,Water,Bareland,Water,Non_Wetland,Forest
312,Water,Built-up,NULL,Non_Wetland,Wetland
313,Water,Built-up,NULL,Non_Wetland,Water
314,Water,Built-up,NULL,Non_Wetland,Forest
315,Water,Built-up,Water,Non_Wetland,Wetland
316,Water,Built-up,Water,Non_Wetland,Water
317,Water,Water,NULL,Water,Grassland
318,Water,Water,NULL,Water,Wetland
319,Water,Water,NULL,Water,Bareland
320,Water,Water,NULL,Water,Water
321,Water,Water,NULL,Water,Forest
322,Water,Water,Non_Water,Water,Grassland
323,Water,Water,Non_Water,Water,Wetland
324,Water,Water,Non_Water,Water,Water
325,Water,Water,Non_Water,Water,Forest
326,Water,Water,Water,Water,Grassland
327,Water,Water,Water,Water,Wetland
328,Water,Water,Water,Water,Water
329,Water,Water,Water,Water,Forest
330,Water,Forest,NULL,Non_Wetland,Grassland
331,Water,Forest,NULL,Non_Wetland,Wetland
332,Water,Forest,NULL,Non_Wetland,Water
333,Water,Forest,NULL,Non_Wetland,Forest
334,Water,Forest,Non_Water,Non_Wetland,Grassland
335,Water,Forest,Non_Water,Non_Wetland,Wetland
336,Water,Forest,Non_Water,Non_Wetland,Water
337,Water,Forest,Non_Water,Non_Wetland,Forest
338,Water,Forest,Water,Non_Wetland,Grassland
339,Water,Forest,Water,Non_Wetland,Wetland
340,Water,Forest,Water,Non_Wetland,Water
341,Water,Forest,Water,Non_Wetland,Forest
342,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
343,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
344,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
345,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Forest
346,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Grassland
347,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Wetland
348,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Forest
349,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
350,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
351,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
352,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
353,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
354,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
355,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
356,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
357,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
358,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
359,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
360,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
361,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
362,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
363,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
364,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
365,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
366,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
367,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
368,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
369,Permanent_ice_and_snow,Water,NULL,Water,Wetland
370,Permanent_ice_and_snow,Water,NULL,Water,Forest
371,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
372,Permanent_ice_and_snow,Water,Water,Water,Wetland
373,Permanent_ice_and_snow,Water,Water,Water,Water
374,Permanent_ice_and_snow,Water,Water,Water,Forest
375,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
376,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
377,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
378,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
379,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
380,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
381,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
382,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
383,Forest,NULL,NULL,Non_Wetland,NULL
384,Forest,NULL,NULL,Non_Wetland,Grassland
385,Forest,NULL,NULL,Non_Wetland,Wetland
386,Forest,NULL,NULL,Non_Wetland,Water
387,Forest,NULL,NULL,Non_Wetland,Forest
388,Forest,NULL,Non_Water,Non_Wetland,Grassland
389,Forest,NULL,Non_Water,Non_Wetland,Wetland
390,Forest,NULL,Non_Water,Non_Wetland,Water
391,Forest,NULL,Non_Water,Non_Wetland,Forest
392,Forest,NULL,Water,Non_Wetland,Grassland
393,Forest,NULL,Water,Non_Wetland,Wetland
394,Forest,NULL,Water,Non_Wetland,Water
395,Forest,NULL,Water,Non_Wetland,Forest
396,Forest,Shrubland,NULL,Non_Wetland,NULL
397,Forest,Shrubland,NULL,Non_Wetland,Grassland
398,Forest,Shrubland,NULL,Non_Wetland,Wetland
399,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
400,Forest,Shrubland,NULL,Non_Wetland,Water
401,Forest,Shrubland,NULL,Non_Wetland,Forest
402,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
403,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
404,Forest,Shrubland,Non_Water,Non_Wetland,Forest
405,Forest,Shrubland,Water,Non_Wetland,Grassland
406,Forest,Shrubland,Water,Non_Wetland,Forest
407,Forest,Grassland,NULL,Non_Wetland,NULL
408,Forest,Grassland,NULL,Non_Wetland,Grassland
409,Forest,Grassland,NULL,Non_Wetland,Wetland
410,Forest,Grassland,NULL,Non_Wetland,Forest
411,Forest,Grassland,Non_Water,Non_Wetland,Grassland
412,Forest,Grassland,Non_Water,Non_Wetland,Wetland
413,Forest,Grassland,Non_Water,Non_Wetland,Forest
414,Forest,Grassland,Water,Non_Wetland,Grassland
415,Forest,Grassland,Water,Non_Wetland,Wetland
416,Forest,Grassland,Water,Non_Wetland,Forest
417,Forest,Cropland,NULL,Non_Wetland,Grassland
418,Forest,Cropland,NULL,Non_Wetland,Wetland
419,Forest,Cropland,NULL,Non_Wetland,Forest
420,Forest,Wetland,NULL,Wetland,NULL
421,Forest,Wetland,NULL,Wetland,Grassland
422,Forest,Wetland,NULL,Wetland,Wetland
423,Forest,Wetland,NULL,Wetland,Water
424,Forest,Wetland,NULL,Wetland,Forest
425,Forest,Wetland,Non_Water,Wetland,Grassland
426,Forest,Wetland,Non_Water,Wetland,Wetland
427,Forest,Wetland,Non_Water,Wetland,Water
428,Forest,Wetland,Non_Water,Wetland,Forest
429,Forest,Wetland,Water,Wetland,Grassland
430,Forest,Wetland,Water,Wetland,Wetland
431,Forest,Wetland,Water,Wetland,Water
432,Forest,Wetland,Water,Wetland,Forest
433,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
434,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
435,Forest,Bareland,NULL,Non_Wetland,NULL
436,Forest,Bareland,NULL,Non_Wetland,Grassland
437,Forest,Bareland,NULL,Non_Wetland,Wetland
438,Forest,Bareland,NULL,Non_Wetland,Water
439,Forest,Bareland,NULL,Non_Wetland,Forest
440,Forest,Bareland,Non_Water,Non_Wetland,Grassland
441,Forest,Bareland,Non_Water,Non_Wetland,Wetland
442,Forest,Bareland,Non_Water,Non_Wetland,Forest
443,Forest,Bareland,Water,Non_Wetland,Grassland
444,Forest,Bareland,Water,Non_Wetland,Wetland
445,Forest,Bareland,Water,Non_Wetland,Water
446,Forest,Bareland,Water,Non_Wetland,Forest
447,Forest,Built-up,NULL,Non_Wetland,Grassland
448,Forest,Built-up,NULL,Non_Wetland,Wetland
449,Forest,Built-up,NULL,Non_Wetland,Forest
450,Forest,Built-up,Non_Water,Non_Wetland,Forest
451,Forest,Built-up,Water,Non_Wetland,Forest
452,Forest,Water,NULL,Water,Grassland
453,Forest,Water,NULL,Water,Wetland
454,Forest,Water,NULL,Water,Water
455,Forest,Water,NULL,Water,Forest
456,Forest,Water,Non_Water,Water,Grassland
457,Forest,Water,Non_Water,Water,Wetland
458,Forest,Water,Non_Water,Water,Water
459,Forest,Water,Non_Water,Water,Forest
460,Forest,Water,Water,Water,Grassland
461,Forest,Water,Water,Water,Wetland
462,Forest,Water,Water,Water,Water
463,Forest,Water,Water,Water,Forest
464,Forest,Forest,NULL,Non_Wetland,NULL
465,Forest,Forest,NULL,Non_Wetland,Grassland
466,Forest,Forest,NULL,Non_Wetland,Wetland
467,Forest,Forest,NULL,Non_Wetland,Bareland
468,Forest,Forest,NULL,Non_Wetland,Water
469,Forest,Forest,NULL,Non_Wetland,Forest
470,Forest,Forest,Non_Water,Non_Wetland,Grassland
471,Forest,Forest,Non_Water,Non_Wetland,Wetland
472,Forest,Forest,Non_Water,Non_Wetland,Water
473,Forest,Forest,Non_Water,Non_Wetland,Forest
474,Forest,Forest,Water,Non_Wetland,Grassland
475,Forest,Forest,Water,Non_Wetland,Wetland
476,Forest,Forest,Water,Non_Wetland,Water
477,Forest,Forest,Water,Non_Wetland,Forest
