Value,SIBERIA_2024_ESRI_Annual_LULC_2024_43VDK_M_R,SIBERIA_2024_GLC_FCS30D_2022_43VDK_M_R,SIBERIA_2024_GSW_Yearly_2021_43VDK_M_R,SIBERIA_2024_GWL_FCS30D_2022_43VDK_M_R,SIBERIA_2024_WorldCover_2021_43VDK_M_R
261,Wetland,Grassland,Non_Water,Non_Wetland,Forest
262,Wetland,Grassland,Water,Non_Wetland,Grassland
263,Wetland,Grassland,Water,Non_Wetland,Wetland
264,Wetland,Grassland,Water,Non_Wetland,Water
265,Wetland,Grassland,Water,Non_Wetland,Forest
266,Wetland,Cropland,NULL,Non_Wetland,NULL
267,Wetland,Cropland,NULL,Non_Wetland,Grassland
268,Wetland,Cropland,NULL,Non_Wetland,Wetland
269,Wetland,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
270,Wetland,Cropland,NULL,Non_Wetland,Bareland
271,Wetland,Cropland,NULL,Non_Wetland,Built-up
272,Wetland,Cropland,NULL,Non_Wetland,Forest
273,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
274,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
275,Wetland,Cropland,Water,Non_Wetland,Wetland
276,Wetland,Wetland,NULL,Wetland,NULL
277,Wetland,Wetland,NULL,Wetland,Grassland
278,Wetland,Wetland,NULL,Wetland,Wetland
279,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
280,Wetland,Wetland,NULL,Wetland,Bareland
281,Wetland,Wetland,NULL,Wetland,Built-up
282,Wetland,Wetland,NULL,Wetland,Water
283,Wetland,Wetland,NULL,Wetland,Permanent_ice_and_snow
284,Wetland,Wetland,NULL,Wetland,Forest
285,Wetland,Wetland,Non_Water,Wetland,NULL
286,Wetland,Wetland,Non_Water,Wetland,Grassland
287,Wetland,Wetland,Non_Water,Wetland,Wetland
288,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
289,Wetland,Wetland,Non_Water,Wetland,Bareland
290,Wetland,Wetland,Non_Water,Wetland,Built-up
291,Wetland,Wetland,Non_Water,Wetland,Water
292,Wetland,Wetland,Non_Water,Wetland,Permanent_ice_and_snow
293,Wetland,Wetland,Non_Water,Wetland,Forest
294,Wetland,Wetland,Water,Wetland,NULL
295,Wetland,Wetland,Water,Wetland,Grassland
296,Wetland,Wetland,Water,Wetland,Wetland
297,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
298,Wetland,Wetland,Water,Wetland,Bareland
299,Wetland,Wetland,Water,Wetland,Built-up
300,Wetland,Wetland,Water,Wetland,Water
301,Wetland,Wetland,Water,Wetland,Permanent_ice_and_snow
302,Wetland,Wetland,Water,Wetland,Forest
303,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
304,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
305,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
306,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
307,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
308,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
309,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
310,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
311,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
312,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
313,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
314,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
315,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Built-up
316,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
317,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
318,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
319,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
320,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
321,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
322,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Forest
323,Wetland,Bareland,NULL,Non_Wetland,NULL
324,Wetland,Bareland,NULL,Non_Wetland,Grassland
325,Wetland,Bareland,NULL,Non_Wetland,Cropland
326,Wetland,Bareland,NULL,Non_Wetland,Wetland
327,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
328,Wetland,Bareland,NULL,Non_Wetland,Bareland
329,Wetland,Bareland,NULL,Non_Wetland,Built-up
330,Wetland,Bareland,NULL,Non_Wetland,Water
331,Wetland,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
332,Wetland,Bareland,NULL,Non_Wetland,Forest
333,Wetland,Bareland,Non_Water,Non_Wetland,NULL
334,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
335,Wetland,Bareland,Non_Water,Non_Wetland,Cropland
336,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
337,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
338,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
339,Wetland,Bareland,Non_Water,Non_Wetland,Built-up
340,Wetland,Bareland,Non_Water,Non_Wetland,Water
341,Wetland,Bareland,Non_Water,Non_Wetland,Permanent_ice_and_snow
342,Wetland,Bareland,Non_Water,Non_Wetland,Forest
343,Wetland,Bareland,Water,Non_Wetland,NULL
344,Wetland,Bareland,Water,Non_Wetland,Grassland
345,Wetland,Bareland,Water,Non_Wetland,Cropland
346,Wetland,Bareland,Water,Non_Wetland,Wetland
347,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
348,Wetland,Bareland,Water,Non_Wetland,Bareland
349,Wetland,Bareland,Water,Non_Wetland,Built-up
350,Wetland,Bareland,Water,Non_Wetland,Water
351,Wetland,Bareland,Water,Non_Wetland,Permanent_ice_and_snow
352,Wetland,Bareland,Water,Non_Wetland,Forest
353,Wetland,Built-up,NULL,Non_Wetland,NULL
354,Wetland,Built-up,NULL,Non_Wetland,Grassland
355,Wetland,Built-up,NULL,Non_Wetland,Cropland
356,Wetland,Built-up,NULL,Non_Wetland,Wetland
357,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
358,Wetland,Built-up,NULL,Non_Wetland,Bareland
359,Wetland,Built-up,NULL,Non_Wetland,Built-up
360,Wetland,Built-up,NULL,Non_Wetland,Water
361,Wetland,Built-up,NULL,Non_Wetland,Forest
362,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
363,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
364,Wetland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
365,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
366,Wetland,Built-up,Non_Water,Non_Wetland,Built-up
367,Wetland,Built-up,Non_Water,Non_Wetland,Water
368,Wetland,Built-up,Non_Water,Non_Wetland,Forest
369,Wetland,Built-up,Water,Non_Wetland,Grassland
370,Wetland,Built-up,Water,Non_Wetland,Wetland
371,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
372,Wetland,Built-up,Water,Non_Wetland,Bareland
373,Wetland,Built-up,Water,Non_Wetland,Built-up
374,Wetland,Built-up,Water,Non_Wetland,Water
375,Wetland,Built-up,Water,Non_Wetland,Forest
376,Wetland,Water,NULL,Water,NULL
377,Wetland,Water,NULL,Water,Grassland
378,Wetland,Water,NULL,Water,Wetland
379,Wetland,Water,NULL,Water,Lichens_and_Mosses
380,Wetland,Water,NULL,Water,Bareland
381,Wetland,Water,NULL,Water,Built-up
382,Wetland,Water,NULL,Water,Water
383,Wetland,Water,NULL,Water,Permanent_ice_and_snow
384,Wetland,Water,NULL,Water,Forest
385,Wetland,Water,Non_Water,Water,NULL
386,Wetland,Water,Non_Water,Water,Grassland
387,Wetland,Water,Non_Water,Water,Wetland
388,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
389,Wetland,Water,Non_Water,Water,Bareland
390,Wetland,Water,Non_Water,Water,Built-up
391,Wetland,Water,Non_Water,Water,Water
392,Wetland,Water,Non_Water,Water,Forest
393,Wetland,Water,Water,Water,NULL
394,Wetland,Water,Water,Water,Grassland
395,Wetland,Water,Water,Water,Wetland
396,Wetland,Water,Water,Water,Lichens_and_Mosses
397,Wetland,Water,Water,Water,Bareland
398,Wetland,Water,Water,Water,Built-up
399,Wetland,Water,Water,Water,Water
400,Wetland,Water,Water,Water,Permanent_ice_and_snow
401,Wetland,Water,Water,Water,Forest
402,Wetland,Forest,NULL,Non_Wetland,NULL
403,Wetland,Forest,NULL,Non_Wetland,Grassland
404,Wetland,Forest,NULL,Non_Wetland,Wetland
405,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
406,Wetland,Forest,NULL,Non_Wetland,Bareland
407,Wetland,Forest,NULL,Non_Wetland,Built-up
408,Wetland,Forest,NULL,Non_Wetland,Water
409,Wetland,Forest,NULL,Non_Wetland,Permanent_ice_and_snow
410,Wetland,Forest,NULL,Non_Wetland,Forest
411,Wetland,Forest,Non_Water,Non_Wetland,NULL
412,Wetland,Forest,Non_Water,Non_Wetland,Grassland
413,Wetland,Forest,Non_Water,Non_Wetland,Wetland
414,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
415,Wetland,Forest,Non_Water,Non_Wetland,Bareland
416,Wetland,Forest,Non_Water,Non_Wetland,Built-up
417,Wetland,Forest,Non_Water,Non_Wetland,Water
418,Wetland,Forest,Non_Water,Non_Wetland,Forest
419,Wetland,Forest,Water,Non_Wetland,NULL
420,Wetland,Forest,Water,Non_Wetland,Grassland
421,Wetland,Forest,Water,Non_Wetland,Wetland
422,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
423,Wetland,Forest,Water,Non_Wetland,Bareland
424,Wetland,Forest,Water,Non_Wetland,Built-up
425,Wetland,Forest,Water,Non_Wetland,Water
426,Wetland,Forest,Water,Non_Wetland,Forest
427,Bareland,NULL,NULL,Non_Wetland,Grassland
428,Bareland,NULL,NULL,Non_Wetland,Water
429,Bareland,NULL,NULL,Non_Wetland,Forest
430,Bareland,Shrubland,NULL,Non_Wetland,Grassland
431,Bareland,Shrubland,NULL,Non_Wetland,Wetland
432,Bareland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
433,Bareland,Shrubland,NULL,Non_Wetland,Bareland
434,Bareland,Shrubland,NULL,Non_Wetland,Built-up
435,Bareland,Shrubland,NULL,Non_Wetland,Water
436,Bareland,Shrubland,NULL,Non_Wetland,Forest
437,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
438,Bareland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
439,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
440,Bareland,Shrubland,Non_Water,Non_Wetland,Water
441,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
442,Bareland,Shrubland,Water,Non_Wetland,Bareland
443,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
444,Bareland,Cropland,NULL,Non_Wetland,Grassland
445,Bareland,Cropland,NULL,Non_Wetland,Bareland
446,Bareland,Wetland,NULL,Wetland,Grassland
447,Bareland,Wetland,NULL,Wetland,Wetland
448,Bareland,Wetland,NULL,Wetland,Bareland
449,Bareland,Wetland,NULL,Wetland,Water
450,Bareland,Wetland,NULL,Wetland,Forest
451,Bareland,Wetland,Non_Water,Wetland,Grassland
452,Bareland,Wetland,Non_Water,Wetland,Wetland
453,Bareland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
454,Bareland,Wetland,Non_Water,Wetland,Bareland
455,Bareland,Wetland,Non_Water,Wetland,Water
456,Bareland,Wetland,Non_Water,Wetland,Forest
457,Bareland,Wetland,Water,Wetland,Grassland
458,Bareland,Wetland,Water,Wetland,Wetland
459,Bareland,Wetland,Water,Wetland,Bareland
460,Bareland,Wetland,Water,Wetland,Water
461,Bareland,Wetland,Water,Wetland,Forest
462,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
463,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
464,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
465,Bareland,Bareland,NULL,Non_Wetland,Grassland
466,Bareland,Bareland,NULL,Non_Wetland,Wetland
467,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
468,Bareland,Bareland,NULL,Non_Wetland,Bareland
469,Bareland,Bareland,NULL,Non_Wetland,Built-up
470,Bareland,Bareland,NULL,Non_Wetland,Water
471,Bareland,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
472,Bareland,Bareland,NULL,Non_Wetland,Forest
473,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
474,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
