Value,SIBERIA_2024_ESRI_Annual_LULC_2024_44VMQ_M_R,SIBERIA_2024_GLC_FCS30D_2022_44VMQ_M_R,SIBERIA_2024_GSW_Yearly_2021_44VMQ_M_R,SIBERIA_2024_GWL_FCS30D_2022_44VMQ_M_R,SIBERIA_2024_WorldCover_2021_44VMQ_M_R
266,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
267,Wetland,Grassland,Non_Water,Non_Wetland,Forest
268,Wetland,Grassland,Water,Non_Wetland,Grassland
269,Wetland,Grassland,Water,Non_Wetland,Wetland
270,Wetland,Grassland,Water,Non_Wetland,Forest
271,Wetland,Cropland,NULL,Non_Wetland,Grassland
272,Wetland,Cropland,NULL,Non_Wetland,Wetland
273,Wetland,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
274,Wetland,Cropland,NULL,Non_Wetland,Forest
275,Wetland,Cropland,Non_Water,Non_Wetland,Forest
276,Wetland,Cropland,Water,Non_Wetland,Forest
277,Wetland,Wetland,NULL,Wetland,NULL
278,Wetland,Wetland,NULL,Wetland,Grassland
279,Wetland,Wetland,NULL,Wetland,Wetland
280,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
281,Wetland,Wetland,NULL,Wetland,Bareland
282,Wetland,Wetland,NULL,Wetland,Built-up
283,Wetland,Wetland,NULL,Wetland,Water
284,Wetland,Wetland,NULL,Wetland,Forest
285,Wetland,Wetland,Non_Water,Wetland,NULL
286,Wetland,Wetland,Non_Water,Wetland,Grassland
287,Wetland,Wetland,Non_Water,Wetland,Wetland
288,Wetland,Wetland,Non_Water,Wetland,Bareland
289,Wetland,Wetland,Non_Water,Wetland,Built-up
290,Wetland,Wetland,Non_Water,Wetland,Water
291,Wetland,Wetland,Non_Water,Wetland,Forest
292,Wetland,Wetland,Water,Wetland,NULL
293,Wetland,Wetland,Water,Wetland,Grassland
294,Wetland,Wetland,Water,Wetland,Wetland
295,Wetland,Wetland,Water,Wetland,Bareland
296,Wetland,Wetland,Water,Wetland,Water
297,Wetland,Wetland,Water,Wetland,Forest
298,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
299,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
300,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
301,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
302,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
303,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
304,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
305,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
306,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
307,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
308,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
309,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
310,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Forest
311,Wetland,Bareland,NULL,Non_Wetland,NULL
312,Wetland,Bareland,NULL,Non_Wetland,Grassland
313,Wetland,Bareland,NULL,Non_Wetland,Wetland
314,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
315,Wetland,Bareland,NULL,Non_Wetland,Bareland
316,Wetland,Bareland,NULL,Non_Wetland,Built-up
317,Wetland,Bareland,NULL,Non_Wetland,Water
318,Wetland,Bareland,NULL,Non_Wetland,Forest
319,Wetland,Bareland,Non_Water,Non_Wetland,NULL
320,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
321,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
322,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
323,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
324,Wetland,Bareland,Non_Water,Non_Wetland,Built-up
325,Wetland,Bareland,Non_Water,Non_Wetland,Water
326,Wetland,Bareland,Non_Water,Non_Wetland,Forest
327,Wetland,Bareland,Water,Non_Wetland,NULL
328,Wetland,Bareland,Water,Non_Wetland,Grassland
329,Wetland,Bareland,Water,Non_Wetland,Wetland
330,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
331,Wetland,Bareland,Water,Non_Wetland,Bareland
332,Wetland,Bareland,Water,Non_Wetland,Water
333,Wetland,Bareland,Water,Non_Wetland,Forest
334,Wetland,Built-up,NULL,Non_Wetland,NULL
335,Wetland,Built-up,NULL,Non_Wetland,Grassland
336,Wetland,Built-up,NULL,Non_Wetland,Wetland
337,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
338,Wetland,Built-up,NULL,Non_Wetland,Bareland
339,Wetland,Built-up,NULL,Non_Wetland,Built-up
340,Wetland,Built-up,NULL,Non_Wetland,Water
341,Wetland,Built-up,NULL,Non_Wetland,Forest
342,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
343,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
344,Wetland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
345,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
346,Wetland,Built-up,Non_Water,Non_Wetland,Water
347,Wetland,Built-up,Non_Water,Non_Wetland,Forest
348,Wetland,Built-up,Water,Non_Wetland,Grassland
349,Wetland,Built-up,Water,Non_Wetland,Wetland
350,Wetland,Built-up,Water,Non_Wetland,Bareland
351,Wetland,Built-up,Water,Non_Wetland,Built-up
352,Wetland,Built-up,Water,Non_Wetland,Water
353,Wetland,Built-up,Water,Non_Wetland,Forest
354,Wetland,Water,NULL,Water,NULL
355,Wetland,Water,NULL,Water,Grassland
356,Wetland,Water,NULL,Water,Wetland
357,Wetland,Water,NULL,Water,Lichens_and_Mosses
358,Wetland,Water,NULL,Water,Bareland
359,Wetland,Water,NULL,Water,Water
360,Wetland,Water,NULL,Water,Forest
361,Wetland,Water,Non_Water,Water,NULL
362,Wetland,Water,Non_Water,Water,Grassland
363,Wetland,Water,Non_Water,Water,Wetland
364,Wetland,Water,Non_Water,Water,Bareland
365,Wetland,Water,Non_Water,Water,Water
366,Wetland,Water,Non_Water,Water,Forest
367,Wetland,Water,Water,Water,NULL
368,Wetland,Water,Water,Water,Grassland
369,Wetland,Water,Water,Water,Wetland
370,Wetland,Water,Water,Water,Water
371,Wetland,Water,Water,Water,Forest
372,Wetland,Forest,NULL,Non_Wetland,NULL
373,Wetland,Forest,NULL,Non_Wetland,Grassland
374,Wetland,Forest,NULL,Non_Wetland,Wetland
375,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
376,Wetland,Forest,NULL,Non_Wetland,Bareland
377,Wetland,Forest,NULL,Non_Wetland,Built-up
378,Wetland,Forest,NULL,Non_Wetland,Water
379,Wetland,Forest,NULL,Non_Wetland,Forest
380,Wetland,Forest,Non_Water,Non_Wetland,NULL
381,Wetland,Forest,Non_Water,Non_Wetland,Grassland
382,Wetland,Forest,Non_Water,Non_Wetland,Wetland
383,Wetland,Forest,Non_Water,Non_Wetland,Bareland
384,Wetland,Forest,Non_Water,Non_Wetland,Water
385,Wetland,Forest,Non_Water,Non_Wetland,Forest
386,Wetland,Forest,Water,Non_Wetland,NULL
387,Wetland,Forest,Water,Non_Wetland,Grassland
388,Wetland,Forest,Water,Non_Wetland,Wetland
389,Wetland,Forest,Water,Non_Wetland,Bareland
390,Wetland,Forest,Water,Non_Wetland,Water
391,Wetland,Forest,Water,Non_Wetland,Forest
392,Bareland,NULL,NULL,Non_Wetland,Lichens_and_Mosses
393,Bareland,NULL,NULL,Non_Wetland,Forest
394,Bareland,Shrubland,NULL,Non_Wetland,Grassland
395,Bareland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
396,Bareland,Shrubland,NULL,Non_Wetland,Bareland
397,Bareland,Shrubland,NULL,Non_Wetland,Water
398,Bareland,Shrubland,NULL,Non_Wetland,Forest
399,Bareland,Grassland,NULL,Non_Wetland,Grassland
400,Bareland,Grassland,NULL,Non_Wetland,Bareland
401,Bareland,Grassland,NULL,Non_Wetland,Forest
402,Bareland,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
403,Bareland,Wetland,NULL,Wetland,Grassland
404,Bareland,Wetland,NULL,Wetland,Wetland
405,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
406,Bareland,Wetland,NULL,Wetland,Bareland
407,Bareland,Wetland,NULL,Wetland,Water
408,Bareland,Wetland,NULL,Wetland,Forest
409,Bareland,Wetland,Non_Water,Wetland,Bareland
410,Bareland,Wetland,Water,Wetland,Grassland
411,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
412,Bareland,Wetland,Water,Wetland,Bareland
413,Bareland,Wetland,Water,Wetland,Water
414,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
415,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
416,Bareland,Bareland,NULL,Non_Wetland,Grassland
417,Bareland,Bareland,NULL,Non_Wetland,Wetland
418,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
419,Bareland,Bareland,NULL,Non_Wetland,Bareland
420,Bareland,Bareland,NULL,Non_Wetland,Built-up
421,Bareland,Bareland,NULL,Non_Wetland,Water
422,Bareland,Bareland,NULL,Non_Wetland,Forest
423,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
424,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
425,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
426,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
427,Bareland,Bareland,Non_Water,Non_Wetland,Water
428,Bareland,Bareland,Water,Non_Wetland,Grassland
429,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
430,Bareland,Bareland,Water,Non_Wetland,Bareland
431,Bareland,Bareland,Water,Non_Wetland,Water
432,Bareland,Bareland,Water,Non_Wetland,Forest
433,Bareland,Built-up,NULL,Non_Wetland,Grassland
434,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
435,Bareland,Built-up,NULL,Non_Wetland,Bareland
436,Bareland,Built-up,NULL,Non_Wetland,Built-up
437,Bareland,Built-up,NULL,Non_Wetland,Forest
438,Bareland,Built-up,Non_Water,Non_Wetland,Forest
439,Bareland,Built-up,Water,Non_Wetland,Bareland
440,Bareland,Built-up,Water,Non_Wetland,Water
441,Bareland,Water,NULL,Water,Bareland
442,Bareland,Water,NULL,Water,Water
443,Bareland,Water,NULL,Water,Forest
444,Bareland,Water,Non_Water,Water,Wetland
445,Bareland,Water,Water,Water,Wetland
446,Bareland,Water,Water,Water,Bareland
447,Bareland,Water,Water,Water,Water
448,Bareland,Water,Water,Water,Forest
449,Bareland,Forest,NULL,Non_Wetland,Grassland
450,Bareland,Forest,NULL,Non_Wetland,Wetland
451,Bareland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
452,Bareland,Forest,NULL,Non_Wetland,Bareland
453,Bareland,Forest,NULL,Non_Wetland,Built-up
454,Bareland,Forest,NULL,Non_Wetland,Water
455,Bareland,Forest,NULL,Non_Wetland,Forest
456,Bareland,Forest,Water,Non_Wetland,Bareland
457,Bareland,Forest,Water,Non_Wetland,Water
458,Bareland,Forest,Water,Non_Wetland,Forest
459,Built-up,NULL,NULL,Non_Wetland,Forest
460,Built-up,Shrubland,NULL,Non_Wetland,Grassland
461,Built-up,Shrubland,NULL,Non_Wetland,Wetland
462,Built-up,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
463,Built-up,Shrubland,NULL,Non_Wetland,Bareland
464,Built-up,Shrubland,NULL,Non_Wetland,Built-up
465,Built-up,Shrubland,NULL,Non_Wetland,Forest
466,Built-up,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
467,Built-up,Shrubland,Water,Non_Wetland,Forest
468,Built-up,Grassland,NULL,Non_Wetland,Grassland
469,Built-up,Grassland,NULL,Non_Wetland,Bareland
470,Built-up,Grassland,NULL,Non_Wetland,Built-up
471,Built-up,Grassland,NULL,Non_Wetland,Forest
472,Built-up,Wetland,NULL,Wetland,NULL
473,Built-up,Wetland,NULL,Wetland,Grassland
474,Built-up,Wetland,NULL,Wetland,Wetland
475,Built-up,Wetland,NULL,Wetland,Water
476,Built-up,Wetland,NULL,Wetland,Forest
477,Built-up,Wetland,Non_Water,Wetland,Grassland
478,Built-up,Wetland,Non_Water,Wetland,Wetland
479,Built-up,Wetland,Non_Water,Wetland,Forest
480,Built-up,Wetland,Water,Wetland,Water
481,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
482,Built-up,Bareland,NULL,Non_Wetland,NULL
483,Built-up,Bareland,NULL,Non_Wetland,Grassland
484,Built-up,Bareland,NULL,Non_Wetland,Wetland
485,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
