Value,SIBERIA_2024_ESRI_Annual_LULC_2024_44VMR_M_R,SIBERIA_2024_GLC_FCS30D_2022_44VMR_M_R,SIBERIA_2024_GSW_Yearly_2021_44VMR_M_R,SIBERIA_2024_GWL_FCS30D_2022_44VMR_M_R,SIBERIA_2024_WorldCover_2021_44VMR_M_R
265,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
266,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
267,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
268,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
269,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
270,Wetland,Bareland,NULL,Non_Wetland,NULL
271,Wetland,Bareland,NULL,Non_Wetland,Grassland
272,Wetland,Bareland,NULL,Non_Wetland,Wetland
273,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
274,Wetland,Bareland,NULL,Non_Wetland,Bareland
275,Wetland,Bareland,NULL,Non_Wetland,Built-up
276,Wetland,Bareland,NULL,Non_Wetland,Water
277,Wetland,Bareland,NULL,Non_Wetland,Forest
278,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
279,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
280,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
281,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
282,Wetland,Bareland,Non_Water,Non_Wetland,Built-up
283,Wetland,Bareland,Non_Water,Non_Wetland,Water
284,Wetland,Bareland,Non_Water,Non_Wetland,Forest
285,Wetland,Bareland,Water,Non_Wetland,Grassland
286,Wetland,Bareland,Water,Non_Wetland,Wetland
287,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
288,Wetland,Bareland,Water,Non_Wetland,Bareland
289,Wetland,Bareland,Water,Non_Wetland,Built-up
290,Wetland,Bareland,Water,Non_Wetland,Water
291,Wetland,Bareland,Water,Non_Wetland,Forest
292,Wetland,Built-up,NULL,Non_Wetland,Grassland
293,Wetland,Built-up,NULL,Non_Wetland,Wetland
294,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
295,Wetland,Built-up,NULL,Non_Wetland,Built-up
296,Wetland,Built-up,NULL,Non_Wetland,Water
297,Wetland,Built-up,NULL,Non_Wetland,Forest
298,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
299,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
300,Wetland,Built-up,Non_Water,Non_Wetland,Forest
301,Wetland,Built-up,Water,Non_Wetland,Grassland
302,Wetland,Built-up,Water,Non_Wetland,Wetland
303,Wetland,Built-up,Water,Non_Wetland,Built-up
304,Wetland,Built-up,Water,Non_Wetland,Water
305,Wetland,Built-up,Water,Non_Wetland,Forest
306,Wetland,Water,NULL,Water,NULL
307,Wetland,Water,NULL,Water,Grassland
308,Wetland,Water,NULL,Water,Wetland
309,Wetland,Water,NULL,Water,Lichens_and_Mosses
310,Wetland,Water,NULL,Water,Bareland
311,Wetland,Water,NULL,Water,Water
312,Wetland,Water,NULL,Water,Forest
313,Wetland,Water,Non_Water,Water,Grassland
314,Wetland,Water,Non_Water,Water,Wetland
315,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
316,Wetland,Water,Non_Water,Water,Bareland
317,Wetland,Water,Non_Water,Water,Water
318,Wetland,Water,Non_Water,Water,Forest
319,Wetland,Water,Water,Water,Grassland
320,Wetland,Water,Water,Water,Wetland
321,Wetland,Water,Water,Water,Bareland
322,Wetland,Water,Water,Water,Built-up
323,Wetland,Water,Water,Water,Water
324,Wetland,Water,Water,Water,Forest
325,Wetland,Forest,NULL,Non_Wetland,NULL
326,Wetland,Forest,NULL,Non_Wetland,Grassland
327,Wetland,Forest,NULL,Non_Wetland,Wetland
328,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
329,Wetland,Forest,NULL,Non_Wetland,Bareland
330,Wetland,Forest,NULL,Non_Wetland,Built-up
331,Wetland,Forest,NULL,Non_Wetland,Water
332,Wetland,Forest,NULL,Non_Wetland,Forest
333,Wetland,Forest,Non_Water,Non_Wetland,NULL
334,Wetland,Forest,Non_Water,Non_Wetland,Grassland
335,Wetland,Forest,Non_Water,Non_Wetland,Wetland
336,Wetland,Forest,Non_Water,Non_Wetland,Water
337,Wetland,Forest,Non_Water,Non_Wetland,Forest
338,Wetland,Forest,Water,Non_Wetland,NULL
339,Wetland,Forest,Water,Non_Wetland,Grassland
340,Wetland,Forest,Water,Non_Wetland,Wetland
341,Wetland,Forest,Water,Non_Wetland,Water
342,Wetland,Forest,Water,Non_Wetland,Forest
343,Bareland,NULL,NULL,Non_Wetland,Wetland
344,Bareland,NULL,NULL,Non_Wetland,Bareland
345,Bareland,NULL,NULL,Non_Wetland,Water
346,Bareland,NULL,NULL,Non_Wetland,Forest
347,Bareland,NULL,Water,Non_Wetland,Water
348,Bareland,NULL,Water,Non_Wetland,Forest
349,Bareland,Shrubland,NULL,Non_Wetland,Grassland
350,Bareland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
351,Bareland,Shrubland,NULL,Non_Wetland,Bareland
352,Bareland,Shrubland,NULL,Non_Wetland,Water
353,Bareland,Shrubland,NULL,Non_Wetland,Forest
354,Bareland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
355,Bareland,Shrubland,Water,Non_Wetland,Water
356,Bareland,Grassland,NULL,Non_Wetland,Grassland
357,Bareland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
358,Bareland,Grassland,NULL,Non_Wetland,Bareland
359,Bareland,Grassland,NULL,Non_Wetland,Forest
360,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
361,Bareland,Grassland,Water,Non_Wetland,Lichens_and_Mosses
362,Bareland,Grassland,Water,Non_Wetland,Water
363,Bareland,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
364,Bareland,Cropland,Water,Non_Wetland,Lichens_and_Mosses
365,Bareland,Wetland,NULL,Wetland,NULL
366,Bareland,Wetland,NULL,Wetland,Grassland
367,Bareland,Wetland,NULL,Wetland,Wetland
368,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
369,Bareland,Wetland,NULL,Wetland,Bareland
370,Bareland,Wetland,NULL,Wetland,Water
371,Bareland,Wetland,NULL,Wetland,Forest
372,Bareland,Wetland,Non_Water,Wetland,Bareland
373,Bareland,Wetland,Non_Water,Wetland,Forest
374,Bareland,Wetland,Water,Wetland,Grassland
375,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
376,Bareland,Wetland,Water,Wetland,Bareland
377,Bareland,Wetland,Water,Wetland,Water
378,Bareland,Wetland,Water,Wetland,Forest
379,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
380,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
381,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
382,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
383,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
384,Bareland,Bareland,NULL,Non_Wetland,Grassland
385,Bareland,Bareland,NULL,Non_Wetland,Wetland
386,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
387,Bareland,Bareland,NULL,Non_Wetland,Bareland
388,Bareland,Bareland,NULL,Non_Wetland,Built-up
389,Bareland,Bareland,NULL,Non_Wetland,Water
390,Bareland,Bareland,NULL,Non_Wetland,Forest
391,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
392,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
393,Bareland,Bareland,Non_Water,Non_Wetland,Forest
394,Bareland,Bareland,Water,Non_Wetland,Grassland
395,Bareland,Bareland,Water,Non_Wetland,Wetland
396,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
397,Bareland,Bareland,Water,Non_Wetland,Bareland
398,Bareland,Bareland,Water,Non_Wetland,Water
399,Bareland,Bareland,Water,Non_Wetland,Forest
400,Bareland,Built-up,NULL,Non_Wetland,Grassland
401,Bareland,Built-up,NULL,Non_Wetland,Wetland
402,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
403,Bareland,Built-up,NULL,Non_Wetland,Bareland
404,Bareland,Built-up,NULL,Non_Wetland,Water
405,Bareland,Built-up,NULL,Non_Wetland,Forest
406,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
407,Bareland,Built-up,Water,Non_Wetland,Grassland
408,Bareland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
409,Bareland,Built-up,Water,Non_Wetland,Bareland
410,Bareland,Built-up,Water,Non_Wetland,Water
411,Bareland,Water,NULL,Water,Wetland
412,Bareland,Water,NULL,Water,Water
413,Bareland,Water,NULL,Water,Forest
414,Bareland,Water,Water,Water,Grassland
415,Bareland,Water,Water,Water,Wetland
416,Bareland,Water,Water,Water,Lichens_and_Mosses
417,Bareland,Water,Water,Water,Bareland
418,Bareland,Water,Water,Water,Water
419,Bareland,Water,Water,Water,Forest
420,Bareland,Forest,NULL,Non_Wetland,Grassland
421,Bareland,Forest,NULL,Non_Wetland,Wetland
422,Bareland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
423,Bareland,Forest,NULL,Non_Wetland,Bareland
424,Bareland,Forest,NULL,Non_Wetland,Water
425,Bareland,Forest,NULL,Non_Wetland,Forest
426,Bareland,Forest,Non_Water,Non_Wetland,Bareland
427,Bareland,Forest,Water,Non_Wetland,Grassland
428,Bareland,Forest,Water,Non_Wetland,Water
429,Bareland,Forest,Water,Non_Wetland,Forest
430,Built-up,NULL,NULL,Non_Wetland,Grassland
431,Built-up,NULL,NULL,Non_Wetland,Bareland
432,Built-up,NULL,NULL,Non_Wetland,Forest
433,Built-up,Shrubland,NULL,Non_Wetland,Grassland
434,Built-up,Shrubland,NULL,Non_Wetland,Wetland
435,Built-up,Shrubland,NULL,Non_Wetland,Bareland
436,Built-up,Shrubland,NULL,Non_Wetland,Built-up
437,Built-up,Shrubland,NULL,Non_Wetland,Forest
438,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
439,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
440,Built-up,Grassland,NULL,Non_Wetland,Grassland
441,Built-up,Grassland,NULL,Non_Wetland,Wetland
442,Built-up,Grassland,NULL,Non_Wetland,Bareland
443,Built-up,Grassland,NULL,Non_Wetland,Forest
444,Built-up,Cropland,NULL,Non_Wetland,Bareland
445,Built-up,Wetland,NULL,Wetland,Grassland
446,Built-up,Wetland,NULL,Wetland,Wetland
447,Built-up,Wetland,NULL,Wetland,Bareland
448,Built-up,Wetland,NULL,Wetland,Built-up
449,Built-up,Wetland,NULL,Wetland,Forest
450,Built-up,Wetland,Water,Wetland,Forest
451,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
452,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
453,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Wetland
454,Built-up,Bareland,NULL,Non_Wetland,NULL
455,Built-up,Bareland,NULL,Non_Wetland,Grassland
456,Built-up,Bareland,NULL,Non_Wetland,Wetland
457,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
458,Built-up,Bareland,NULL,Non_Wetland,Bareland
459,Built-up,Bareland,NULL,Non_Wetland,Built-up
460,Built-up,Bareland,NULL,Non_Wetland,Water
461,Built-up,Bareland,NULL,Non_Wetland,Forest
462,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
463,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
464,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
465,Built-up,Bareland,Non_Water,Non_Wetland,Forest
466,Built-up,Bareland,Water,Non_Wetland,Grassland
467,Built-up,Bareland,Water,Non_Wetland,Bareland
468,Built-up,Bareland,Water,Non_Wetland,Built-up
469,Built-up,Bareland,Water,Non_Wetland,Water
470,Built-up,Bareland,Water,Non_Wetland,Forest
471,Built-up,Built-up,NULL,Non_Wetland,Grassland
472,Built-up,Built-up,NULL,Non_Wetland,Wetland
473,Built-up,Built-up,NULL,Non_Wetland,Bareland
474,Built-up,Built-up,NULL,Non_Wetland,Built-up
475,Built-up,Built-up,NULL,Non_Wetland,Forest
476,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
477,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
478,Built-up,Built-up,Water,Non_Wetland,Bareland
479,Built-up,Built-up,Water,Non_Wetland,Built-up
480,Built-up,Built-up,Water,Non_Wetland,Forest
481,Built-up,Water,Water,Water,Wetland
482,Built-up,Water,Water,Water,Forest
483,Built-up,Forest,NULL,Non_Wetland,Grassland
484,Built-up,Forest,NULL,Non_Wetland,Wetland
485,Built-up,Forest,NULL,Non_Wetland,Bareland
