Value,SIBERIA_2024_ESRI_Annual_LULC_2024_41WNN_M_R,SIBERIA_2024_GLC_FCS30D_2022_41WNN_M_R,SIBERIA_2024_GSW_Yearly_2021_41WNN_M_R,SIBERIA_2024_GWL_FCS30D_2022_41WNN_M_R,SIBERIA_2024_WorldCover_2021_41WNN_M_R
262,Wetland,Forest,NULL,Non_Wetland,Grassland
263,Wetland,Forest,NULL,Non_Wetland,Wetland
264,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
265,Wetland,Forest,NULL,Non_Wetland,Water
266,Wetland,Forest,NULL,Non_Wetland,Forest
267,Wetland,Forest,Non_Water,Non_Wetland,Grassland
268,Wetland,Forest,Non_Water,Non_Wetland,Wetland
269,Wetland,Forest,Non_Water,Non_Wetland,Water
270,Wetland,Forest,Non_Water,Non_Wetland,Forest
271,Wetland,Forest,Water,Non_Wetland,Grassland
272,Wetland,Forest,Water,Non_Wetland,Wetland
273,Wetland,Forest,Water,Non_Wetland,Water
274,Wetland,Forest,Water,Non_Wetland,Forest
275,Bareland,NULL,Water,Non_Wetland,Forest
276,Bareland,Shrubland,NULL,Non_Wetland,Water
277,Bareland,Shrubland,Water,Non_Wetland,Forest
278,Bareland,Wetland,NULL,Wetland,Grassland
279,Bareland,Wetland,NULL,Wetland,Wetland
280,Bareland,Wetland,NULL,Wetland,Bareland
281,Bareland,Wetland,NULL,Wetland,Water
282,Bareland,Wetland,NULL,Wetland,Forest
283,Bareland,Wetland,Non_Water,Wetland,Wetland
284,Bareland,Wetland,Non_Water,Wetland,Water
285,Bareland,Wetland,Water,Wetland,Grassland
286,Bareland,Wetland,Water,Wetland,Wetland
287,Bareland,Wetland,Water,Wetland,Bareland
288,Bareland,Wetland,Water,Wetland,Water
289,Bareland,Wetland,Water,Wetland,Forest
290,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
291,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
292,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
293,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
294,Bareland,Bareland,NULL,Non_Wetland,Grassland
295,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
296,Bareland,Bareland,NULL,Non_Wetland,Bareland
297,Bareland,Bareland,NULL,Non_Wetland,Forest
298,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
299,Bareland,Bareland,Non_Water,Non_Wetland,Water
300,Bareland,Bareland,Water,Non_Wetland,Grassland
301,Bareland,Bareland,Water,Non_Wetland,Wetland
302,Bareland,Bareland,Water,Non_Wetland,Bareland
303,Bareland,Bareland,Water,Non_Wetland,Water
304,Bareland,Bareland,Water,Non_Wetland,Forest
305,Bareland,Water,Water,Water,Bareland
306,Bareland,Water,Water,Water,Water
307,Bareland,Water,Water,Water,Forest
308,Bareland,Forest,NULL,Non_Wetland,Forest
309,Built-up,NULL,NULL,Non_Wetland,Grassland
310,Built-up,NULL,NULL,Non_Wetland,Built-up
311,Built-up,NULL,NULL,Non_Wetland,Forest
312,Built-up,Shrubland,NULL,Non_Wetland,Grassland
313,Built-up,Shrubland,NULL,Non_Wetland,Wetland
314,Built-up,Shrubland,NULL,Non_Wetland,Bareland
315,Built-up,Shrubland,NULL,Non_Wetland,Built-up
316,Built-up,Shrubland,NULL,Non_Wetland,Water
317,Built-up,Shrubland,NULL,Non_Wetland,Forest
318,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
319,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
320,Built-up,Shrubland,Water,Non_Wetland,Forest
321,Built-up,Grassland,NULL,Non_Wetland,Grassland
322,Built-up,Grassland,NULL,Non_Wetland,Bareland
323,Built-up,Grassland,NULL,Non_Wetland,Built-up
324,Built-up,Grassland,NULL,Non_Wetland,Water
325,Built-up,Grassland,NULL,Non_Wetland,Forest
326,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
327,Built-up,Cropland,NULL,Non_Wetland,Grassland
328,Built-up,Cropland,NULL,Non_Wetland,Built-up
329,Built-up,Cropland,NULL,Non_Wetland,Forest
330,Built-up,Cropland,Water,Non_Wetland,Grassland
331,Built-up,Wetland,NULL,Wetland,Grassland
332,Built-up,Wetland,NULL,Wetland,Wetland
333,Built-up,Wetland,NULL,Wetland,Bareland
334,Built-up,Wetland,NULL,Wetland,Built-up
335,Built-up,Wetland,NULL,Wetland,Water
336,Built-up,Wetland,NULL,Wetland,Forest
337,Built-up,Wetland,Non_Water,Wetland,Grassland
338,Built-up,Wetland,Non_Water,Wetland,Wetland
339,Built-up,Wetland,Non_Water,Wetland,Built-up
340,Built-up,Wetland,Non_Water,Wetland,Water
341,Built-up,Wetland,Non_Water,Wetland,Forest
342,Built-up,Wetland,Water,Wetland,Grassland
343,Built-up,Wetland,Water,Wetland,Wetland
344,Built-up,Wetland,Water,Wetland,Bareland
345,Built-up,Wetland,Water,Wetland,Built-up
346,Built-up,Wetland,Water,Wetland,Water
347,Built-up,Wetland,Water,Wetland,Forest
348,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
349,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
350,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
351,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
352,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Water
353,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
354,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
355,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
356,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
357,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Grassland
358,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Water
359,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Forest
360,Built-up,Bareland,NULL,Non_Wetland,Grassland
361,Built-up,Bareland,NULL,Non_Wetland,Wetland
362,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
363,Built-up,Bareland,NULL,Non_Wetland,Bareland
364,Built-up,Bareland,NULL,Non_Wetland,Built-up
365,Built-up,Bareland,NULL,Non_Wetland,Water
366,Built-up,Bareland,NULL,Non_Wetland,Forest
367,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
368,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
369,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
370,Built-up,Bareland,Non_Water,Non_Wetland,Water
371,Built-up,Bareland,Non_Water,Non_Wetland,Forest
372,Built-up,Bareland,Water,Non_Wetland,Grassland
373,Built-up,Bareland,Water,Non_Wetland,Bareland
374,Built-up,Bareland,Water,Non_Wetland,Built-up
375,Built-up,Bareland,Water,Non_Wetland,Water
376,Built-up,Bareland,Water,Non_Wetland,Forest
377,Built-up,Built-up,NULL,Non_Wetland,Grassland
378,Built-up,Built-up,NULL,Non_Wetland,Wetland
379,Built-up,Built-up,NULL,Non_Wetland,Bareland
380,Built-up,Built-up,NULL,Non_Wetland,Built-up
381,Built-up,Built-up,NULL,Non_Wetland,Water
382,Built-up,Built-up,NULL,Non_Wetland,Permanent_ice_and_snow
383,Built-up,Built-up,NULL,Non_Wetland,Forest
384,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
385,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
386,Built-up,Built-up,Non_Water,Non_Wetland,Forest
387,Built-up,Built-up,Water,Non_Wetland,Grassland
388,Built-up,Built-up,Water,Non_Wetland,Bareland
389,Built-up,Built-up,Water,Non_Wetland,Built-up
390,Built-up,Water,NULL,Water,Water
391,Built-up,Water,NULL,Water,Forest
392,Built-up,Water,Water,Water,Bareland
393,Built-up,Water,Water,Water,Forest
394,Built-up,Forest,NULL,Non_Wetland,Grassland
395,Built-up,Forest,NULL,Non_Wetland,Wetland
396,Built-up,Forest,NULL,Non_Wetland,Bareland
397,Built-up,Forest,NULL,Non_Wetland,Built-up
398,Built-up,Forest,NULL,Non_Wetland,Water
399,Built-up,Forest,NULL,Non_Wetland,Forest
400,Built-up,Forest,Non_Water,Non_Wetland,Grassland
401,Built-up,Forest,Non_Water,Non_Wetland,Wetland
402,Built-up,Forest,Non_Water,Non_Wetland,Forest
403,Built-up,Forest,Water,Non_Wetland,Forest
404,Water,NULL,NULL,Non_Wetland,Grassland
405,Water,NULL,NULL,Non_Wetland,Wetland
406,Water,NULL,NULL,Non_Wetland,Lichens_and_Mosses
407,Water,NULL,NULL,Non_Wetland,Bareland
408,Water,NULL,NULL,Non_Wetland,Water
409,Water,NULL,NULL,Non_Wetland,Forest
410,Water,NULL,Non_Water,Non_Wetland,Grassland
411,Water,NULL,Non_Water,Non_Wetland,Wetland
412,Water,NULL,Non_Water,Non_Wetland,Water
413,Water,NULL,Non_Water,Non_Wetland,Forest
414,Water,NULL,Water,Non_Wetland,Grassland
415,Water,NULL,Water,Non_Wetland,Wetland
416,Water,NULL,Water,Non_Wetland,Bareland
417,Water,NULL,Water,Non_Wetland,Water
418,Water,NULL,Water,Non_Wetland,Forest
419,Water,Shrubland,NULL,Non_Wetland,NULL
420,Water,Shrubland,NULL,Non_Wetland,Grassland
421,Water,Shrubland,NULL,Non_Wetland,Wetland
422,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
423,Water,Shrubland,NULL,Non_Wetland,Bareland
424,Water,Shrubland,NULL,Non_Wetland,Water
425,Water,Shrubland,NULL,Non_Wetland,Forest
426,Water,Shrubland,Non_Water,Non_Wetland,Grassland
427,Water,Shrubland,Non_Water,Non_Wetland,Wetland
428,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
429,Water,Shrubland,Non_Water,Non_Wetland,Bareland
430,Water,Shrubland,Non_Water,Non_Wetland,Water
431,Water,Shrubland,Non_Water,Non_Wetland,Forest
432,Water,Shrubland,Water,Non_Wetland,NULL
433,Water,Shrubland,Water,Non_Wetland,Grassland
434,Water,Shrubland,Water,Non_Wetland,Wetland
435,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
436,Water,Shrubland,Water,Non_Wetland,Bareland
437,Water,Shrubland,Water,Non_Wetland,Water
438,Water,Shrubland,Water,Non_Wetland,Forest
439,Water,Grassland,NULL,Non_Wetland,Grassland
440,Water,Grassland,NULL,Non_Wetland,Water
441,Water,Grassland,NULL,Non_Wetland,Forest
442,Water,Grassland,Non_Water,Non_Wetland,Grassland
443,Water,Grassland,Non_Water,Non_Wetland,Wetland
444,Water,Grassland,Non_Water,Non_Wetland,Water
445,Water,Grassland,Water,Non_Wetland,Wetland
446,Water,Cropland,NULL,Non_Wetland,Grassland
447,Water,Cropland,NULL,Non_Wetland,Water
448,Water,Cropland,NULL,Non_Wetland,Forest
449,Water,Cropland,Non_Water,Non_Wetland,Grassland
450,Water,Cropland,Non_Water,Non_Wetland,Wetland
451,Water,Cropland,Non_Water,Non_Wetland,Forest
452,Water,Cropland,Water,Non_Wetland,Grassland
453,Water,Cropland,Water,Non_Wetland,Wetland
454,Water,Wetland,NULL,Wetland,NULL
455,Water,Wetland,NULL,Wetland,Grassland
456,Water,Wetland,NULL,Wetland,Wetland
457,Water,Wetland,NULL,Wetland,Bareland
458,Water,Wetland,NULL,Wetland,Water
459,Water,Wetland,NULL,Wetland,Forest
460,Water,Wetland,Non_Water,Wetland,Grassland
461,Water,Wetland,Non_Water,Wetland,Wetland
462,Water,Wetland,Non_Water,Wetland,Bareland
463,Water,Wetland,Non_Water,Wetland,Water
464,Water,Wetland,Non_Water,Wetland,Forest
465,Water,Wetland,Water,Wetland,NULL
466,Water,Wetland,Water,Wetland,Grassland
467,Water,Wetland,Water,Wetland,Wetland
468,Water,Wetland,Water,Wetland,Lichens_and_Mosses
469,Water,Wetland,Water,Wetland,Bareland
470,Water,Wetland,Water,Wetland,Built-up
471,Water,Wetland,Water,Wetland,Water
472,Water,Wetland,Water,Wetland,Forest
473,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL
474,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
475,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
476,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
477,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
478,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
479,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
480,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
481,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
482,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
