Value,SIBERIA_2024_ESRI_Annual_LULC_2024_43VFK_M_R,SIBERIA_2024_GLC_FCS30D_2022_43VFK_M_R,SIBERIA_2024_GSW_Yearly_2021_43VFK_M_R,SIBERIA_2024_GWL_FCS30D_2022_43VFK_M_R,SIBERIA_2024_WorldCover_2021_43VFK_M_R
263,Wetland,Wetland,Non_Water,Wetland,Grassland
264,Wetland,Wetland,Non_Water,Wetland,Wetland
265,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
266,Wetland,Wetland,Non_Water,Wetland,Bareland
267,Wetland,Wetland,Non_Water,Wetland,Built-up
268,Wetland,Wetland,Non_Water,Wetland,Water
269,Wetland,Wetland,Non_Water,Wetland,Forest
270,Wetland,Wetland,Water,Wetland,NULL
271,Wetland,Wetland,Water,Wetland,Grassland
272,Wetland,Wetland,Water,Wetland,Wetland
273,Wetland,Wetland,Water,Wetland,Bareland
274,Wetland,Wetland,Water,Wetland,Built-up
275,Wetland,Wetland,Water,Wetland,Water
276,Wetland,Wetland,Water,Wetland,Permanent_ice_and_snow
277,Wetland,Wetland,Water,Wetland,Forest
278,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
279,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
280,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
281,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
282,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
283,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
284,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
285,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
286,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
287,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
288,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
289,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
290,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
291,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Forest
292,Wetland,Bareland,NULL,Non_Wetland,NULL
293,Wetland,Bareland,NULL,Non_Wetland,Grassland
294,Wetland,Bareland,NULL,Non_Wetland,Wetland
295,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
296,Wetland,Bareland,NULL,Non_Wetland,Bareland
297,Wetland,Bareland,NULL,Non_Wetland,Built-up
298,Wetland,Bareland,NULL,Non_Wetland,Water
299,Wetland,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
300,Wetland,Bareland,NULL,Non_Wetland,Forest
301,Wetland,Bareland,Non_Water,Non_Wetland,NULL
302,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
303,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
304,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
305,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
306,Wetland,Bareland,Non_Water,Non_Wetland,Built-up
307,Wetland,Bareland,Non_Water,Non_Wetland,Water
308,Wetland,Bareland,Non_Water,Non_Wetland,Permanent_ice_and_snow
309,Wetland,Bareland,Non_Water,Non_Wetland,Forest
310,Wetland,Bareland,Water,Non_Wetland,NULL
311,Wetland,Bareland,Water,Non_Wetland,Grassland
312,Wetland,Bareland,Water,Non_Wetland,Wetland
313,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
314,Wetland,Bareland,Water,Non_Wetland,Bareland
315,Wetland,Bareland,Water,Non_Wetland,Built-up
316,Wetland,Bareland,Water,Non_Wetland,Water
317,Wetland,Bareland,Water,Non_Wetland,Forest
318,Wetland,Built-up,NULL,Non_Wetland,NULL
319,Wetland,Built-up,NULL,Non_Wetland,Grassland
320,Wetland,Built-up,NULL,Non_Wetland,Wetland
321,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
322,Wetland,Built-up,NULL,Non_Wetland,Bareland
323,Wetland,Built-up,NULL,Non_Wetland,Built-up
324,Wetland,Built-up,NULL,Non_Wetland,Water
325,Wetland,Built-up,NULL,Non_Wetland,Forest
326,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
327,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
328,Wetland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
329,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
330,Wetland,Built-up,Non_Water,Non_Wetland,Built-up
331,Wetland,Built-up,Non_Water,Non_Wetland,Water
332,Wetland,Built-up,Non_Water,Non_Wetland,Forest
333,Wetland,Built-up,Water,Non_Wetland,Grassland
334,Wetland,Built-up,Water,Non_Wetland,Wetland
335,Wetland,Built-up,Water,Non_Wetland,Bareland
336,Wetland,Built-up,Water,Non_Wetland,Built-up
337,Wetland,Built-up,Water,Non_Wetland,Water
338,Wetland,Built-up,Water,Non_Wetland,Forest
339,Wetland,Water,NULL,Water,NULL
340,Wetland,Water,NULL,Water,Grassland
341,Wetland,Water,NULL,Water,Wetland
342,Wetland,Water,NULL,Water,Lichens_and_Mosses
343,Wetland,Water,NULL,Water,Bareland
344,Wetland,Water,NULL,Water,Built-up
345,Wetland,Water,NULL,Water,Water
346,Wetland,Water,NULL,Water,Forest
347,Wetland,Water,Non_Water,Water,NULL
348,Wetland,Water,Non_Water,Water,Grassland
349,Wetland,Water,Non_Water,Water,Wetland
350,Wetland,Water,Non_Water,Water,Bareland
351,Wetland,Water,Non_Water,Water,Water
352,Wetland,Water,Non_Water,Water,Forest
353,Wetland,Water,Water,Water,NULL
354,Wetland,Water,Water,Water,Grassland
355,Wetland,Water,Water,Water,Wetland
356,Wetland,Water,Water,Water,Lichens_and_Mosses
357,Wetland,Water,Water,Water,Bareland
358,Wetland,Water,Water,Water,Built-up
359,Wetland,Water,Water,Water,Water
360,Wetland,Water,Water,Water,Permanent_ice_and_snow
361,Wetland,Water,Water,Water,Forest
362,Wetland,Forest,NULL,Non_Wetland,NULL
363,Wetland,Forest,NULL,Non_Wetland,Grassland
364,Wetland,Forest,NULL,Non_Wetland,Wetland
365,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
366,Wetland,Forest,NULL,Non_Wetland,Bareland
367,Wetland,Forest,NULL,Non_Wetland,Built-up
368,Wetland,Forest,NULL,Non_Wetland,Water
369,Wetland,Forest,NULL,Non_Wetland,Forest
370,Wetland,Forest,Non_Water,Non_Wetland,NULL
371,Wetland,Forest,Non_Water,Non_Wetland,Grassland
372,Wetland,Forest,Non_Water,Non_Wetland,Wetland
373,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
374,Wetland,Forest,Non_Water,Non_Wetland,Bareland
375,Wetland,Forest,Non_Water,Non_Wetland,Built-up
376,Wetland,Forest,Non_Water,Non_Wetland,Water
377,Wetland,Forest,Non_Water,Non_Wetland,Forest
378,Wetland,Forest,Water,Non_Wetland,NULL
379,Wetland,Forest,Water,Non_Wetland,Grassland
380,Wetland,Forest,Water,Non_Wetland,Wetland
381,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
382,Wetland,Forest,Water,Non_Wetland,Bareland
383,Wetland,Forest,Water,Non_Wetland,Water
384,Wetland,Forest,Water,Non_Wetland,Forest
385,Bareland,NULL,NULL,Non_Wetland,Water
386,Bareland,NULL,NULL,Non_Wetland,Forest
387,Bareland,Shrubland,NULL,Non_Wetland,Grassland
388,Bareland,Shrubland,NULL,Non_Wetland,Bareland
389,Bareland,Shrubland,NULL,Non_Wetland,Forest
390,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
391,Bareland,Shrubland,Water,Non_Wetland,Forest
392,Bareland,Grassland,NULL,Non_Wetland,Grassland
393,Bareland,Grassland,NULL,Non_Wetland,Bareland
394,Bareland,Grassland,NULL,Non_Wetland,Forest
395,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
396,Bareland,Wetland,NULL,Wetland,Grassland
397,Bareland,Wetland,NULL,Wetland,Wetland
398,Bareland,Wetland,NULL,Wetland,Bareland
399,Bareland,Wetland,NULL,Wetland,Water
400,Bareland,Wetland,NULL,Wetland,Forest
401,Bareland,Wetland,Non_Water,Wetland,Water
402,Bareland,Wetland,Water,Wetland,Bareland
403,Bareland,Wetland,Water,Wetland,Water
404,Bareland,Wetland,Water,Wetland,Forest
405,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
406,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
407,Bareland,Bareland,NULL,Non_Wetland,NULL
408,Bareland,Bareland,NULL,Non_Wetland,Grassland
409,Bareland,Bareland,NULL,Non_Wetland,Wetland
410,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
411,Bareland,Bareland,NULL,Non_Wetland,Bareland
412,Bareland,Bareland,NULL,Non_Wetland,Built-up
413,Bareland,Bareland,NULL,Non_Wetland,Water
414,Bareland,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
415,Bareland,Bareland,NULL,Non_Wetland,Forest
416,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
417,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
418,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
419,Bareland,Bareland,Non_Water,Non_Wetland,Water
420,Bareland,Bareland,Non_Water,Non_Wetland,Permanent_ice_and_snow
421,Bareland,Bareland,Non_Water,Non_Wetland,Forest
422,Bareland,Bareland,Water,Non_Wetland,Grassland
423,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
424,Bareland,Bareland,Water,Non_Wetland,Bareland
425,Bareland,Bareland,Water,Non_Wetland,Water
426,Bareland,Bareland,Water,Non_Wetland,Forest
427,Bareland,Built-up,NULL,Non_Wetland,Grassland
428,Bareland,Built-up,NULL,Non_Wetland,Wetland
429,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
430,Bareland,Built-up,NULL,Non_Wetland,Bareland
431,Bareland,Built-up,NULL,Non_Wetland,Built-up
432,Bareland,Built-up,NULL,Non_Wetland,Water
433,Bareland,Built-up,NULL,Non_Wetland,Forest
434,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
435,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
436,Bareland,Built-up,Non_Water,Non_Wetland,Built-up
437,Bareland,Built-up,Water,Non_Wetland,Bareland
438,Bareland,Built-up,Water,Non_Wetland,Water
439,Bareland,Water,NULL,Water,Grassland
440,Bareland,Water,NULL,Water,Wetland
441,Bareland,Water,NULL,Water,Water
442,Bareland,Water,NULL,Water,Forest
443,Bareland,Water,Non_Water,Water,Water
444,Bareland,Water,Water,Water,Grassland
445,Bareland,Water,Water,Water,Wetland
446,Bareland,Water,Water,Water,Bareland
447,Bareland,Water,Water,Water,Water
448,Bareland,Water,Water,Water,Forest
449,Bareland,Forest,NULL,Non_Wetland,NULL
450,Bareland,Forest,NULL,Non_Wetland,Grassland
451,Bareland,Forest,NULL,Non_Wetland,Wetland
452,Bareland,Forest,NULL,Non_Wetland,Bareland
453,Bareland,Forest,NULL,Non_Wetland,Built-up
454,Bareland,Forest,NULL,Non_Wetland,Water
455,Bareland,Forest,NULL,Non_Wetland,Forest
456,Bareland,Forest,Non_Water,Non_Wetland,Water
457,Bareland,Forest,Water,Non_Wetland,Forest
458,Built-up,NULL,NULL,Non_Wetland,Forest
459,Built-up,Shrubland,NULL,Non_Wetland,NULL
460,Built-up,Shrubland,NULL,Non_Wetland,Grassland
461,Built-up,Shrubland,NULL,Non_Wetland,Wetland
462,Built-up,Shrubland,NULL,Non_Wetland,Bareland
463,Built-up,Shrubland,NULL,Non_Wetland,Built-up
464,Built-up,Shrubland,NULL,Non_Wetland,Water
465,Built-up,Shrubland,NULL,Non_Wetland,Forest
466,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
467,Built-up,Shrubland,Water,Non_Wetland,Forest
468,Built-up,Grassland,NULL,Non_Wetland,Grassland
469,Built-up,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
470,Built-up,Grassland,NULL,Non_Wetland,Built-up
471,Built-up,Grassland,NULL,Non_Wetland,Forest
472,Built-up,Wetland,NULL,Wetland,NULL
473,Built-up,Wetland,NULL,Wetland,Grassland
474,Built-up,Wetland,NULL,Wetland,Wetland
475,Built-up,Wetland,NULL,Wetland,Built-up
476,Built-up,Wetland,NULL,Wetland,Forest
477,Built-up,Wetland,Non_Water,Wetland,Water
478,Built-up,Wetland,Water,Wetland,Water
479,Built-up,Wetland,Water,Wetland,Forest
480,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
481,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Water
