Value,SIBERIA_2024_ESRI_Annual_LULC_2024_43VDL_M_R,SIBERIA_2024_GLC_FCS30D_2022_43VDL_M_R,SIBERIA_2024_GSW_Yearly_2021_43VDL_M_R,SIBERIA_2024_GWL_FCS30D_2022_43VDL_M_R,SIBERIA_2024_WorldCover_2021_43VDL_M_R
259,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
260,Wetland,Grassland,NULL,Non_Wetland,Bareland
261,Wetland,Grassland,NULL,Non_Wetland,Built-up
262,Wetland,Grassland,NULL,Non_Wetland,Water
263,Wetland,Grassland,NULL,Non_Wetland,Forest
264,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
265,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
266,Wetland,Grassland,Non_Water,Non_Wetland,Water
267,Wetland,Grassland,Non_Water,Non_Wetland,Forest
268,Wetland,Grassland,Water,Non_Wetland,Grassland
269,Wetland,Grassland,Water,Non_Wetland,Wetland
270,Wetland,Grassland,Water,Non_Wetland,Water
271,Wetland,Grassland,Water,Non_Wetland,Forest
272,Wetland,Cropland,NULL,Non_Wetland,Grassland
273,Wetland,Cropland,NULL,Non_Wetland,Wetland
274,Wetland,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
275,Wetland,Cropland,NULL,Non_Wetland,Bareland
276,Wetland,Cropland,NULL,Non_Wetland,Forest
277,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
278,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
279,Wetland,Cropland,Non_Water,Non_Wetland,Forest
280,Wetland,Cropland,Water,Non_Wetland,Grassland
281,Wetland,Cropland,Water,Non_Wetland,Water
282,Wetland,Wetland,NULL,Wetland,NULL
283,Wetland,Wetland,NULL,Wetland,Grassland
284,Wetland,Wetland,NULL,Wetland,Wetland
285,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
286,Wetland,Wetland,NULL,Wetland,Bareland
287,Wetland,Wetland,NULL,Wetland,Built-up
288,Wetland,Wetland,NULL,Wetland,Water
289,Wetland,Wetland,NULL,Wetland,Permanent_ice_and_snow
290,Wetland,Wetland,NULL,Wetland,Forest
291,Wetland,Wetland,Non_Water,Wetland,NULL
292,Wetland,Wetland,Non_Water,Wetland,Grassland
293,Wetland,Wetland,Non_Water,Wetland,Wetland
294,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
295,Wetland,Wetland,Non_Water,Wetland,Bareland
296,Wetland,Wetland,Non_Water,Wetland,Built-up
297,Wetland,Wetland,Non_Water,Wetland,Water
298,Wetland,Wetland,Non_Water,Wetland,Forest
299,Wetland,Wetland,Water,Wetland,Grassland
300,Wetland,Wetland,Water,Wetland,Wetland
301,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
302,Wetland,Wetland,Water,Wetland,Bareland
303,Wetland,Wetland,Water,Wetland,Water
304,Wetland,Wetland,Water,Wetland,Forest
305,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
306,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
307,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
308,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
309,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
310,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
311,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
312,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
313,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
314,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
315,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
316,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
317,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
318,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
319,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
320,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
321,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
322,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Forest
323,Wetland,Bareland,NULL,Non_Wetland,NULL
324,Wetland,Bareland,NULL,Non_Wetland,Grassland
325,Wetland,Bareland,NULL,Non_Wetland,Wetland
326,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
327,Wetland,Bareland,NULL,Non_Wetland,Bareland
328,Wetland,Bareland,NULL,Non_Wetland,Built-up
329,Wetland,Bareland,NULL,Non_Wetland,Water
330,Wetland,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
331,Wetland,Bareland,NULL,Non_Wetland,Forest
332,Wetland,Bareland,Non_Water,Non_Wetland,NULL
333,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
334,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
335,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
336,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
337,Wetland,Bareland,Non_Water,Non_Wetland,Built-up
338,Wetland,Bareland,Non_Water,Non_Wetland,Water
339,Wetland,Bareland,Non_Water,Non_Wetland,Permanent_ice_and_snow
340,Wetland,Bareland,Non_Water,Non_Wetland,Forest
341,Wetland,Bareland,Water,Non_Wetland,Grassland
342,Wetland,Bareland,Water,Non_Wetland,Wetland
343,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
344,Wetland,Bareland,Water,Non_Wetland,Bareland
345,Wetland,Bareland,Water,Non_Wetland,Built-up
346,Wetland,Bareland,Water,Non_Wetland,Water
347,Wetland,Bareland,Water,Non_Wetland,Permanent_ice_and_snow
348,Wetland,Bareland,Water,Non_Wetland,Forest
349,Wetland,Built-up,NULL,Non_Wetland,Grassland
350,Wetland,Built-up,NULL,Non_Wetland,Wetland
351,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
352,Wetland,Built-up,NULL,Non_Wetland,Bareland
353,Wetland,Built-up,NULL,Non_Wetland,Built-up
354,Wetland,Built-up,NULL,Non_Wetland,Water
355,Wetland,Built-up,NULL,Non_Wetland,Forest
356,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
357,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
358,Wetland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
359,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
360,Wetland,Built-up,Non_Water,Non_Wetland,Built-up
361,Wetland,Built-up,Non_Water,Non_Wetland,Water
362,Wetland,Built-up,Non_Water,Non_Wetland,Forest
363,Wetland,Built-up,Water,Non_Wetland,Grassland
364,Wetland,Built-up,Water,Non_Wetland,Wetland
365,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
366,Wetland,Built-up,Water,Non_Wetland,Bareland
367,Wetland,Built-up,Water,Non_Wetland,Built-up
368,Wetland,Built-up,Water,Non_Wetland,Water
369,Wetland,Built-up,Water,Non_Wetland,Permanent_ice_and_snow
370,Wetland,Built-up,Water,Non_Wetland,Forest
371,Wetland,Water,NULL,Water,NULL
372,Wetland,Water,NULL,Water,Grassland
373,Wetland,Water,NULL,Water,Wetland
374,Wetland,Water,NULL,Water,Lichens_and_Mosses
375,Wetland,Water,NULL,Water,Bareland
376,Wetland,Water,NULL,Water,Built-up
377,Wetland,Water,NULL,Water,Water
378,Wetland,Water,NULL,Water,Forest
379,Wetland,Water,Non_Water,Water,Grassland
380,Wetland,Water,Non_Water,Water,Wetland
381,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
382,Wetland,Water,Non_Water,Water,Bareland
383,Wetland,Water,Non_Water,Water,Built-up
384,Wetland,Water,Non_Water,Water,Water
385,Wetland,Water,Non_Water,Water,Forest
386,Wetland,Water,Water,Water,Grassland
387,Wetland,Water,Water,Water,Wetland
388,Wetland,Water,Water,Water,Lichens_and_Mosses
389,Wetland,Water,Water,Water,Bareland
390,Wetland,Water,Water,Water,Built-up
391,Wetland,Water,Water,Water,Water
392,Wetland,Water,Water,Water,Forest
393,Wetland,Forest,NULL,Non_Wetland,NULL
394,Wetland,Forest,NULL,Non_Wetland,Grassland
395,Wetland,Forest,NULL,Non_Wetland,Wetland
396,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
397,Wetland,Forest,NULL,Non_Wetland,Bareland
398,Wetland,Forest,NULL,Non_Wetland,Built-up
399,Wetland,Forest,NULL,Non_Wetland,Water
400,Wetland,Forest,NULL,Non_Wetland,Permanent_ice_and_snow
401,Wetland,Forest,NULL,Non_Wetland,Forest
402,Wetland,Forest,Non_Water,Non_Wetland,NULL
403,Wetland,Forest,Non_Water,Non_Wetland,Grassland
404,Wetland,Forest,Non_Water,Non_Wetland,Wetland
405,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
406,Wetland,Forest,Non_Water,Non_Wetland,Bareland
407,Wetland,Forest,Non_Water,Non_Wetland,Water
408,Wetland,Forest,Non_Water,Non_Wetland,Forest
409,Wetland,Forest,Water,Non_Wetland,NULL
410,Wetland,Forest,Water,Non_Wetland,Grassland
411,Wetland,Forest,Water,Non_Wetland,Wetland
412,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
413,Wetland,Forest,Water,Non_Wetland,Bareland
414,Wetland,Forest,Water,Non_Wetland,Built-up
415,Wetland,Forest,Water,Non_Wetland,Water
416,Wetland,Forest,Water,Non_Wetland,Forest
417,Bareland,NULL,NULL,Non_Wetland,Grassland
418,Bareland,NULL,NULL,Non_Wetland,Wetland
419,Bareland,NULL,NULL,Non_Wetland,Bareland
420,Bareland,NULL,NULL,Non_Wetland,Water
421,Bareland,NULL,NULL,Non_Wetland,Forest
422,Bareland,NULL,Non_Water,Non_Wetland,Bareland
423,Bareland,NULL,Water,Non_Wetland,Bareland
424,Bareland,NULL,Water,Non_Wetland,Water
425,Bareland,NULL,Water,Non_Wetland,Forest
426,Bareland,Shrubland,NULL,Non_Wetland,Grassland
427,Bareland,Shrubland,NULL,Non_Wetland,Wetland
428,Bareland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
429,Bareland,Shrubland,NULL,Non_Wetland,Bareland
430,Bareland,Shrubland,NULL,Non_Wetland,Built-up
431,Bareland,Shrubland,NULL,Non_Wetland,Water
432,Bareland,Shrubland,NULL,Non_Wetland,Forest
433,Bareland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
434,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
435,Bareland,Shrubland,Non_Water,Non_Wetland,Permanent_ice_and_snow
436,Bareland,Shrubland,Water,Non_Wetland,Grassland
437,Bareland,Shrubland,Water,Non_Wetland,Bareland
438,Bareland,Shrubland,Water,Non_Wetland,Water
439,Bareland,Grassland,NULL,Non_Wetland,Bareland
440,Bareland,Grassland,NULL,Non_Wetland,Built-up
441,Bareland,Grassland,NULL,Non_Wetland,Forest
442,Bareland,Cropland,NULL,Non_Wetland,Bareland
443,Bareland,Wetland,NULL,Wetland,Grassland
444,Bareland,Wetland,NULL,Wetland,Wetland
445,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
446,Bareland,Wetland,NULL,Wetland,Bareland
447,Bareland,Wetland,NULL,Wetland,Water
448,Bareland,Wetland,NULL,Wetland,Forest
449,Bareland,Wetland,Non_Water,Wetland,Grassland
450,Bareland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
451,Bareland,Wetland,Non_Water,Wetland,Bareland
452,Bareland,Wetland,Non_Water,Wetland,Water
453,Bareland,Wetland,Non_Water,Wetland,Forest
454,Bareland,Wetland,Water,Wetland,Grassland
455,Bareland,Wetland,Water,Wetland,Wetland
456,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
457,Bareland,Wetland,Water,Wetland,Bareland
458,Bareland,Wetland,Water,Wetland,Water
459,Bareland,Wetland,Water,Wetland,Forest
460,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
461,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
462,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
463,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
464,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
465,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
466,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
467,Bareland,Bareland,NULL,Non_Wetland,NULL
468,Bareland,Bareland,NULL,Non_Wetland,Grassland
469,Bareland,Bareland,NULL,Non_Wetland,Wetland
470,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
471,Bareland,Bareland,NULL,Non_Wetland,Bareland
