Value,SIBERIA_2024_ESRI_Annual_LULC_2024_42WXA_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WXA_M_R,SIBERIA_2024_GSW_Yearly_2021_42WXA_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WXA_M_R,SIBERIA_2024_WorldCover_2021_42WXA_M_R
39,NULL,Wetland,Non_Water,Wetland,Grassland
40,NULL,Wetland,Non_Water,Wetland,Wetland
41,NULL,Wetland,Non_Water,Wetland,Lichens_and_Mosses
42,NULL,Wetland,Non_Water,Wetland,Bareland
43,NULL,Wetland,Non_Water,Wetland,Water
44,NULL,Wetland,Non_Water,Wetland,Forest
45,NULL,Wetland,Water,NULL,Water
46,NULL,Wetland,Water,Wetland,Grassland
47,NULL,Wetland,Water,Wetland,Wetland
48,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
49,NULL,Wetland,Water,Wetland,Water
50,NULL,Wetland,Water,Wetland,Forest
51,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
52,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
53,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
54,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
55,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
56,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
57,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
58,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
59,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
60,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
61,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
62,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
63,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
64,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
65,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
66,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland
67,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
68,NULL,Lichens_and_Mosses,Water,Non_Wetland,Forest
69,NULL,Bareland,NULL,Non_Wetland,Grassland
70,NULL,Bareland,NULL,Non_Wetland,Wetland
71,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
72,NULL,Bareland,NULL,Non_Wetland,Bareland
73,NULL,Bareland,NULL,Non_Wetland,Built-up
74,NULL,Bareland,NULL,Non_Wetland,Water
75,NULL,Bareland,NULL,Non_Wetland,Forest
76,NULL,Bareland,Non_Water,Non_Wetland,Grassland
77,NULL,Bareland,Non_Water,Non_Wetland,Wetland
78,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
79,NULL,Bareland,Non_Water,Non_Wetland,Bareland
80,NULL,Bareland,Non_Water,Non_Wetland,Water
81,NULL,Bareland,Non_Water,Non_Wetland,Forest
82,NULL,Bareland,Water,Non_Wetland,Grassland
83,NULL,Bareland,Water,Non_Wetland,Wetland
84,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
85,NULL,Bareland,Water,Non_Wetland,Bareland
86,NULL,Bareland,Water,Non_Wetland,Water
87,NULL,Bareland,Water,Non_Wetland,Forest
88,NULL,Built-up,NULL,Non_Wetland,Grassland
89,NULL,Built-up,NULL,Non_Wetland,Wetland
90,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
91,NULL,Built-up,NULL,Non_Wetland,Bareland
92,NULL,Built-up,NULL,Non_Wetland,Built-up
93,NULL,Built-up,NULL,Non_Wetland,Water
94,NULL,Built-up,NULL,Non_Wetland,Forest
95,NULL,Built-up,Non_Water,Non_Wetland,Grassland
96,NULL,Built-up,Non_Water,Non_Wetland,Wetland
97,NULL,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
98,NULL,Built-up,Non_Water,Non_Wetland,Bareland
99,NULL,Built-up,Non_Water,Non_Wetland,Water
100,NULL,Built-up,Water,Non_Wetland,Grassland
101,NULL,Built-up,Water,Non_Wetland,Wetland
102,NULL,Built-up,Water,Non_Wetland,Lichens_and_Mosses
103,NULL,Built-up,Water,Non_Wetland,Bareland
104,NULL,Built-up,Water,Non_Wetland,Built-up
105,NULL,Built-up,Water,Non_Wetland,Water
106,NULL,Water,NULL,NULL,NULL
107,NULL,Water,NULL,NULL,Water
108,NULL,Water,NULL,Water,Grassland
109,NULL,Water,NULL,Water,Wetland
110,NULL,Water,NULL,Water,Lichens_and_Mosses
111,NULL,Water,NULL,Water,Water
112,NULL,Water,NULL,Water,Forest
113,NULL,Water,Non_Water,Water,Grassland
114,NULL,Water,Non_Water,Water,Wetland
115,NULL,Water,Non_Water,Water,Lichens_and_Mosses
116,NULL,Water,Non_Water,Water,Water
117,NULL,Water,Water,NULL,Water
118,NULL,Water,Water,Water,Grassland
119,NULL,Water,Water,Water,Wetland
120,NULL,Water,Water,Water,Lichens_and_Mosses
121,NULL,Water,Water,Water,Water
122,NULL,Water,Water,Water,Forest
123,NULL,Forest,NULL,Non_Wetland,Grassland
124,NULL,Forest,NULL,Non_Wetland,Wetland
125,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
126,NULL,Forest,NULL,Non_Wetland,Bareland
127,NULL,Forest,NULL,Non_Wetland,Built-up
128,NULL,Forest,NULL,Non_Wetland,Water
129,NULL,Forest,NULL,Non_Wetland,Forest
130,NULL,Forest,Non_Water,Non_Wetland,Grassland
131,NULL,Forest,Non_Water,Non_Wetland,Wetland
132,NULL,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
133,NULL,Forest,Non_Water,Non_Wetland,Water
134,NULL,Forest,Non_Water,Non_Wetland,Forest
135,NULL,Forest,Water,Non_Wetland,Grassland
136,NULL,Forest,Water,Non_Wetland,Wetland
137,NULL,Forest,Water,Non_Wetland,Lichens_and_Mosses
138,NULL,Forest,Water,Non_Wetland,Water
139,NULL,Forest,Water,Non_Wetland,Forest
140,Wetland,NULL,NULL,Non_Wetland,Grassland
141,Wetland,NULL,NULL,Non_Wetland,Wetland
142,Wetland,NULL,NULL,Non_Wetland,Lichens_and_Mosses
143,Wetland,NULL,NULL,Non_Wetland,Water
144,Wetland,NULL,NULL,Non_Wetland,Forest
145,Wetland,NULL,Non_Water,Non_Wetland,Wetland
146,Wetland,NULL,Non_Water,Non_Wetland,Water
147,Wetland,NULL,Water,Non_Wetland,Wetland
148,Wetland,NULL,Water,Non_Wetland,Water
149,Wetland,Shrubland,NULL,Non_Wetland,Grassland
150,Wetland,Shrubland,NULL,Non_Wetland,Wetland
151,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
152,Wetland,Shrubland,NULL,Non_Wetland,Bareland
153,Wetland,Shrubland,NULL,Non_Wetland,Water
154,Wetland,Shrubland,NULL,Non_Wetland,Forest
155,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
156,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
157,Wetland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
158,Wetland,Shrubland,Non_Water,Non_Wetland,Water
159,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
160,Wetland,Shrubland,Water,Non_Wetland,Grassland
161,Wetland,Shrubland,Water,Non_Wetland,Wetland
162,Wetland,Shrubland,Water,Non_Wetland,Water
163,Wetland,Grassland,NULL,Non_Wetland,Grassland
164,Wetland,Grassland,NULL,Non_Wetland,Wetland
165,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
166,Wetland,Grassland,NULL,Non_Wetland,Bareland
167,Wetland,Grassland,NULL,Non_Wetland,Built-up
168,Wetland,Grassland,NULL,Non_Wetland,Water
169,Wetland,Grassland,NULL,Non_Wetland,Forest
170,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
171,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
172,Wetland,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
173,Wetland,Grassland,Non_Water,Non_Wetland,Bareland
174,Wetland,Grassland,Non_Water,Non_Wetland,Water
175,Wetland,Grassland,Non_Water,Non_Wetland,Forest
176,Wetland,Grassland,Water,Non_Wetland,Grassland
177,Wetland,Grassland,Water,Non_Wetland,Wetland
178,Wetland,Grassland,Water,Non_Wetland,Lichens_and_Mosses
179,Wetland,Grassland,Water,Non_Wetland,Bareland
180,Wetland,Grassland,Water,Non_Wetland,Water
181,Wetland,Grassland,Water,Non_Wetland,Forest
182,Wetland,Wetland,NULL,NULL,Grassland
183,Wetland,Wetland,NULL,NULL,Wetland
184,Wetland,Wetland,NULL,NULL,Water
185,Wetland,Wetland,NULL,NULL,Forest
186,Wetland,Wetland,NULL,Wetland,Grassland
187,Wetland,Wetland,NULL,Wetland,Wetland
188,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
189,Wetland,Wetland,NULL,Wetland,Bareland
190,Wetland,Wetland,NULL,Wetland,Water
191,Wetland,Wetland,NULL,Wetland,Forest
192,Wetland,Wetland,Non_Water,NULL,Wetland
193,Wetland,Wetland,Non_Water,NULL,Water
194,Wetland,Wetland,Non_Water,Wetland,Grassland
195,Wetland,Wetland,Non_Water,Wetland,Wetland
196,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
197,Wetland,Wetland,Non_Water,Wetland,Bareland
198,Wetland,Wetland,Non_Water,Wetland,Water
199,Wetland,Wetland,Non_Water,Wetland,Forest
200,Wetland,Wetland,Water,NULL,Wetland
201,Wetland,Wetland,Water,NULL,Water
202,Wetland,Wetland,Water,Wetland,Grassland
203,Wetland,Wetland,Water,Wetland,Wetland
204,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
205,Wetland,Wetland,Water,Wetland,Bareland
206,Wetland,Wetland,Water,Wetland,Water
207,Wetland,Wetland,Water,Wetland,Forest
208,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
209,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
210,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
211,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
212,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
213,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
214,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
215,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
216,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
217,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
218,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
219,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
220,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
221,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
222,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
223,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
224,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
225,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
226,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Forest
227,Wetland,Bareland,NULL,Non_Wetland,Grassland
228,Wetland,Bareland,NULL,Non_Wetland,Wetland
229,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
230,Wetland,Bareland,NULL,Non_Wetland,Bareland
231,Wetland,Bareland,NULL,Non_Wetland,Built-up
232,Wetland,Bareland,NULL,Non_Wetland,Water
233,Wetland,Bareland,NULL,Non_Wetland,Forest
234,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
235,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
236,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
237,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
238,Wetland,Bareland,Non_Water,Non_Wetland,Water
239,Wetland,Bareland,Non_Water,Non_Wetland,Forest
240,Wetland,Bareland,Water,Non_Wetland,Grassland
241,Wetland,Bareland,Water,Non_Wetland,Wetland
242,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
243,Wetland,Bareland,Water,Non_Wetland,Bareland
244,Wetland,Bareland,Water,Non_Wetland,Built-up
245,Wetland,Bareland,Water,Non_Wetland,Water
246,Wetland,Bareland,Water,Non_Wetland,Permanent_ice_and_snow
247,Wetland,Bareland,Water,Non_Wetland,Forest
248,Wetland,Built-up,NULL,Non_Wetland,Grassland
249,Wetland,Built-up,NULL,Non_Wetland,Wetland
250,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
251,Wetland,Built-up,NULL,Non_Wetland,Bareland
252,Wetland,Built-up,NULL,Non_Wetland,Built-up
253,Wetland,Built-up,NULL,Non_Wetland,Water
254,Wetland,Built-up,NULL,Non_Wetland,Forest
255,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
256,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
257,Wetland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
258,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
259,Wetland,Built-up,Non_Water,Non_Wetland,Built-up
260,Wetland,Built-up,Non_Water,Non_Wetland,Water
261,Wetland,Built-up,Non_Water,Non_Wetland,Forest
262,Wetland,Built-up,Water,Non_Wetland,Grassland
263,Wetland,Built-up,Water,Non_Wetland,Wetland
264,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
265,Wetland,Built-up,Water,Non_Wetland,Bareland
266,Wetland,Built-up,Water,Non_Wetland,Built-up
267,Wetland,Built-up,Water,Non_Wetland,Water
268,Wetland,Built-up,Water,Non_Wetland,Forest
269,Wetland,Water,NULL,NULL,Grassland
270,Wetland,Water,NULL,NULL,Wetland
271,Wetland,Water,NULL,NULL,Water
272,Wetland,Water,NULL,Water,Grassland
273,Wetland,Water,NULL,Water,Wetland
274,Wetland,Water,NULL,Water,Lichens_and_Mosses
275,Wetland,Water,NULL,Water,Bareland
276,Wetland,Water,NULL,Water,Water
277,Wetland,Water,NULL,Water,Forest
278,Wetland,Water,Non_Water,NULL,Wetland
279,Wetland,Water,Non_Water,Water,Grassland
280,Wetland,Water,Non_Water,Water,Wetland
281,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
282,Wetland,Water,Non_Water,Water,Bareland
283,Wetland,Water,Non_Water,Water,Water
284,Wetland,Water,Non_Water,Water,Forest
285,Wetland,Water,Water,NULL,Wetland
286,Wetland,Water,Water,NULL,Water
287,Wetland,Water,Water,Water,Grassland
288,Wetland,Water,Water,Water,Wetland
289,Wetland,Water,Water,Water,Lichens_and_Mosses
290,Wetland,Water,Water,Water,Bareland
291,Wetland,Water,Water,Water,Water
292,Wetland,Water,Water,Water,Forest
293,Wetland,Forest,NULL,Non_Wetland,Grassland
294,Wetland,Forest,NULL,Non_Wetland,Wetland
295,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
296,Wetland,Forest,NULL,Non_Wetland,Bareland
297,Wetland,Forest,NULL,Non_Wetland,Built-up
298,Wetland,Forest,NULL,Non_Wetland,Water
299,Wetland,Forest,NULL,Non_Wetland,Forest
300,Wetland,Forest,Non_Water,Non_Wetland,Grassland
301,Wetland,Forest,Non_Water,Non_Wetland,Wetland
302,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
303,Wetland,Forest,Non_Water,Non_Wetland,Bareland
304,Wetland,Forest,Non_Water,Non_Wetland,Water
305,Wetland,Forest,Non_Water,Non_Wetland,Forest
306,Wetland,Forest,Water,Non_Wetland,Grassland
307,Wetland,Forest,Water,Non_Wetland,Wetland
308,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
309,Wetland,Forest,Water,Non_Wetland,Bareland
310,Wetland,Forest,Water,Non_Wetland,Water
311,Wetland,Forest,Water,Non_Wetland,Forest
312,Bareland,Grassland,NULL,Non_Wetland,Grassland
313,Bareland,Grassland,NULL,Non_Wetland,Wetland
314,Bareland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
315,Bareland,Grassland,NULL,Non_Wetland,Bareland
316,Bareland,Grassland,NULL,Non_Wetland,Built-up
317,Bareland,Grassland,NULL,Non_Wetland,Water
318,Bareland,Wetland,NULL,NULL,Lichens_and_Mosses
319,Bareland,Wetland,NULL,Wetland,Grassland
320,Bareland,Wetland,NULL,Wetland,Wetland
321,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
322,Bareland,Wetland,NULL,Wetland,Bareland
323,Bareland,Wetland,NULL,Wetland,Water
324,Bareland,Wetland,Non_Water,Wetland,Grassland
325,Bareland,Wetland,Non_Water,Wetland,Wetland
326,Bareland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
327,Bareland,Wetland,Non_Water,Wetland,Bareland
328,Bareland,Wetland,Non_Water,Wetland,Water
329,Bareland,Wetland,Water,NULL,Water
330,Bareland,Wetland,Water,Wetland,Grassland
331,Bareland,Wetland,Water,Wetland,Wetland
332,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
333,Bareland,Wetland,Water,Wetland,Bareland
334,Bareland,Wetland,Water,Wetland,Water
335,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
336,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
337,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
338,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
339,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
340,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
341,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
342,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
343,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
344,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
345,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Built-up
346,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
347,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
348,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
349,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
350,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
351,Bareland,Bareland,NULL,Non_Wetland,Grassland
352,Bareland,Bareland,NULL,Non_Wetland,Wetland
353,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
354,Bareland,Bareland,NULL,Non_Wetland,Bareland
355,Bareland,Bareland,NULL,Non_Wetland,Built-up
356,Bareland,Bareland,NULL,Non_Wetland,Water
357,Bareland,Bareland,NULL,Non_Wetland,Forest
358,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
359,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
360,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
361,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
362,Bareland,Bareland,Non_Water,Non_Wetland,Built-up
363,Bareland,Bareland,Non_Water,Non_Wetland,Water
364,Bareland,Bareland,Water,Non_Wetland,Grassland
365,Bareland,Bareland,Water,Non_Wetland,Wetland
366,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
367,Bareland,Bareland,Water,Non_Wetland,Bareland
368,Bareland,Bareland,Water,Non_Wetland,Water
369,Bareland,Bareland,Water,Non_Wetland,Forest
370,Bareland,Built-up,NULL,Non_Wetland,Grassland
371,Bareland,Built-up,NULL,Non_Wetland,Wetland
372,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
373,Bareland,Built-up,NULL,Non_Wetland,Bareland
374,Bareland,Built-up,NULL,Non_Wetland,Built-up
375,Bareland,Built-up,NULL,Non_Wetland,Water
376,Bareland,Built-up,NULL,Non_Wetland,Forest
377,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
378,Bareland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
379,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
380,Bareland,Built-up,Non_Water,Non_Wetland,Built-up
381,Bareland,Built-up,Non_Water,Non_Wetland,Water
382,Bareland,Built-up,Water,Non_Wetland,Grassland
383,Bareland,Built-up,Water,Non_Wetland,Wetland
384,Bareland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
385,Bareland,Built-up,Water,Non_Wetland,Bareland
386,Bareland,Built-up,Water,Non_Wetland,Built-up
387,Bareland,Built-up,Water,Non_Wetland,Water
388,Bareland,Built-up,Water,Non_Wetland,Forest
389,Bareland,Water,NULL,NULL,Grassland
390,Bareland,Water,NULL,Water,Grassland
391,Bareland,Water,NULL,Water,Wetland
392,Bareland,Water,NULL,Water,Lichens_and_Mosses
393,Bareland,Water,NULL,Water,Bareland
394,Bareland,Water,NULL,Water,Water
395,Bareland,Water,Non_Water,Water,Lichens_and_Mosses
396,Bareland,Water,Non_Water,Water,Bareland
397,Bareland,Water,Non_Water,Water,Water
398,Bareland,Water,Water,Water,Grassland
399,Bareland,Water,Water,Water,Wetland
400,Bareland,Water,Water,Water,Lichens_and_Mosses
401,Bareland,Water,Water,Water,Bareland
402,Bareland,Water,Water,Water,Water
403,Bareland,Forest,NULL,Non_Wetland,Grassland
404,Bareland,Forest,NULL,Non_Wetland,Wetland
405,Bareland,Forest,NULL,Non_Wetland,Bareland
406,Bareland,Forest,NULL,Non_Wetland,Water
407,Bareland,Forest,NULL,Non_Wetland,Forest
408,Bareland,Forest,Water,Non_Wetland,Lichens_and_Mosses
409,Bareland,Forest,Water,Non_Wetland,Bareland
410,Bareland,Forest,Water,Non_Wetland,Water
411,Built-up,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
412,Built-up,Grassland,NULL,Non_Wetland,Grassland
413,Built-up,Grassland,NULL,Non_Wetland,Wetland
414,Built-up,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
415,Built-up,Grassland,NULL,Non_Wetland,Bareland
416,Built-up,Grassland,NULL,Non_Wetland,Built-up
417,Built-up,Grassland,NULL,Non_Wetland,Forest
418,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
419,Built-up,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
420,Built-up,Wetland,NULL,NULL,Grassland
421,Built-up,Wetland,NULL,Wetland,Grassland
422,Built-up,Wetland,NULL,Wetland,Wetland
423,Built-up,Wetland,NULL,Wetland,Bareland
424,Built-up,Wetland,NULL,Wetland,Built-up
425,Built-up,Wetland,Non_Water,Wetland,Grassland
426,Built-up,Wetland,Non_Water,Wetland,Water
427,Built-up,Wetland,Water,Wetland,Grassland
428,Built-up,Wetland,Water,Wetland,Wetland
429,Built-up,Wetland,Water,Wetland,Bareland
430,Built-up,Wetland,Water,Wetland,Built-up
431,Built-up,Wetland,Water,Wetland,Water
432,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
433,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
434,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
435,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
436,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
437,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Water
438,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
439,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
440,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
441,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
442,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Grassland
443,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Wetland
444,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
445,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Bareland
446,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Water
447,Built-up,Bareland,NULL,Non_Wetland,Grassland
448,Built-up,Bareland,NULL,Non_Wetland,Wetland
449,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
450,Built-up,Bareland,NULL,Non_Wetland,Bareland
451,Built-up,Bareland,NULL,Non_Wetland,Built-up
452,Built-up,Bareland,NULL,Non_Wetland,Water
453,Built-up,Bareland,NULL,Non_Wetland,Forest
454,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
455,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
456,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
457,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
458,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
459,Built-up,Bareland,Non_Water,Non_Wetland,Water
460,Built-up,Bareland,Non_Water,Non_Wetland,Forest
461,Built-up,Bareland,Water,Non_Wetland,Grassland
462,Built-up,Bareland,Water,Non_Wetland,Wetland
463,Built-up,Bareland,Water,Non_Wetland,Lichens_and_Mosses
464,Built-up,Bareland,Water,Non_Wetland,Bareland
465,Built-up,Bareland,Water,Non_Wetland,Built-up
466,Built-up,Bareland,Water,Non_Wetland,Water
467,Built-up,Bareland,Water,Non_Wetland,Forest
