Value,SIBERIA_2024_ESA_CALU_2024_42WWC_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_42WWC_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WWC_M_R,SIBERIA_2024_GSW_Yearly_2021_42WWC_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WWC_M_R,SIBERIA_2024_WorldCover_2021_42WWC_M_R
109,NULL,NULL,Forest,NULL,Non_Wetland,Water
110,NULL,NULL,Forest,NULL,Non_Wetland,Forest
111,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland
112,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland
113,NULL,NULL,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
114,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland
115,NULL,NULL,Forest,Non_Water,Non_Wetland,Water
116,NULL,NULL,Forest,Water,Non_Wetland,Grassland
117,NULL,NULL,Forest,Water,Non_Wetland,Wetland
118,NULL,NULL,Forest,Water,Non_Wetland,Lichens_and_Mosses
119,NULL,NULL,Forest,Water,Non_Wetland,Bareland
120,NULL,NULL,Forest,Water,Non_Wetland,Water
121,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland
122,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland
123,NULL,Wetland,NULL,NULL,Non_Wetland,Lichens_and_Mosses
124,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland
125,NULL,Wetland,NULL,NULL,Non_Wetland,Water
126,NULL,Wetland,NULL,Non_Water,Non_Wetland,Grassland
127,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland
128,NULL,Wetland,NULL,Non_Water,Non_Wetland,Water
129,NULL,Wetland,NULL,Water,Non_Wetland,Grassland
130,NULL,Wetland,NULL,Water,Non_Wetland,Wetland
131,NULL,Wetland,NULL,Water,Non_Wetland,Water
132,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland
133,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland
134,NULL,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
135,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland
136,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water
137,NULL,Wetland,Shrubland,NULL,Non_Wetland,Forest
138,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
139,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
140,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
141,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
142,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Water
143,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland
144,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland
145,NULL,Wetland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
146,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland
147,NULL,Wetland,Shrubland,Water,Non_Wetland,Water
148,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland
149,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland
150,NULL,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
151,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland
152,NULL,Wetland,Grassland,NULL,Non_Wetland,Built-up
153,NULL,Wetland,Grassland,NULL,Non_Wetland,Water
154,NULL,Wetland,Grassland,NULL,Non_Wetland,Forest
155,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
156,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
157,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
158,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Bareland
159,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Water
160,NULL,Wetland,Grassland,Water,Non_Wetland,Grassland
161,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland
162,NULL,Wetland,Grassland,Water,Non_Wetland,Bareland
163,NULL,Wetland,Grassland,Water,Non_Wetland,Water
164,NULL,Wetland,Wetland,NULL,Wetland,Grassland
165,NULL,Wetland,Wetland,NULL,Wetland,Wetland
166,NULL,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
167,NULL,Wetland,Wetland,NULL,Wetland,Bareland
168,NULL,Wetland,Wetland,NULL,Wetland,Water
169,NULL,Wetland,Wetland,NULL,Wetland,Forest
170,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland
171,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland
172,NULL,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
173,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland
174,NULL,Wetland,Wetland,Non_Water,Wetland,Water
175,NULL,Wetland,Wetland,Water,Wetland,Grassland
176,NULL,Wetland,Wetland,Water,Wetland,Wetland
177,NULL,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
178,NULL,Wetland,Wetland,Water,Wetland,Bareland
179,NULL,Wetland,Wetland,Water,Wetland,Water
180,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
181,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
182,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
183,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
184,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
185,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
186,NULL,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
187,NULL,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
188,NULL,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
189,NULL,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
190,NULL,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
191,NULL,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
192,NULL,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
193,NULL,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
194,NULL,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
195,NULL,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
196,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland
197,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland
198,NULL,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
199,NULL,Wetland,Bareland,NULL,Non_Wetland,Bareland
200,NULL,Wetland,Bareland,NULL,Non_Wetland,Built-up
201,NULL,Wetland,Bareland,NULL,Non_Wetland,Water
202,NULL,Wetland,Bareland,NULL,Non_Wetland,Forest
203,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
204,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
205,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
206,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
207,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Water
208,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Forest
209,NULL,Wetland,Bareland,Water,Non_Wetland,Grassland
210,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland
211,NULL,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
212,NULL,Wetland,Bareland,Water,Non_Wetland,Bareland
213,NULL,Wetland,Bareland,Water,Non_Wetland,Water
214,NULL,Wetland,Bareland,Water,Non_Wetland,Forest
215,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland
216,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland
217,NULL,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
218,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland
219,NULL,Wetland,Built-up,NULL,Non_Wetland,Water
220,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
221,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
222,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
223,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
224,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Water
225,NULL,Wetland,Built-up,Water,Non_Wetland,Grassland
226,NULL,Wetland,Built-up,Water,Non_Wetland,Wetland
227,NULL,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
228,NULL,Wetland,Built-up,Water,Non_Wetland,Bareland
229,NULL,Wetland,Built-up,Water,Non_Wetland,Water
230,NULL,Wetland,Water,NULL,Water,Grassland
231,NULL,Wetland,Water,NULL,Water,Wetland
232,NULL,Wetland,Water,NULL,Water,Lichens_and_Mosses
233,NULL,Wetland,Water,NULL,Water,Bareland
234,NULL,Wetland,Water,NULL,Water,Water
235,NULL,Wetland,Water,Non_Water,Water,Grassland
236,NULL,Wetland,Water,Non_Water,Water,Wetland
237,NULL,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
238,NULL,Wetland,Water,Non_Water,Water,Bareland
239,NULL,Wetland,Water,Non_Water,Water,Water
240,NULL,Wetland,Water,Water,Water,Grassland
241,NULL,Wetland,Water,Water,Water,Wetland
242,NULL,Wetland,Water,Water,Water,Lichens_and_Mosses
243,NULL,Wetland,Water,Water,Water,Bareland
244,NULL,Wetland,Water,Water,Water,Water
245,NULL,Wetland,Water,Water,Water,Forest
246,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland
247,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland
248,NULL,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
249,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland
250,NULL,Wetland,Forest,NULL,Non_Wetland,Water
251,NULL,Wetland,Forest,NULL,Non_Wetland,Forest
252,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland
253,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland
254,NULL,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
255,NULL,Wetland,Forest,Non_Water,Non_Wetland,Bareland
256,NULL,Wetland,Forest,Non_Water,Non_Wetland,Water
257,NULL,Wetland,Forest,Non_Water,Non_Wetland,Forest
258,NULL,Wetland,Forest,Water,Non_Wetland,Grassland
259,NULL,Wetland,Forest,Water,Non_Wetland,Wetland
260,NULL,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
261,NULL,Wetland,Forest,Water,Non_Wetland,Bareland
262,NULL,Wetland,Forest,Water,Non_Wetland,Water
263,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland
264,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
265,NULL,Bareland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
266,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland
267,NULL,Bareland,Grassland,NULL,Non_Wetland,Wetland
268,NULL,Bareland,Wetland,Non_Water,Wetland,Bareland
269,NULL,Bareland,Wetland,Water,Wetland,Water
270,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
271,NULL,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
272,NULL,Bareland,Bareland,NULL,Non_Wetland,Grassland
273,NULL,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
274,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland
275,NULL,Bareland,Bareland,NULL,Non_Wetland,Water
276,NULL,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
277,NULL,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
278,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland
279,NULL,Bareland,Water,NULL,Water,Bareland
280,NULL,Bareland,Water,NULL,Water,Water
281,NULL,Bareland,Water,Non_Water,Water,Bareland
282,NULL,Bareland,Water,Water,Water,Lichens_and_Mosses
283,NULL,Bareland,Water,Water,Water,Bareland
284,NULL,Bareland,Water,Water,Water,Water
285,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland
286,NULL,Bareland,Forest,NULL,Non_Wetland,Wetland
287,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
288,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
289,NULL,Water,NULL,NULL,Non_Wetland,Grassland
290,NULL,Water,NULL,NULL,Non_Wetland,Water
291,NULL,Water,NULL,Non_Water,Non_Wetland,Water
292,NULL,Water,NULL,Water,Non_Wetland,Water
293,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
294,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland
295,NULL,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
296,NULL,Water,Shrubland,NULL,Non_Wetland,Water
297,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland
298,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland
299,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland
300,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water
301,NULL,Water,Shrubland,Water,Non_Wetland,Grassland
302,NULL,Water,Shrubland,Water,Non_Wetland,Wetland
303,NULL,Water,Shrubland,Water,Non_Wetland,Bareland
304,NULL,Water,Shrubland,Water,Non_Wetland,Water
305,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
306,NULL,Water,Grassland,NULL,Non_Wetland,Wetland
307,NULL,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
308,NULL,Water,Grassland,NULL,Non_Wetland,Bareland
309,NULL,Water,Grassland,NULL,Non_Wetland,Water
310,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland
311,NULL,Water,Grassland,Non_Water,Non_Wetland,Wetland
312,NULL,Water,Grassland,Non_Water,Non_Wetland,Water
313,NULL,Water,Grassland,Water,Non_Wetland,Grassland
314,NULL,Water,Grassland,Water,Non_Wetland,Wetland
315,NULL,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
316,NULL,Water,Grassland,Water,Non_Wetland,Water
317,NULL,Water,Wetland,NULL,Wetland,Grassland
318,NULL,Water,Wetland,NULL,Wetland,Wetland
319,NULL,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
320,NULL,Water,Wetland,NULL,Wetland,Bareland
321,NULL,Water,Wetland,NULL,Wetland,Water
322,NULL,Water,Wetland,Non_Water,Wetland,Grassland
323,NULL,Water,Wetland,Non_Water,Wetland,Wetland
324,NULL,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
325,NULL,Water,Wetland,Non_Water,Wetland,Bareland
326,NULL,Water,Wetland,Non_Water,Wetland,Water
327,NULL,Water,Wetland,Water,Wetland,Grassland
328,NULL,Water,Wetland,Water,Wetland,Wetland
329,NULL,Water,Wetland,Water,Wetland,Lichens_and_Mosses
330,NULL,Water,Wetland,Water,Wetland,Bareland
331,NULL,Water,Wetland,Water,Wetland,Water
332,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
333,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
334,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
335,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
336,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
337,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
338,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
339,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
340,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
341,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
342,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
343,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
344,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
345,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
346,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
347,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
348,NULL,Water,Bareland,NULL,Non_Wetland,Wetland
349,NULL,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
350,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
351,NULL,Water,Bareland,NULL,Non_Wetland,Water
352,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland
353,NULL,Water,Bareland,Non_Water,Non_Wetland,Wetland
354,NULL,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
355,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland
356,NULL,Water,Bareland,Non_Water,Non_Wetland,Water
357,NULL,Water,Bareland,Water,Non_Wetland,Grassland
358,NULL,Water,Bareland,Water,Non_Wetland,Wetland
359,NULL,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
360,NULL,Water,Bareland,Water,Non_Wetland,Bareland
361,NULL,Water,Bareland,Water,Non_Wetland,Water
362,NULL,Water,Built-up,NULL,Non_Wetland,Grassland
363,NULL,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
364,NULL,Water,Built-up,NULL,Non_Wetland,Bareland
365,NULL,Water,Built-up,NULL,Non_Wetland,Water
366,NULL,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
367,NULL,Water,Built-up,Water,Non_Wetland,Bareland
368,NULL,Water,Built-up,Water,Non_Wetland,Water
369,NULL,Water,Water,NULL,Water,Grassland
370,NULL,Water,Water,NULL,Water,Wetland
371,NULL,Water,Water,NULL,Water,Lichens_and_Mosses
372,NULL,Water,Water,NULL,Water,Bareland
373,NULL,Water,Water,NULL,Water,Water
374,NULL,Water,Water,Non_Water,Water,Grassland
375,NULL,Water,Water,Non_Water,Water,Wetland
376,NULL,Water,Water,Non_Water,Water,Lichens_and_Mosses
377,NULL,Water,Water,Non_Water,Water,Bareland
378,NULL,Water,Water,Non_Water,Water,Water
379,NULL,Water,Water,Non_Water,Water,Forest
380,NULL,Water,Water,Water,Water,Grassland
381,NULL,Water,Water,Water,Water,Wetland
382,NULL,Water,Water,Water,Water,Lichens_and_Mosses
383,NULL,Water,Water,Water,Water,Bareland
384,NULL,Water,Water,Water,Water,Water
385,NULL,Water,Forest,NULL,Non_Wetland,Grassland
386,NULL,Water,Forest,NULL,Non_Wetland,Wetland
387,NULL,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
388,NULL,Water,Forest,NULL,Non_Wetland,Bareland
389,NULL,Water,Forest,NULL,Non_Wetland,Water
390,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland
391,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland
392,NULL,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
393,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland
394,NULL,Water,Forest,Non_Water,Non_Wetland,Water
395,NULL,Water,Forest,Water,Non_Wetland,Grassland
396,NULL,Water,Forest,Water,Non_Wetland,Wetland
397,NULL,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
398,NULL,Water,Forest,Water,Non_Wetland,Bareland
399,NULL,Water,Forest,Water,Non_Wetland,Water
400,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
401,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
402,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
403,NULL,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Water
404,NULL,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Wetland
405,NULL,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Water
406,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
407,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
408,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
409,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
410,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
