Value,SIBERIA_2024_ESRI_Annual_LULC_2024_45WWT_M_R,SIBERIA_2024_GLC_FCS30D_2022_45WWT_M_R,SIBERIA_2024_GSW_Yearly_2021_45WWT_M_R,SIBERIA_2024_GWL_FCS30D_2022_45WWT_M_R,SIBERIA_2024_WorldCover_2021_45WWT_M_R
167,NULL,Permanent_ice_and_snow,Non_Water,Non_Wetland,Water
168,NULL,Permanent_ice_and_snow,Water,Non_Wetland,Grassland
169,NULL,Permanent_ice_and_snow,Water,Non_Wetland,Lichens_and_Mosses
170,NULL,Permanent_ice_and_snow,Water,Non_Wetland,Bareland
171,NULL,Permanent_ice_and_snow,Water,Non_Wetland,Water
172,NULL,Forest,NULL,Non_Wetland,Grassland
173,NULL,Forest,NULL,Non_Wetland,Wetland
174,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
175,NULL,Forest,NULL,Non_Wetland,Bareland
176,NULL,Forest,NULL,Non_Wetland,Built-up
177,NULL,Forest,NULL,Non_Wetland,Water
178,NULL,Forest,NULL,Non_Wetland,Forest
179,NULL,Forest,Non_Water,Non_Wetland,Grassland
180,NULL,Forest,Non_Water,Non_Wetland,Wetland
181,NULL,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
182,NULL,Forest,Non_Water,Non_Wetland,Bareland
183,NULL,Forest,Non_Water,Non_Wetland,Water
184,NULL,Forest,Non_Water,Non_Wetland,Forest
185,NULL,Forest,Water,Non_Wetland,Grassland
186,NULL,Forest,Water,Non_Wetland,Wetland
187,NULL,Forest,Water,Non_Wetland,Lichens_and_Mosses
188,NULL,Forest,Water,Non_Wetland,Bareland
189,NULL,Forest,Water,Non_Wetland,Water
190,NULL,Forest,Water,Non_Wetland,Forest
191,Wetland,NULL,NULL,Non_Wetland,Grassland
192,Wetland,NULL,NULL,Non_Wetland,Wetland
193,Wetland,NULL,NULL,Non_Wetland,Lichens_and_Mosses
194,Wetland,NULL,NULL,Non_Wetland,Bareland
195,Wetland,NULL,NULL,Non_Wetland,Built-up
196,Wetland,NULL,NULL,Non_Wetland,Water
197,Wetland,NULL,NULL,Non_Wetland,Forest
198,Wetland,NULL,Non_Water,Non_Wetland,Grassland
199,Wetland,NULL,Non_Water,Non_Wetland,Wetland
200,Wetland,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
201,Wetland,NULL,Non_Water,Non_Wetland,Bareland
202,Wetland,NULL,Non_Water,Non_Wetland,Water
203,Wetland,NULL,Non_Water,Non_Wetland,Forest
204,Wetland,NULL,Water,Non_Wetland,Grassland
205,Wetland,NULL,Water,Non_Wetland,Wetland
206,Wetland,NULL,Water,Non_Wetland,Lichens_and_Mosses
207,Wetland,NULL,Water,Non_Wetland,Bareland
208,Wetland,NULL,Water,Non_Wetland,Built-up
209,Wetland,NULL,Water,Non_Wetland,Water
210,Wetland,NULL,Water,Non_Wetland,Forest
211,Wetland,Shrubland,NULL,Non_Wetland,Grassland
212,Wetland,Shrubland,NULL,Non_Wetland,Wetland
213,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
214,Wetland,Shrubland,NULL,Non_Wetland,Bareland
215,Wetland,Shrubland,NULL,Non_Wetland,Built-up
216,Wetland,Shrubland,NULL,Non_Wetland,Water
217,Wetland,Shrubland,NULL,Non_Wetland,Forest
218,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
219,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
220,Wetland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
221,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
222,Wetland,Shrubland,Non_Water,Non_Wetland,Water
223,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
224,Wetland,Shrubland,Water,Non_Wetland,Grassland
225,Wetland,Shrubland,Water,Non_Wetland,Wetland
226,Wetland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
227,Wetland,Shrubland,Water,Non_Wetland,Bareland
228,Wetland,Shrubland,Water,Non_Wetland,Built-up
229,Wetland,Shrubland,Water,Non_Wetland,Water
230,Wetland,Shrubland,Water,Non_Wetland,Forest
231,Wetland,Grassland,NULL,Non_Wetland,NULL
232,Wetland,Grassland,NULL,Non_Wetland,Grassland
233,Wetland,Grassland,NULL,Non_Wetland,Wetland
234,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
235,Wetland,Grassland,NULL,Non_Wetland,Bareland
236,Wetland,Grassland,NULL,Non_Wetland,Built-up
237,Wetland,Grassland,NULL,Non_Wetland,Water
238,Wetland,Grassland,NULL,Non_Wetland,Forest
239,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
240,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
241,Wetland,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
242,Wetland,Grassland,Non_Water,Non_Wetland,Bareland
243,Wetland,Grassland,Non_Water,Non_Wetland,Water
244,Wetland,Grassland,Non_Water,Non_Wetland,Forest
245,Wetland,Grassland,Water,Non_Wetland,Grassland
246,Wetland,Grassland,Water,Non_Wetland,Wetland
247,Wetland,Grassland,Water,Non_Wetland,Lichens_and_Mosses
248,Wetland,Grassland,Water,Non_Wetland,Water
249,Wetland,Grassland,Water,Non_Wetland,Forest
250,Wetland,Wetland,NULL,NULL,Lichens_and_Mosses
251,Wetland,Wetland,NULL,NULL,Water
252,Wetland,Wetland,NULL,Wetland,Grassland
253,Wetland,Wetland,NULL,Wetland,Wetland
254,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
255,Wetland,Wetland,NULL,Wetland,Bareland
256,Wetland,Wetland,NULL,Wetland,Built-up
257,Wetland,Wetland,NULL,Wetland,Water
258,Wetland,Wetland,NULL,Wetland,Forest
259,Wetland,Wetland,Non_Water,NULL,Water
260,Wetland,Wetland,Non_Water,Wetland,Grassland
261,Wetland,Wetland,Non_Water,Wetland,Wetland
262,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
263,Wetland,Wetland,Non_Water,Wetland,Bareland
264,Wetland,Wetland,Non_Water,Wetland,Water
265,Wetland,Wetland,Non_Water,Wetland,Forest
266,Wetland,Wetland,Water,NULL,Water
267,Wetland,Wetland,Water,Wetland,Grassland
268,Wetland,Wetland,Water,Wetland,Wetland
269,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
270,Wetland,Wetland,Water,Wetland,Bareland
271,Wetland,Wetland,Water,Wetland,Built-up
272,Wetland,Wetland,Water,Wetland,Water
273,Wetland,Wetland,Water,Wetland,Forest
274,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
275,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
276,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
277,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
278,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
279,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
280,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
281,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
282,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
283,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
284,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
285,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
286,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
287,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
288,Wetland,Bareland,NULL,Non_Wetland,Grassland
289,Wetland,Bareland,NULL,Non_Wetland,Wetland
290,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
291,Wetland,Bareland,NULL,Non_Wetland,Bareland
292,Wetland,Bareland,NULL,Non_Wetland,Built-up
293,Wetland,Bareland,NULL,Non_Wetland,Water
294,Wetland,Bareland,NULL,Non_Wetland,Forest
295,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
296,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
297,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
298,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
299,Wetland,Bareland,Non_Water,Non_Wetland,Built-up
300,Wetland,Bareland,Non_Water,Non_Wetland,Water
301,Wetland,Bareland,Non_Water,Non_Wetland,Forest
302,Wetland,Bareland,Water,Non_Wetland,Grassland
303,Wetland,Bareland,Water,Non_Wetland,Wetland
304,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
305,Wetland,Bareland,Water,Non_Wetland,Bareland
306,Wetland,Bareland,Water,Non_Wetland,Built-up
307,Wetland,Bareland,Water,Non_Wetland,Water
308,Wetland,Bareland,Water,Non_Wetland,Forest
309,Wetland,Built-up,NULL,Non_Wetland,Grassland
310,Wetland,Built-up,NULL,Non_Wetland,Wetland
311,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
312,Wetland,Built-up,NULL,Non_Wetland,Bareland
313,Wetland,Built-up,NULL,Non_Wetland,Built-up
314,Wetland,Built-up,NULL,Non_Wetland,Water
315,Wetland,Built-up,NULL,Non_Wetland,Forest
316,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
317,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
318,Wetland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
319,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
320,Wetland,Built-up,Non_Water,Non_Wetland,Built-up
321,Wetland,Built-up,Non_Water,Non_Wetland,Water
322,Wetland,Built-up,Non_Water,Non_Wetland,Forest
323,Wetland,Built-up,Water,Non_Wetland,Grassland
324,Wetland,Built-up,Water,Non_Wetland,Wetland
325,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
326,Wetland,Built-up,Water,Non_Wetland,Bareland
327,Wetland,Built-up,Water,Non_Wetland,Built-up
328,Wetland,Built-up,Water,Non_Wetland,Water
329,Wetland,Built-up,Water,Non_Wetland,Forest
330,Wetland,Water,NULL,NULL,Grassland
331,Wetland,Water,NULL,NULL,Lichens_and_Mosses
332,Wetland,Water,NULL,NULL,Water
333,Wetland,Water,NULL,NULL,Forest
334,Wetland,Water,NULL,Water,Grassland
335,Wetland,Water,NULL,Water,Wetland
336,Wetland,Water,NULL,Water,Lichens_and_Mosses
337,Wetland,Water,NULL,Water,Bareland
338,Wetland,Water,NULL,Water,Built-up
339,Wetland,Water,NULL,Water,Water
340,Wetland,Water,NULL,Water,Forest
341,Wetland,Water,Non_Water,NULL,Water
342,Wetland,Water,Non_Water,Water,Grassland
343,Wetland,Water,Non_Water,Water,Wetland
344,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
345,Wetland,Water,Non_Water,Water,Bareland
346,Wetland,Water,Non_Water,Water,Water
347,Wetland,Water,Non_Water,Water,Forest
348,Wetland,Water,Water,NULL,Grassland
349,Wetland,Water,Water,NULL,Wetland
350,Wetland,Water,Water,NULL,Water
351,Wetland,Water,Water,NULL,Forest
352,Wetland,Water,Water,Water,Grassland
353,Wetland,Water,Water,Water,Wetland
354,Wetland,Water,Water,Water,Lichens_and_Mosses
355,Wetland,Water,Water,Water,Bareland
356,Wetland,Water,Water,Water,Built-up
357,Wetland,Water,Water,Water,Water
358,Wetland,Water,Water,Water,Forest
359,Wetland,Forest,NULL,Non_Wetland,Grassland
360,Wetland,Forest,NULL,Non_Wetland,Wetland
361,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
362,Wetland,Forest,NULL,Non_Wetland,Bareland
363,Wetland,Forest,NULL,Non_Wetland,Built-up
364,Wetland,Forest,NULL,Non_Wetland,Water
365,Wetland,Forest,NULL,Non_Wetland,Forest
366,Wetland,Forest,Non_Water,Non_Wetland,Grassland
367,Wetland,Forest,Non_Water,Non_Wetland,Wetland
368,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
369,Wetland,Forest,Non_Water,Non_Wetland,Bareland
370,Wetland,Forest,Non_Water,Non_Wetland,Water
371,Wetland,Forest,Non_Water,Non_Wetland,Forest
372,Wetland,Forest,Water,Non_Wetland,Grassland
373,Wetland,Forest,Water,Non_Wetland,Wetland
374,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
375,Wetland,Forest,Water,Non_Wetland,Bareland
376,Wetland,Forest,Water,Non_Wetland,Built-up
377,Wetland,Forest,Water,Non_Wetland,Water
378,Wetland,Forest,Water,Non_Wetland,Forest
379,Bareland,NULL,NULL,Non_Wetland,Grassland
380,Bareland,NULL,NULL,Non_Wetland,Wetland
381,Bareland,NULL,NULL,Non_Wetland,Lichens_and_Mosses
382,Bareland,NULL,NULL,Non_Wetland,Bareland
383,Bareland,NULL,NULL,Non_Wetland,Water
384,Bareland,NULL,NULL,Non_Wetland,Forest
385,Bareland,NULL,Non_Water,Non_Wetland,Forest
386,Bareland,NULL,Water,Non_Wetland,Wetland
387,Bareland,NULL,Water,Non_Wetland,Bareland
388,Bareland,NULL,Water,Non_Wetland,Water
389,Bareland,Shrubland,NULL,Non_Wetland,Grassland
390,Bareland,Shrubland,NULL,Non_Wetland,Wetland
391,Bareland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
392,Bareland,Shrubland,NULL,Non_Wetland,Bareland
393,Bareland,Shrubland,NULL,Non_Wetland,Water
394,Bareland,Shrubland,NULL,Non_Wetland,Forest
395,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
396,Bareland,Shrubland,Non_Water,Non_Wetland,Water
397,Bareland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
398,Bareland,Shrubland,Water,Non_Wetland,Bareland
399,Bareland,Shrubland,Water,Non_Wetland,Water
400,Bareland,Shrubland,Water,Non_Wetland,Forest
401,Bareland,Grassland,NULL,Non_Wetland,Grassland
402,Bareland,Grassland,NULL,Non_Wetland,Wetland
403,Bareland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
404,Bareland,Grassland,NULL,Non_Wetland,Bareland
405,Bareland,Grassland,NULL,Non_Wetland,Water
406,Bareland,Grassland,NULL,Non_Wetland,Forest
407,Bareland,Wetland,NULL,Wetland,Grassland
408,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
409,Bareland,Wetland,NULL,Wetland,Bareland
410,Bareland,Wetland,NULL,Wetland,Built-up
411,Bareland,Wetland,NULL,Wetland,Water
412,Bareland,Wetland,NULL,Wetland,Permanent_ice_and_snow
413,Bareland,Wetland,NULL,Wetland,Forest
414,Bareland,Wetland,Non_Water,Wetland,Wetland
415,Bareland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
416,Bareland,Wetland,Non_Water,Wetland,Water
417,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
418,Bareland,Wetland,Water,Wetland,Bareland
419,Bareland,Wetland,Water,Wetland,Built-up
420,Bareland,Wetland,Water,Wetland,Water
421,Bareland,Wetland,Water,Wetland,Forest
422,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
423,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
424,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
425,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
426,Bareland,Bareland,NULL,Non_Wetland,Grassland
427,Bareland,Bareland,NULL,Non_Wetland,Wetland
428,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
429,Bareland,Bareland,NULL,Non_Wetland,Bareland
430,Bareland,Bareland,NULL,Non_Wetland,Built-up
431,Bareland,Bareland,NULL,Non_Wetland,Water
432,Bareland,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
433,Bareland,Bareland,NULL,Non_Wetland,Forest
434,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
435,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
436,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
437,Bareland,Bareland,Non_Water,Non_Wetland,Water
438,Bareland,Bareland,Non_Water,Non_Wetland,Forest
439,Bareland,Bareland,Water,Non_Wetland,Grassland
440,Bareland,Bareland,Water,Non_Wetland,Wetland
441,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
442,Bareland,Bareland,Water,Non_Wetland,Bareland
443,Bareland,Bareland,Water,Non_Wetland,Built-up
444,Bareland,Bareland,Water,Non_Wetland,Water
445,Bareland,Bareland,Water,Non_Wetland,Forest
446,Bareland,Built-up,NULL,Non_Wetland,Grassland
447,Bareland,Built-up,NULL,Non_Wetland,Wetland
448,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
449,Bareland,Built-up,NULL,Non_Wetland,Bareland
450,Bareland,Built-up,NULL,Non_Wetland,Built-up
451,Bareland,Built-up,NULL,Non_Wetland,Water
452,Bareland,Built-up,NULL,Non_Wetland,Forest
453,Bareland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
454,Bareland,Built-up,Non_Water,Non_Wetland,Built-up
455,Bareland,Built-up,Non_Water,Non_Wetland,Water
456,Bareland,Built-up,Water,Non_Wetland,Wetland
457,Bareland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
458,Bareland,Built-up,Water,Non_Wetland,Bareland
459,Bareland,Built-up,Water,Non_Wetland,Built-up
460,Bareland,Built-up,Water,Non_Wetland,Water
461,Bareland,Built-up,Water,Non_Wetland,Forest
462,Bareland,Water,NULL,Water,Grassland
463,Bareland,Water,NULL,Water,Wetland
464,Bareland,Water,NULL,Water,Lichens_and_Mosses
465,Bareland,Water,NULL,Water,Bareland
466,Bareland,Water,NULL,Water,Built-up
467,Bareland,Water,NULL,Water,Water
468,Bareland,Water,NULL,Water,Permanent_ice_and_snow
469,Bareland,Water,NULL,Water,Forest
470,Bareland,Water,Non_Water,Water,Grassland
471,Bareland,Water,Non_Water,Water,Wetland
