Value,SIBERIA_2024_ESRI_Annual_LULC_2024_43VDF_M_R,SIBERIA_2024_GLC_FCS30D_2022_43VDF_M_R,SIBERIA_2024_GSW_Yearly_2021_43VDF_M_R,SIBERIA_2024_GWL_FCS30D_2022_43VDF_M_R,SIBERIA_2024_WorldCover_2021_43VDF_M_R
268,Wetland,Bareland,Water,Non_Wetland,Forest
269,Wetland,Built-up,NULL,Non_Wetland,Grassland
270,Wetland,Built-up,NULL,Non_Wetland,Wetland
271,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
272,Wetland,Built-up,NULL,Non_Wetland,Bareland
273,Wetland,Built-up,NULL,Non_Wetland,Built-up
274,Wetland,Built-up,NULL,Non_Wetland,Water
275,Wetland,Built-up,NULL,Non_Wetland,Forest
276,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
277,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
278,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
279,Wetland,Built-up,Non_Water,Non_Wetland,Built-up
280,Wetland,Built-up,Water,Non_Wetland,Grassland
281,Wetland,Built-up,Water,Non_Wetland,Water
282,Wetland,Built-up,Water,Non_Wetland,Forest
283,Wetland,Water,NULL,Water,Grassland
284,Wetland,Water,NULL,Water,Wetland
285,Wetland,Water,NULL,Water,Water
286,Wetland,Water,NULL,Water,Forest
287,Wetland,Water,Non_Water,Water,Grassland
288,Wetland,Water,Non_Water,Water,Wetland
289,Wetland,Water,Non_Water,Water,Water
290,Wetland,Water,Non_Water,Water,Forest
291,Wetland,Water,Water,Water,Grassland
292,Wetland,Water,Water,Water,Wetland
293,Wetland,Water,Water,Water,Bareland
294,Wetland,Water,Water,Water,Water
295,Wetland,Water,Water,Water,Forest
296,Wetland,Forest,NULL,Non_Wetland,NULL
297,Wetland,Forest,NULL,Non_Wetland,Grassland
298,Wetland,Forest,NULL,Non_Wetland,Wetland
299,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
300,Wetland,Forest,NULL,Non_Wetland,Bareland
301,Wetland,Forest,NULL,Non_Wetland,Built-up
302,Wetland,Forest,NULL,Non_Wetland,Water
303,Wetland,Forest,NULL,Non_Wetland,Forest
304,Wetland,Forest,Non_Water,Non_Wetland,Grassland
305,Wetland,Forest,Non_Water,Non_Wetland,Wetland
306,Wetland,Forest,Non_Water,Non_Wetland,Water
307,Wetland,Forest,Non_Water,Non_Wetland,Forest
308,Wetland,Forest,Water,Non_Wetland,Grassland
309,Wetland,Forest,Water,Non_Wetland,Wetland
310,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
311,Wetland,Forest,Water,Non_Wetland,Water
312,Wetland,Forest,Water,Non_Wetland,Forest
313,Bareland,NULL,NULL,Non_Wetland,Grassland
314,Bareland,NULL,NULL,Non_Wetland,Water
315,Bareland,NULL,NULL,Non_Wetland,Forest
316,Bareland,NULL,Non_Water,Non_Wetland,Forest
317,Bareland,Grassland,NULL,Non_Wetland,Grassland
318,Bareland,Grassland,NULL,Non_Wetland,Wetland
319,Bareland,Grassland,NULL,Non_Wetland,Bareland
320,Bareland,Grassland,NULL,Non_Wetland,Built-up
321,Bareland,Grassland,NULL,Non_Wetland,Water
322,Bareland,Grassland,NULL,Non_Wetland,Forest
323,Bareland,Grassland,Water,Non_Wetland,Water
324,Bareland,Cropland,NULL,Non_Wetland,Grassland
325,Bareland,Cropland,NULL,Non_Wetland,Bareland
326,Bareland,Cropland,NULL,Non_Wetland,Built-up
327,Bareland,Cropland,NULL,Non_Wetland,Water
328,Bareland,Cropland,NULL,Non_Wetland,Forest
329,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
330,Bareland,Cropland,Water,Non_Wetland,Grassland
331,Bareland,Cropland,Water,Non_Wetland,Bareland
332,Bareland,Cropland,Water,Non_Wetland,Water
333,Bareland,Wetland,NULL,Wetland,Forest
334,Bareland,Wetland,Non_Water,Wetland,Water
335,Bareland,Bareland,NULL,Non_Wetland,Grassland
336,Bareland,Bareland,NULL,Non_Wetland,Wetland
337,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
338,Bareland,Bareland,NULL,Non_Wetland,Bareland
339,Bareland,Bareland,NULL,Non_Wetland,Built-up
340,Bareland,Bareland,NULL,Non_Wetland,Forest
341,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
342,Bareland,Bareland,Non_Water,Non_Wetland,Built-up
343,Bareland,Bareland,Water,Non_Wetland,Bareland
344,Bareland,Bareland,Water,Non_Wetland,Water
345,Bareland,Bareland,Water,Non_Wetland,Forest
346,Bareland,Built-up,NULL,Non_Wetland,Grassland
347,Bareland,Built-up,NULL,Non_Wetland,Cropland
348,Bareland,Built-up,NULL,Non_Wetland,Bareland
349,Bareland,Built-up,NULL,Non_Wetland,Built-up
350,Bareland,Built-up,NULL,Non_Wetland,Water
351,Bareland,Built-up,NULL,Non_Wetland,Forest
352,Bareland,Built-up,Non_Water,Non_Wetland,Built-up
353,Bareland,Built-up,Non_Water,Non_Wetland,Water
354,Bareland,Built-up,Water,Non_Wetland,Bareland
355,Bareland,Built-up,Water,Non_Wetland,Built-up
356,Bareland,Built-up,Water,Non_Wetland,Water
357,Bareland,Water,NULL,Water,Bareland
358,Bareland,Water,NULL,Water,Built-up
359,Bareland,Water,NULL,Water,Water
360,Bareland,Water,NULL,Water,Forest
361,Bareland,Water,Non_Water,Water,Water
362,Bareland,Water,Water,Water,Wetland
363,Bareland,Water,Water,Water,Bareland
364,Bareland,Water,Water,Water,Built-up
365,Bareland,Water,Water,Water,Water
366,Bareland,Water,Water,Water,Forest
367,Bareland,Forest,NULL,Non_Wetland,NULL
368,Bareland,Forest,NULL,Non_Wetland,Grassland
369,Bareland,Forest,NULL,Non_Wetland,Cropland
370,Bareland,Forest,NULL,Non_Wetland,Wetland
371,Bareland,Forest,NULL,Non_Wetland,Bareland
372,Bareland,Forest,NULL,Non_Wetland,Water
373,Bareland,Forest,NULL,Non_Wetland,Forest
374,Bareland,Forest,Non_Water,Non_Wetland,Water
375,Bareland,Forest,Non_Water,Non_Wetland,Forest
376,Bareland,Forest,Water,Non_Wetland,Water
377,Bareland,Forest,Water,Non_Wetland,Forest
378,Built-up,NULL,NULL,Non_Wetland,Grassland
379,Built-up,NULL,NULL,Non_Wetland,Forest
380,Built-up,Grassland,NULL,Non_Wetland,Grassland
381,Built-up,Grassland,NULL,Non_Wetland,Wetland
382,Built-up,Grassland,NULL,Non_Wetland,Bareland
383,Built-up,Grassland,NULL,Non_Wetland,Built-up
384,Built-up,Grassland,NULL,Non_Wetland,Water
385,Built-up,Grassland,NULL,Non_Wetland,Forest
386,Built-up,Grassland,Non_Water,Non_Wetland,Water
387,Built-up,Grassland,Non_Water,Non_Wetland,Forest
388,Built-up,Grassland,Water,Non_Wetland,Water
389,Built-up,Cropland,NULL,Non_Wetland,NULL
390,Built-up,Cropland,NULL,Non_Wetland,Grassland
391,Built-up,Cropland,NULL,Non_Wetland,Cropland
392,Built-up,Cropland,NULL,Non_Wetland,Wetland
393,Built-up,Cropland,NULL,Non_Wetland,Bareland
394,Built-up,Cropland,NULL,Non_Wetland,Built-up
395,Built-up,Cropland,NULL,Non_Wetland,Water
396,Built-up,Cropland,NULL,Non_Wetland,Forest
397,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
398,Built-up,Cropland,Non_Water,Non_Wetland,Forest
399,Built-up,Cropland,Water,Non_Wetland,Water
400,Built-up,Cropland,Water,Non_Wetland,Forest
401,Built-up,Wetland,NULL,Wetland,NULL
402,Built-up,Wetland,NULL,Wetland,Wetland
403,Built-up,Wetland,NULL,Wetland,Bareland
404,Built-up,Wetland,NULL,Wetland,Built-up
405,Built-up,Wetland,NULL,Wetland,Water
406,Built-up,Wetland,NULL,Wetland,Forest
407,Built-up,Wetland,Non_Water,Wetland,Wetland
408,Built-up,Wetland,Water,Wetland,Water
409,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
410,Built-up,Bareland,NULL,Non_Wetland,Grassland
411,Built-up,Bareland,NULL,Non_Wetland,Cropland
412,Built-up,Bareland,NULL,Non_Wetland,Wetland
413,Built-up,Bareland,NULL,Non_Wetland,Bareland
414,Built-up,Bareland,NULL,Non_Wetland,Built-up
415,Built-up,Bareland,NULL,Non_Wetland,Water
416,Built-up,Bareland,NULL,Non_Wetland,Forest
417,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
418,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
419,Built-up,Bareland,Non_Water,Non_Wetland,Water
420,Built-up,Bareland,Non_Water,Non_Wetland,Forest
421,Built-up,Bareland,Water,Non_Wetland,Bareland
422,Built-up,Bareland,Water,Non_Wetland,Built-up
423,Built-up,Bareland,Water,Non_Wetland,Water
424,Built-up,Bareland,Water,Non_Wetland,Forest
425,Built-up,Built-up,NULL,Non_Wetland,Grassland
426,Built-up,Built-up,NULL,Non_Wetland,Cropland
427,Built-up,Built-up,NULL,Non_Wetland,Wetland
428,Built-up,Built-up,NULL,Non_Wetland,Bareland
429,Built-up,Built-up,NULL,Non_Wetland,Built-up
430,Built-up,Built-up,NULL,Non_Wetland,Water
431,Built-up,Built-up,NULL,Non_Wetland,Forest
432,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
433,Built-up,Built-up,Non_Water,Non_Wetland,Wetland
434,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
435,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
436,Built-up,Built-up,Non_Water,Non_Wetland,Water
437,Built-up,Built-up,Non_Water,Non_Wetland,Forest
438,Built-up,Built-up,Water,Non_Wetland,Bareland
439,Built-up,Built-up,Water,Non_Wetland,Built-up
440,Built-up,Built-up,Water,Non_Wetland,Water
441,Built-up,Built-up,Water,Non_Wetland,Forest
442,Built-up,Water,NULL,Water,Wetland
443,Built-up,Water,NULL,Water,Built-up
444,Built-up,Water,NULL,Water,Water
445,Built-up,Water,NULL,Water,Forest
446,Built-up,Water,Non_Water,Water,Wetland
447,Built-up,Water,Non_Water,Water,Bareland
448,Built-up,Water,Water,Water,Bareland
449,Built-up,Water,Water,Water,Water
450,Built-up,Forest,NULL,Non_Wetland,NULL
451,Built-up,Forest,NULL,Non_Wetland,Grassland
452,Built-up,Forest,NULL,Non_Wetland,Cropland
453,Built-up,Forest,NULL,Non_Wetland,Wetland
454,Built-up,Forest,NULL,Non_Wetland,Bareland
455,Built-up,Forest,NULL,Non_Wetland,Built-up
456,Built-up,Forest,NULL,Non_Wetland,Water
457,Built-up,Forest,NULL,Non_Wetland,Forest
458,Built-up,Forest,Non_Water,Non_Wetland,Grassland
459,Built-up,Forest,Non_Water,Non_Wetland,Bareland
460,Built-up,Forest,Non_Water,Non_Wetland,Built-up
461,Built-up,Forest,Water,Non_Wetland,Wetland
462,Water,NULL,NULL,Non_Wetland,Grassland
463,Water,NULL,NULL,Non_Wetland,Wetland
464,Water,NULL,NULL,Non_Wetland,Water
465,Water,NULL,NULL,Non_Wetland,Forest
466,Water,NULL,Non_Water,Non_Wetland,Grassland
467,Water,NULL,Non_Water,Non_Wetland,Water
468,Water,NULL,Non_Water,Non_Wetland,Forest
469,Water,NULL,Water,Non_Wetland,Grassland
470,Water,NULL,Water,Non_Wetland,Wetland
471,Water,NULL,Water,Non_Wetland,Water
472,Water,NULL,Water,Non_Wetland,Forest
473,Water,Shrubland,NULL,Non_Wetland,Wetland
474,Water,Shrubland,NULL,Non_Wetland,Forest
475,Water,Shrubland,Water,Non_Wetland,Forest
476,Water,Grassland,NULL,Non_Wetland,Grassland
477,Water,Grassland,NULL,Non_Wetland,Wetland
478,Water,Grassland,NULL,Non_Wetland,Bareland
479,Water,Grassland,NULL,Non_Wetland,Water
480,Water,Grassland,NULL,Non_Wetland,Forest
481,Water,Grassland,Non_Water,Non_Wetland,Water
482,Water,Grassland,Non_Water,Non_Wetland,Forest
483,Water,Grassland,Water,Non_Wetland,Wetland
484,Water,Grassland,Water,Non_Wetland,Bareland
485,Water,Grassland,Water,Non_Wetland,Water
486,Water,Cropland,NULL,Non_Wetland,Grassland
487,Water,Cropland,NULL,Non_Wetland,Wetland
488,Water,Cropland,NULL,Non_Wetland,Bareland
489,Water,Cropland,NULL,Non_Wetland,Water
490,Water,Cropland,NULL,Non_Wetland,Forest
491,Water,Cropland,Non_Water,Non_Wetland,Water
492,Water,Cropland,Non_Water,Non_Wetland,Forest
493,Water,Cropland,Water,Non_Wetland,Grassland
494,Water,Cropland,Water,Non_Wetland,Wetland
495,Water,Cropland,Water,Non_Wetland,Bareland
496,Water,Cropland,Water,Non_Wetland,Water
497,Water,Cropland,Water,Non_Wetland,Forest
498,Water,Wetland,NULL,Wetland,NULL
