Value,SIBERIA_2024_ESRI_Annual_LULC_2024_44WNB_M_R,SIBERIA_2024_GLC_FCS30D_2022_44WNB_M_R,SIBERIA_2024_GSW_Yearly_2021_44WNB_M_R,SIBERIA_2024_GWL_FCS30D_2022_44WNB_M_R,SIBERIA_2024_WorldCover_2021_44WNB_M_R
465,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
466,Built-up,Bareland,NULL,Non_Wetland,Grassland
467,Built-up,Bareland,NULL,Non_Wetland,Wetland
468,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
469,Built-up,Bareland,NULL,Non_Wetland,Bareland
470,Built-up,Bareland,NULL,Non_Wetland,Built-up
471,Built-up,Bareland,NULL,Non_Wetland,Water
472,Built-up,Bareland,NULL,Non_Wetland,Forest
473,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
474,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
475,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
476,Built-up,Bareland,Non_Water,Non_Wetland,Water
477,Built-up,Bareland,Water,Non_Wetland,Lichens_and_Mosses
478,Built-up,Bareland,Water,Non_Wetland,Bareland
479,Built-up,Bareland,Water,Non_Wetland,Built-up
480,Built-up,Bareland,Water,Non_Wetland,Water
481,Built-up,Built-up,NULL,Non_Wetland,Grassland
482,Built-up,Built-up,NULL,Non_Wetland,Wetland
483,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
484,Built-up,Built-up,NULL,Non_Wetland,Bareland
485,Built-up,Built-up,NULL,Non_Wetland,Built-up
486,Built-up,Built-up,NULL,Non_Wetland,Water
487,Built-up,Built-up,NULL,Non_Wetland,Forest
488,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
489,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
490,Built-up,Built-up,Non_Water,Non_Wetland,Forest
491,Built-up,Built-up,Water,Non_Wetland,Bareland
492,Built-up,Built-up,Water,Non_Wetland,Built-up
493,Built-up,Water,NULL,Water,Lichens_and_Mosses
494,Built-up,Water,NULL,Water,Bareland
495,Built-up,Water,NULL,Water,Built-up
496,Built-up,Water,NULL,Water,Forest
497,Built-up,Forest,NULL,Non_Wetland,Grassland
498,Built-up,Forest,NULL,Non_Wetland,Bareland
499,Built-up,Forest,NULL,Non_Wetland,Built-up
500,Built-up,Forest,NULL,Non_Wetland,Forest
501,Water,NULL,NULL,Non_Wetland,Grassland
502,Water,NULL,NULL,Non_Wetland,Wetland
503,Water,NULL,NULL,Non_Wetland,Lichens_and_Mosses
504,Water,NULL,NULL,Non_Wetland,Bareland
505,Water,NULL,NULL,Non_Wetland,Water
506,Water,NULL,NULL,Non_Wetland,Forest
507,Water,NULL,Non_Water,Non_Wetland,Grassland
508,Water,NULL,Non_Water,Non_Wetland,Wetland
509,Water,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
510,Water,NULL,Non_Water,Non_Wetland,Bareland
511,Water,NULL,Non_Water,Non_Wetland,Water
512,Water,NULL,Non_Water,Non_Wetland,Forest
513,Water,NULL,Water,Non_Wetland,Grassland
514,Water,NULL,Water,Non_Wetland,Wetland
515,Water,NULL,Water,Non_Wetland,Lichens_and_Mosses
516,Water,NULL,Water,Non_Wetland,Bareland
517,Water,NULL,Water,Non_Wetland,Water
518,Water,NULL,Water,Non_Wetland,Forest
519,Water,Shrubland,NULL,Non_Wetland,Grassland
520,Water,Shrubland,NULL,Non_Wetland,Wetland
521,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
522,Water,Shrubland,NULL,Non_Wetland,Bareland
523,Water,Shrubland,NULL,Non_Wetland,Water
524,Water,Shrubland,NULL,Non_Wetland,Forest
525,Water,Shrubland,Non_Water,Non_Wetland,Grassland
526,Water,Shrubland,Non_Water,Non_Wetland,Wetland
527,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
528,Water,Shrubland,Non_Water,Non_Wetland,Bareland
529,Water,Shrubland,Non_Water,Non_Wetland,Water
530,Water,Shrubland,Non_Water,Non_Wetland,Forest
531,Water,Shrubland,Water,Non_Wetland,Grassland
532,Water,Shrubland,Water,Non_Wetland,Wetland
533,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
534,Water,Shrubland,Water,Non_Wetland,Bareland
535,Water,Shrubland,Water,Non_Wetland,Water
536,Water,Shrubland,Water,Non_Wetland,Forest
537,Water,Grassland,NULL,Non_Wetland,Grassland
538,Water,Grassland,NULL,Non_Wetland,Wetland
539,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
540,Water,Grassland,NULL,Non_Wetland,Bareland
541,Water,Grassland,NULL,Non_Wetland,Water
542,Water,Grassland,NULL,Non_Wetland,Forest
543,Water,Grassland,Non_Water,Non_Wetland,Grassland
544,Water,Grassland,Non_Water,Non_Wetland,Wetland
545,Water,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
546,Water,Grassland,Non_Water,Non_Wetland,Bareland
547,Water,Grassland,Non_Water,Non_Wetland,Water
548,Water,Grassland,Non_Water,Non_Wetland,Forest
549,Water,Grassland,Water,Non_Wetland,Grassland
550,Water,Grassland,Water,Non_Wetland,Wetland
551,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
552,Water,Grassland,Water,Non_Wetland,Bareland
553,Water,Grassland,Water,Non_Wetland,Water
554,Water,Grassland,Water,Non_Wetland,Forest
555,Water,Wetland,NULL,Wetland,Grassland
556,Water,Wetland,NULL,Wetland,Wetland
557,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
558,Water,Wetland,NULL,Wetland,Bareland
559,Water,Wetland,NULL,Wetland,Water
560,Water,Wetland,NULL,Wetland,Forest
561,Water,Wetland,Non_Water,Wetland,Grassland
562,Water,Wetland,Non_Water,Wetland,Wetland
563,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
564,Water,Wetland,Non_Water,Wetland,Bareland
565,Water,Wetland,Non_Water,Wetland,Water
566,Water,Wetland,Non_Water,Wetland,Forest
567,Water,Wetland,Water,Wetland,Grassland
568,Water,Wetland,Water,Wetland,Wetland
569,Water,Wetland,Water,Wetland,Lichens_and_Mosses
570,Water,Wetland,Water,Wetland,Bareland
571,Water,Wetland,Water,Wetland,Water
572,Water,Wetland,Water,Wetland,Forest
573,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
574,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
575,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
576,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
577,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
578,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
579,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
580,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
581,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
582,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
583,Water,Bareland,NULL,Non_Wetland,Grassland
584,Water,Bareland,NULL,Non_Wetland,Wetland
585,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
586,Water,Bareland,NULL,Non_Wetland,Bareland
587,Water,Bareland,NULL,Non_Wetland,Water
588,Water,Bareland,NULL,Non_Wetland,Forest
589,Water,Bareland,Non_Water,Non_Wetland,Grassland
590,Water,Bareland,Non_Water,Non_Wetland,Wetland
591,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
592,Water,Bareland,Non_Water,Non_Wetland,Bareland
593,Water,Bareland,Non_Water,Non_Wetland,Water
594,Water,Bareland,Non_Water,Non_Wetland,Forest
595,Water,Bareland,Water,Non_Wetland,Grassland
596,Water,Bareland,Water,Non_Wetland,Wetland
597,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
598,Water,Bareland,Water,Non_Wetland,Bareland
599,Water,Bareland,Water,Non_Wetland,Water
600,Water,Bareland,Water,Non_Wetland,Forest
601,Water,Built-up,NULL,Non_Wetland,Grassland
602,Water,Built-up,NULL,Non_Wetland,Wetland
603,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
604,Water,Built-up,NULL,Non_Wetland,Bareland
605,Water,Built-up,NULL,Non_Wetland,Water
606,Water,Built-up,NULL,Non_Wetland,Forest
607,Water,Built-up,Non_Water,Non_Wetland,Grassland
608,Water,Built-up,Non_Water,Non_Wetland,Wetland
609,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
610,Water,Built-up,Non_Water,Non_Wetland,Bareland
611,Water,Built-up,Non_Water,Non_Wetland,Water
612,Water,Built-up,Water,Non_Wetland,Grassland
613,Water,Built-up,Water,Non_Wetland,Wetland
614,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
615,Water,Built-up,Water,Non_Wetland,Bareland
616,Water,Built-up,Water,Non_Wetland,Water
617,Water,Water,NULL,Water,Grassland
618,Water,Water,NULL,Water,Wetland
619,Water,Water,NULL,Water,Lichens_and_Mosses
620,Water,Water,NULL,Water,Bareland
621,Water,Water,NULL,Water,Water
622,Water,Water,NULL,Water,Forest
623,Water,Water,Non_Water,Water,Grassland
624,Water,Water,Non_Water,Water,Wetland
625,Water,Water,Non_Water,Water,Lichens_and_Mosses
626,Water,Water,Non_Water,Water,Bareland
627,Water,Water,Non_Water,Water,Water
628,Water,Water,Non_Water,Water,Forest
629,Water,Water,Water,Water,Grassland
630,Water,Water,Water,Water,Wetland
631,Water,Water,Water,Water,Lichens_and_Mosses
632,Water,Water,Water,Water,Bareland
633,Water,Water,Water,Water,Water
634,Water,Water,Water,Water,Forest
635,Water,Forest,NULL,Non_Wetland,Grassland
636,Water,Forest,NULL,Non_Wetland,Wetland
637,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
638,Water,Forest,NULL,Non_Wetland,Bareland
639,Water,Forest,NULL,Non_Wetland,Water
640,Water,Forest,NULL,Non_Wetland,Forest
641,Water,Forest,Non_Water,Non_Wetland,Grassland
642,Water,Forest,Non_Water,Non_Wetland,Wetland
643,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
644,Water,Forest,Non_Water,Non_Wetland,Bareland
645,Water,Forest,Non_Water,Non_Wetland,Water
646,Water,Forest,Non_Water,Non_Wetland,Forest
647,Water,Forest,Water,Non_Wetland,Grassland
648,Water,Forest,Water,Non_Wetland,Wetland
649,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
650,Water,Forest,Water,Non_Wetland,Bareland
651,Water,Forest,Water,Non_Wetland,Water
652,Water,Forest,Water,Non_Wetland,Forest
653,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
654,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
655,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Lichens_and_Mosses
656,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland
657,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
658,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
659,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Grassland
660,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Wetland
661,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
662,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Water
663,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Forest
664,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Grassland
665,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Wetland
666,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Lichens_and_Mosses
667,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Bareland
668,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Water
669,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Forest
670,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
671,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
672,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
673,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
674,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
675,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
676,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
677,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
678,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
679,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Bareland
680,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Built-up
681,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
682,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
683,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
684,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
685,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
686,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Bareland
687,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
688,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
689,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
690,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
691,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
692,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
693,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Built-up
694,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
695,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
696,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
697,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
698,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
699,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Bareland
700,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
701,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Forest
702,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
703,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
704,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Lichens_and_Mosses
705,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Bareland
706,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
707,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Forest
708,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
709,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
710,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
711,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
712,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
713,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
714,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
715,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
716,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
717,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
718,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
719,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
720,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
721,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
722,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
723,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
724,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
725,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
726,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
727,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
728,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
729,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
730,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
731,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
732,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
733,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
734,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
735,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
736,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
737,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
738,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
739,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
740,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
741,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
742,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
743,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
744,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
745,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
746,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
747,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
748,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
749,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Built-up
750,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
751,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
752,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
753,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
754,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
755,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
756,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
757,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
758,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
759,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
760,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
761,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
762,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
763,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
764,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
765,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
766,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Wetland
767,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
768,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
769,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Water
770,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Forest
771,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
772,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Wetland
773,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
774,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
775,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
776,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Forest
777,Permanent_ice_and_snow,Water,NULL,Water,Grassland
778,Permanent_ice_and_snow,Water,NULL,Water,Wetland
779,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
780,Permanent_ice_and_snow,Water,NULL,Water,Bareland
781,Permanent_ice_and_snow,Water,NULL,Water,Water
782,Permanent_ice_and_snow,Water,NULL,Water,Forest
783,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
784,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
785,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
786,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
787,Permanent_ice_and_snow,Water,Non_Water,Water,Water
788,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
789,Permanent_ice_and_snow,Water,Water,Water,Grassland
790,Permanent_ice_and_snow,Water,Water,Water,Wetland
791,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
792,Permanent_ice_and_snow,Water,Water,Water,Bareland
793,Permanent_ice_and_snow,Water,Water,Water,Water
794,Permanent_ice_and_snow,Water,Water,Water,Forest
795,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
796,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
797,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
798,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
799,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
800,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
801,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
802,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
803,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
804,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Bareland
805,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
806,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
807,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
808,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
809,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Lichens_and_Mosses
810,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland
811,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
812,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
813,Forest,NULL,NULL,Non_Wetland,Grassland
814,Forest,NULL,NULL,Non_Wetland,Wetland
815,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
816,Forest,NULL,NULL,Non_Wetland,Bareland
817,Forest,NULL,NULL,Non_Wetland,Water
818,Forest,NULL,NULL,Non_Wetland,Forest
819,Forest,NULL,Non_Water,Non_Wetland,Grassland
820,Forest,NULL,Non_Water,Non_Wetland,Wetland
821,Forest,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
822,Forest,NULL,Non_Water,Non_Wetland,Water
823,Forest,NULL,Non_Water,Non_Wetland,Forest
824,Forest,NULL,Water,Non_Wetland,Grassland
825,Forest,NULL,Water,Non_Wetland,Wetland
826,Forest,NULL,Water,Non_Wetland,Lichens_and_Mosses
827,Forest,NULL,Water,Non_Wetland,Bareland
828,Forest,NULL,Water,Non_Wetland,Water
829,Forest,NULL,Water,Non_Wetland,Forest
830,Forest,Shrubland,NULL,Non_Wetland,Grassland
831,Forest,Shrubland,NULL,Non_Wetland,Wetland
832,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
833,Forest,Shrubland,NULL,Non_Wetland,Bareland
834,Forest,Shrubland,NULL,Non_Wetland,Water
835,Forest,Shrubland,NULL,Non_Wetland,Forest
836,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
837,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
838,Forest,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
839,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
840,Forest,Shrubland,Non_Water,Non_Wetland,Water
841,Forest,Shrubland,Non_Water,Non_Wetland,Forest
842,Forest,Shrubland,Water,Non_Wetland,Grassland
843,Forest,Shrubland,Water,Non_Wetland,Wetland
844,Forest,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
845,Forest,Shrubland,Water,Non_Wetland,Bareland
846,Forest,Shrubland,Water,Non_Wetland,Water
847,Forest,Shrubland,Water,Non_Wetland,Forest
848,Forest,Grassland,NULL,Non_Wetland,Grassland
849,Forest,Grassland,NULL,Non_Wetland,Wetland
850,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
851,Forest,Grassland,NULL,Non_Wetland,Bareland
852,Forest,Grassland,NULL,Non_Wetland,Water
853,Forest,Grassland,NULL,Non_Wetland,Forest
854,Forest,Grassland,Non_Water,Non_Wetland,Grassland
855,Forest,Grassland,Non_Water,Non_Wetland,Wetland
856,Forest,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
857,Forest,Grassland,Non_Water,Non_Wetland,Bareland
858,Forest,Grassland,Non_Water,Non_Wetland,Water
859,Forest,Grassland,Non_Water,Non_Wetland,Forest
860,Forest,Grassland,Water,Non_Wetland,Grassland
861,Forest,Grassland,Water,Non_Wetland,Wetland
862,Forest,Grassland,Water,Non_Wetland,Lichens_and_Mosses
863,Forest,Grassland,Water,Non_Wetland,Bareland
864,Forest,Grassland,Water,Non_Wetland,Water
865,Forest,Grassland,Water,Non_Wetland,Forest
866,Forest,Wetland,NULL,Wetland,Grassland
867,Forest,Wetland,NULL,Wetland,Wetland
868,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
869,Forest,Wetland,NULL,Wetland,Bareland
870,Forest,Wetland,NULL,Wetland,Water
871,Forest,Wetland,NULL,Wetland,Forest
872,Forest,Wetland,Non_Water,Wetland,Grassland
873,Forest,Wetland,Non_Water,Wetland,Wetland
874,Forest,Wetland,Non_Water,Wetland,Lichens_and_Mosses
875,Forest,Wetland,Non_Water,Wetland,Bareland
876,Forest,Wetland,Non_Water,Wetland,Water
877,Forest,Wetland,Non_Water,Wetland,Forest
878,Forest,Wetland,Water,Wetland,Grassland
879,Forest,Wetland,Water,Wetland,Wetland
880,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
881,Forest,Wetland,Water,Wetland,Bareland
882,Forest,Wetland,Water,Wetland,Water
883,Forest,Wetland,Water,Wetland,Forest
884,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
885,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
886,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
887,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
888,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
889,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
890,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
891,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
892,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
893,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
894,Forest,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
895,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
896,Forest,Bareland,NULL,Non_Wetland,Grassland
897,Forest,Bareland,NULL,Non_Wetland,Wetland
898,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
899,Forest,Bareland,NULL,Non_Wetland,Bareland
900,Forest,Bareland,NULL,Non_Wetland,Water
901,Forest,Bareland,NULL,Non_Wetland,Forest
902,Forest,Bareland,Non_Water,Non_Wetland,Grassland
903,Forest,Bareland,Non_Water,Non_Wetland,Wetland
