Value,SIBERIA_2024_ESA_CALU_2024_45XVC_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_45XVC_M_R,SIBERIA_2024_GLC_FCS30D_2022_45XVC_M_R,SIBERIA_2024_GSW_Yearly_2021_45XVC_M_R,SIBERIA_2024_GWL_FCS30D_2022_45XVC_M_R,SIBERIA_2024_WorldCover_2021_45XVC_M_R
200,NULL,Wetland,Wetland,Water,Wetland,Wetland
201,NULL,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
202,NULL,Wetland,Wetland,Water,Wetland,Bareland
203,NULL,Wetland,Wetland,Water,Wetland,Water
204,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
205,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
206,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
207,NULL,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
208,NULL,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
209,NULL,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
210,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland
211,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland
212,NULL,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
213,NULL,Wetland,Bareland,NULL,Non_Wetland,Water
214,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
215,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
216,NULL,Wetland,Bareland,Water,Non_Wetland,Grassland
217,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland
218,NULL,Wetland,Water,NULL,NULL,Wetland
219,NULL,Wetland,Water,NULL,NULL,Water
220,NULL,Wetland,Water,NULL,Water,Wetland
221,NULL,Wetland,Water,NULL,Water,Water
222,NULL,Wetland,Water,Non_Water,NULL,Wetland
223,NULL,Wetland,Water,Non_Water,NULL,Water
224,NULL,Wetland,Water,Non_Water,Water,Wetland
225,NULL,Wetland,Water,Non_Water,Water,Water
226,NULL,Wetland,Water,Water,NULL,Wetland
227,NULL,Wetland,Water,Water,NULL,Water
228,NULL,Wetland,Water,Water,Water,Grassland
229,NULL,Wetland,Water,Water,Water,Wetland
230,NULL,Wetland,Water,Water,Water,Water
231,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland
232,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland
233,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland
234,NULL,Wetland,Forest,Water,Non_Wetland,Grassland
235,NULL,Wetland,Forest,Water,Non_Wetland,Wetland
236,NULL,Bareland,Shrubland,NULL,Non_Wetland,Wetland
237,NULL,Bareland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
238,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland
239,NULL,Bareland,Shrubland,NULL,Non_Wetland,Water
240,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
241,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Water
242,NULL,Bareland,Shrubland,Water,Non_Wetland,Wetland
243,NULL,Bareland,Shrubland,Water,Non_Wetland,Water
244,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland
245,NULL,Bareland,Grassland,NULL,Non_Wetland,Wetland
246,NULL,Bareland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
247,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland
248,NULL,Bareland,Grassland,NULL,Non_Wetland,Water
249,NULL,Bareland,Grassland,Non_Water,Non_Wetland,Water
250,NULL,Bareland,Grassland,Water,Non_Wetland,Lichens_and_Mosses
251,NULL,Bareland,Wetland,NULL,NULL,Grassland
252,NULL,Bareland,Wetland,NULL,NULL,Wetland
253,NULL,Bareland,Wetland,NULL,NULL,Lichens_and_Mosses
254,NULL,Bareland,Wetland,NULL,NULL,Bareland
255,NULL,Bareland,Wetland,NULL,NULL,Water
256,NULL,Bareland,Wetland,NULL,Wetland,Grassland
257,NULL,Bareland,Wetland,NULL,Wetland,Wetland
258,NULL,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
259,NULL,Bareland,Wetland,NULL,Wetland,Bareland
260,NULL,Bareland,Wetland,NULL,Wetland,Water
261,NULL,Bareland,Wetland,Non_Water,NULL,Bareland
262,NULL,Bareland,Wetland,Non_Water,NULL,Water
263,NULL,Bareland,Wetland,Non_Water,Wetland,Grassland
264,NULL,Bareland,Wetland,Non_Water,Wetland,Wetland
265,NULL,Bareland,Wetland,Non_Water,Wetland,Bareland
266,NULL,Bareland,Wetland,Non_Water,Wetland,Water
267,NULL,Bareland,Wetland,Water,NULL,Wetland
268,NULL,Bareland,Wetland,Water,NULL,Lichens_and_Mosses
269,NULL,Bareland,Wetland,Water,NULL,Bareland
270,NULL,Bareland,Wetland,Water,NULL,Water
271,NULL,Bareland,Wetland,Water,Wetland,Grassland
272,NULL,Bareland,Wetland,Water,Wetland,Wetland
273,NULL,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
274,NULL,Bareland,Wetland,Water,Wetland,Bareland
275,NULL,Bareland,Wetland,Water,Wetland,Water
276,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
277,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
278,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
279,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
280,NULL,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
281,NULL,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
282,NULL,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
283,NULL,Bareland,Bareland,NULL,Non_Wetland,Grassland
284,NULL,Bareland,Bareland,NULL,Non_Wetland,Wetland
285,NULL,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
286,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland
287,NULL,Bareland,Bareland,NULL,Non_Wetland,Water
288,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
289,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
290,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
291,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Water
292,NULL,Bareland,Bareland,Water,Non_Wetland,Wetland
293,NULL,Bareland,Bareland,Water,Non_Wetland,Bareland
294,NULL,Bareland,Bareland,Water,Non_Wetland,Water
295,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland
296,NULL,Bareland,Built-up,NULL,Non_Wetland,Water
297,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
298,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Water
299,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland
300,NULL,Bareland,Built-up,Water,Non_Wetland,Water
301,NULL,Bareland,Water,NULL,NULL,Wetland
302,NULL,Bareland,Water,NULL,NULL,Lichens_and_Mosses
303,NULL,Bareland,Water,NULL,NULL,Bareland
304,NULL,Bareland,Water,NULL,NULL,Water
305,NULL,Bareland,Water,NULL,Water,Bareland
306,NULL,Bareland,Water,NULL,Water,Water
307,NULL,Bareland,Water,Non_Water,NULL,Water
308,NULL,Bareland,Water,Non_Water,Water,Bareland
309,NULL,Bareland,Water,Non_Water,Water,Water
310,NULL,Bareland,Water,Water,NULL,Wetland
311,NULL,Bareland,Water,Water,NULL,Lichens_and_Mosses
312,NULL,Bareland,Water,Water,NULL,Bareland
313,NULL,Bareland,Water,Water,NULL,Water
314,NULL,Bareland,Water,Water,Water,Grassland
315,NULL,Bareland,Water,Water,Water,Wetland
316,NULL,Bareland,Water,Water,Water,Bareland
317,NULL,Bareland,Water,Water,Water,Water
318,NULL,Bareland,Permanent_ice_and_snow,Water,Non_Wetland,Bareland
319,NULL,Bareland,Permanent_ice_and_snow,Water,Non_Wetland,Water
320,NULL,Water,NULL,Water,Non_Wetland,Water
321,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
322,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland
323,NULL,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
324,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland
325,NULL,Water,Shrubland,NULL,Non_Wetland,Water
326,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland
327,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland
328,NULL,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
329,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland
330,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water
331,NULL,Water,Shrubland,Water,Non_Wetland,Grassland
332,NULL,Water,Shrubland,Water,Non_Wetland,Wetland
333,NULL,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
334,NULL,Water,Shrubland,Water,Non_Wetland,Water
335,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
336,NULL,Water,Grassland,NULL,Non_Wetland,Wetland
337,NULL,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
338,NULL,Water,Grassland,NULL,Non_Wetland,Bareland
339,NULL,Water,Grassland,NULL,Non_Wetland,Water
340,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland
341,NULL,Water,Grassland,Non_Water,Non_Wetland,Wetland
342,NULL,Water,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
343,NULL,Water,Grassland,Non_Water,Non_Wetland,Water
344,NULL,Water,Grassland,Water,Non_Wetland,Grassland
345,NULL,Water,Grassland,Water,Non_Wetland,Wetland
346,NULL,Water,Grassland,Water,Non_Wetland,Bareland
347,NULL,Water,Grassland,Water,Non_Wetland,Water
348,NULL,Water,Wetland,NULL,NULL,Grassland
349,NULL,Water,Wetland,NULL,NULL,Wetland
350,NULL,Water,Wetland,NULL,NULL,Lichens_and_Mosses
351,NULL,Water,Wetland,NULL,NULL,Bareland
352,NULL,Water,Wetland,NULL,NULL,Water
353,NULL,Water,Wetland,NULL,Wetland,Grassland
354,NULL,Water,Wetland,NULL,Wetland,Wetland
355,NULL,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
356,NULL,Water,Wetland,NULL,Wetland,Bareland
357,NULL,Water,Wetland,NULL,Wetland,Water
358,NULL,Water,Wetland,NULL,Wetland,Forest
359,NULL,Water,Wetland,Non_Water,NULL,Grassland
360,NULL,Water,Wetland,Non_Water,NULL,Wetland
361,NULL,Water,Wetland,Non_Water,NULL,Lichens_and_Mosses
362,NULL,Water,Wetland,Non_Water,NULL,Bareland
363,NULL,Water,Wetland,Non_Water,NULL,Water
364,NULL,Water,Wetland,Non_Water,Wetland,Grassland
365,NULL,Water,Wetland,Non_Water,Wetland,Wetland
366,NULL,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
367,NULL,Water,Wetland,Non_Water,Wetland,Bareland
368,NULL,Water,Wetland,Non_Water,Wetland,Water
369,NULL,Water,Wetland,Water,NULL,Grassland
370,NULL,Water,Wetland,Water,NULL,Wetland
371,NULL,Water,Wetland,Water,NULL,Lichens_and_Mosses
372,NULL,Water,Wetland,Water,NULL,Bareland
373,NULL,Water,Wetland,Water,NULL,Water
374,NULL,Water,Wetland,Water,Wetland,Grassland
375,NULL,Water,Wetland,Water,Wetland,Wetland
376,NULL,Water,Wetland,Water,Wetland,Lichens_and_Mosses
377,NULL,Water,Wetland,Water,Wetland,Bareland
378,NULL,Water,Wetland,Water,Wetland,Water
379,NULL,Water,Wetland,Water,Wetland,Forest
380,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
381,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
382,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
383,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
384,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
385,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
386,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
387,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
388,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
389,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
390,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
391,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
392,NULL,Water,Bareland,NULL,Non_Wetland,Wetland
393,NULL,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
394,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
395,NULL,Water,Bareland,NULL,Non_Wetland,Water
396,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland
397,NULL,Water,Bareland,Non_Water,Non_Wetland,Wetland
398,NULL,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
399,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland
400,NULL,Water,Bareland,Non_Water,Non_Wetland,Water
401,NULL,Water,Bareland,Water,Non_Wetland,Grassland
402,NULL,Water,Bareland,Water,Non_Wetland,Wetland
403,NULL,Water,Bareland,Water,Non_Wetland,Water
404,NULL,Water,Built-up,NULL,Non_Wetland,Grassland
405,NULL,Water,Built-up,NULL,Non_Wetland,Wetland
406,NULL,Water,Built-up,NULL,Non_Wetland,Bareland
407,NULL,Water,Built-up,NULL,Non_Wetland,Water
408,NULL,Water,Built-up,Non_Water,Non_Wetland,Water
409,NULL,Water,Built-up,Water,Non_Wetland,Bareland
410,NULL,Water,Built-up,Water,Non_Wetland,Water
411,NULL,Water,Water,NULL,NULL,Grassland
412,NULL,Water,Water,NULL,NULL,Wetland
413,NULL,Water,Water,NULL,NULL,Lichens_and_Mosses
414,NULL,Water,Water,NULL,NULL,Bareland
415,NULL,Water,Water,NULL,NULL,Water
416,NULL,Water,Water,NULL,Water,Grassland
417,NULL,Water,Water,NULL,Water,Wetland
418,NULL,Water,Water,NULL,Water,Lichens_and_Mosses
419,NULL,Water,Water,NULL,Water,Bareland
420,NULL,Water,Water,NULL,Water,Water
421,NULL,Water,Water,Non_Water,NULL,Grassland
422,NULL,Water,Water,Non_Water,NULL,Lichens_and_Mosses
423,NULL,Water,Water,Non_Water,NULL,Bareland
424,NULL,Water,Water,Non_Water,NULL,Water
425,NULL,Water,Water,Non_Water,Water,Grassland
